miliseconds,P,G6P,F6P,F16P,NADH,NAD,BPG,P3G,P2G,PEP,PYR,ACE,GA3P,DHAP,D6PGluconoLactone,D6PGluconate,NADP,NADPH,Ribulose5P,Ribose5P,Xyl5P,Seduhept7P,Erythrose4P,GLCi
0,5.003831570511023,1.3753024552894562,0.2814950294406242,0.11277230821424329,0.39033457904284696,1.200496290916876,0.09965306740687495,0.1035920697180018,0.10031448177510892,0.09969252394069976,3.2820425285823704,0.04102645916330107,0.049902366346396436,1.0054036490253466,0.10274398144671253,0.11148251630998667,0.39270003436255574,1.5946310944257478,0.09879499752518049,0.09630179950213849,0.09639423039453111,0.10914869250183877,-0.0002156222393470328,0.08685723064340409
100,5.98757126729291,1.1538393527226396,0.1196726427236422,0.877045856026781,0.11289753294833235,1.4790880457436468,0.00021896056802707492,0.3347747608232327,0.04134592170247928,0.06384434805695445,6.1853917224786725,0.06340040381667933,0.03870173031464347,0.9503379959989889,0.1404365549835336,0.12070505408699346,0.5803538017477129,1.4232996114740006,0.08041991322650718,0.08617431870151937,0.08114850051831549,0.09176484722213049,0.023059860966589636,0.11034658590401564
200,6.629236956458389,1.464500784658721,0.18119112566799989,0.8828403287596844,0.06814783385204623,1.5260157252294637,0.001069235386576801,0.4056939934200099,0.050862466197212436,0.08773864088414422,7.668060313544527,0.11104034372420583,0.038590490345199,0.9724380414451111,0.18948346001806765,0.14173204150060095,0.6984166151569763,1.3109652374357572,0.08101724724203278,0.07856027363132186,0.07593098906959818,0.120725021227943,0.018546340971223305,0.09150828903977633
300,6.869486541939747,1.7392042688883038,0.21778260453139925,0.9516494917222793,0.056459118700775364,1.5329450703950955,0.0008330526939038336,0.4577376634989407,0.05805646242692999,0.10381801930965578,8.599951482123233,0.1339654106878087,0.04059347694086635,1.020083374753106,0.23602723009988247,0.16183932402020523,0.751199732097707,1.239137246497962,0.08103965052537493,0.07971736261102959,0.0802208912876781,0.11604307170393062,0.017396101677769348,0.08626781125651714
400,6.9861028015287525,1.9227439247689493,0.24824214186313828,1.0380369263257703,0.05246038590651244,1.5392105110695111,0.0003881307433407173,0.4973605971706047,0.0654955046978465,0.12207238667271893,9.22816070106566,0.14516274625343673,0.04167230960446785,1.0622655103250966,0.2880317907966317,0.18058899745464027,0.7863144757178433,1.216343649285108,0.08956304448352002,0.08958660158030982,0.08426843418162601,0.14226855073246153,0.017594792433607617,0.08335786089088919
500,7.065994581973947,2.093727187587386,0.27324386674936774,1.0890357950625977,0.05200755262045379,1.5418013526950967,0.0010282892116187789,0.5279314630539135,0.06898316084550091,0.14004080716719583,9.870974681156635,0.1537594046720762,0.04271380423561236,1.0875601772883654,0.33121154916230694,0.2201975653660991,0.7930409015770227,1.2046623526794276,0.09868489917744855,0.09216881327524692,0.09597276780412665,0.15850893416560433,0.0185955747344108,0.0815573701969462
600,7.156685678115104,2.2050769184192602,0.289886223722655,1.1383654735777327,0.05072364709643395,1.5415582971401993,0.0008077583514991272,0.5671348360939976,0.07449230789524512,0.1503024460348087,10.218218770952058,0.16006155340873165,0.044160950154400976,1.1121861913652962,0.3807287906976357,0.2514688770160066,0.7701505732876954,1.2150000487373784,0.1065388767928448,0.10644926654717689,0.10384044135375513,0.16311436000791846,0.019301184845462737,0.08033686768426884
700,7.20179289420748,2.31053346084048,0.31406592535592864,1.1772230614694545,0.04785661499817997,1.5432366711237402,0.0009749336327084442,0.5873219943050777,0.07909283773695214,0.1607495052210492,10.579307562154295,0.16497994525809628,0.04467315352898336,1.1354878896588905,0.40865190428214726,0.29745360470746074,0.7552201846342794,1.2485327910738617,0.1181678058699916,0.11455662826547065,0.1171292518678342,0.180391478763971,0.020777549675775518,0.07974931882919016
800,7.212159037045633,2.4076795444443007,0.33077262844415595,1.2110134424798096,0.04585290388136135,1.5437179226270323,0.0005445187739015768,0.619051919733954,0.08320324922414998,0.16949559946928475,11.011982624837346,0.16875052521123904,0.04587598024143402,1.1603489348715217,0.44696199266352843,0.32901416033237385,0.7392971664283747,1.2590602408873663,0.12435488840913675,0.12857108221360966,0.1273205006971709,0.2155527625301815,0.02171437118675236,0.07942146672139509
900,7.256321979099681,2.4779365551357095,0.3413575444271326,1.23618964107325,0.04559742043973831,1.5427671319500829,0.0016123198016024646,0.6415541725360255,0.08538226931265058,0.18535544672125193,11.18651456283351,0.17259123192845308,0.04633712911009799,1.171688619449442,0.4773869546107749,0.37681707468500947,0.6984758867565437,1.2967240610246633,0.13385770677286044,0.13633437267625467,0.13762189617690143,0.23002946325801207,0.0232963544935501,0.078855747755181
