milliseconds,delta1,delta2,notch1,notch2
0,1.0025530207077373,0.9994236492807113,1.0153153592584236,0.9648907727106056
100,0.8964195471366205,0.8816160221473255,0.9898515272835586,1.0160845221107204
200,0.8239461234298739,0.8176492818218661,1.022200493293704,1.0012626109486316
300,0.7357867278870674,0.7593714288812038,0.9771875872865317,0.9658047289101852
400,0.6568177289525553,0.6647677096216126,0.9985688359374166,0.981947899167528
500,0.5983035075462618,0.6052949616661417,1.0155689394913265,0.9765198212737675
600,0.5358357426509477,0.5457926891054057,0.991997767320019,0.9676373905782718
700,0.48943320451605205,0.47924610647445204,0.9949365807098033,0.9981166002962537
800,0.4377564924138938,0.4560365347345802,0.9928217395214848,0.9878279786503075
900,0.43283169529654497,0.4200677232940477,0.9870783556168892,0.9962143971336199
1000,0.38405221650887206,0.3519839889682979,1.0040957345621897,0.9975307720210218
1100,0.35695532087776555,0.35331419503629924,0.9573010621491161,0.9932457253461036
1200,0.28867963764408966,0.28325250503816013,0.9932183286042292,0.9490167990031491
1300,0.2811744409750012,0.29008667375931074,0.9821041589476306,0.9428104831354853
1400,0.2530550652327709,0.23487769237060224,0.9616066945797757,0.9745458410763911
1500,0.2137725793279246,0.22185831985315443,0.9247735045189336,0.922960857184844
1600,0.21353601599161146,0.22964795510206507,0.9209970995160978,0.946866495607752
1700,0.18631164442286627,0.18497990696363167,0.893612935246316,0.938580368625215
1800,0.19151116806222748,0.1641521351276397,0.9186157766170115,0.9126680989118314
1900,0.13625105000567328,0.14372154695239284,0.9023580413976986,0.8894401414529776
2000,0.1368409972691681,0.1353824140076759,0.8479233669915686,0.8587519443673327
2100,0.15468107216079002,0.1136087990581723,0.8244920377818912,0.8734249311668831
2200,0.12349540100741715,0.12269039124899885,0.8449104887353265,0.807744358483308
2300,0.09220096675554496,0.1343653890010873,0.8087273128103556,0.7803979355514598
2400,0.09540559698954225,0.10734679377380983,0.7563401273259275,0.7563009692821894
2500,0.10985862466505723,0.09058359446835662,0.7573502612959854,0.7468761297429306
2600,0.09209929379243982,0.09868628426398106,0.6988462711482212,0.7183936153741963
2700,0.10371212742098478,0.09602614381812508,0.6726367959355345,0.6792491851415403
2800,0.09651577904275632,0.06400385703935921,0.6536506079930732,0.6478718280043109
2900,0.08608630334232141,0.055840426941617484,0.6350906919322015,0.6386082690924068
3000,0.06812163618682832,0.05358092609097185,0.589868390614436,0.5947520191414467
3100,0.05273647456958307,0.08011462166091883,0.5673300452523865,0.5897589791244534
3200,0.08031572278788704,0.05977250803084979,0.5389297672889096,0.5329815110105811
3300,0.035057801392941186,0.040752713764026685,0.5104638047494288,0.5251667010401697
3400,0.057020125064812306,0.057145231419732566,0.47074582005985605,0.5112404499818443
3500,0.06642984896833168,0.05449046335615086,0.4414213461048454,0.43979491937805576
3600,0.04253896914596558,0.05451581181718187,0.46370616040634954,0.4290679747313866
3700,0.04568584066572025,0.06578551259821092,0.4411951331443009,0.4102087431633563
3800,0.04021023294537337,0.06679101017996363,0.3728124172641215,0.4093181434874269
3900,0.05393314805436108,0.029230223640030955,0.36148821341596826,0.3845255292778577
4000,0.030987827213035096,0.07106500636005322,0.3715825737185014,0.3682462264122554
4100,0.052021295872799064,0.07973327422632887,0.35624019568930226,0.3830049317981285
4200,0.0389396372222857,0.0790463595503803,0.3637217954086044,0.32698711559987415
4300,0.05606314791627989,0.072640780885788,0.34518860919430905,0.34072777524038445
4400,0.05211908689478345,0.03911786982003157,0.30645638592335617,0.31029240657618273
4500,0.06510887381038825,0.05041873734920601,0.35066085733676056,0.3143007104645864
4600,0.05004561797026783,0.06260732922629206,0.32558481542210566,0.31233363468723313
4700,0.06931128265281318,0.05086019652348604,0.29830730553115964,0.30901534005839537
4800,0.08477988042785978,0.093464678058565,0.3447352017763539,0.3418297644759637
4900,0.0672624527040521,0.05585806444102753,0.31173183688384637,0.34160378174803613
5000,0.09256940011102754,0.048652909006322034,0.34551356655290816,0.3489592315756603
