milliseconds,delta1,delta2,notch1,notch2
0,1.0015576985113366,0.9766833587940354,0.974022738211178,0.9743876616659719
100,0.8909843677766776,0.9023222988628069,1.009008500180189,1.013526882646102
200,0.8069376811322176,0.8067827085445004,0.9806859017927034,1.0127193635939775
300,0.763453348053175,0.7294475464799326,1.0208574217015784,0.9872246757433898
400,0.6904523484313612,0.6753366857832004,0.994057174540632,0.9981375550526795
500,0.6049546909549143,0.6086769145504078,0.9775908112982094,0.9723965710459389
600,0.5381842828438455,0.5584431000581592,0.9953903447425493,0.9804943867042737
700,0.4983575276496778,0.5121069151059379,0.9879576437722976,0.979226501978397
800,0.46648505486640485,0.4290080729308916,1.0043664508906471,0.9768675099826708
900,0.4341622073740268,0.4109647872326335,0.9734290834195791,0.9940675055376447
1000,0.3861706011533883,0.38401814712258026,0.9555112477643906,0.9794228032541564
1100,0.3443421274402368,0.3268184130918971,0.9724755994078775,0.977440918744738
1200,0.320392567830953,0.29771958852934,0.978679553437458,0.964879145077589
1300,0.26696610738362486,0.27823134519960707,0.9575352437416627,0.9629673595251671
1400,0.24948390982158905,0.25399490673557296,0.9536747240549817,0.9585853726629363
1500,0.2350215877987783,0.25145826010039063,0.9184435325138178,0.9240039262838359
1600,0.2165695636209568,0.19569125486625677,0.9366786680814171,0.9163260900063303
1700,0.20259816569581215,0.19912602863090184,0.9153245019367184,0.9226424524345362
1800,0.16540997817180553,0.17383595546769598,0.8806326012904819,0.9214534236650029
1900,0.17628740980081098,0.14999333975092535,0.869375693853974,0.9111677593207164
2000,0.16141188520229358,0.14880044520871494,0.8722694251397012,0.8754216127824325
2100,0.11778344809946092,0.1108804026504499,0.8652995241380549,0.8379510877466715
2200,0.10627884065045914,0.12340229708450876,0.8087030277109881,0.8137398656058763
2300,0.09042503615467472,0.09400052566928467,0.81043258702887,0.8041781069730912
2400,0.12383930645808437,0.11682926154844443,0.763069046217977,0.793838005677782
2500,0.07639102698725887,0.07456231597953594,0.7653723533716622,0.7365177243821704
2600,0.06798612494167056,0.08248087398889489,0.7141336749847995,0.7327112251404679
2700,0.061493833952722024,0.09306951367534957,0.7105821158927735,0.686870261807709
2800,0.07508161893682899,0.07786459523048776,0.672744904290852,0.6613870951741493
2900,0.08278343123814055,0.08364224591947,0.6481105668184309,0.6143865173199038
3000,0.07300823383187274,0.054199415031045785,0.6172414060266953,0.5874312756035556
3100,0.0739395090316022,0.06282294942232067,0.5845286728072635,0.5573917930912109
3200,0.06581186074639944,0.06258133866160981,0.5239957173801404,0.5186800225571746
3300,0.06024456188436461,0.07877205276627093,0.5150646058975944,0.5100778610167497
3400,0.04263783787308815,0.05023138571569752,0.46358360312412883,0.5074571199752133
3500,0.04905331464916121,0.04564226998649708,0.4782048944038771,0.4566606870960377
3600,0.07321511622762208,0.06591092722374993,0.4473022604503422,0.4162400792734167
3700,0.04055104935201653,0.05561364479660566,0.4178976121389591,0.39754664101885
3800,0.05479466434134821,0.03586445218856463,0.3884660204315833,0.38083244627373075
3900,0.05459295932314657,0.07473879453230209,0.37063898237562926,0.38992317389621195
4000,0.06723280153646713,0.049906499670210006,0.36509129695319975,0.37560950713670965
4100,0.05105452416980294,0.04864876388149418,0.3705758154768638,0.35302986569430783
4200,0.06572497254246906,0.06935509709849692,0.3649212487914332,0.32425921501327515
4300,0.05039669014229734,0.060100015909350414,0.33963758442302405,0.3400887251096177
4400,0.06386035155190735,0.0523948696410678,0.3192512349846364,0.3457622673172345
4500,0.06897777383024861,0.06383006339242124,0.34775394837900336,0.31007622312177363
4600,0.08770841813525489,0.05665790423642138,0.3380745668353507,0.3217391152302458
4700,0.06378821073667551,0.051682224788010274,0.31891444601612917,0.3073054689671032
4800,0.0830926681214453,0.08953094776513187,0.33495858881760954,0.31636525362033846
4900,0.07622105332178675,0.06315915019540984,0.30926921234312243,0.3250952565959032
5000,0.08424319381642334,0.05358469536937567,0.3294055842110188,0.34067749928043767
