milliseconds,H,T
0,0.5998946063473238,0.00010044798764878033
100,0.5992430930442764,0.00010265045922721706
200,0.5977063006832362,0.00010214783158059922
300,0.5967415429285179,0.00010494025804854486
400,0.5946353452743115,0.00010206526265487935
500,0.5954727547402683,0.00010301398800638726
600,0.5922972900728987,0.00010399280514183417
700,0.5927637440708544,0.00010657487195317354
800,0.5915139681149229,0.0001064376197085103
900,0.5908143492589369,0.00010880969540329141
1000,0.5882118782015897,0.0001104818281412229
1100,0.5875442460109205,0.00011486515123067096
1200,0.5854525228965152,0.0001147515964599092
1300,0.5852686071225345,0.0001151473368663363
1400,0.5849844007722774,0.00011452525682349841
1500,0.5831490647419865,0.00011638160213216117
1600,0.583028507634181,0.00011903979361539566
1700,0.5819423920838738,0.00011800337737984989
1800,0.5802935717668081,0.00012381396971635755
1900,0.5788761639237653,0.00012323210612111377
2000,0.5778265534125188,0.0001257979822887998
2100,0.5787798120552046,0.00012606773530153895
2200,0.5765747377697314,0.0001259730158446995
2300,0.5767745937628805,0.000127063886322048
2400,0.5756209209871896,0.00012994398817216208
2500,0.5739774159375326,0.00013281230957091448
2600,0.5726168601727241,0.0001351637281329494
2700,0.5735844268075937,0.0001379649749538966
2800,0.5723182540299874,0.0001375605617498142
2900,0.5713261653803371,0.00014068381350980274
3000,0.5706533602852514,0.0001422823647457259
3100,0.5686920708804777,0.0001435003747059088
3200,0.5684577633914857,0.00014309858903710312
3300,0.5687884220658121,0.00014797361295854988
3400,0.5665395695400998,0.00014845806641847914
3500,0.5672204818492185,0.00014977163261363868
3600,0.5656841386179564,0.00015349535763009263
3700,0.5656093552599422,0.000153656847722801
3800,0.5644108111115194,0.0001569297318389534
3900,0.5646359983677466,0.00015890211836392878
4000,0.5633595293930106,0.00016086373057750184
4100,0.5615471810380984,0.00016232528781532875
4200,0.5604357481110392,0.00016501304136238226
4300,0.5609675453804356,0.00016696144325897808
4400,0.5599582740388296,0.00017155003280223448
4500,0.560232434034915,0.00017185450387131315
4600,0.5580369135284499,0.0001736021681181681
4700,0.5574764232909873,0.00017875245583155527
4800,0.5569469979498336,0.00018082456564177447
4900,0.556054322694059,0.00018583219611412064
5000,0.556598185959263,0.00018640778215996636
