milliseconds,H,T
0,0.5992714881574783,9.988434931604553e-05
100,0.5987514613036363,0.00010187946902470021
200,0.5964538133664882,0.00010155252649838866
300,0.5958001145641493,0.00010361034378940563
400,0.5957123978655063,0.00010434861891105145
500,0.5948392130549435,0.00010545693914673224
600,0.5940498127754873,0.0001070849132471896
700,0.5917596414726545,0.00010741831788450766
800,0.5899501950879749,0.00010980497218083668
900,0.5888153866775411,0.00010927456095689897
1000,0.587759225011914,0.00011010070681812671
1100,0.588526644184522,0.00011430246652704592
1200,0.5864400619703337,0.00011170544230086624
1300,0.5849830869371688,0.00011517988234194113
1400,0.5850648640331744,0.00011546930780952508
1500,0.5826805121066383,0.00011687821234603807
1600,0.5818254878633884,0.00012131759491870068
1700,0.5811306178453024,0.00011829275478445031
1800,0.5804639057792138,0.0001222728849919659
1900,0.5807775675218528,0.00012462387257251067
2000,0.5784461143170184,0.00012535076162862357
2100,0.577984293225838,0.00012438274231479446
2200,0.5774926355219062,0.0001303862238586845
2300,0.5768861935369639,0.00013066791383703057
2400,0.574974373669998,0.00013006542309077466
2500,0.5755378155200065,0.00013145474341874917
2600,0.57447538626535,0.0001360802570852061
2700,0.5717446694221069,0.00013762730556755133
2800,0.572059426639655,0.00013984646816105815
2900,0.5699661558159883,0.00013958251867236644
3000,0.5702569163716954,0.00014390390864546117
3100,0.5684161731551284,0.00014446912734677428
3200,0.5683002448793303,0.0001427511886306185
3300,0.5675712201807703,0.00014746779490451946
3400,0.5668801368611053,0.0001466256565717276
3500,0.5662320867918073,0.0001534252289816516
3600,0.5649111829974598,0.00015302923075747042
3700,0.5656713308113638,0.0001573698524492955
3800,0.5642931504511846,0.00015577429913981252
3900,0.5630052448426183,0.00016058332910422462
4000,0.5639232650793984,0.00016386009977236696
4100,0.561258621109682,0.00016199433527840025
4200,0.5622803502867704,0.00016409648733584634
4300,0.55956739512029,0.00016878081148700408
4400,0.5606372740292381,0.00017264594961632
4500,0.5595926905231715,0.00017532243878365234
4600,0.560056920107897,0.0001757626864800493
4700,0.5582733804994435,0.00017932035273806167
4800,0.5579167954761508,0.00017857731220301902
4900,0.5571538524164079,0.00018170732364763387
5000,0.556123741848987,0.0001858090149119124
