milliseconds,C,M,F,P
0,0.0,0.0,0.0,0.0
100,0.09686156916736861,0.09212000823526019,0.09947037224514832,0.049660001714855434
200,0.17833870753249503,0.16067462413273648,0.19778612232383302,0.1972353697015215
300,0.23922414961489538,0.20292997455914302,0.29486536748466163,0.44055538652236326
400,0.28252550317959974,0.22425211444279405,0.3906975422508299,0.7774270125326248
500,0.3137696893298601,0.23189765337055188,0.4853129027109685,1.205691540991527
600,0.3376862575228191,0.23167877560078617,0.5787557188320978,1.7232505020439137
700,0.3574355140291623,0.22736489246875283,0.671070055162011,2.3280709903026
800,0.37489634319003373,0.221148911622761,0.7622947046474567,3.018181726217388
900,0.3911198291572254,0.21422651925317715,0.8524626001688457,3.791666664502988
1000,0.40666931477527174,0.20721391501051795,0.9416016186977622,4.6466589933621
1100,0.4218388231030661,0.2004105865801379,1.0297357625681156,5.581336187360732
1200,0.43677719556676564,0.19394777037695107,1.116886137664363,6.5939162256209265
1300,0.45155721802919707,0.18787048947546728,1.20307170852585,7.682654698847013
1400,0.4662124157895636,0.18218101180806331,1.2883098220494427,8.845842586823405
1500,0.4807569723895929,0.17686215883012849,1.3726165790256382,10.081804483024989
1600,0.49519570237361404,0.1718888341013594,1.4560070890390198,11.3888971571706
1700,0.5095289146883543,0.1672335728617996,1.5384956437883077,12.765508354718552
1800,0.5237551304015869,0.16286971027335853,1.6200958362182991,14.210055729964697
1900,0.5378724947008349,0.1587731618612631,1.7008206651875795,15.720985891323846
2000,0.5518785960048617,0.15492275840691566,1.7806825828979458,17.296773554519064
2100,0.5657700557909342,0.15130093469387193,1.8596935334321782,18.93592075658941
2200,0.5795417040603666,0.14789496831458818,1.9378649615380317,20.636956083873255
2300,0.5931845532821219,0.14469850537087064,2.0152077546166733,22.398433876126884
2400,0.6066826653519157,0.1417142909950958,2.0917321416890045,24.21893337125433
2500,0.620007922620784,0.13895838911460728,2.1674474940288997,26.09705771384469
2600,0.6331113735043089,0.13646633701918492,2.2423619517686926,28.03143269588616
2700,0.6459102743078521,0.13430282162111742,2.3164818418802517,30.020705039403467
2800,0.6582679423798175,0.13257481439762614,2.3898107279275784,32.06353997642983
2900,0.6699634928996586,0.13145127274311236,2.4623479475929986,34.15861763321141
3000,0.6806493619176732,0.1311942012148484,2.534086422359897,36.30462750964998
3100,0.6897891388601366,0.132194564281215,2.6050093676930257,38.5002606773197
3200,0.6965725628184947,0.13502979640147553,2.675085323471489,40.74419767550298
3300,0.6998080779524907,0.14054847973273252,2.7442609899310795,43.03509076053337
3400,0.6977923860802643,0.14999742120985848,2.8124506042981885,45.371537595281346
3500,0.6881729623332214,0.16522551778314973,2.8795196061114408,47.75204147364627
3600,0.6678486767828296,0.18900895180712302,2.9452596829154896,50.17495263304464
3700,0.6330211389783225,0.22562594308299475,3.0093490823789946,52.63837812304947
3800,0.5796054242608781,0.2818612366053087,3.071286955881617,55.14004145001893
3900,0.5043989314968033,0.36877376496795905,3.1302821249787383,57.67705729840185
4000,0.4075365898499009,0.5046137562544398,3.1850647786504336,60.24556338075693
4100,0.2963602213456586,0.7187918659731077,3.233581686750485,62.84011280803808
4200,0.1883142158314624,1.0543386681766245,3.27257859432677,65.4527082128767
4300,0.10554547194649634,1.5618585858628784,3.297252774095653,68.0714372352173
4400,0.05794128725627388,2.282697376209777,3.301403638203239,70.67898709118691
4500,0.03549150945929512,3.2419052269903466,3.278235506511573,73.25167058425757
4600,0.024275321517278504,4.462189290747032,3.2212092350133528,75.75934538953271
4700,0.01763251483037575,5.969176298733489,3.1246830457419135,78.16605212639647
4800,0.013303924706518575,7.781287389675263,2.984823336981287,80.43138301271904
4900,0.010347889547063878,9.900219974716535,2.800843627144051,82.51293004847376
5000,0.008267805841789691,12.305870296967724,2.57613110763625,84.36993001267479
