milliseconds,solution0,solution1,solution2,solution3
0,0.1851156431702958,4.988714196804092,0.5595399369448152,0.7508394024281524
100,0.179662270117361,4.8251717733740955,0.5296085115508865,0.7187376237740567
200,0.178501109018951,4.801487739827055,0.4864327705648041,0.7022879904869893
300,0.1679726650967236,4.686989139774397,0.4923144636704469,0.7005007526852025
400,0.17256411180099399,4.518386539031559,0.4760885045983166,0.6599261567663401
500,0.17771711625637276,4.511551855404506,0.4428955434052032,0.6443072405044292
600,0.1656471300298304,4.398176315665449,0.4373265981065805,0.6374947194243122
700,0.17315030907820536,4.162168774567185,0.44607239365239065,0.6020881567272409
800,0.16360067852348742,4.128289173670865,0.40332748517983774,0.5888008943207518
900,0.16719777252932802,3.888446032939814,0.39606957845975566,0.5671897839269717
1000,0.17370172841578801,3.8048429376177566,0.39395708149042663,0.5533098179804804
1100,0.16913506566559453,3.723123708315223,0.38293421533899386,0.5353099731206454
1200,0.16245597382128077,3.528423128018602,0.3535132895232052,0.5328900927834104
1300,0.1703503925102189,3.490635459998336,0.3645871587210894,0.5139709736451507
1400,0.1737961782931066,3.3939630896296316,0.37569117664812296,0.4883610127212479
1500,0.16888638297359518,3.3171233462362473,0.3322724922439344,0.46939059915217857
1600,0.16867486530805986,3.1778112584463254,0.35514074134890733,0.4610189420922352
1700,0.1676087451784541,2.9703550500268063,0.33169898291273014,0.45199952317091047
1800,0.1710838399770991,2.902106346946193,0.35916410340324273,0.448133010758021
1900,0.1849503690124524,2.8306294659198254,0.3465966933848738,0.4438878453678325
2000,0.1867061989647277,2.7177827316187066,0.330822385325859,0.43499072304179764
2100,0.18842046266755286,2.6904794645438304,0.32115441025649555,0.42625769386280604
2200,0.18828801304799517,2.626070379197325,0.35491204622901745,0.40709055179631415
2300,0.2024946860655142,2.5410917640601474,0.3535350801317453,0.41081400226439563
2400,0.2019872547139273,2.4654497524370926,0.3498326776898406,0.3990196356883688
2500,0.20373946760444517,2.430960677038803,0.3690895959873899,0.3797280911034962
2600,0.214121791718388,2.2701471799053174,0.36703013533653545,0.3918730726940192
2700,0.21843436525740564,2.236418314936401,0.36581657015691815,0.38241388750618244
2800,0.23481238659816567,2.1838014782719957,0.36101294632043224,0.37963790278651716
2900,0.2408837455149924,2.117617367552749,0.382552030718609,0.3767021901441771
3000,0.2371601706756872,2.1051688983160854,0.40662503587552756,0.3957992760660852
3100,0.25627722432759314,2.1591010967216904,0.40192517848863596,0.3919842595858919
3200,0.2663874479687619,2.0918227891472103,0.43451974524110754,0.4034332927870961
3300,0.27428770955882986,2.020573858778375,0.4892662293334478,0.3948363890930198
3400,0.28995700730181045,2.0362083859779707,0.4777443759774215,0.4164817917982045
3500,0.29730583898815677,2.1390832530681902,0.5110696868225639,0.42687141247934696
3600,0.3161633190964335,2.079499751551986,0.5410315611984127,0.42937624406621727
3700,0.3304316586945811,2.1844636358929663,0.6005934116452816,0.44745760658950406
3800,0.3306504217864322,2.160385206802968,0.6427986116257572,0.4482216159044112
3900,0.3516483177995112,2.297536305518526,0.6526832784675805,0.47468899785017693
4000,0.35779282041401445,2.3581084868047895,0.7110455803379853,0.4970617682538447
4100,0.3780419988991471,2.469518600907595,0.7757067763523354,0.5178034265942556
4200,0.3788976043023954,2.5594858797377213,0.8313021908753085,0.553096030041574
4300,0.40175059416988784,2.6078515602584518,0.8781487822551894,0.5609563062357796
4400,0.4018516792399635,2.8316246504343696,0.9157197676947408,0.6081176318149767
4500,0.4059456532558819,2.9615381128428386,0.9656302136933537,0.6243841810744273
4600,0.4068647934227437,2.991722821739812,0.9852188026315665,0.6716849040919942
4700,0.41725773531371674,3.22788383252456,1.0462127051806942,0.7047323764504451
4800,0.40807752579944373,3.421561062404665,1.0882372977981343,0.7399780442968893
4900,0.4195569158757294,3.484018641342079,1.1167840408596132,0.7664106099670766
5000,0.41516611641210854,3.666552689709,1.1444498856282013,0.8084107499515676
