milliseconds,x,y,z,h1,h2,h3
0,112.09700786903758,242.35143441391963,13081.8163856751,114.97175034321312,105.8291828238357,93.24326497050626
100,111.64576798997608,242.3558686410588,13066.615648307152,114.95508884165748,106.03409915620253,93.36010834677604
200,111.59213845742201,242.71665152257916,13062.576753270858,114.93281282902471,106.11505928174911,93.39752847572706
300,111.4928778393663,242.7525274456933,13041.644865263239,114.88199641734117,106.17476185152113,93.52432609574109
400,111.02671397753481,242.644122147877,13048.62990900116,114.85865764787654,106.07014242613648,93.72055871345208
500,110.94038336204801,242.8123819893309,13033.485599368954,114.81639641942859,106.17291816951268,93.64829230283355
600,110.74830984358286,242.94422777107818,13024.938078874646,114.80931068201944,106.35491846173427,93.91701430368609
700,110.83804958647052,242.89725599904875,13026.173179839616,114.75071681674609,106.31649561991314,94.10154691144763
800,110.32247831480537,243.0031771463392,12999.263212522626,114.73624175444536,106.53844148123011,94.1961947116065
900,110.09005163314113,243.01678459497057,12999.801409799165,114.69829583036423,106.48383805152511,94.08413075704472
1000,110.28698901823341,243.16332498155913,12999.265422063663,114.66478216249675,106.71026802101659,94.14215254834147
1100,109.94392694026065,243.33430536393124,12986.58446727117,114.63252873309558,106.56131663779199,94.34464796994081
1200,109.97724578856844,243.10810698636544,12968.062275024928,114.59190586406353,106.64930673297914,94.45330944338254
1300,109.66540800364969,243.30706377629312,12964.404142386296,114.54885075620284,106.6700338060641,94.56298121030792
1400,109.44742907997957,243.49001804172153,12963.97675073492,114.50714203357022,106.94702422293165,94.51921092503997
1500,109.09666200241429,243.55579056400697,12957.09902029864,114.43836198941771,106.9737415520614,94.70419219724447
1600,109.03878166575727,243.54595421749795,12944.25210501039,114.40648188447743,107.03133745615193,95.00722304520531
1700,108.99319706672497,243.5772781508044,12925.30491102997,114.36013511179688,106.93522237359467,94.84545108552268
1800,108.82656783810651,243.76030910484934,12927.330255990428,114.3286003003989,107.1766161631624,95.14398786364184
1900,108.59259619076441,243.57434744180287,12924.08481784935,114.27164803622763,107.15478459699466,95.13580871743724
2000,108.39009498886554,243.8501435556871,12894.977990442007,114.23148121889076,107.32044043414415,95.32016097555258
2100,108.08975549505763,243.66965360063222,12905.086126333817,114.17871657925234,107.17144140933542,95.2528826227754
2200,108.06246607694204,243.8645408082154,12892.753831890566,114.10308837589766,107.2313220321782,95.5593460591464
2300,107.60457208793677,243.90456428830115,12874.655746808428,114.06478717562497,107.36753035028454,95.46011483677181
2400,107.60396627660418,243.7404660999479,12880.214139859574,114.02132148683962,107.34650474083405,95.6198186003276
2500,107.2156124218537,243.87391620300534,12867.614133492585,113.94519055001567,107.34862134795883,95.6091417381926
2600,107.01866197708426,243.97882649118213,12862.854427857083,113.90038639218781,107.47984851108457,95.93718640772025
2700,106.8499830445438,244.00000476965508,12853.240599879771,113.8489306510342,107.60687893059571,95.887307536185
2800,106.67078812155,244.0682571651439,12840.300525651977,113.8004346365431,107.78216995938863,96.02922238470633
2900,106.72045227768568,244.2057113035068,12827.438095896776,113.71326027049764,107.73701524501253,96.26260141187369
3000,106.40662600772426,244.14858807840798,12827.470158922368,113.66399322700057,107.79353496552433,96.12734711314891
3100,105.92128263289817,244.2728688885714,12810.496962376757,113.60950183838368,107.70807189575874,96.46151986223997
3200,105.99165493630692,244.02667079863372,12796.46135651191,113.54146309898401,107.79964321271476,96.51384694125278
3300,105.79032454386501,244.2627418628535,12780.569748667687,113.46609946645941,107.75363790911997,96.65742492569554
3400,105.62065497036915,244.2364043278176,12786.782887057507,113.41147255421045,107.86917554166274,96.67545319334295
3500,105.53862705679293,244.17828677597055,12783.221516328616,113.35673570358125,107.99611137160699,96.67413797504713
3600,105.30475986226861,244.19993423261556,12758.450506971234,113.29012741961381,107.94385049180944,96.70809099941692
3700,104.85495430913312,244.2023479660885,12765.012186012238,113.22614316176936,108.10476196577355,97.00397055519628
3800,104.77342683766874,244.26900581544064,12755.286468943506,113.13003034613416,108.14059190994321,97.1497644292304
3900,104.5340803897834,244.23175453139712,12731.582505000542,113.06481061406939,108.08769036634007,97.0676111650708
4000,104.18828408054252,244.47962656359547,12725.857063804839,112.99485746511577,108.17442934034808,97.04360354462429
4100,104.35631672520003,244.35629916386648,12726.350488060642,112.91826380859527,108.26468605893542,97.39378904107764
4200,103.83269956222179,244.41480146483215,12700.58639577641,112.86749697508091,108.29290792432111,97.25418523435829
4300,103.68057777750813,244.42871191131673,12699.612725268596,112.78364346467453,108.27598724006613,97.35679739588831
4400,103.73075195600202,244.3395106227958,12682.128563406126,112.70419489592538,108.24704302782916,97.5150928373686
4500,103.2513547103779,244.52008706634663,12673.65453201571,112.64174441259311,108.49615135765703,97.55868774076123
4600,103.09987983529801,244.39748148799904,12678.533779897993,112.5485837574333,108.3429727304155,97.60919728072567
4700,103.10858402051004,244.64547759184902,12659.041416114844,112.48699994869975,108.5678639226685,97.85623680154796
4800,102.97508392644929,244.4642204398506,12646.472261697694,112.40579803626775,108.5299510065583,98.02621119853978
4900,102.79738602797677,244.58229732156474,12640.854127185175,112.29879006378773,108.56064903630183,98.14855991192486
5000,102.34777129724749,244.63972028315555,12634.536590112917,112.2487643240334,108.63020722359303,97.92890713541716
