milliseconds,x,y,z,h1,h2,h3
0,99.56902561982947,186.46627414438464,13381.446298996558,78.7256209298066,71.51774437328272,70.20019313001644
100,99.50298733652268,186.83432436266824,13373.14247959874,78.73379684994401,71.60603284077634,70.2076874874618
200,99.8038796238883,186.98678992388025,13384.47104522981,78.94724670068977,71.65954165735577,70.21971055238257
300,100.37195832894636,187.14139341657668,13397.540036626337,78.937944965382,71.72729442972242,70.23119798237215
400,100.29206605080456,187.0442460009636,13409.832531142702,79.06084245333551,71.82722945828849,70.24605318289564
500,100.54860299943215,187.3976032775754,13412.360072843741,79.18046918966554,71.8307521823364,70.26056564654546
600,100.5933637974503,187.4023786403661,13419.579386391224,79.71224361613487,71.87510372344977,70.27584549756314
700,100.98872686625496,187.77647196990864,13417.245428040866,79.69261713820184,71.9436280237403,70.29179312438066
800,101.05689784347308,187.67674166554653,13427.947555382605,80.05387498951555,72.07386393798055,70.30661476119282
900,101.35666455419559,188.08848763791212,13426.300228176058,80.1927798880655,72.0763778902569,70.31895938276429
1000,101.56944097336036,187.96313847326493,13443.318173518821,80.36487845440723,72.21151750175532,70.3337983150121
1100,101.87686690668194,188.29886537584957,13441.446598879556,80.24871059068334,72.27708785592071,70.34149894300901
1200,101.61807567780215,188.57823031078647,13443.322204281863,80.76776268736623,72.35057147997573,70.36674489302811
1300,101.98015839600764,188.74110303733565,13450.051714021558,80.75474117104318,72.40331810875526,70.3807156575955
1400,102.46394873354083,188.77310896903947,13465.612048632835,80.94260690171065,72.48555870948594,70.39293099168488
1500,102.47515470169887,188.86508866945866,13473.112207164695,81.09953068520383,72.51615979020768,70.412223207129
1600,102.74306767947715,188.939121594706,13478.181082273255,81.47944302319367,72.60093628409622,70.43182576629124
1700,102.91878298184606,189.40137893568397,13486.628966913178,81.33290282237017,72.66619328184817,70.45334100786354
1800,103.01102051706822,189.43660330490198,13489.409647679215,81.68661198073198,72.78277683112017,70.46212525605699
1900,103.27278821521463,189.78094911478496,13497.17407294523,82.0547267501739,72.85409591099416,70.48169328206733
2000,103.6376383238037,189.8782318472185,13499.26120342379,81.94238607683712,72.9182579865315,70.50249574492919
2100,103.55105390213971,189.83648144648646,13504.912913557491,82.10847122286289,72.98360779531734,70.52062858829768
2200,103.80977588235726,190.02199465540588,13523.171892740727,82.59021543736493,73.03511826459564,70.54253452804994
2300,104.20705965959253,190.10063239517712,13517.035631307797,82.46487133555283,73.07807806973831,70.56316351201671
2400,104.02492635602106,190.48257323093006,13526.815435151326,82.78529476992566,73.16272720332385,70.59302207929463
2500,104.30081267325362,190.59389652203228,13522.68172622284,82.72342119913061,73.31801393329667,70.6165055022598
2600,104.51550520716806,190.8219549493605,13533.205824576247,83.03829161504885,73.39616107319121,70.63152153813833
2700,104.91414931897813,191.18973038472225,13534.932918206321,83.14479974759367,73.45390965031297,70.65556087960553
2800,104.78523549347982,191.1792081293054,13545.925658468404,83.2844873740688,73.52530771132835,70.68039095420758
2900,105.31985934586108,191.26767634240977,13545.217387081533,83.4217800388576,73.59547139649231,70.70007552539559
3000,105.19163769230772,191.49008549732,13572.032185343023,84.0058089435307,73.69486533208571,70.72648859422192
3100,105.77684456461577,191.84300369188568,13566.122242319292,84.09318797329388,73.79797859709508,70.74863222274466
3200,105.89721375069442,191.74377396473034,13561.74620338288,84.01968776716497,73.83537066611143,70.77962821281261
3300,106.02633247967154,192.06825844639155,13582.586784994524,84.31987938231711,73.92363869288442,70.81000854115706
3400,106.32580830145203,192.12563398359424,13594.567073981356,84.6496321350592,74.05714893241942,70.82649415234879
3500,106.43014913718888,192.27323792620777,13582.865486291272,84.9632804846806,74.12044263770545,70.85951280813745
3600,106.83021720556386,192.50347094164226,13601.922195728162,85.09190555173345,74.17725510469349,70.89211648764278
3700,106.606166786933,192.6923665320737,13595.66962973036,84.86606008946718,74.27903267608097,70.91794036940908
3800,107.15754141111377,192.84494506268774,13600.464738629873,85.49179010956709,74.35571459784937,70.94207292945082
3900,106.86390407029462,193.33575600821098,13615.811677274221,85.23734785196199,74.4765020092142,70.966572054028
4000,107.19816788048453,193.3031045713288,13612.057142370284,85.63323941685039,74.5481234596447,71.00708670017151
4100,107.25129830866177,193.58912888086476,13622.538558365393,85.84172165569844,74.71002175701567,71.03561444644349
4200,107.81284540515433,193.69932590932697,13635.45029320154,86.16705104862515,74.72400951429206,71.05925468645958
4300,107.71875821898489,194.0341731061268,13629.532303768108,86.00416902640872,74.83707216601383,71.09802990423704
4400,107.7900241911354,194.03172320396922,13629.139587828286,86.46751801644143,74.96881207002552,71.11897918016524
4500,108.36514471551456,194.51744795016816,13650.991394295232,86.78793962428318,75.07124528854561,71.15677127987253
4600,108.69337431142817,194.58110316859734,13646.863138511499,86.85102905407032,75.13703909192124,71.18620524768866
4700,108.74330362287886,194.82889631865095,13657.10972752146,87.05061767267767,75.26033538593288,71.22308420937391
4800,108.97373843547112,194.98376199304874,13651.3529638727,87.24779930794193,75.31024190148457,71.2576923755664
4900,108.8417614488496,195.01500908949737,13651.283209389201,87.11061198229157,75.41507665435749,71.29278086966026
5000,109.44984226328351,195.16316837943396,13661.229380127648,87.21414785806077,75.49642169555104,71.32386014714181
