milliseconds,x,y,z,h1,h2,h3
0,123.30982434148842,227.74918631117671,13747.110599075046,111.11261495596047,94.92613062530269,82.2781627811571
100,123.2920085622582,227.83672060502366,13740.70514584034,110.97961741194186,95.17171858552415,82.39357806421103
200,123.213393123099,228.4995856033614,13741.141757373014,111.27184045188106,95.2050326938744,82.56483118225927
300,123.1811657472024,228.45599463288428,13731.618752713,111.32655521653543,95.30022909181957,82.61340826162439
400,123.17964215925794,228.42795525623032,13730.423283971519,111.5066482781249,95.32381298021916,82.86379211444613
500,123.13202532558567,229.06430815087214,13723.218460421398,111.59516794725563,95.59989007585565,82.72037330276365
600,123.07787099365272,229.09552506649032,13720.514276149124,111.62531660276898,95.78867080235634,82.92838005110663
700,123.05109765435331,229.10517803641477,13715.705027108037,111.74540322547921,95.88949259540802,83.12173920209206
800,122.9879359334356,229.58285484328817,13707.19103852558,111.72351220705285,96.06227993046407,83.23263908974576
900,122.93070207323986,229.48895708093923,13703.701650388044,111.7332857666378,95.87831766254402,83.39040674450005
1000,122.9123872023727,230.17185937450768,13699.966988503567,111.81408720375603,96.05739467216405,83.35082858977971
1100,122.82988191117212,230.4144949350152,13699.580134720012,111.86579764712947,96.1276638275435,83.47254171389766
1200,122.78174377048074,230.57587475192065,13692.605009515955,112.21894312107902,96.2676555635842,83.6784598175675
1300,122.73915782721016,230.34347323249696,13688.053015271007,112.24764792787512,96.43008167019471,83.82471444029801
1400,122.69082158217554,230.52897095093354,13680.236544750494,112.28245521936114,96.53707189176647,83.87866848522705
1500,122.62115467176318,230.61883779112463,13673.626775255243,112.21915760940338,96.836258877211,83.92648866204361
1600,122.54285642534477,230.9790190612762,13674.442684467987,112.31349743601852,97.15305802839352,84.12979861051518
1700,122.50987461137888,231.3279975218254,13663.532015990804,112.67892274942245,96.89654182473076,84.1441080443562
1800,122.42847721287589,231.4501636351138,13657.324303697449,112.6989146164921,97.38851080594776,84.1649349524903
1900,122.38641210940911,231.3094057811137,13658.256773026062,112.66798293966858,97.2502440158995,84.34595994296512
2000,122.32191802034657,231.55115740631533,13646.358008247971,112.83333763617935,97.38578002675659,84.51026762226395
2100,122.24538733963385,232.19636296079466,13643.993969283962,112.77573845145959,97.45850166138209,84.51626252837264
2200,122.18953690607337,231.87090352372414,13641.997459327888,113.08803919908709,97.73323614001846,84.70245407043826
2300,122.10189358624763,232.39122379801933,13637.626186758309,112.85471153445226,97.88468503306433,84.92049124765553
2400,122.00968488652515,232.3763155128327,13626.032020114437,113.12673826095367,98.07721539221974,84.91696794512187
2500,121.93139310877034,232.59874985802122,13621.018179985116,113.14205429768074,98.26178126985275,84.89156578061777
2600,121.87685175892481,232.90137964309827,13614.683111591705,113.14227452413324,98.38403261552604,84.98093460806017
2700,121.80241327681229,233.05502424633335,13613.407176695,113.24486253497408,98.24903937253328,85.16324517918156
2800,121.68834060670572,233.40209291719316,13603.852219032407,113.27713436687287,98.62977424675488,85.3317110910555
2900,121.61161416280493,233.32712163084946,13602.324121846148,113.54984716078972,98.74251250825118,85.55739261737904
3000,121.52300233795137,233.49130775206052,13590.434888314887,113.3889428994497,98.56251437163486,85.6608271038189
3100,121.45293131903219,234.02711954526094,13591.74570324728,113.56802938576665,98.7723873083999,85.67578528736585
3200,121.36010256801009,233.96122179488933,13581.526725903132,113.49184983237464,99.00296894687528,85.83300968542787
3300,121.27179817333207,234.24468777483753,13578.231971025594,113.76433706152164,99.14751738394416,85.92702605407798
3400,121.15130537443207,234.52093066078115,13571.341862218645,113.75044903474712,99.29240336860465,86.12436566872401
3500,121.08729070406541,234.55217144113138,13567.359456785329,113.75263258745274,99.36286480665123,86.12177242991811
3600,120.98159228094896,234.68140291714735,13560.320522169759,113.90250250028677,99.65700580247353,86.30556335465818
3700,120.8817239799957,234.4188673627032,13549.674337050466,113.90915715004695,99.55814207305437,86.38780657354827
3800,120.80997907143143,234.96105167018172,13542.732237593322,114.10109962222703,99.5899816562072,86.39310423394541
3900,120.70524102593743,234.76230374918418,13535.218885975759,114.2393836313175,99.93900974683457,86.63490933554274
4000,120.57546873516343,235.45801250683243,13530.030168535433,114.08038326446741,100.05559357149771,86.60582583127918
4100,120.48415389899326,235.07883773783286,13523.170125986268,114.170254859525,99.87218160189833,86.7985836737744
4200,120.35202394678893,235.34894471824776,13515.639117704999,114.20480892992286,100.10074162380458,86.79499979582907
4300,120.25335893779035,235.87159088636173,13511.669562402507,114.32801650701298,100.12592263521579,87.01549512940842
4400,120.1421189704605,235.85098854470453,13503.242023274805,114.24502528405783,100.33735470846601,87.14549129817719
4500,120.04550240111229,236.06623417865777,13496.482374109086,114.39337695973478,100.53560329328597,87.16359796219892
4600,119.97356095335414,236.28314796919247,13489.222284699636,114.46624816153276,100.68377133307247,87.38910242963698
4700,119.85289605053649,236.43605815377467,13485.170235097567,114.45266142672546,100.73997942622115,87.38958037581078
4800,119.73825026443946,236.61769441290662,13480.458272736749,114.69424652036828,100.69500498572289,87.46660752544017
4900,119.57923772332653,236.6994086227396,13470.03097293034,114.38046709254357,100.91267586048606,87.6716253524336
5000,119.50633347026046,236.9090999668964,13465.148628579454,114.6602421496701,101.14655425694168,87.86649159469792
