milliseconds,pc3,c3,iap,survivin,cascade,iapc3,iapsmac,sursmac,smacmit,smac
0,0.1,0.710362,0.3,0.0,0.0,0.44919,0.00483757,0.0,9.99999999999994,0.0076907
100,0.1,0.7326343575069235,0.3217111049298399,0.0,0.0,0.4278014770848015,0.004604214002007342,0.0,9.99999999999994,0.007919338942349407
200,0.1,0.7508871593336744,0.3393574690561321,0.0,0.0,0.41043244500925413,0.0044143258085686185,0.0,9.99999999999994,0.008104721212423015
300,0.1,0.7658186473257595,0.3536452917586281,0.0,0.0,0.3963846558002907,0.0042602900513384785,0.0,9.99999999999994,0.008254422472293615
400,0.1,0.7780235057200335,0.36517600910877507,0.0,0.0,0.38506342080718836,0.004135635666508034,0.0,9.99999999999994,0.008374881194009047
500,0.1,0.7880015913926971,0.37445513485544274,0.0,0.0,0.3759688799494171,0.004034934898544546,0.0,9.99999999999994,0.008471498541129857
600,0.1,0.7961687798038092,0.38190323782614927,0.0,0.0,0.3686851554126858,0.003953680688680484,0.0,9.99999999999994,0.008548759959892188
700,0.1,0.8028687889500422,0.38786790555371764,0.0,0.0,0.3628685274473863,0.0038881547680891027,0.0,9.99999999999994,0.008610366185388315
800,0.1,0.8083832800817674,0.39263396302963516,0.0,0.0,0.3582373334895182,0.0038353155951526166,0.0,9.99999999999994,0.008659344609476177
900,0.1,0.8129419747006514,0.3964337066945411,0.0,0.0,0.35456185104290755,0.0037926867812901606,0.0,9.99999999999994,0.00869816022334879
1000,0.1,0.8167318570380073,0.3994562125742616,0.0,0.0,0.35165509511523013,0.0037582560388467563,0.0,9.99999999999994,0.008728816132298678
1100,0.1,0.8199044204652348,0.4018546656110403,0.0,0.0,0.34936557174891175,0.0037303957673314324,0.0,9.99999999999994,0.008752932560190949
1200,0.1,0.8225810685777257,0.4037518223215067,0.0,0.0,0.3475718769013268,0.003707803981694166,0.0,9.99999999999994,0.008771805628450325
1300,0.1,0.8248600213235455,0.40524699533091874,0.0,0.0,0.3461757902738789,0.003689429052920965,0.0,9.99999999999994,0.00878648224885614
1400,0.1,0.8268204818898856,0.40642026737578135,0.0,0.0,0.3450981084055516,0.0036744244108902627,0.0,9.99999999999994,0.008797805208423364
1500,0.1,0.8285262501686336,0.40733614559044323,0.0,0.0,0.34427503119000424,0.003662109300105086,0.0,9.99999999999994,0.008806452229976289
1600,0.1,0.8300286866373229,0.40804655879690627,0.0,0.0,0.3436551979812329,0.003651936651096223,0.0,9.99999999999994,0.008812967951792846
1700,0.1,0.831367057663394,0.4085912066271124,0.0,0.0,0.3431993422890019,0.0036434893921980524,0.0,9.99999999999994,0.008817767600742862
1800,0.1,0.8325743126650227,0.4090034017295359,0.0,0.0,0.34287451459264395,0.0036364178872584987,0.0,9.99999999999994,0.008821199265807177
1900,0.1,0.8336773837382001,0.40931037269103426,0.0,0.0,0.342653782713338,0.0036304367602211208,0.0,9.99999999999994,0.008823547060086999
2000,0.1,0.834697542512802,0.4095336247396693,0.0,0.0,0.34251587495908614,0.0036253211624079733,0.0,9.99999999999994,0.008825034840505546
2100,0.1,0.8356512433607124,0.40968979237474545,0.0,0.0,0.34244433691323445,0.0036208977069350635,0.0,9.99999999999994,0.008825835232278048
2200,0.1,0.8365516611924773,0.40979219447180415,0.0,0.0,0.34242599362997783,0.0036170278371032666,0.0,9.99999999999994,0.008826086182244777
2300,0.1,0.8374095946846536,0.40985174755333736,0.0,0.0,0.342450046404554,0.003613598148170074,0.0,9.99999999999994,0.008825900594922035
2400,0.1,0.8382337089889795,0.40987721108198016,0.0,0.0,0.342507830065057,0.0036105178763675863,0.0,9.99999999999994,0.008825368835219094
2500,0.1,0.8390308074463132,0.40987546218783383,0.0,0.0,0.3425925412572724,0.0036077160024657836,0.0,9.99999999999994,0.008824561611589581
2600,0.1,0.8398062931117142,0.40985196237333005,0.0,0.0,0.342698776916996,0.0036051362787178328,0.0,9.99999999999994,0.008823534925366016
