milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
0,5.001070582464333,5.000134415745793,95.00072218066246,9.999897433870405,10.000000000019805,8.667712985554911e-18,200.0,2.53168473868641e-21,-7.883389432713681e-17,0.0,-5.135779171612992e-11,-5.546391065019878e-16,100.42045492444909,99.62210871341478,0.34543613742345536,0.140715272159777,499.99999996359736,3999.3601194368266,200.0,200.0,200.0,-0.002522818109364815,0.00064205810449142,6.144085474890251e-05,2.380525377645015e-06,5.108463987538988e-06,-2.1639897283767568e-07,-1.0305092734718179e-06,-8.07874281240944e-08,9.45494120857709e-10,5.8431220938320515e-21,7.794465079923011e-22,3.6984822224941198e-25,1.1688077175574467e-24,3.1413614416057662e-09,3.2754846406790477e-13,-1.8635242272348787e-28,500.00029853388276,0.0002861695069157908,9.020221972741598e-24,3.461911142053478e-07,3.760705127564447e-21,1.5742863107525765e-31,5.305680824771087e-05,6.821300962593291e-05,-7.8281274164343e-06,100.00001756980197,-1.4422359060872687e-13,2.3768212732605154e-17,-1.241169373162111e-07,50.0,-1.3551831378770235e-27,2.18459329500911e-16,0.0,100.0,-9.976188532455397e-36,-2.122612334057573e-71,0.0,0.0,0.0,0.0,0.0,-1.919531774817667e-35,0.0
100,4.996023544864587,5.005209871783403,95.00090592521771,9.999716102024406,9.999999999972847,-1.962470581467027e-18,200.0,-9.810113100611603e-21,7.880639159732595e-17,0.0,-5.24149460730409e-11,-9.641949430817598e-16,94.987931034071,100.3158411003718,5.205111857425272,-0.3305756567734366,499.99999989032966,3994.905519620205,200.0,200.0,200.0,0.002414394495212741,-0.0004723963491688948,-0.00010025990871637796,-1.974659420650135e-06,3.991819624924865e-06,-8.099258952675096e-07,-1.455971931166497e-06,-1.1015270956484446e-07,-1.771171783294823e-09,2.422906891009289e-21,2.6646815128418835e-22,-3.987918702157688e-24,-1.4948920647614205e-24,-1.5262309964498059e-09,-1.4472115450140299e-12,-9.622693782286962e-29,499.99966729384727,0.00031482755299751936,2.692593384958295e-24,2.077439702720633e-06,5.4093228664946066e-21,3.605164323915828e-31,0.001272277770512633,-4.975846174634532e-05,-4.706032518083041e-06,99.99889161533076,1.377499377243356e-13,9.017400647574511e-18,4.6976604857489196e-08,50.0,-1.7195605565105723e-27,-1.2250654077526785e-16,0.0,100.0,1.202192971162124e-35,5.49344269857585e-71,0.0,0.0,0.0,0.0,0.0,-4.087142888320367e-36,0.0
200,4.995582679063854,5.005888812518715,95.00466101999407,9.99941358526424,9.999999999977124,-1.5374609769807213e-17,200.0,3.585281896909145e-21,-1.3607666402495514e-17,0.0,-1.9614868079079985e-11,-7.955075556754932e-16,89.56425215931567,100.14966910263915,9.177018872813271,-0.12291824838078669,499.99999984528233,3988.8489057126862,200.0,200.0,200.0,-0.001463646598920549,0.00015425122884654281,2.0879912063424173e-05,5.341356289299367e-06,5.054974214510386e-07,-8.149073046722885e-06,-7.19281599696327e-07,1.0373220549992408e-07,-1.03778944308187e-09,-2.9462280768831432e-21,-1.830694026059429e-22,-4.696154604563276e-23,-1.8890091526184843e-24,-3.251621678077963e-09,2.526465481619641e-12,-2.918423933592104e-28,499.9987685592547,0.001036412059958789,-5.960823789201806e-24,4.874437634394712e-06,-8.34239842705406e-21,-7.436821241246575e-32,0.0020635446752849044,-1.5849775415237723e-05,-8.313549843006119e-06,99.99783575635567,3.862334509351171e-14,6.0321835670224635e-18,2.8666772624235358e-08,50.0,-2.1794967623541767e-27,1.7214331519065338e-16,0.0,100.0,7.605515780004074e-36,2.2550128325325706e-71,0.0,0.0,0.0,0.0,0.0,-1.796435286583851e-35,0.0
300,4.994666395515093,5.010869545279781,95.01019368598341,9.999151883458962,10.000000000038069,-1.498275395045273e-17,200.0,-1.6488928260196836e-20,4.3320379054960715e-17,0.0,3.45665725391652e-11,-1.009469424781931e-15,85.69272527211183,99.49654044982658,15.557653486092871,0.26738145134002567,499.9999999930325,3984.6935616832425,200.0,200.0,200.0,-0.002741174208246403,-1.29499079229068e-05,7.789953506151844e-06,-3.104366734977942e-06,2.113941911594955e-07,8.889013367766989e-06,8.750702737962654e-08,3.1234654554605884e-08,6.062682514517098e-09,-1.542145699031798e-20,-5.850803698459759e-22,-3.838004845215222e-23,-9.088382714141168e-25,2.1884119413963563e-10,-8.044790573485199e-13,3.576146774522741e-28,499.9981873326903,0.0017956291744448457,-1.0271684694515298e-23,4.736613087724007e-06,6.518059055734342e-21,-1.5322986776427676e-31,0.0031901103523576516,-1.4292847502782706e-05,-3.509526434567232e-06,99.99708371607166,-3.1137028847808885e-13,-2.2820720851872212e-17,1.0762423871767458e-07,50.0,-6.899077468922923e-28,1.5351398737146483e-16,0.0,100.0,5.9513226109471385e-36,3.678141025549217e-71,0.0,0.0,0.0,0.0,0.0,-2.2826861039690506e-35,0.0
400,4.9914308765117825,5.016925580943934,95.01257022787274,9.998958380742307,10.000000000006176,6.642504734662681e-18,200.0,-3.993199927655206e-21,4.5011152564758435e-17,0.0,1.0029207132924935e-10,7.161750747455154e-16,80.23644417850124,99.6891811118816,17.70939489683495,0.1586103270745364,499.999999904653,3981.4562898857234,200.0,200.0,200.0,0.0013385626726857072,-2.2374845316997352e-05,8.449780251179178e-05,1.626613951217215e-06,4.735676674982539e-06,-3.334421577733731e-06,-8.285768406738728e-07,-3.491218661342012e-08,-6.91874948871023e-09,6.087361752274991e-21,1.4258122457095957e-22,-3.5162905307346023e-23,-1.5212207178674091e-24,3.211979475148038e-09,-1.5517729498403655e-12,1.4423783759880218e-28,499.9976557035833,0.0018359672629611092,-8.141851722288141e-24,7.429043169526151e-06,6.687878434148183e-21,-7.253474532567848e-32,0.0039789238668870896,2.1281006182454696e-06,5.813770845874731e-06,99.99558562767209,2.0906102660974008e-13,6.848879736749942e-18,1.258017267015399e-07,50.0,-4.848355095484602e-27,1.6436169892505665e-16,0.0,100.0,3.671103829588518e-36,-7.037174860780248e-71,0.0,0.0,0.0,0.0,0.0,4.245226117447803e-35,0.0
500,4.989205592074749,5.017278122693434,95.01446190590693,9.998627937561158,10.000000000053205,1.8883480599716842e-17,200.0,9.686984283963293e-21,1.3622187557835979e-16,0.0,-8.171213767073338e-12,1.0214558805300656e-15,77.2048363697495,99.75563081953204,21.90646199544616,0.44051477998232963,499.9999999460061,3975.4582129655364,200.0,200.0,200.0,-0.0016102139460946105,-0.00042884629958858753,-1.299984531710462e-05,2.0740090305458622e-06,5.323767619032545e-07,7.874206942649577e-06,-1.6172618325724187e-08,1.1762209100549084e-07,-2.371976476327574e-09,-1.2310555440850246e-20,2.48679418872835e-22,-2.724192157868513e-23,1.4194869421023798e-24,-2.830458389326927e-09,1.5563634415061454e-12,4.690422261180886e-28,499.99784285657427,0.00262616656481787,7.314538535737528e-24,9.5605634992982e-06,-1.4458675956459984e-20,1.3007819983826932e-31,0.004379343553031832,4.8835764178801675e-05,6.806674288069576e-06,99.99560160420333,4.7253462763768725e-14,1.6998190320982354e-17,2.423448630402596e-07,50.0,2.9240750118815197e-27,2.552626457708852e-16,0.0,100.0,-1.3814379634416655e-35,6.525321495076749e-71,0.0,0.0,0.0,0.0,0.0,-1.5598393233851298e-35,0.0
600,4.9860563625751135,5.020847848226488,95.01523590853316,9.998423760512178,10.000000000032921,-1.074796716059617e-17,200.0,-5.984069664307122e-21,1.0347489879736958e-16,0.0,4.706994121618552e-11,4.361098753250263e-16,73.73297142025554,98.88288115745064,27.549289263062402,0.9101445908285686,499.99999970138,3974.044339782581,200.0,200.0,200.0,0.0037599942967455747,0.00012171672456342907,8.029176919564879e-05,-5.349667112649996e-07,5.126276812054017e-06,-8.038061979092294e-06,-4.673297679818066e-07,-5.95303717111634e-09,3.897424103167468e-09,-1.734496031522781e-20,-4.800106360673354e-23,1.4011588268688867e-24,1.432570643321181e-24,9.71271095349381e-10,-2.0200100013989526e-12,-2.3446659780556283e-28,499.99708876460824,0.003315585713151956,1.1437452824221028e-24,1.1891343568481065e-05,-1.3537515797978156e-21,-3.049904048740693e-31,0.006152692289696072,0.0002133343629518112,5.9360881420329955e-06,99.9944158813572,1.0446301335343948e-13,-3.092335591979317e-19,5.3989782760719257e-08,50.0,-1.1136001336992343e-28,-2.079884583144716e-16,0.0,100.0,-2.965652645173343e-36,-7.06913370388173e-71,0.0,0.0,0.0,0.0,0.0,-5.055843013143806e-36,0.0
700,4.983295497983112,5.026642795839452,95.01897166687374,9.998157696994548,10.000000000067434,1.4819734987057407e-17,200.0,-2.732834033713508e-21,-1.6457708614578446e-16,0.0,1.0661622450583894e-10,1.3505811509283551e-15,69.08748853100958,98.81974772394615,31.13262703916153,1.4874864224966031,499.99999977083723,3967.5917876308895,200.0,200.0,200.0,0.002603016328564928,0.0005065557331460067,5.376972744575427e-05,4.960142125255077e-06,6.534017743002909e-06,-9.417114076104582e-06,-7.768917084643323e-08,-8.023798593076303e-08,7.024576775811903e-09,4.599723972848301e-21,-3.927493915417504e-22,-5.473731850989649e-24,1.5924825432988699e-24,2.3755882566163835e-09,-6.916679331324907e-13,-4.659076798775493e-28,499.99647867223723,0.0031542208480185106,1.0122220174650308e-23,1.2365815118303903e-05,1.9418962712488516e-20,3.293106186652624e-31,0.006600669964992298,0.00022231934831408188,8.048164565643407e-07,99.99300420191977,1.0166251878003811e-13,9.651245586748324e-18,3.252358433040156e-07,50.0,5.837251746398034e-27,-2.519238267301574e-16,0.0,100.0,4.1479941352976525e-36,2.315086795159069e-71,0.0,0.0,0.0,0.0,0.0,2.3000866577470882e-35,0.0
800,4.980152980384128,5.027278981451312,95.02038603136221,9.998157268343599,10.000000000039318,2.6484205558616645e-17,200.0,1.3922203022731797e-20,2.6315982368545683e-17,0.0,8.13013724176973e-11,1.9655914994690497e-16,67.62302144864243,98.30597644178513,33.51234265636941,1.4758896077617658,499.99999963895715,3965.653384172768,200.0,200.0,200.0,0.002377962887282403,0.00020185479936210378,-9.732331479204778e-05,1.7276231437894321e-06,-4.521116939194876e-07,2.0702167415127872e-05,-1.1272904960008248e-06,-9.850227740564457e-08,3.3861145812993685e-09,-1.2716060208040282e-20,8.383753834198656e-22,2.2226905461349184e-23,-7.936984660810617e-25,-5.353655560828709e-10,2.721717763508802e-12,-1.3387403448436402e-28,499.99630695590196,0.004281927778068285,-1.5206964348771492e-23,1.6219923276890673e-05,-8.570379892711224e-22,-2.123281054633138e-31,0.007493608544279451,0.0002943016351212467,1.5266196475196744e-05,99.99252362109694,4.0573393876067635e-13,7.612689820375941e-19,3.011844532653306e-07,50.0,2.146512583837081e-28,-1.4808571259740632e-16,0.0,100.0,4.6903702580582485e-36,1.0002089982019662e-71,0.0,0.0,0.0,0.0,0.0,-1.654581667472671e-35,0.0
900,4.979931979716029,5.034591466430819,95.02293417318931,9.9975827591126,10.000000000081025,-6.137778603919552e-18,200.0,-1.3276573882234402e-20,-6.952197970305241e-17,0.0,1.8138921995965188e-10,1.4284186578520792e-15,63.957611205423945,98.59243051756562,36.48945225179637,1.6258140446705585,499.9999997425872,3960.9823457930233,200.0,200.0,200.0,0.004857980512229196,8.123537268346299e-05,8.848766753749076e-05,-1.2315354682026815e-06,5.4832678575245805e-06,2.886451232037374e-05,-1.3804317103477835e-06,-1.705963868088141e-08,6.998915490124472e-09,7.871129863410189e-21,-7.84093970628297e-22,3.739989740979294e-23,-1.2221519180668753e-24,2.7241217502579497e-09,-1.3177940144496452e-12,-4.572208476724851e-28,499.99537038814583,0.004219637356816323,-9.052305641909114e-24,1.7152140377861293e-05,1.5954571190648692e-20,-1.3924552819995933e-31,0.007873904684317937,0.00036346609833309054,3.839604538488447e-06,99.9919332141924,1.5519299484685384e-13,1.6274983511818866e-17,4.5818571329274344e-07,50.0,-4.444840996016615e-27,3.9691727504669065e-16,0.0,100.0,-4.506802523030667e-36,8.191983627385663e-72,0.0,0.0,0.0,0.0,0.0,2.1296950480169398e-35,0.0
