miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
1000,4.977566365491713,5.03784648108717,95.02289187127526,9.99752448185572,10.000000000113623,2.0962756807322408e-17,200.0,-1.140437310942109e-20,-1.2216966885444189e-16,0.0,1.180047594760448e-10,9.314371526463673e-16,61.67020727968344,97.76037973386427,38.31554487500586,2.0227538513594494,499.9999996700872,3958.768889309271,200.0,200.0,200.0,0.004812825787472731,0.000582898370562272,5.600127206486579e-05,-5.368522692620255e-07,-5.402566401580704e-06,2.2890215071937953e-05,-8.408041625356251e-07,-3.7917003200887786e-08,3.212337496393417e-09,1.889173257866224e-20,2.954074764001887e-22,6.20596764813422e-24,-1.8898010654773454e-24,1.3752758622347084e-09,-5.589956107815279e-13,-5.255489783944549e-28,499.9948699090698,0.004917335786473992,6.224407234611048e-24,1.816784077905399e-05,9.644991204175906e-21,-1.1869257513325072e-31,0.008965771005650332,0.0003601523180081237,1.156629327113131e-05,99.99059103181918,3.8341120689831777e-13,-9.264342784318327e-18,5.044536762018188e-07,50.0,-6.862233217632765e-28,4.022953132927602e-16,0.0,100.0,-1.2114228772218009e-36,-5.802612662249852e-71,0.0,0.0,0.0,0.0,0.0,-1.909544347421503e-35,0.0
1100,4.973921691477346,5.041931806169108,95.02492349189193,9.997414178985725,10.0000000001348,1.0352029858407411e-17,200.0,-8.987026099205133e-21,-1.600696642574484e-16,0.0,2.7332840969420485e-10,1.8845632246705115e-15,58.399110657356886,97.59155333462854,42.691996652435634,2.8122320236918297,499.9999995068496,3955.823667493467,200.0,200.0,200.0,0.001729433184098433,0.00041577864358846914,-7.474400246320634e-05,-3.4388317434693656e-06,8.71242985546229e-07,2.2897001366781235e-05,-1.3798909415820122e-06,1.573791022316294e-08,4.307519159900659e-09,1.1932663863621702e-20,5.564110891937064e-22,1.4144934578787702e-23,4.729890284177757e-25,1.705027250284473e-09,4.971702112076732e-13,-2.3908983550207166e-28,499.99456048129036,0.005756555333013199,6.482911358101359e-24,2.0492037051441037e-05,-5.782361325597166e-21,-6.197490773350429e-32,0.010512666747985554,0.0004246848091750958,1.705307339571433e-05,99.98994982260368,2.5883480594919743e-13,1.5516451126036045e-17,6.480864726335939e-07,50.0,-4.186172430410483e-27,3.20249715579993e-16,0.0,100.0,-9.693894621452595e-36,-5.887236383515833e-71,0.0,0.0,0.0,0.0,0.0,-4.562158691711793e-36,0.0
1200,4.972341862648669,5.045723633558704,95.02899725495601,9.996843362404658,10.000000000168274,1.2807411376742862e-17,200.0,9.08046121415552e-21,-1.5257748145341934e-16,0.0,2.9806702309347816e-10,1.4649552944422253e-15,55.76142386448754,97.08535205315252,44.35567575905794,2.776878148468495,499.9999994384511,3953.1365062959712,200.0,200.0,200.0,0.008466524744054963,0.0005962572799928668,4.5312241771928374e-05,-2.3764967532078166e-06,2.3159853008955613e-07,2.2413645092238837e-05,1.1539809780124953e-06,9.210992087208748e-08,-5.292428662031788e-09,1.4555207681181324e-20,-7.62695317832945e-22,9.853225039614755e-24,-1.1647418164071662e-24,-9.192588395287388e-10,1.5057865611998395e-12,8.108742681251302e-29,499.99375171587945,0.005888330127617273,-8.831607368283885e-24,2.1326310058968076e-05,-5.3237912868118864e-21,1.8896300461220963e-31,0.01052501021081931,0.0005205023355969598,1.588312335475556e-05,99.98837350654132,1.8627965300097631e-13,1.5659393114499654e-17,6.053214573124624e-07,50.0,1.643921100498659e-27,4.514709133182557e-16,0.0,100.0,-1.4968509303622556e-35,-2.2020788258310185e-71,0.0,0.0,0.0,0.0,0.0,-4.397078429894244e-35,0.0
1300,4.969364756421635,5.050421723232284,95.02777542212785,9.996869595916682,10.000000000175348,2.1297105761821526e-17,200.0,8.643438770366039e-21,7.806288489163425e-17,0.0,3.1233121453346117e-10,1.2955835576967867e-15,53.283125083883874,96.77243758767693,46.036648206521726,3.5108571083275826,499.99999924426106,3950.354236350721,200.0,200.0,200.0,0.010541868689505103,-0.0004185517370414863,-9.489055588027938e-06,-5.139449199875653e-06,2.2432381231881403e-06,2.532173004912056e-05,-1.0176218270457837e-06,-2.388743171937704e-10,-4.027500579027864e-09,-1.8589097667200067e-20,9.489474575206438e-22,-4.1085652791205125e-23,1.6946854487512148e-24,5.574893278599844e-10,-2.5467278644431143e-12,4.113335576397439e-30,499.99331064764226,0.0063461972916179134,-7.516194904160047e-24,2.3995980904607278e-05,1.4797863403782526e-20,3.8437002940075327e-31,0.011909777063924824,0.000647313811056733,2.298386443835178e-05,99.98720606135676,6.037916699922478e-13,1.1744642539932142e-18,7.483979524665249e-07,50.0,-3.6500023169393366e-28,6.581832056409564e-16,0.0,100.0,8.571295738029683e-36,-1.518708436838769e-71,0.0,0.0,0.0,0.0,0.0,-2.8610267480962207e-36,0.0
1400,4.966743264675957,5.053969791106168,95.03032798826634,9.996542376043152,10.000000000188873,5.831819435763025e-18,200.0,-1.298669015926112e-20,1.3630343748275872e-16,0.0,2.9854738396910274e-10,1.997041085463545e-15,50.85280896242457,96.37047740172856,49.606377155214865,3.64448385922001,499.99999903487225,3946.8667065660616,200.0,200.0,200.0,0.007451301249231167,0.0006627296538387329,-1.407028334965779e-05,-2.8522249782165492e-06,2.7208068125366343e-06,4.6281744971025176e-05,-8.113896526693751e-09,1.2038210829530525e-07,-5.093790191891238e-09,5.299741810058544e-21,9.289283638350353e-23,3.84286426362321e-23,-3.3269223980929483e-25,1.8472557512904865e-09,7.649621996308293e-14,5.950917390474198e-28,499.99295121445135,0.006753354847999084,-2.2365892612298324e-24,2.5588569863733238e-05,3.3304309551693033e-21,-2.984986144118223e-31,0.012624085272928584,0.0007414936956656981,2.8387272984977916e-05,99.98640141019017,7.375213978913026e-13,-2.82823507844739e-18,7.452380594031991e-07,50.0,-4.804488290716685e-27,6.179256046413722e-16,0.0,100.0,-1.0493685445686751e-35,1.27507544612202e-71,0.0,0.0,0.0,0.0,0.0,3.812754356419643e-35,0.0
1500,4.964139308140123,5.056958541530867,95.02891026605327,9.996338322837916,10.000000000239183,1.634382891767422e-17,200.0,-1.1634505955536418e-20,2.0482279452451802e-16,0.0,4.064177552984382e-10,9.846251015694176e-16,49.43182659256933,95.33182419459631,52.099167834330984,4.738695159826946,499.9999989230537,3942.720498928652,200.0,200.0,200.0,0.008481501922002819,9.535612408016509e-05,-2.212931080761462e-05,1.7144520509206047e-06,7.400625980827718e-06,5.611454731647945e-05,1.5179758333357726e-07,5.900091820539087e-08,-6.431393032667674e-09,1.0552750910190156e-20,5.382485754056274e-22,1.0500373460325961e-23,1.4865196972408907e-24,-7.119242297690894e-10,1.4389349163636247e-12,4.644227410458284e-28,499.992114112627,0.007448468896860482,1.6314000900970452e-23,2.856197181288145e-05,1.9640685229194965e-20,-3.329456702879682e-31,0.013418995836210791,0.00083709534325305,3.9036822923212196e-05,99.98598338663432,1.1969600678931027e-12,1.6566911950295204e-17,1.113430265736315e-06,50.0,-5.736355800971264e-27,4.248790472534222e-16,0.0,100.0,8.74509847403081e-37,6.379433535509681e-71,0.0,0.0,0.0,0.0,0.0,-3.7243898291364827e-35,0.0
1600,4.961932826741719,5.0604242624304545,95.02913280965474,9.995891194172366,10.000000000255556,4.705986508705321e-17,200.0,4.385590810744041e-21,4.3629599269553195e-17,0.0,4.225189007284364e-10,2.2573679340132752e-15,46.76432672888714,95.48798877548909,53.9329435930497,4.769077258120691,499.9999990217945,3942.2102071241256,200.0,200.0,200.0,0.010815874344381778,0.00014265205350220435,-1.0479821375770034e-05,1.0791940393620228e-06,1.3737312800591295e-06,5.2475230341735704e-05,9.95905169321947e-07,2.493752552297243e-08,-6.4341551212523335e-09,-7.622005418347355e-22,-1.0229952956389963e-21,-4.3925670764065365e-23,8.538131514351518e-25,-2.7571106766002897e-09,1.2523460300602753e-12,-4.858569515432004e-28,499.9918151384345,0.008276342090795596,-5.744034720998914e-24,2.9951621947191555e-05,2.274730769125868e-20,-3.76897351607146e-31,0.014067731099337956,0.0008367178167220079,4.987600843587681e-05,99.98533075428551,1.0161567085839013e-12,2.3553803167970743e-17,1.1906661062145504e-06,50.0,4.361108508320966e-27,8.715092572953112e-16,0.0,100.0,7.500177184109265e-36,-1.383660711683263e-71,0.0,0.0,0.0,0.0,0.0,-1.9428543186975032e-35,0.0
1700,4.961325186326532,5.065488388935415,95.03290348103549,9.995763445462819,10.000000000291777,3.0386293234359936e-17,200.0,2.5761948942259105e-20,2.219323935143426e-16,0.0,4.85404133210744e-10,2.2063455768972752e-15,44.99803310860507,94.88026341565889,55.63185437002404,5.387955018249947,499.999998882555,3939.9022408079827,200.0,200.0,200.0,0.015789791181701915,0.00011760423530820466,6.486873504804423e-05,-4.760526147585524e-06,6.3799136247239895e-06,8.420689552420189e-05,1.986855616412972e-06,7.419830241249848e-08,6.996157939005121e-09,1.64392329438515e-20,3.4609301917064647e-22,-3.515493208561942e-24,1.683573494947384e-24,2.016735589196694e-09,-3.2249296684392742e-12,2.667539244318379e-28,499.991556998404,0.00823622685675132,-7.188640905770921e-24,3.214219143982357e-05,2.9229050747767405e-20,-1.778952955640411e-31,0.01469466396152683,0.0010032336920677359,5.6470814174297256e-05,99.98487647698413,1.5899091934558466e-12,5.6219642535064936e-18,1.3756300901669607e-06,50.0,5.667175314699287e-27,6.717888797330045e-16,0.0,100.0,-3.8221732143692677e-36,7.037257476852407e-71,0.0,0.0,0.0,0.0,0.0,-2.9808732153975033e-35,0.0
1800,4.959435875803134,5.064144381854216,95.03035418082207,9.995600912682747,10.000000000336827,5.248898227895926e-17,200.0,2.4581394250139995e-20,1.0878152147965813e-16,0.0,5.845039190390862e-10,2.8470059252469506e-15,41.8595442387651,93.84658377170615,58.06450491150365,6.292199890738003,499.99999870432794,3938.4192255096646,200.0,200.0,200.0,0.018754563158497384,0.0001465898302932057,7.467504486393582e-05,1.350736559290983e-06,-7.02485290808427e-06,7.237012668270507e-05,1.0456372267904039e-06,-4.541448529120547e-09,5.575879053599939e-09,-6.3821216788178294e-21,7.180690577617813e-22,2.5644591715716732e-23,-6.9367916576767175e-25,-1.8571143384562848e-09,-6.778381532857082e-13,5.413617083726829e-28,499.99059588497977,0.009313191933752582,-9.813626961907278e-24,3.309772177478329e-05,2.7522849419458337e-20,1.7542884501604712e-31,0.01517956443795804,0.0010623278857835633,5.5246331271311055e-05,99.98324160026553,1.918474290931092e-12,1.521953418220775e-17,1.5282947216368956e-06,50.0,5.33438205352772e-27,1.1631581605277472e-15,0.0,100.0,1.4170003837473947e-35,-3.635062592558943e-71,0.0,0.0,0.0,0.0,0.0,4.621394684948909e-35,0.0
1900,4.956404140424789,5.067840882488548,95.03225320754284,9.99514198707339,10.000000000321725,2.6491916606064378e-17,200.0,4.0963998745512644e-21,1.3264036381651195e-16,0.0,6.172068874276607e-10,4.6645567319719945e-15,41.89876881148946,93.26594043298697,58.25561393199068,6.103431416003787,499.99999850829846,3934.3314544883065,200.0,200.0,200.0,0.022636118746532725,0.000889721082185844,4.169853582934899e-05,-4.590729870931449e-06,-5.019252849611548e-06,8.606275265456143e-05,2.412838501547231e-06,5.7784759816125645e-08,-3.700928322030274e-09,-1.1476627211761168e-20,2.561190267270903e-22,1.9995091117812313e-23,1.2709578018007323e-24,-6.84378102481209e-10,-1.9314118393033656e-12,1.5641555179119886e-28,499.9906999068982,0.009483839683663828,1.771406593935394e-23,3.648359676071839e-05,3.2156762555874853e-20,4.02221302664754e-31,0.01645753448473669,0.001167641966044752,7.102986758927946e-05,99.9830184089675,1.6613045324176345e-12,3.693288765143213e-17,1.4885162443108756e-06,50.0,1.0104525495151801e-27,1.2770668418455628e-15,0.0,100.0,1.0173335884863414e-36,-4.4353856265636223e-72,0.0,0.0,0.0,0.0,0.0,4.1136170992786813e-35,0.0
2000,4.955524794011024,5.07156055547469,95.03217349947727,9.99492499781076,10.000000000343944,7.34649708106528e-17,200.0,3.3428391980482756e-20,1.6637010106892665e-16,0.0,7.332240902503163e-10,4.802542717343898e-15,39.533998331045595,93.33182570960427,59.65424569497076,6.921797061780627,499.99999824128145,3933.8908214845355,200.0,200.0,200.0,0.02361206536321046,0.0006186553013247579,-3.57631313338193e-05,-4.0206671145176526e-06,4.5951910304979244e-06,0.00010183185881604749,1.151752199470329e-06,-7.097526154261597e-08,6.96100925571009e-09,-2.074115347697592e-21,9.222184680724377e-22,2.343966292208601e-23,6.744275502951743e-25,-5.145507745183432e-10,1.7023043957845964e-12,-2.8138993213338556e-28,499.9898402157702,0.01005712457188895,2.116551416782959e-23,3.6594401323695503e-05,4.5739203686972564e-20,5.302562289238286e-32,0.01677608516620696,0.0012649139860652415,8.093325638429886e-05,99.98236308726862,1.7969996878442e-12,6.155611033919368e-17,1.7154349785977013e-06,50.0,7.21289148254016e-27,1.2150708242116677e-15,0.0,100.0,1.2864954241425045e-35,-1.8839471263375473e-71,0.0,0.0,0.0,0.0,0.0,-1.2197096390801387e-35,0.0
