miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
0,5.000330726177176,5.001645001432657,95.0008773504094,10.000089206844434,9.999999999983084,-3.507120453027158e-18,200.0,-3.466139528729884e-21,-1.715232533847816e-17,0.0,-2.3627420724666543e-11,4.1426785112650434e-16,98.95985665676031,100.27637863608518,0.4685495745152586,0.3531381019424415,500.000000067015,3998.6101660233735,200.0,200.0,200.0,-9.655451114742405e-05,2.269264420174819e-05,1.647778176709592e-05,1.4231993378731847e-06,2.4172261901359283e-06,-4.910396615772692e-07,9.451219909294106e-07,1.558404445973772e-08,5.042364049973718e-09,1.8019642926769516e-20,-2.1569340231927077e-22,-3.945344365140518e-23,-7.254459804523618e-25,-3.108455290397495e-09,1.5685786977587206e-12,3.9450601423867315e-28,499.99976512069713,-0.00022048080845498666,-1.5108170167619814e-23,-1.8083991521607467e-08,3.93247569780996e-21,-1.6471139048414537e-32,0.00027894885787070915,-3.8880238408847406e-05,8.102018977974811e-07,99.9997895826509,1.643677968329785e-13,-1.5865617920474717e-17,-7.90768684101532e-08,50.0,-5.4426467428489134e-27,-3.0485860178223843e-16,0.0,100.0,-1.5022714697840646e-35,4.728140520670397e-71,0.0,0.0,0.0,0.0,0.0,-2.619887050853537e-35,0.0
100,4.998319853975711,5.002232423308192,95.0038873668293,9.999888174171593,10.000000000023018,2.0943924915431547e-17,200.0,-1.1413549290963785e-20,-1.0748660055731341e-16,0.0,-1.596361168117503e-11,-1.0755384010077385e-15,95.6494241056132,100.21609257985469,6.261713392569829,0.1034026657189267,500.0000000944232,3993.661301180795,200.0,200.0,200.0,-0.002533349141093164,-0.0004998054936365098,-7.8380737459068e-05,-4.372972127626092e-06,6.819632899656292e-06,-1.5277921867079323e-05,1.3611829141420536e-06,-9.299392171476642e-08,8.533487664774137e-10,-6.386915500640777e-21,-6.041064057591124e-22,1.8464549932613624e-24,3.1374809694029594e-25,-3.002845695854657e-09,-1.1195149218017158e-12,5.627300322251601e-29,499.9998340042829,0.00042287960319294245,-6.181125336294636e-24,8.79375367249792e-07,-1.7218654770895744e-21,1.042067505050181e-31,0.0014843860122847768,3.743191991481487e-05,6.8475835752079175e-06,99.99864544521104,-3.288271542268102e-13,-2.3939888402248104e-17,9.792399836694708e-08,50.0,-2.127197494762625e-27,2.401618012407717e-16,0.0,100.0,1.0407696166158572e-35,-4.224075686524658e-72,0.0,0.0,0.0,0.0,0.0,5.345890232148868e-36,0.0
200,4.995613418776797,5.007402042845997,95.0038804143806,9.99941127720071,10.000000000009283,-1.6469278255107205e-17,200.0,-1.0478896351926936e-20,7.987510009144674e-17,0.0,3.603057508009525e-11,-8.205041025610374e-16,89.24023484490769,99.84065055465335,9.171738731233006,0.3326134663087984,499.9999999586417,3990.0891782777962,200.0,200.0,200.0,0.002038239344224901,-0.0005423532434358331,4.796784146398689e-05,3.327974657963445e-07,-6.18291695306822e-06,6.553630662142024e-06,5.468627525327129e-07,-8.867636786160002e-08,-4.148816562572985e-09,-1.4557546281879062e-20,-5.854337191142217e-22,4.4029790815650195e-23,-1.6084397634875288e-24,-1.4441130092074496e-09,1.9346323643027634e-12,3.5044658067113246e-28,499.9988873957985,0.0011311690756379673,4.1492144911896376e-24,3.5986740773738683e-06,5.201933738994626e-21,3.3294579326191923e-31,0.002252751964456583,2.8597080942648713e-06,2.1624241150943536e-07,99.9984067141348,2.1592749532832724e-13,8.96000679226359e-18,-9.986615827794704e-08,50.0,-5.218219561114212e-27,2.4789347886684937e-16,0.0,100.0,1.2107059447651953e-35,2.489607662722721e-71,0.0,0.0,0.0,0.0,0.0,-1.4881814584828552e-35,0.0
300,4.991918348415755,5.0093198967781065,95.0065255020416,9.999288300080597,10.000000000018076,2.4175839022782277e-17,200.0,8.552126327379583e-21,-1.0933963032200224e-17,0.0,-1.2179645291452428e-11,4.821633436276566e-16,86.05467153986687,99.83060352595008,14.249552591108289,0.30747315870664105,500.00000002758094,3986.2157252995935,200.0,200.0,200.0,-0.0009489805216629886,-0.0003842409498790621,-5.342367545439902e-05,5.343463440357102e-06,6.85336608300361e-06,-1.2396968575624437e-05,5.053452802748256e-07,4.475965011322867e-08,-5.133711560202117e-09,1.791190526660399e-20,-4.968624573431684e-22,4.6445070191663703e-23,-5.9468324910907605e-25,-5.16283864571924e-10,2.5054902688969033e-12,-1.5589364793244855e-28,499.99858825358194,0.001553132040843356,-1.0526250381043782e-23,4.31867581221478e-06,-3.615269712643926e-21,7.594556239830164e-32,0.0026456185809747776,0.00010502511276601296,6.1811693561530695e-06,99.99663938412584,-2.548322932223683e-13,9.132428879770514e-18,1.0777993173666292e-08,50.0,4.055543770785199e-27,1.3983912713330728e-16,0.0,100.0,1.4907668391541518e-36,3.3853934109248686e-71,0.0,0.0,0.0,0.0,0.0,-1.2975313193987995e-35,0.0
400,4.989446925113063,5.015463062949934,95.01194785204818,9.998881963022129,10.000000000025853,1.099641040988571e-17,200.0,1.4755945440998657e-20,-1.0496623274990277e-16,0.0,-3.6575976838827156e-11,-8.200641833769131e-16,81.47982260683753,99.56145689468237,18.205416887681487,0.47815993773064475,500.0000000650449,3979.693167308576,200.0,200.0,200.0,-0.0003670397735540943,0.00026756132855379196,-2.2903209474489157e-05,3.119222402400623e-06,6.091153869086881e-06,-1.0205457993958708e-06,-1.0557162194570007e-07,-8.964583656217563e-08,2.8851431766073215e-09,-1.769842151238253e-20,1.2588858171728935e-22,4.108779741154955e-23,-2.342558550810662e-25,-2.6649245368763488e-09,1.2716781761257959e-12,-1.7418327964643851e-28,499.998223293554,0.002154742013875994,3.784946901060883e-24,8.067525711388964e-06,5.465398938158704e-21,1.306012578507213e-31,0.00409185001477572,9.221908068052455e-05,1.4506562784518069e-06,99.99603627456722,1.1600221292998667e-13,4.741729556575865e-18,1.0896583677306155e-07,50.0,-1.7474903737391385e-27,-2.6571485552809776e-17,0.0,100.0,1.359473887178557e-36,-1.6332889628524433e-71,0.0,0.0,0.0,0.0,0.0,3.900061679176932e-36,0.0
500,4.986915757052486,5.01711160233358,95.0120118161406,9.998596225215381,10.0000000000088,2.1714900243461163e-17,200.0,-6.6886585195405734e-21,1.8164208578579055e-17,0.0,1.1075273982063417e-10,-7.453562282331821e-16,76.53505857253371,99.5739555288141,23.873405507869208,0.6986891660000883,499.9999998376179,3977.621525234767,200.0,200.0,200.0,-0.0007915376711663017,4.5793440406407564e-05,6.01473435199675e-05,4.6041442218509554e-06,5.758513874944154e-06,2.3773105141013114e-06,6.500162314561184e-07,1.0708346152919386e-07,-2.6452024335504343e-09,1.3027456350336802e-20,4.607614583341396e-22,1.709160393202632e-23,3.4364598594833286e-25,-2.8253778306291615e-09,-6.333559099410145e-13,5.220164507128744e-28,499.997358346546,0.0021375649199942806,4.518277140264673e-24,9.011384526418374e-06,-1.1260127561539564e-20,-1.3325598041882956e-31,0.0051741676393847694,0.00010890556430680085,7.282618032016206e-06,99.99562140066294,-2.941726832552273e-13,7.9737083293466e-18,1.0765550194831789e-07,50.0,3.437734516696907e-27,1.0893125592777899e-16,0.0,100.0,2.254289430438535e-36,-6.995094026564669e-71,0.0,0.0,0.0,0.0,0.0,-3.8915999718345955e-35,0.0
600,4.987602005403849,5.0201620670296405,95.01638661127794,9.998629260887123,10.000000000010822,-1.523436936092529e-17,200.0,-5.3236675388796366e-21,1.0802715901212657e-16,0.0,1.171832701670046e-10,-4.313438444706606e-16,72.86618404994958,98.90232049167243,25.96910829157225,1.2352856562717718,499.9999997669946,3973.7245081637593,200.0,200.0,200.0,0.0017670051855345455,-0.0006218044509593236,2.9703326724225454e-05,-5.587035198541915e-06,-3.838661686958258e-06,1.8110131157107623e-05,-1.6211392427886985e-06,-9.961528491620098e-09,-6.100034655025388e-09,4.1939047556053975e-21,-4.531962401766905e-22,-3.951135496665295e-23,-9.544280515382356e-25,-1.7522300690046308e-09,-6.905072444811144e-13,-1.552118441888416e-28,499.99690803045496,0.0032369325075181786,3.677950591655617e-24,1.2266444688513098e-05,1.76006971855883e-20,4.050609562379798e-31,0.0060179507734693435,0.0001051186038624307,1.0347350127565717e-05,99.99474174160855,3.8716030333169995e-15,2.0403673317755112e-17,9.247686951702727e-08,50.0,7.14381635474182e-28,2.2507843578950125e-16,0.0,100.0,7.567412051052e-36,4.377539715913484e-71,0.0,0.0,0.0,0.0,0.0,4.896898781429955e-35,0.0
700,4.984163816316527,5.025598783598785,95.01876884982235,9.99831405642908,10.000000000016858,-2.0852900530714766e-17,200.0,1.4928882865474026e-20,7.825821209869694e-17,0.0,1.3269513411185864e-10,-8.855946753264863e-16,69.60830913152273,98.91313709930188,29.701991532291864,1.2887288371979693,499.9999996338933,3969.3545380301284,200.0,200.0,200.0,0.0042870214504105025,0.0004727597889561973,3.6809333096310726e-05,5.0872440181653455e-06,5.187591068268551e-06,-6.79601665240871e-06,1.2968273734763297e-06,-2.136102511229931e-09,3.457143054298598e-09,1.5615980592893195e-20,-3.0270265719541863e-22,-2.1090399304328186e-23,-4.87273372839465e-25,3.0465970725046166e-09,2.196319434754671e-13,-5.43728415134745e-28,499.99675544337185,0.003317851848034603,-1.1469576577594076e-23,1.2253197292035823e-05,-8.830005046269394e-21,1.5059773311804722e-31,0.006901390057252565,0.00016851851286854276,8.071990346349944e-06,99.99380236894679,3.294192649845547e-13,-2.8862581382408712e-18,2.3753252674506772e-07,50.0,-4.7601911374092824e-27,-3.8330656725124974e-17,0.0,100.0,-8.655948364300964e-36,5.61307549306237e-72,0.0,0.0,0.0,0.0,0.0,3.0894628161465815e-35,0.0
800,4.982703366642075,5.030399184152927,95.02065375715145,9.99798616926791,10.000000000033259,1.8287245785443412e-17,200.0,2.106554940706867e-21,-4.4775886033472816e-17,0.0,7.530553780445866e-11,-7.190211241894945e-16,66.06452038100608,98.84223493156648,33.09503988229302,1.4646988497610547,499.99999982136603,3965.337749810735,200.0,200.0,200.0,0.004801481807751981,-0.00031450385746038665,-4.574344620227539e-05,5.682846408257098e-06,-7.173854704242945e-06,7.353283081328987e-06,-2.497620545480744e-07,-7.215221340866146e-08,2.4007479835301063e-09,-6.844634054805599e-21,4.901957030254454e-22,-4.5393530572008065e-23,-2.933396092084907e-25,-8.581072848473169e-10,-1.4880159911773312e-12,-4.522114565064594e-28,499.995794056919,0.003921476481879763,-1.4419690535943248e-23,1.3741984828502141e-05,-8.801846718928831e-21,-6.380776479209546e-32,0.007544944840217163,0.0002131316741986189,1.355828311808725e-05,99.99176881166937,4.3107721735357325e-13,6.014018293944844e-18,2.3864570146504566e-07,50.0,2.0903046018525873e-27,-8.32045498964459e-17,0.0,100.0,-1.1683735355828242e-35,2.5608923878815204e-71,0.0,0.0,0.0,0.0,0.0,-1.2390007813054762e-35,0.0
900,4.980883985974679,5.032047978620151,95.02437436143482,9.997919623169564,10.000000000061593,1.4671017778646735e-17,200.0,-6.652701542129644e-21,-1.261521498789042e-16,0.0,1.2518845894395756e-10,4.0809202165455836e-16,63.601337731375,98.04656843050738,36.57572211282918,1.5375164682681146,499.99999959372803,3961.091703267726,200.0,200.0,200.0,-0.00041500327904081926,-0.0001742103970657238,2.914122005770091e-05,1.197296240336319e-06,-5.6306118575131496e-06,1.9817187298696115e-05,1.63845526963585e-07,9.167187730947558e-08,1.8596849155093886e-09,4.889462195130261e-21,7.7965641122908635e-22,-3.718260788323136e-23,8.121936252281645e-25,2.2707584842418835e-09,3.6279884099624907e-13,4.7827039086540845e-28,499.9954374924461,0.004385960133375161,-4.087580094707353e-24,1.6200816680618427e-05,-1.7306046683787587e-20,-1.386624522606877e-31,0.008732152071604259,0.00036871391407931946,7.5297142019536315e-06,99.99115200781046,5.114652612666283e-13,2.5525312067189164e-17,4.951643696775336e-07,50.0,9.365666477616411e-28,8.952508709445333e-17,0.0,100.0,-2.8326681858558692e-36,-4.44668472165054e-71,0.0,0.0,0.0,0.0,0.0,-2.611686241776615e-35,0.0
