miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,IR,ROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,AbetaDimer,AbetaPlaque_GliaA,GliaI,GliaM1,GliaM2,GliaA,antiAb,Abeta_antiAb,AbetaDimer_antiAb,degAbetaGlia,disaggPlaque1,disaggPlaque2
1000,4.977605258680119,5.038385945042922,95.02302129892442,9.997470031710801,10.000000000084098,2.349094031313143e-18,200.0,-5.0917386631844994e-21,1.4096635433732902e-16,0.0,1.1881584958878978e-10,-8.98112605030383e-17,61.24749577416253,97.9961630605875,38.48942961657794,2.545305859565792,499.9999996052387,3958.533219780869,200.0,200.0,200.0,0.004744465963985135,-0.0005357725585761767,8.733837318368751e-05,-1.637551580665721e-07,-4.232983251816178e-06,1.9072123447405614e-05,1.1550095135678423e-06,1.0269670976489484e-07,3.1908481318758712e-09,-1.2363029995376806e-20,-6.984676494183747e-22,3.962353502391281e-23,-1.3389787784809629e-24,-1.6698605826473868e-09,-1.2935972442194752e-12,4.075281489149581e-28,499.9949069667619,0.005001941723606982,5.847521943834126e-24,1.9294734830443112e-05,1.9546430796424645e-20,1.5543788916306198e-31,0.00957160327059764,0.00045983606834759286,6.223838104605937e-06,99.99035112128864,3.4724407714508423e-13,-1.5058593649227651e-18,4.844612389890893e-07,50.0,-4.4018006237664976e-27,9.921930730427469e-17,0.0,100.0,-1.327958027180894e-35,6.870033581139842e-72,0.0,0.0,0.0,0.0,0.0,-4.355638565911109e-35,0.0
1100,4.9757085382513,5.039039787193056,95.0254036491542,9.997375741793743,10.00000000014484,1.9894040540661902e-17,200.0,4.103764040893719e-21,-3.206910908116279e-17,0.0,1.7719743582008213e-10,1.5373694902304685e-15,58.17960741658907,97.8061947718551,42.13251883957341,2.729958108444738,499.99999937430755,3954.4715479085535,200.0,200.0,200.0,0.006341369279780725,-0.00042780269861908594,-6.85144078770829e-05,4.6535563524661616e-07,4.837224997019537e-06,2.104010898796482e-05,-1.6555634605002132e-08,9.333569699801988e-08,-2.843685342592011e-09,5.961933545401508e-21,-2.7583482579430946e-22,-4.4353955728705983e-23,-8.5370238877529e-25,6.661900141400942e-10,2.824002157565303e-12,-6.013527121694374e-28,499.9947784791595,0.005265698694328286,2.1007578950545372e-24,2.1314127345345345e-05,9.465584236437628e-21,-3.98021392750188e-31,0.009935430078889524,0.0005165340051204607,1.3910091123567788e-05,99.99000991977658,1.3415869621066987e-13,2.4008514862682844e-17,5.438805786571175e-07,50.0,2.9054913145277293e-27,4.462857257889204e-16,0.0,100.0,1.15888693642792e-35,6.182062114855194e-71,0.0,0.0,0.0,0.0,0.0,-1.435215866169364e-36,0.0
1200,4.973922671572185,5.045193454511227,95.02673318716899,9.997101452319441,10.000000000102384,5.741522633340411e-18,200.0,9.267651048288843e-21,1.6238184950648268e-16,0.0,2.082975313909864e-10,1.8755340450349643e-15,56.26265215198734,96.86999388004874,44.542358199774114,3.340452670362997,499.9999993561594,3951.591218082293,200.0,200.0,200.0,0.007025493800896395,-7.748950852734006e-05,4.7001282249979044e-05,-1.3146501675523453e-07,-1.2994956506275423e-06,3.473613094540205e-05,1.0747330844047477e-06,-7.631591765100195e-08,-5.396799330969586e-09,8.440558992701024e-21,-2.4969402938463075e-23,-1.0032380301455207e-23,3.073181043531924e-25,-3.1090402804413797e-09,-6.41151809565149e-13,9.318925422689491e-29,499.9938655298138,0.005732639883508109,-1.105083991358485e-23,2.1860049632415756e-05,-1.0630362352840637e-20,-3.950397564837653e-31,0.010815985564279982,0.0005104999286402812,1.5375139448759395e-05,99.98916297271163,5.798011678286218e-13,2.0598958311303857e-17,6.401031333534126e-07,50.0,-1.3282266483880627e-27,-2.3073039035581495e-17,0.0,100.0,2.9633474475506256e-36,6.791835512890432e-71,0.0,0.0,0.0,0.0,0.0,4.929067047335648e-35,0.0
1300,4.970301439172562,5.047096146923565,95.02793951204771,9.996808868289481,10.000000000174664,-9.024997322844147e-18,200.0,7.079104312476594e-21,-9.26655965193143e-18,0.0,3.410569687475382e-10,4.0159387175129367e-16,52.45165984206232,96.37439476166703,47.9968995094548,3.211224899417053,499.99999916524683,3950.4804532915637,200.0,200.0,200.0,0.006881658302237856,0.00024448945842069146,8.419028833380685e-05,-5.365166353798079e-07,-3.13684753591762e-06,1.9711263934145936e-05,3.3296155373817064e-07,-9.531788835443122e-08,-5.549441767732566e-09,-3.427576739232185e-21,-5.701104133816052e-22,-9.339989814248284e-24,1.1220250754693635e-24,-1.949628073225496e-09,5.290640842918331e-13,-3.6756044942817807e-28,499.99320531920665,0.006461550980576987,-1.3715011821089583e-23,2.563786253224192e-05,1.2541027921943007e-20,4.143624804303365e-31,0.011488218972286076,0.00055464893476527,2.111506588761643e-05,99.98825936701827,8.237889732702219e-13,1.3689628742606425e-17,6.800351239740504e-07,50.0,5.85841214472975e-27,4.1879294405159337e-16,0.0,100.0,-2.6761070533087875e-36,2.7700324969834055e-71,0.0,0.0,0.0,0.0,0.0,2.2092210388088625e-36,0.0
1400,4.9678323175044055,5.05364210392526,95.02839317404592,9.996386485456258,10.000000000204663,3.038327302887041e-17,200.0,-1.70548892217645e-21,1.1128534112979355e-16,0.0,2.9965453914196985e-10,2.7864098733361747e-15,51.271472646526554,96.21854586899946,48.89836278796729,3.818805710356293,499.99999908610425,3946.757163436849,200.0,200.0,200.0,0.006466187479286608,0.00011132478966828727,0.00010023201818512776,2.9771055866922953e-06,-2.287289379478295e-06,5.5507800045395075e-05,-3.25642239764965e-07,3.727321315336686e-08,5.2312472377386894e-09,-1.1177257812915136e-20,5.424510975553825e-22,3.3510824080412534e-23,1.1027222283091467e-24,-2.7103859264623636e-09,-1.4861364082809993e-12,1.0984553453381302e-28,499.99261249717193,0.007153362684228605,-1.3615222564228223e-23,2.553605963614585e-05,-6.3816456213758145e-21,-1.6833458441913444e-31,0.012702187983020637,0.0007071160248999609,2.173390604104448e-05,99.98728959892466,8.188367051659422e-13,2.572933539810879e-17,1.0018344081421264e-06,50.0,5.5515865429509985e-28,2.5475378541435294e-16,0.0,100.0,-1.2582210823205494e-35,7.683884785690054e-71,0.0,0.0,0.0,0.0,0.0,2.4166069428084393e-35,0.0
1500,4.96520491158563,5.056286280680124,95.0300155144574,9.996095535770797,10.000000000186535,2.77953852563265e-18,200.0,-5.659629914565565e-21,-6.940640503609939e-17,0.0,4.518621108192984e-10,2.2877065787684715e-15,47.976273128896594,95.96154757967173,51.06083247196827,4.482888932619285,499.99999888223454,3944.4145843489637,200.0,200.0,200.0,0.009558469948918636,-0.0004355514232399999,6.12825891002657e-05,5.64653807972442e-06,6.871528480985827e-07,5.747334676278535e-05,1.6909573834429195e-06,7.854987060111155e-08,4.71641381045511e-09,1.0031132280861125e-21,1.0333793425199668e-21,-3.402365587415189e-23,-3.0150688154745023e-25,-1.4707329029942088e-09,-5.391382234692706e-13,-2.7939439145760042e-28,499.99234337164654,0.00728422244129809,6.687350522307064e-24,2.7116490912583017e-05,-1.2947183899355498e-21,-4.060776227140223e-31,0.013213996037803254,0.0007265238306144827,4.134701620978224e-05,99.98592057190372,1.1235634450001927e-12,2.7309653134619587e-17,1.0108198097396327e-06,50.0,5.92130860221568e-27,7.68978963940099e-16,0.0,100.0,-2.3938509211642617e-37,3.19170896099013e-71,0.0,0.0,0.0,0.0,0.0,3.5909679562666054e-35,0.0
1600,4.964259051671694,5.058705384212395,95.02995110443484,9.99614738077405,10.0000000002386,-3.518455650215486e-18,200.0,-2.652945446481916e-21,1.5315392401323094e-16,0.0,4.569491970099646e-10,2.075050789206127e-15,45.60913914707969,95.24603727891929,54.52297643813735,4.927317453478642,499.99999893558737,3943.171692337462,200.0,200.0,200.0,0.015345699621935712,0.00040340267072903945,-1.5770518687514197e-05,1.381922972856831e-06,7.067367271238301e-06,7.480512577163356e-05,-1.0032626807424476e-06,5.404977951577405e-09,3.812317157277771e-09,-7.174264438696762e-21,1.4614155635527114e-23,-5.79359008637707e-24,-1.399493260070247e-25,-1.9097815378982344e-09,2.372307336607056e-12,3.9670680877738623e-28,499.99233391610426,0.008191695883774098,-1.0022763594882012e-23,2.853217331588936e-05,8.411207374232311e-21,9.199566922716374e-32,0.014133843352446216,0.0008332745286199079,3.810499088437409e-05,99.98523058525653,8.193880663588134e-13,4.081707520130668e-18,1.2058005518070654e-06,50.0,-3.930829328853375e-27,8.042313227016536e-16,0.0,100.0,-1.1233985177041863e-35,1.7592581534341587e-71,0.0,0.0,0.0,0.0,0.0,-4.5661958945918357e-35,0.0
1700,4.959585502439999,5.065018055400648,95.03128636501134,9.995772604151322,10.000000000260723,2.2076156997714822e-17,200.0,2.0479819622278004e-20,-3.644881243141511e-17,0.0,5.384516491741412e-10,3.1902288220106285e-15,45.12902182276651,94.91966436425791,54.676376423450435,5.550971200515679,499.9999986737353,3939.7553521943205,200.0,200.0,200.0,0.01602876412868466,-0.0001708994844025264,-6.562746387209021e-05,-3.56644153623605e-07,-5.277060028177192e-06,6.236748668386776e-05,1.9812518417239782e-06,-6.404822706353641e-08,-4.2420910789996e-09,-5.2784605224098914e-21,3.006293716792774e-22,2.5532314954948054e-23,1.1583462893937723e-24,-2.330453184292438e-09,-2.4736693277543563e-12,-4.729659132379666e-28,499.99156885325476,0.008236104938219966,-6.0533880182546144e-24,3.078725907513256e-05,3.304163555482595e-20,2.67859740969422e-31,0.015151517802117008,0.0009773255510423116,4.352776218449283e-05,99.98445716009583,9.783773919544854e-13,5.160246868667757e-17,1.2652947632684268e-06,50.0,-1.5847182877836762e-27,5.802866760887655e-16,0.0,100.0,-2.366656760564694e-36,-3.3918013823986786e-71,0.0,0.0,0.0,0.0,0.0,-1.2687233056448045e-35,0.0
1800,4.959428602338562,5.069536368256463,95.03277115889875,9.995537772935059,10.00000000028,3.471027757230298e-17,200.0,-6.434823211222649e-21,1.0349116058243718e-16,0.0,5.557150773637453e-10,3.2663490371767166e-15,42.62424541047818,94.46553954862546,56.33705437470812,5.968189764628088,499.999998535989,3937.767033904558,200.0,200.0,200.0,0.018854240756545907,0.0008185893238818702,-2.4006096551566133e-05,-5.438085088610983e-06,-1.3503945371814662e-06,9.63029039147932e-05,1.921057786546835e-06,-3.81686588310062e-08,4.252456745766502e-09,-9.357613111321908e-21,-8.935686643043442e-22,9.456576990296259e-24,1.837359961314203e-24,2.179418434194373e-10,-2.4406663821096136e-12,3.4976956002166395e-28,499.99070056284484,0.009070756709820497,-1.0757563658065857e-23,3.33037546239129e-05,1.2055378427965689e-20,-1.1572616456103855e-31,0.01525400654913471,0.0011041953477804178,5.882217243719672e-05,99.98355425112047,1.8263017034495574e-12,4.05039249043371e-17,1.4941455395159885e-06,50.0,-8.166348807521537e-28,1.3297337168281285e-15,0.0,100.0,-2.8940740635227725e-37,4.192360514939695e-71,0.0,0.0,0.0,0.0,0.0,3.5397037855675874e-35,0.0
1900,4.957756157316413,5.0731953148565365,95.02988740299237,9.995160160915553,10.000000000335367,3.24668562378174e-17,200.0,1.702577649864732e-21,6.985723070897695e-17,0.0,7.277107515356767e-10,3.3230473340408768e-15,41.24065715228532,93.73775536474902,59.33416743373973,6.397317575421393,499.99999851797435,3933.4997607658975,200.0,200.0,200.0,0.02333578952756077,0.001061530877378293,4.47641423985934e-05,4.455675929476167e-06,-7.068907278497507e-06,0.00011142305991420407,-3.5835462518340516e-07,-7.350178450549162e-08,-1.2547638631304745e-09,1.6593121096697058e-20,-2.6066664710979407e-23,5.900205746452576e-24,8.582785126140291e-25,1.8346723156462031e-09,2.4124968325103045e-13,-2.957830512194169e-28,499.99077176433474,0.00988661626171358,-3.53744418097811e-24,3.505616948368547e-05,3.8823882394149496e-20,-5.176581635991743e-32,0.015982355881128594,0.0012151121730454074,6.703558429888946e-05,99.98298277206835,1.4773133797780125e-12,2.9918988950950327e-17,1.4808026220969356e-06,50.0,3.8668766555544296e-27,1.2197663029346669e-15,0.0,100.0,1.3849269333555608e-35,-5.7957649632514145e-71,0.0,0.0,0.0,0.0,0.0,-4.5267240415691153e-35,0.0
2000,4.952734649678634,5.076075415180411,95.0323351823962,9.99507776301481,10.000000000372061,4.9005055042648024e-17,200.0,1.3495340582451194e-20,3.492153573422376e-18,0.0,7.168965576553917e-10,5.821318736121157e-15,38.90336354089099,92.96523370994734,60.73770503837795,7.165954352304277,499.9999983878966,3932.6735401536716,200.0,200.0,200.0,0.02695318739976729,0.0007120955948209571,-2.567182698045257e-05,-2.5311601161414343e-06,3.224289496881349e-06,0.00013217032892747822,2.2332809530061432e-06,-8.104053014996088e-08,5.491057942540289e-09,1.6060969653532636e-21,-9.570836985489828e-22,-1.2734069846886865e-23,-3.713077486859398e-25,7.06649989154425e-10,-2.6799480717250213e-12,3.115451217045632e-28,499.9897568186298,0.01030529960625261,2.517639746710661e-24,3.746027673306871e-05,3.7052642114827936e-20,-1.6160193111437942e-31,0.017344184598268173,0.0011953095095877996,7.662328458544461e-05,99.98125711612957,1.8537090632679023e-12,7.00107439414837e-17,1.7594622154511642e-06,50.0,-3.4789481396102156e-28,1.2480921084570941e-15,0.0,100.0,-2.9295633261267116e-37,-5.423166456195344e-71,0.0,0.0,0.0,0.0,0.0,4.103895920194823e-35,0.0
