milliseconds,GLC,F6P,FBP,GAP,DPG,PEP,PYR_cyt,AMP,LAC,G3P,DHAP,OXA_cyt,Asp_cyt,Glu_cyt,OG_cyt,Mal_cyt,Acetyl_CoA_cyt,CoA_cyt,IsoCitcyt,Cit_cyt,ATP_cyt,ADP_cyt,NAD,NADH_cyt,NADP_cyt,NADPH_cyt,Pyr,CO2,CoA,Acetyl_CoA,Pi,Fum,SCoA,Suc,GTP,GDP,Ala,Asp,Glu,H2O,ETFred,ETFox,FADH2,FAD,OG,Mal,OXA,Cit,IsoCit,ATP,ADP,NADP_p,NADPH,NAD_p,NADH,Q,QH2,Cytc3p,Cytc2p
0,1.12817e-05,0.00065939,7.70135e-06,1.90919e-06,0.000299109,2.1125e-06,4.22702e-06,2.61149e-06,0.00033981,0.0076925,0.0076925,4e-06,0.00114,0.00303,2.1e-05,0.0005,3e-05,0.000272,0.00042,0.00042,0.00449064,0.000108367,0.00362057,0.000616118,0.00362057,0.000616118,0.001025,0.00163,0.000272,3e-05,0.004,6.5e-05,0.0002941,0.00295,0.0045,0.00045,0.00344,0.00114,0.00303,0.001,0.00031,0.00032,7.2e-05,0.00101,2.1e-05,0.0005,4e-06,0.00042,0.00042,0.0045,0.00045,0.0101,7.2e-05,0.0101,0.00072,0.026,0.028,0.003,0.00011
100,6.876785176688715e-05,0.0006724188857592456,7.802585209159105e-06,1.9458524470925124e-06,0.0002977649197062105,2.1285903201275156e-06,6.745736385113815e-06,2.9001688736837464e-06,0.000339756181167019,0.007692500068257646,0.007692499931742354,3.0915831315640944e-06,0.001145959992150807,0.003024040007849192,1.936586494566434e-05,0.0004658212199632795,3.00000000290199e-05,0.00027199999997098013,0.0004375291618737337,0.0004391896414490727,0.004499389867472793,0.00011682861569092126,0.003621748553986961,0.0006149394460130379,0.0036203153549748744,0.0006163726450251261,0.0009989236480347453,0.0016561701899625017,0.0002470142180487788,5.6210194567834194e-05,0.003996558157165267,7.546744889343603e-05,0.00029287558738338727,0.0029486490818101466,0.004501242646672707,0.0004487573533272929,0.0034400004708579645,0.0011326140991027396,0.003037385430039294,0.001002257509861537,0.00031183290049926614,0.0003181670995007339,7.200025939904641e-05,0.0010099997406009542,2.1505785638037846e-05,0.0005284638520717734,4.038377727699211e-06,0.0004022131004658005,0.0004007528486921729,0.0044846480646027285,0.00044785177335987286,0.010099807298124975,7.219270187502192e-05,0.010078119174112837,0.0007418808258871678,0.02599524058595203,0.02800475941404797,0.0029992601319674575,0.00011073986803254191
200,0.00011645214432512173,0.0006947025900018348,8.364904166502274e-06,2.0067967058493807e-06,0.00029608604551085646,2.205544905120072e-06,9.414118687853101e-06,3.740103821684362e-06,0.00033985997655138053,0.0076925001363915965,0.007692499863608403,2.4792113046307815e-06,0.0011518245189578978,0.0030181754810421012,1.7798131250236033e-05,0.00043943025391435616,3.0000000054205254e-05,0.0002719999999457947,0.00045097428258574005,0.0004543130979817279,0.004499100188915958,0.0001337408670376292,0.003622691014338569,0.0006139969856614295,0.003620054587113084,0.0006166334128869166,0.0009742531018204602,0.001680940670150322,0.00022350489127608922,8.102293900890614e-05,0.003993049348512159,8.38634702366983e-05,0.0002915721697150048,0.00294825033103817,0.00450256260159346,0.00044743739840653944,0.0034400009417719676,0.001125388185309324,0.003044610872918707,0.001004505246424653,0.0003136253311229522,0.00031637466887704784,7.200052590748266e-05,0.0010099994740925178,2.2014552054909554e-05,0.0005499671612766038,4.077151967997339e-06,0.0003884895732356836,0.00038558939393144604,0.004469317409167955,0.00044571992105677346,0.01009960566515427,7.239433484572699e-05,0.01005777235550354,0.0007622276444964684,0.025991183617707917,0.028008816382292082,0.002998520627017312,0.00011147937298268691
300,0.00015918875884168607,0.0007207024228112055,1.000541748478544e-05,2.1884446880204605e-06,0.00029397370136477984,2.3205406854134395e-06,1.2392811638503877e-05,5.007474827908257e-06,0.000340135559086854,0.007692500204426163,0.007692499795573836,2.0705668909752963e-06,0.001157602795557442,0.0030123972044425566,1.636652030306348e-05,0.00041914121661276965,3.0000000076346035e-05,0.00027199999992365384,0.00046118895081432833,0.00046622525709450716,0.0044941287259171216,0.00015486713244768248,0.0036234435634318056,0.000613244436568192,0.0036197892686003963,0.0006168987313996041,0.0009510274429615317,0.0017042703364521137,0.00020151787781176258,0.00010439695730739864,0.003989468744450925,9.072211167049111e-05,0.00029018516488083895,0.0029485840081651038,0.004503964564692024,0.00044603543530797533,0.0034400014127261413,0.0011183200676572497,0.0030516785196166075,0.0010067432822175215,0.0003153780493129106,0.00031462195068708944,7.20007993837977e-05,0.0010099992006162028,2.2462509995615203e-05,0.0005659738027768287,4.116213270102527e-06,0.00037797422842695264,0.00037365732058947966,0.004454008221791586,0.00044360693501570156,0.0100993973556888,7.260264431119939e-05,0.010038990440731442,0.0007810095592685678,0.025987615100670613,0.028012384899329387,0.0029977814825727007,0.00011221851742729847
400,0.00019880799244787966,0.0007474452070000504,1.3718132734930328e-05,2.646914275398156e-06,0.0002914921425288138,2.454337163225303e-06,1.5765212169781055e-05,6.725434028006912e-06,0.00034060434843750324,0.0076925002723856,0.0076924997276143995,1.7929693517380655e-06,0.0011632973029541086,0.0030067026970458893,1.5102424761376932e-05,0.0004035901861201054,3.000000009617263e-05,0.0002719999999038273,0.00046887570431833797,0.000475628785839196,0.0044853681618265305,0.00017928993006027463,0.003623950151501741,0.0006127378484982569,0.003619520560194275,0.0006171674398057254,0.0009292740883531277,0.0017261302234722828,0.00018108669475193866,0.00012630313982554532,0.003985811710872921,9.63818845885501e-05,0.0002887101654225162,0.0029495031930250777,0.004505453033225261,0.00044454696677473913,0.0034400018837297446,0.0011114076487175326,0.0030585904675527213,0.0010089716984956981,0.00031709184281691254,0.0003129081571830875,7.200107968971693e-05,0.0010099989203102835,2.2817866412201283e-05,0.0005777347237633375,4.15542940288719e-06,0.00036996433314560705,0.00036425484977355876,0.0044387206972717475,0.00044151426681344054,0.01009918411921011,7.28158807898895e-05,0.010021792134187064,0.0007982078658129439,0.025984394267886943,0.028015605732113057,0.0029970426960785617,0.00011295730392143774
500,0.00023623602486330067,0.0007720383347794008,2.11882164827606e-05,3.642032626602374e-06,0.0002888668451292868,2.603515990180235e-06,1.959112731239398e-05,9.035338761832448e-06,0.0003412922601422121,0.0076925003403100845,0.007692499659689915,1.597220228957864e-06,0.0011689061869607686,0.0030010938130392295,1.401183800123678e-05,0.00039169012516554973,3.0000000114252053e-05,0.00027199999988574797,0.0004746000918057049,0.00048308837337599235,0.004472082277153129,0.00020760254497695021,0.0036239821312466424,0.0006127058687533562,0.0036192493267551955,0.0006174386732448045,0.0009090063367966415,0.0017465058913260566,0.00016222994191262386,0.0001467269064396403,0.003982073999578017,0.00010107840301788965,0.000287143151647736,0.0029509035921212595,0.00450703211423062,0.0004429678857693801,0.003440002354808154,0.0011046488392272376,0.0030653488059646065,0.0010111905829626067,0.00031876751345198836,0.00031123248654801167,7.200136669020948e-05,0.0010099986333097911,2.3070093609804625e-05,0.0005862643041260914,4.1946641060597945e-06,0.00036389525252644614,0.0003568168814636743,0.0044234550343713284,0.0004394432947367603,0.01009896729103956,7.30327089604394e-05,0.010006181628919489,0.0008138183710805203,0.025981423467292247,0.028018576532707753,0.002996304265004711,0.00011369573499528932
600,0.00027201728603583125,0.0007906138423039514,3.523624983100464e-05,5.611515117094758e-06,0.0002865489104548016,2.7783058854061593e-06,2.394948426535877e-05,1.2257478329933115e-05,0.0003422303378927845,0.0076925004082815055,0.007692499591718494,1.4530176684486857e-06,0.0011744252863531545,0.002995574713646844,1.3085573852775517e-05,0.00038258654540346303,3.0000000130989055e-05,0.0002719999998690109,0.0004788098727841351,0.0004890502327139254,0.004452038703173711,0.00024171494632292375,0.0036230359150254523,0.0006136520849745463,0.0036189762191059177,0.0006177117808940821,0.000890221407642914,0.0017653993092564646,0.00014494921624392713,0.0001656700813664258,0.003978251948794829,0.00010498665245983822,0.0002854807023896472,0.0029527079515847903,0.004508705323358524,0.0004412946766414755,0.0034400028259963886,0.0010980415068604498,0.003071955667143159,0.0010134000308749402,0.00032040586739427425,0.0003095941326057258,7.200166025342483e-05,0.001009998339746576,2.3221617362881798e-05,0.0005923604940717278,4.233788128708437e-06,0.00035932088067922767,0.00035089592110805056,0.004408211436451232,0.00043739592572220054,0.010098747878760186,7.325212123981465e-05,0.00999214680303819,0.0008278531969618171,0.025978632665123323,0.028021367334876677,0.0029955661868464583,0.00011443381315354151
700,0.0003065041977545938,0.0007975014856509869,6.031600026442539e-05,9.278384990536705e-06,0.0002853402473526856,3.0027275414509094e-06,2.898059981240079e-05,1.7031691036613965e-05,0.0003434589002138959,0.0076925004764645715,0.007692499523535428,1.3425329851493016e-06,0.0011798496011908687,0.0029901503988091294,1.23066035664907e-05,0.00037561594029621767,3.000000014666707e-05,0.0002719999998533329,0.00048185519526752703,0.0004938625766033902,0.004421294488601749,0.0002849270166151551,0.0036201703514128387,0.0006165176485871598,0.0036187017320517996,0.0006179862679482006,0.000872899225873602,0.0017828299970110118,0.00012922776594117327,0.00018315203374384486,0.003974342683788437,0.00010824259990709783,0.0002837202003149821,0.002954857063768898,0.004510475380795822,0.0004395246192041789,0.0034400032973345993,0.0010915834515038026,0.003078413251161595,0.001015600148822232,0.0003220077088734177,0.0003079922911265823,7.200196025061092e-05,0.0010099980397493898,2.3281882842693034e-05,0.0005966386091272966,4.272685098772623e-06,0.0003558931272988163,0.00034614197875574237,0.004392990114920563,0.0004353751788259188,0.010098526636373208,7.34733636267967e-05,0.009979658169388828,0.0008403418306111788,0.02597597054153794,0.02802402945846206,0.0029948284591248854,0.00011517154087511485
800,0.0003399407666695008,0.0007853541231046093,0.00010214547477749491,1.5732029835121357e-05,0.00028657841004508806,3.3159990584695424e-06,3.4930023965014685e-05,2.448614678760056e-05,0.00034503627676881133,0.007692500545171022,0.007692499454828978,1.2552760161717447e-06,0.0011851742230064933,0.002984825776993505,1.1654882124533521e-05,0.00037026818411402805,3.0000000161489102e-05,0.00027199999983851085,0.00048400743023007254,0.0004977946923717411,0.004374763725483233,0.0003411916716847528,0.003613780846516896,0.0006229071534831022,0.003618426245168325,0.0006182617548316758,0.0008570021540881202,0.0017988352297187403,0.00011503009479718647,0.0001992098852868951,0.003970344301235763,0.00011095514679656291,0.00028186001991591857,0.0029573041915345673,0.004512344020692357,0.0004376559793076441,0.0034400037688650034,0.001085272398651798,0.003084723832483195,0.0010177910610681868,0.0003235738359289217,0.00030642616407107833,7.20022665560222e-05,0.0010099977334439786,2.326342864156465e-05,0.0005995666324394062,4.311253896738345e-06,0.0003533428235062599,0.00034228377969923993,0.004377791295405568,0.0004333856506388453,0.010098304124568948,7.369587543105603e-05,0.009968668767889193,0.0008513312321108158,0.025973398989652792,0.028026601010347207,0.0029940910793869037,0.00011590892061309666
900,0.00037250468273845313,0.000748503105098987,0.00016432036779127928,2.6225150343297684e-05,0.00029228750520294357,3.766226444124248e-06,4.217037481198376e-05,3.609543276291921e-05,0.0003470533792941258,0.007692500614949066,0.007692499385050933,1.1848111900257138e-06,0.001190394849924067,0.0029796051500759315,1.1110271027664115e-05,0.00036615390858164756,3.0000000175606238e-05,0.0002719999998243937,0.0004854755787232807,0.000501053519227465,0.004309581590905181,0.0004118931182804495,0.003601435695501156,0.0006352523044988423,0.003618150051514128,0.0006185379484858725,0.0008424757656979059,0.0018134692134097199,0.00010230262837835748,0.0002138976896267707,0.003966256020547815,0.00011321327667534286,0.00027989968199487194,0.002960011404456038,0.004514311832895478,0.00043568816710452265,0.0034400042406297934,0.0010791060037149104,0.0030908897556552917,0.0010199729165063938,0.00032510503748187287,0.00030489496251812716,7.200257904682323e-05,0.0010099974209531772,2.3179470294789927e-05,0.000601497007722953,4.349408873098872e-06,0.0003514631357771374,0.0003391123829947695,0.00436261522464886,0.0004314331234025903,0.01009808075820952,7.391924179048326e-05,0.009959115087131869,0.000860884912868142,0.025970889498604398,0.0280291105013956,0.002993354045205197,0.00011664595479480347
