miliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.0236715050922111,0.11782903480671514,0.41499731542321366,0.9950473985910787,0.056285777007520986,0.045111725816727836,0.0012771667661003582,0.8364424294254481,0.019550729311973165,0.08386791720710181,0.059131048561193694,0.345478140915439,0.39513093348718037,0.2499177419999789,0.23871627914983254,0.09885606281937415,0.09238650750995672,0.07655607437568454,0.32308720344085884
100,0.01734614876837291,0.15051801179727167,0.4328219862172227,1.018635072222375,0.05727598017887901,0.04366787997148022,0.011502875162961354,0.792735009729561,0.023220996166697715,0.08582306480553811,0.08115119050540238,0.44620170127852804,0.39122996392856474,0.2451519999745876,0.23753098632859165,0.10194995155754574,0.1073046691915512,0.08696851926579556,0.3200158035060706
200,0.012887588838126662,0.18198857068849025,0.4550410309341601,1.012439237713629,0.06044903565779296,0.041656673473482085,0.0015793947051540996,0.7404212482737591,0.0317723579140274,0.09295319680730903,0.10503640140695383,0.5489930511324527,0.3893794324197097,0.23804847746864474,0.23582773775758517,0.10452543234943194,0.12699574547785245,0.08855910833664438,0.31877784092890743
300,0.01014887588037027,0.21748855240780512,0.48107957969275217,0.9866707741565602,0.06739249884001207,0.04139612185457779,0.007196631748409711,0.6828501705359202,0.018215669180079705,0.10523976066108934,0.14023334580273608,0.6239302221509329,0.3867834306027592,0.23189609301807562,0.23446733174019388,0.10628913516762259,0.14183994087456225,0.09859663876987303,0.3185609673702184
400,0.008902126247072154,0.24613558023005042,0.5005497324120447,0.9629296085474188,0.07331439879161583,0.04137016445986185,0.00025271335622561227,0.6411234096669111,0.02420646091851817,0.1222962947436553,0.1593795639054646,0.7240529595732185,0.38003217823866203,0.23002367634442825,0.2328882799603354,0.10995731341685622,0.15797704419266306,0.10008148637643885,0.3188751417460761
500,0.008388045452202116,0.27793135739392805,0.5205921926142004,0.9223977159488324,0.07972326456292012,0.03899434690839722,0.00010060583990529389,0.5936779629948484,0.03977212354315262,0.1277328926544688,0.21584921936474116,0.8078875153617554,0.3822336583973909,0.22549380450077203,0.2287016359887144,0.11460185666263757,0.16987992921376008,0.10295346717784809,0.31924141226409297
600,0.008289252426351635,0.3000968455299876,0.5342716935062862,0.9059301402113057,0.08109213612261003,0.03524602627610223,0.00048402063804490504,0.5382646320890312,0.035502246655446525,0.1561476897558222,0.24735692708568205,0.8572008868917684,0.37913065533132523,0.2199626131171925,0.22512642086425433,0.11753591746474609,0.1826576286274379,0.10983387070718077,0.3193717524215068
700,0.008346466327137656,0.3229708892554443,0.5515663958876639,0.8748551869511833,0.08726628337013279,0.03490965739874982,0.0016711476496762212,0.4896596103561243,0.05183114993827056,0.1598497971361747,0.3242611125865855,0.9032714200602183,0.3776269721571253,0.21380243504102725,0.2217565190065095,0.12235900168283766,0.19148560648631288,0.11500233579020544,0.31896604525890426
800,0.008406619361110859,0.34243788624520316,0.5694692798013812,0.824750460421315,0.09688383029486973,0.03758151091622197,0.00840258270338087,0.44896550311484207,0.05457287257796085,0.16570115181192704,0.36352804086140006,0.9650198200383833,0.3741978129003742,0.20935773203140387,0.22072422130364108,0.12840868684600876,0.19902306843281403,0.1213322445435693,0.3184649639214521
900,0.00850279877450351,0.35199049159633705,0.577696517992576,0.7781053025221291,0.1006079601640864,0.03662595083121981,0.007743003666198057,0.4009665693688948,0.040432513938360004,0.1898626384805133,0.4169851366717676,0.9723804601738831,0.37200178987273996,0.20188192854639028,0.2169222214803549,0.13167873570196176,0.20329615061150333,0.12474744794259558,0.317385443343366
