miliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.023891223064942346,0.11957450992120978,0.4139634803562051,0.985331048308272,0.051518701992947204,0.042392467038265574,0.006668345811426206,0.8188313240760102,0.02206318968379089,0.09040695633765038,0.05214933023915845,0.3597135884361225,0.39281923124031515,0.2508398327925586,0.23973181954219475,0.1000030442851253,0.09215562374956046,0.07740482693938157,0.32293476328717957
100,0.017152376636261395,0.14864918709780184,0.4390274345222382,1.0008110906938201,0.05856026626384336,0.040862764314316596,0.007831710218669121,0.774347527088505,0.01106663106524049,0.09459044363832483,0.08256911798589879,0.4401072943224176,0.3898617638251061,0.24332004978211566,0.23680624120396482,0.10100309598650357,0.10989345485434998,0.0864117453893296,0.32009196613509894
200,0.012922459066611615,0.18417659915500656,0.4605287638855744,1.0136612871799495,0.06020935661634262,0.04332188282336698,0.012643499692847306,0.7327336875437535,0.01897649811149637,0.08024764420605346,0.10790947409408347,0.5366612330767424,0.38910993961379253,0.23912570756104937,0.2362456240178513,0.10260867477842878,0.1251508568119429,0.08940930525655143,0.31893353693875803
300,0.01030798280063829,0.21489439814715,0.4783569396658171,0.9908383507515325,0.06918636533667766,0.04140788102043049,0.011654844802714472,0.6964408328486124,0.021770149371505718,0.09828952810755524,0.12171603898499571,0.6240193434307056,0.38562333455263376,0.23238736015259046,0.23359836791931757,0.10497969032561827,0.1414431190712026,0.09891928469103524,0.31880083260539427
400,0.008869827020111359,0.24832663175616843,0.49864315527138353,0.9707682750251201,0.07051525587757738,0.04000556863660104,0.007446462004056931,0.6343075487760895,0.039404243987971606,0.10896064077629838,0.17007607467041638,0.7320968909938628,0.3834777149710513,0.22967316805446863,0.23027320685861788,0.11092389286746421,0.15685000163079904,0.10243725173408484,0.3188201865704609
500,0.008425807338114459,0.27570125513951965,0.5196477200538916,0.9431874482029999,0.07587032263471759,0.04038258988627957,0.0030257859431381626,0.5751638565549165,0.027098329771249326,0.11206434770185468,0.2183290845222991,0.8101286449133265,0.38031871653060145,0.22384314611556233,0.23034513429808087,0.11443281676642214,0.17157281460473978,0.10296377974947062,0.3193619876007834
600,0.008155173584028163,0.3011975508767808,0.539735564151299,0.8964495263421579,0.08164623548087975,0.03894649512570349,0.009227201650377761,0.5372653346629211,0.04488521238166739,0.12925461628074242,0.2554396339049661,0.852135023715913,0.3757160593273739,0.2173480914504147,0.2255477982310288,0.11860498470904807,0.1825455298262744,0.10834436904765482,0.31908365461544963
700,0.008148111089345917,0.3260807360485701,0.5504061028806344,0.8682003929181745,0.0875643425379628,0.03714117313014068,0.009824275859280706,0.4940820648110772,0.043799751031534245,0.15699241859321933,0.3149425289094356,0.9019367790374218,0.37313716356998383,0.21313749698017725,0.224180169995818,0.12254138747202122,0.19158101298581634,0.11329672921491168,0.3187609739001776
800,0.008481922277073149,0.3409967315940064,0.5685047917698047,0.8320243871652198,0.0946342645413163,0.037968419895763376,0.0042871665383608995,0.4481291498091135,0.04328650253618174,0.16567795809554667,0.37528421176871307,0.9511331740165807,0.37515056260949714,0.20859735212369854,0.22042408125280163,0.12666207012050254,0.1977085548154178,0.11875443116934345,0.31825914836690966
900,0.008621643708553268,0.35677786653509524,0.5793265299358723,0.790247170751167,0.1005346738186177,0.034894679412446415,0.012314675484653268,0.39750939557273585,0.04961144407485214,0.19182810332967173,0.4085493711517448,0.9805477981970022,0.36847172347589024,0.20593378103739285,0.21627877417029945,0.13192752840708896,0.20325498123434482,0.12323389646172846,0.3174292711430607
