milliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.023915221425087996,0.11660210227968967,0.41634712347437375,1.0078853114191746,0.05626315660176297,0.0444371655296596,0.004549984398870912,0.8165053253502609,0.022235170009893952,0.06009991825117013,0.05834691521595945,0.3448382468409525,0.3944922513225696,0.2495471831145672,0.23945918280131964,0.09877423283723202,0.09276094094209693,0.0762028885426876,0.322911439750861
100,0.017175249336461886,0.14986173922217094,0.43907362345464807,1.0018941528978502,0.057030612136000185,0.04418785099339523,0.01330953953780123,0.7783157278962023,0.025609486990431054,0.09805387305637495,0.07539538764575664,0.4424308863857006,0.39214113213516005,0.246599066376445,0.23891562843234815,0.10234747063463535,0.11048225704732995,0.08601130144072408,0.3201295843305202
200,0.012874151105399443,0.18504031070730403,0.4572532022190816,0.9995770890287982,0.06162548459758219,0.03974544606416043,0.004383522126593138,0.7485353883099493,0.026920976806445198,0.09431306862397858,0.1056984206758812,0.5382447016068409,0.3860747200754338,0.23913636401549443,0.23757568122717831,0.10442555013904116,0.12724076514488225,0.08975218543853204,0.31895594306769653
300,0.010269236046574436,0.2170365820467193,0.47418573265600794,0.9889041566056703,0.0700432068140279,0.04063149707879849,0.007822018821307541,0.6909896616099576,0.03413839051817884,0.10544825541224148,0.13816058974555756,0.6364939981896963,0.38588690282806265,0.23368919199811114,0.2355314876368456,0.10613285703274908,0.14086172537211158,0.09479348073867316,0.3185681820262924
400,0.008929323133804146,0.24684970978112603,0.5015738875203851,0.9720533294897313,0.07242715132668752,0.039036700348894636,0.007964838644869273,0.6291338596326012,0.02544029945804288,0.09819221019221257,0.178395017125064,0.7233378788460705,0.3809316158747342,0.22887288203994702,0.2311301425740189,0.11069247957413438,0.15822028805001095,0.10201759568906911,0.3188843866274967
500,0.008476184202337042,0.2780846945569577,0.517960256049086,0.9240225931061614,0.07579899961061687,0.03721960137838877,-0.00024109896553938925,0.5957547961600224,0.03338369281727344,0.1395616500137514,0.22702892365740293,0.7885229130064209,0.38035885459213525,0.2240410390824706,0.2273765336665302,0.11319226092003659,0.17107494089718248,0.10735150040761711,0.3192052158607575
600,0.008288001511983063,0.30448657571576737,0.5331884482665402,0.9015390281142959,0.08098752942596643,0.03791944425297821,0.009907156669998704,0.5430891211565018,0.041747005515799206,0.138720309244492,0.26824921500863985,0.8472533523130137,0.3782113915356175,0.21646439530592027,0.22667607928960137,0.1183841918729238,0.18348508424347007,0.10713374356032482,0.3191227828051066
700,0.008118079278545144,0.3250674403828721,0.5537530858514615,0.8815723532605934,0.08602579337839573,0.03794503205075753,0.011620603798625884,0.47922050764836804,0.03330393876975378,0.1604231580873637,0.31646499830188307,0.9249243129475371,0.3772036205139071,0.21591986254258663,0.22387215437884406,0.12246885598957473,0.19123953920475364,0.11242596881550325,0.3190973762387793
800,0.008479286523079464,0.34129171970934297,0.5694049120117091,0.8177922337463717,0.09173793308525967,0.03618404225225963,0.00560533728563388,0.4508837150405949,0.050599800694772025,0.1727083446236982,0.365508810845692,0.9478453510610485,0.3727773191792235,0.2091983514282667,0.2215557368857613,0.1278464186270165,0.19952317652677767,0.12049301092770436,0.31850662208603153
900,0.008467547714198909,0.3562272490631041,0.5782902198311114,0.7913067808171033,0.1008029949911517,0.03282213611978389,0.0032050740587785953,0.3951485034149212,0.05480701461928649,0.19906055742405473,0.4209674306626753,0.9795259924932296,0.3693546301331106,0.20595185551355372,0.21665349695342237,0.1328361797195614,0.2037739424675425,0.12221450557999455,0.3176396353250837
1000,0.008704968950944266,0.3613183672147015,0.5932584755552188,0.7646568191552539,0.10290138103383915,0.032574132915390415,0.017494863173586166,0.35922812744193244,0.06560926946840463,0.2194493636364688,0.48261968402485095,0.9769530967795913,0.36773138667806027,0.19755016201560754,0.21388242949379743,0.13753741499050412,0.20321786966837643,0.1320743927880182,0.31640102556688127
1100,0.008917752280422879,0.3699826116755865,0.6030879399221483,0.7115432542739974,0.11118085340212598,0.03310822807102716,0.013960081296702925,0.3285238912920442,0.06515140666127005,0.23778358615594855,0.5075978492376292,0.9900619481835344,0.3645822198918863,0.1943687822402446,0.21240179771719045,0.1411680813708514,0.20403762084729546,0.13519021726135824,0.31541345238937524
1200,0.008935370169960731,0.3739064180581552,0.6097052103228513,0.6880929097993695,0.11420806454222722,0.03310117769801194,0.017611468484631666,0.29094621885607613,0.0782737106028317,0.24948876043734952,0.5811189727903213,0.9793433613233246,0.3623455878010644,0.1887402133648683,0.2103910254690269,0.1479531166263197,0.20259466625771358,0.1415506809209003,0.3144077325894757
1300,0.008948860382480358,0.37780455867759727,0.620100270803193,0.6375991038770875,0.12102701362428124,0.031011457019514726,0.02002355971851164,0.26379705349562804,0.09033023614359507,0.2818036991582423,0.6267476154112864,0.9685537459237884,0.35900369096891993,0.18622749040672132,0.20819524284498137,0.15058610659877975,0.2008829615472996,0.14877399892892243,0.3133313128901156
1400,0.009013976692238478,0.3738430537347951,0.6234037459581082,0.6240972987494099,0.1259335987388399,0.030665576019511243,0.011714301042545927,0.2575426283852958,0.08281113008873442,0.3053254428742173,0.6736919805511055,0.9623882552036681,0.3587926491916501,0.18241352142791142,0.2054337192956335,0.15627824285937766,0.19951925990113262,0.15128455588396436,0.31242068682112845
1500,0.009090259884922859,0.37779491558015815,0.6261374319381061,0.6000006780942517,0.1345130108567908,0.02997579517515462,0.022691938831867323,0.232558326307861,0.09375095607878849,0.32889298028092717,0.7056362607622968,0.9405387834772698,0.35208286249368165,0.1796749246175721,0.20215322301328076,0.1596337020494703,0.1934342440099917,0.1547483882527783,0.3115387630720621
1600,0.008973013770483294,0.3698864456113414,0.6288964307598107,0.5703540462696823,0.13616605237928212,0.030077536430697972,0.025711671754874602,0.20725847227687844,0.11466260953508826,0.37120947298622353,0.7382028900244367,0.9003817823876215,0.35375264790854327,0.17371838478621798,0.19818985864603242,0.16167925460804586,0.1891655440934997,0.16246854138245073,0.31065597641913556
1700,0.008920684970644138,0.3691721977333449,0.6321078375925187,0.5421264854043224,0.14465559020943589,0.03275882715779797,0.016026940085082358,0.18705159643213556,0.1260044218776334,0.39685900332712076,0.8003533377381211,0.8612246754923908,0.3465972059321057,0.16924382318512562,0.19562560033908902,0.16712558062412072,0.18437215646249128,0.16898948625799884,0.3101520017452956
1800,0.009016623008929147,0.36769134223849814,0.6300562394994524,0.5153542410606261,0.14657370868847636,0.031248984277803798,0.02831430896019035,0.17401003927150008,0.13952881523371952,0.4156308146840996,0.8195172751111008,0.8363708781894638,0.3441068574737003,0.16469229932562615,0.19345575354175176,0.16981675546070585,0.176768515883119,0.17493899879209648,0.30962838744700133
