miliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.02370583642301292,0.11672169187389977,0.4155640272079937,1.006081949940207,0.055723729827910046,0.045421755223851945,0.00531081770293146,0.8346108199016025,0.011282128211073338,0.06271370870814709,0.04451466212382954,0.3455079924096309,0.3943367096593006,0.24800195741174025,0.24115824255455226,0.1006226648323347,0.09160376937678116,0.07684488258043805,0.32286079625449343
100,0.017205416766842944,0.15041041087982335,0.43546312552533684,0.9970163345476641,0.06050001512459681,0.04283636524241636,0.0002919238339497386,0.790387499096379,0.010264478725288935,0.07844066053874708,0.08875517493669147,0.44125650716468545,0.388030328586609,0.24532770963378625,0.23659867923674852,0.10260024604839244,0.10868633150216468,0.08736548428580915,0.32010480584608675
200,0.012827323942728747,0.18271520293511123,0.453883330559434,1.002056461754607,0.06466085948555239,0.04191270936471971,0.00401608209002671,0.7374265450660418,0.029734374518518063,0.0824631896579749,0.11098791524586127,0.5257286980221092,0.3873216749394458,0.2397942559284609,0.23581588006974064,0.1021976807902622,0.1249550792919388,0.08905798264943401,0.31893396490459436
300,0.010240946519465907,0.21926501476975732,0.4798378319613481,0.9780811342369901,0.06528189186155578,0.042273183860002776,0.006472571242993869,0.6829284617254491,0.036670701312676045,0.09508847142817611,0.12538780721229492,0.638617474109673,0.3822696512497189,0.23455139320483503,0.23472380036744755,0.10571384003361006,0.14142507299500548,0.09526707452125076,0.3188193160222904
400,0.008814017899726011,0.24851597860482122,0.5004739695171208,0.9788539535291215,0.07114479834754682,0.03888835782180973,0.007057545562142451,0.6423778905433087,0.02452885647277748,0.11581018270310119,0.1674738417747691,0.71658456819453,0.3819734401087205,0.22690494720797016,0.23262140324834507,0.10924777627701615,0.1564496421414506,0.10004401547682013,0.31877681165989724
500,0.008289007331136527,0.2754620599803297,0.520393826198406,0.9390425502385713,0.07611402173103245,0.03895443065757561,0.012310418321687068,0.5823616666201944,0.03641478420915788,0.13608788034652575,0.20319093067355956,0.7942455627594078,0.378733935031505,0.2247891086323441,0.23009584761761825,0.11370246808401757,0.17017631688293705,0.10573858992639003,0.31910721237257567
600,0.008123819754465092,0.3023853111140427,0.5369285933522234,0.9106702983192865,0.08585854353846943,0.038107056053526,0.0009829441105090276,0.5373446074842707,0.04069650893307619,0.14621862133305688,0.2602437776267668,0.8694370349733928,0.3788186030598016,0.21880834892083328,0.22466572446638658,0.119171135103272,0.1817814628662519,0.10987784396161487,0.31928539168738246
700,0.00812520096298694,0.32469419839587593,0.5543969592302891,0.8737417371026931,0.088858643232915,0.038168821712831875,0.01219969289810097,0.48514677643377885,0.03440841918920548,0.1590350599020608,0.30436823899407833,0.9036993026787518,0.37371261350434165,0.21306789006099544,0.2219164733723551,0.12317862597849392,0.19008845414851747,0.11657743143453014,0.31898404355208554
800,0.008510699018034876,0.33934105338812104,0.5697377403602538,0.8442061614928205,0.09182496311243836,0.03410512779058826,0.010629627603710484,0.439000875714046,0.03477217353720398,0.16278774534698875,0.3649120552595722,0.9486957649104745,0.37524280904253354,0.2106254810372384,0.22221446809035092,0.12643447544066402,0.19958076877014905,0.11866259588466908,0.31834812823585235
900,0.008435240660921842,0.3532585384209769,0.5769782569018147,0.7824600056085669,0.10062178796802872,0.03443142380132631,0.012008503500489646,0.39577789387503437,0.06197109342378161,0.2015690575574306,0.42960014482152326,0.9635286432325836,0.37188914313252547,0.20222761547468587,0.21811534811561248,0.1333075389607627,0.2039071214704632,0.12597713791353068,0.31741571029684323
1000,0.008716256714481193,0.36167282543657414,0.5892577953389595,0.7441883295734482,0.10309880764534542,0.03247468137200843,0.004477917646069537,0.37439616476575144,0.0619688102988884,0.2101292312137203,0.46931942889614736,0.9851585669627994,0.36847434430633197,0.19947073489921405,0.21652309080284843,0.1385188691274992,0.20390472535176285,0.1309068779319295,0.3165168071101577
1100,0.00894964125686875,0.37233047228226884,0.6025233895487988,0.7179857270360067,0.10970902658778847,0.03434732843232371,0.0041376462155645576,0.33426551016373396,0.06336999321402353,0.22271644110621064,0.5176657354233618,0.9784521429038683,0.3636536374706618,0.19386018486795475,0.21269742433412672,0.14196990507072926,0.20606866685780764,0.13703313138092665,0.3153871031355843
1200,0.00906407178664035,0.3765556269939623,0.611044147292058,0.6749739729173709,0.1168311503896563,0.03087511507659596,0.010134797385219595,0.3121760801472756,0.06553377336470576,0.2579905855915409,0.5665558225087417,0.9883959852850919,0.3646084877548387,0.18932536859983518,0.2092473096306096,0.14755331192881904,0.20420294577494624,0.14257621191738112,0.3144457664789952
1300,0.009070702660807315,0.37393618936083123,0.614701746217794,0.650697656516157,0.12262452648018204,0.034777475828870356,0.01695440979463647,0.2660035651979069,0.08230620062150369,0.28837165234501316,0.6235000470921317,0.967706345666026,0.35778575075599806,0.18546882593554048,0.20575689997467492,0.15163319959225618,0.20291288448468753,0.14862192821353873,0.31330398396703885
1400,0.00906606015949163,0.3746505735045922,0.6240773028271396,0.6300437056668716,0.12624873595519884,0.032788893263508305,0.017171616773845128,0.25662391013776514,0.09034892121000661,0.31872121287955285,0.6704334485553203,0.9570618548895996,0.3574262336845501,0.18331822180548876,0.20403169253911163,0.1547092776461885,0.19681650064197687,0.15381987313552226,0.31231178114431185
1500,0.009152200160243743,0.37483246848859575,0.6242202889683935,0.5766062808083108,0.13164319659628293,0.03222264922195377,0.010264948087759239,0.21634623793478963,0.09660136355965729,0.3246966676406965,0.7012236764854094,0.920268242769356,0.35401759577816033,0.17587717387917307,0.20119175886972732,0.15963428638397562,0.19374283403801051,0.15841201294796015,0.311352041931017
