milliseconds,BUB2,BUD,C2,C2P,C5,C5P,CDC14,CDC15,CDC20,CDC20i,CDC6,CDC6P,CDH1,CDH1i,CLB2,CLB5,CLN2,ESP1,F2,F2P,F5,F5P,IEP,LTE1,MAD2,MASS,NET1,NET1P,ORI,PDS1,PPX,RENT,RENTP,SIC1,SIC1P,SPN,SWI5,SWI5P,TEM1GTP,BCK2,CDC14T,CDC6T,CKIT,CLB2T,CLB5T,CLN3,MCM1,NET1T,SBF,SIC1T
0,0.2,0.0,0.238404,0.024034,0.070081,0.006878,0.468344,0.656533,0.444296,1.472044,0.10758,0.015486,0.930499,0.0695,0.1469227,0.0518014,0.0652511,0.301313,0.236058,0.0273938,7.24e-05,7.91e-05,0.1015,0.1,0.01,0.5530964853862687,0.018645,0.970271,0.0,0.025612,0.123179,1.04954,0.6,0.0228776,0.00641,0.0,0.95,0.02,0.9,0.029867210210858506,2.117884,0.3866693,0.7553539,0.6728125,0.1289119,0.03376092426654796,0.4690076182110798,2.638456,0.0022616266859895135,0.36868460000000003
100,0.2,0.001337359017695776,0.24247482761352465,0.02119273795956291,0.0749516142445018,0.006331530427124998,0.49218749797314754,0.6545565727048135,0.44072951752671424,1.4399172963534579,0.12127463268897476,0.014730244036894238,0.9519667014885987,0.0480322995109016,0.1203886254311827,0.046487122873691944,0.06449279882643692,0.3077186690235177,0.23624688893039206,0.023965101423240855,8.879986590252458e-05,6.010030701832688e-05,0.09526300056780729,0.1,0.01,0.5535226242073,0.017285821423070315,0.997130547726778,0.020795483021485945,0.024112163504836172,0.12212978688064739,1.0963566270065948,0.5281669096219548,0.026641783428425766,0.006125355887916503,0.004861236076417248,0.9468967659033088,0.018619045883934086,0.8871674981483518,0.0298902217071942,2.116711034601697,0.39636576725242273,0.7740836168134793,0.6442681813579031,0.12791916771823958,0.03378473873960284,0.24350603443640334,2.6389399057783978,0.002605325817814291,0.3777178495610566
200,0.2,0.0025546246565614425,0.2456479720467641,0.018453147981141,0.08008556586507862,0.005768571439714579,0.5015585079234427,0.6524287849129544,0.436844845534882,1.3996248883145261,0.13704573414477375,0.013842920851674153,0.970705333395882,0.02929366860211931,0.09664780030189773,0.040939994193458125,0.06374668593722967,0.31507389691062576,0.23476410305007195,0.0206407700910727,0.00010226966095538138,4.572194783521915e-05,0.08904527333597859,0.1,0.01,0.5539490913513252,0.01740053483748665,1.0080305946967216,0.03823223215918183,0.022782647223499063,0.12103269812666341,1.1383547433584027,0.4756364891222553,0.03134558940156923,0.005773720868858447,0.009175432395372272,0.942575813954328,0.017203903272063763,0.8746415440212286,0.02991325093297156,2.115549740404101,0.40644151974638315,0.7935160873495092,0.6161537934709475,0.12694212310704192,0.03380856846033934,0.1366502718676726,2.6394223620148662,0.0030199904163323837,0.38707456760312603
300,0.2,0.0036486284513216178,0.24771081082201862,0.015949881905106104,0.0853639493278395,0.0052283368053533934,0.5010788746952413,0.6501730957790969,0.4326279027785923,1.3565161166996613,0.15478599963821496,0.012921413063692115,0.9844467427849715,0.015552260210532333,0.07609431832724868,0.03524067998774306,0.06301321867537626,0.322952465140769,0.23142531460962604,0.017592525883849658,0.00011324832314340625,3.49928437401017e-05,0.08288829576833859,0.1,0.01,0.5543758870713056,0.01778871152246824,1.008793534947444,0.05256450408180062,0.021694076349542065,0.11992641574027316,1.1769738524527429,0.43634727412885405,0.0370751624697509,0.005402044734279455,0.012912507099275309,0.9376687001724247,0.01581939867180747,0.8623861109234778,0.0299362979018505,2.114400001276838,0.4168734943622663,0.8136036804266142,0.5887728515478491,0.12598120728781945,0.03383241343633208,0.08428117626452603,2.6399033730515087,0.0035069960671184346,0.39673018606434796
400,0.2,0.004618433191437558,0.24855781630032883,0.013732509564552095,0.09063155139408838,0.004728677387947086,0.49451915250193357,0.6478087659106451,0.4280911829452579,1.3128049773660158,0.17432892896616492,0.012018065643610293,0.9924220313667699,0.0075769726252399635,0.05891089778820499,0.029527429339526134,0.062292820112374504,0.33104610799989925,0.22624009309992765,0.01488876256506317,0.0001221664607122801,2.7017723442499793e-05,0.07683559978698713,0.1,0.01,0.5548030116203958,0.01834922560710936,1.0032911678672163,0.06409109498515286,0.020759194488397876,0.11884220626828786,1.2125512679341535,0.4061912818089487,0.043962340112288674,0.005037189436654798,0.016065312042882387,0.932431016165119,0.01450240668466823,0.8503721512013555,0.029959362627501374,2.113261702245036,0.4276250344589208,0.8342751186547808,0.5623300793180768,0.12503684230571638,0.03385627367515622,0.05507575761774551,2.640382943217428,0.004056880699359644,0.4066500841958599
500,0.2,0.005466325820936917,0.2481747437266464,0.011808970269870458,0.09569978819795029,0.004277041917605756,0.4843518002309636,0.6453516263495825,0.4232577834407756,1.269467184281642,0.19542635855324325,0.011163263187337553,0.9961051682639747,0.00389383672354578,0.045053838204975466,0.023982136679305148,0.06158577201415425,0.339191600898669,0.21936870413199974,0.012544983735908694,0.0001293493248215843,2.107790605721704e-05,0.07093034361448995,0.1,0.01,0.5552304652519454,0.019024803971454524,0.9940533436104222,0.07314423055756167,0.019923154054971446,0.11779916825437434,1.245371587175619,0.3824113420712627,0.052140049976136485,0.004695212180632216,0.01865511631283591,0.9269765946383595,0.013272327674848648,0.8385758711733914,0.029982445123605053,2.1121347294778454,0.43865373683936804,0.8554495431082096,0.5369512400694008,0.12410939402573999,0.03388014918438756,0.03738019365410465,2.640861076828758,0.004645580224116134,0.4167958062688416
600,0.2,0.006198487279419301,0.24662053939317533,0.010167233110625918,0.10036091135647182,0.0038760523518813874,0.4721764656084209,0.6428146953280821,0.4181551685184077,1.2269845598655937,0.21775699509811958,0.010377748969900107,0.9976445875634067,0.00235441841862862,0.03426474961928168,0.01881054001909906,0.060892097565058693,0.34730467430729645,0.21108003770911654,0.010549287526180657,0.00013502012659933076,1.6632585220803894e-05,0.06521287496902198,0.1,0.01,0.5556582482194996,0.019780195188262385,0.9827150783318164,0.08007550630846201,0.01915952115743235,0.11680935845375598,1.2756847763888939,0.3631577282797336,0.061716884284841685,0.004386820468251014,0.02073141503065423,0.9213667642034982,0.012137899085309222,0.8269775155071778,0.030005545403852977,2.1110189702770485,0.449915722015137,0.8770441629803841,0.5126818473583802,0.1231991564392724,0.03390403997160255,0.026128832552719524,2.6413377781887064,0.005236301039658828,0.4271284409652471
700,0.2,0.006825158437943438,0.24401773563566576,0.00878531289394448,0.10441589559625844,0.0035256945514049345,0.4590161795414901,0.6402086771627686,0.4128123949550518,1.185608110174235,0.2409505178760051,0.00967666070733124,0.9983447305065911,0.0016542764689654063,0.026121759197680363,0.014212128297294119,0.06021149345823937,0.3553398917106404,0.20171325708115204,0.008874884537446143,0.00013934146328706937,1.3286504888114342e-05,0.05971862381948712,0.1,0.01,0.5560863607767986,0.02059238573885246,0.9703225323244287,0.08524025244140866,0.018454449055549396,0.11588087951667761,1.3037146491225422,0.34718348440176344,0.07274633544281812,0.004119421794346138,0.022364729826776418,0.915640067997241,0.01110117884818936,0.8155604923427527,0.030028663481947125,2.109914313065796,0.4613679481701098,0.8989783440845477,0.48951294934588874,0.12230634641313268,0.033927946044378265,0.01877032666006014,2.6418130515875866,0.005789160388705672,0.4376103959144379
800,0.2,0.007360125147383405,0.24053636538150996,0.007635922941992906,0.1077108703213588,0.0032240079636570488,0.44551705041901996,0.6375423692234655,0.407258646682339,1.1454667427553464,0.26462616611124795,0.009069979362736824,0.9987330770279986,0.001265930940085915,0.02011859806462504,0.010343014104411526,0.05954336249530058,0.3632710371962524,0.1916335148606741,0.0074867801554637315,0.0001424600196388271,1.0753432803852423e-05,0.054476667404702105,0.1,0.01,0.5565148031777781,0.021445704833882112,0.9575375995105565,0.088981861844553,0.017799348961326004,0.11501929070424478,1.3296636142470861,0.3336399827113388,0.08520149434990298,0.003897791404575001,0.023634723860950523,0.9098236928731249,0.010159915062371154,0.8043107272442015,0.03005179937160002,2.108820647377445,0.4729696539425653,0.921176106305562,0.4674111814042657,0.12143110584187006,0.033951867410292394,0.013866067073537689,2.6422869013028634,0.0062744213434531544,0.4482064523629967
900,0.2,0.00781947421054829,0.23636651563280758,0.006689086381088022,0.11017079214396694,0.002967402276831128,0.43208001415685354,0.6348229945013671,0.40152237557782683,1.1066187584204679,0.288436180030381,0.008562205902066515,0.9989891336298338,0.0010098753297869175,0.015747575134011437,0.0072819527730079445,0.05888694025645921,0.37108216228812524,0.18118548686424837,0.006346140971279643,0.00014453628618445896,8.825594704116631e-06,0.0495091288463042,0.1,0.01,0.5569435756765696,0.022329163044103,0.9447723188674222,0.09161708881962981,0.017188101859075215,0.11422830121554456,1.3537156975559652,0.3219421521316973,0.09896632519409541,0.0037243578419930406,0.024618236299208188,0.9039384057700502,0.009309082176707006,0.7932161779539338,0.030074953086534757,2.107737863844516,0.4846833756488641,0.9435678551196462,0.4463348049834351,0.1205735090746946,0.03397580407692327,0.01053968464132732,2.642759331599188,0.006680525335223136,0.4588844794707821
