miliseconds,species_17,species_67,s118,s119,s120,s122,s126,s135,species_3,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_18,species_19,species_20,species_21,species_22,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66,species_74,species_75,species_76,species_78,species_80,species_81,species_82,species_83,species_84,species_85,species_86,species_87,species_88,species_90,species_91,species_98,species_99,species_100,species_101,species_104,species_105,species_106,species_107,species_108,s138,s139,s140,species_68,species_92,species_94,species_95,species_96,species_97,species_102,species_103,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30
0,0.0,0.0,-2.831784995351009e-10,3.5355837085667174e-19,-2.472513733501803e-18,-1.798837686723342e-22,-6.423843492025636e-23,3.369652024273308e-20,0.0,11.977260910978782,0.039067690668686955,0.0,0.0,0.0,0.0,1000.0000000012737,9.676927871798555e-10,0.0,-3.7467855784794688e-19,0.0,0.0,1.349703872611714e-13,-1.3460050733822653e-32,50.000000000031626,3.563196519029378e-12,5.0707219064590405e-21,5.26356820425142e-30,84.71439043143253,0.0,0.0,33.96360064175462,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.18931528726669467,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,0.09544107099485179,-0.0007843994958314397,2.3635184099866103e-07,-1.1282998104401561e-09,7.217750255469228e-09,999.9999999996587,-6.360656484851875e-10,1.0161916038330634e-18,-8.852429478297242e-18,-2.2745018413653705e-10,-3.11594688864646e-11,4.782531077634065e-13,3.8003305572023006e-29,-1.1252481962826798e-31,3.1774853443436515e-41,1.2187088994802875e-19,-5.674122806228057e-41,4.3052945851789244e-44,-1.6061613117909109e-46,11.95715675524117,99.9999999998199,0.0,0.0,11.99026293765718,1.8870078510248915e-09,1.4240735374565442e-20,-7.984073644357558e-23,1.6274122818647568e-21,-1.4747573975497837e-25,-9.377592025604359e-26,-1.4789038410974557e-22,-1.8589382142151743e-25,5.904993662537516e-22,60.0,8.925549024893346e-24,1.1796981717319387e-22,2.667157107551831e-24,6.257867593497013e-26,1.2203953308425119e-26,1.1662221340756096e-26
100,0.0,0.0,-7.375155238358386e-10,-5.286417686171256e-20,1.8523183356794087e-18,3.5263802993070945e-21,5.460401942212909e-23,7.543350925953229e-21,0.0,10.812168375505575,0.0465469091990288,0.0,0.0,0.0,0.0,1000.0000000013472,-6.058133366462461e-10,0.0,5.562596686599332e-19,0.0,0.0,1.1486971721002394e-13,-2.0989280964128424e-32,49.99999999987013,-1.7762221140403438e-11,9.141038732319845e-21,-1.5718929271333923e-30,83.44455597239266,0.0,0.0,32.88849622704324,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.448094398688246,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,1.3427267901272284,-0.00039158678532970727,3.2558893517487446e-06,2.00226636288065e-09,-1.679459657427395e-09,999.9999999876762,-4.48771142665084e-10,1.3870694735037443e-19,-7.505849976910307e-18,-1.7975385628002535e-10,7.686672966905137e-11,-4.467336315729902e-13,-1.9840158774474593e-29,-4.970669962759768e-32,3.735712121333955e-41,1.7624278207175048e-19,-2.8883698919486383e-41,-1.6696726703854972e-42,1.0755842530898303e-46,10.75138840685049,100.00000000014728,0.0,0.0,11.908977677673654,-1.621916744957042e-09,-1.266844988593195e-20,9.946558991204441e-23,3.516991142298658e-21,-2.4000564577399066e-25,9.556932892240003e-26,3.368628779874347e-22,-4.525286105351448e-25,-2.4253770049982645e-22,60.0,1.9901954641996798e-23,-3.194192724574218e-23,-1.381142082125338e-25,1.6984434478225426e-26,2.70269114768479e-26,8.296884931742676e-27
200,0.0,0.0,-1.3124043548578308e-12,3.265985050369416e-20,-8.322189275135452e-19,-2.3181185834701717e-21,-2.762986334581107e-23,-3.4662763302104614e-20,0.0,9.641892058084021,0.16160091733409895,0.0,0.0,0.0,0.0,1000.0000000036024,2.7959026136500963e-11,0.0,3.8948670252551284e-19,0.0,0.0,1.4162961483333255e-13,-1.4311457571455946e-32,49.999999999992845,6.160080415819266e-12,-9.224926471122424e-21,-5.5330160078163494e-30,82.50996336791619,0.0,0.0,31.403644578246375,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,2.151081157371679,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,2.3988501590674076,0.0010889492048995007,-1.1608114392478989e-06,5.703921731244003e-10,2.551987790864293e-09,999.9999999901967,-4.445652866988565e-09,-1.1213637304278876e-18,1.92749986367115e-18,1.9335783236651947e-10,-9.597399735001408e-11,-7.671895380604132e-14,-6.61805281444069e-30,7.338258960506433e-32,-3.771452989314031e-41,-3.102971510907128e-20,-6.365870017716749e-41,-9.851026356235966e-43,-6.602618965961988e-48,9.699394519014804,99.99999999996574,0.0,0.0,11.848351668432425,-2.6962002780108067e-09,-1.6989144340161077e-20,8.024166195296712e-23,-5.232623529381357e-21,2.4820549784430056e-25,-2.896942023515615e-26,1.816926010228909e-22,2.015010155468491e-25,8.370427503985114e-22,60.0,-1.5229299234780942e-23,6.487172692113885e-23,1.0162047661630266e-24,6.023115566103939e-26,1.2658376107266257e-26,-2.1626654278944514e-26
300,0.0,0.0,3.2825883911914494e-10,-3.514596365160763e-19,1.1336792333194613e-18,-3.49064379482114e-21,6.089827463447019e-23,-3.017438542180149e-20,0.0,8.93831119684786,0.29112728338679517,0.0,0.0,0.0,0.0,999.9999999970553,-7.911392320125038e-10,0.0,3.957690658327092e-19,0.0,0.0,-1.0283506840228214e-13,-1.9840012044736006e-32,50.000000000071864,9.126790790374182e-12,7.559657634445172e-21,-3.404862387628459e-30,81.54684480072686,0.0,0.0,30.51889707259011,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.7626498301087055,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.1234839209439698,0.0019829778306891294,8.43071687570585e-07,-1.7554495745835597e-09,8.410494053028689e-09,1000.0000000008608,4.497226766269007e-09,5.366577744530989e-19,1.0923011173267488e-17,1.9705126292993188e-10,1.0858831820009497e-10,-1.6813836667274215e-13,1.0141159915299541e-29,1.2838014678316208e-31,-3.992396146879475e-41,1.5087915531972304e-19,-7.128030005853971e-42,-2.0034014846855184e-43,-5.235749498677325e-47,8.82660182421024,99.9999999998203,0.0,0.0,11.695755122244309,1.9158473241775245e-09,7.337788551304035e-21,3.4615709176680475e-23,-1.702895271415613e-21,-2.0614092659105791e-25,-7.170949319230086e-26,-1.2025830999459471e-22,-4.973186663584476e-25,-2.6127311590214015e-24,60.0,3.978904420715998e-24,7.278211317580145e-23,-3.0844704962658147e-24,-6.339644970634762e-26,3.1013815841346026e-26,1.0452658559871668e-26
400,0.0,0.0,-8.329241915052013e-11,3.3247540108101423e-19,2.662316908361076e-20,-1.1199352784661228e-21,-6.231576599663716e-23,-9.594877378877512e-21,0.0,8.075430415548151,0.3293571142233279,0.0,0.0,0.0,0.0,999.9999999982948,4.912097024787887e-10,0.0,-6.26355623454467e-19,0.0,0.0,1.0927004710072486e-13,5.353709056729818e-34,49.99999999998722,-2.913319721331805e-11,2.7379527068306494e-21,-7.385117618616364e-30,80.1074359296886,0.0,0.0,29.042083140102886,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.706833197927307,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.9117585599719527,0.0013444229959510225,1.2891159298428388e-07,2.669943796868919e-09,-8.37476563268567e-09,999.9999999926783,-2.2794247693412866e-09,-1.431162244560672e-18,-7.386197972459041e-18,-2.064366175516524e-10,-9.032227974228258e-11,6.130952502455972e-13,6.972504877398141e-30,2.2223328419772883e-32,-4.5258898594816213e-41,-2.4464954085179566e-20,-5.128216931524275e-42,1.0291950779415333e-42,-3.8747197419518895e-47,8.048033504210993,100.00000000022311,0.0,0.0,11.63878009351444,4.922291703762749e-09,-1.1904992035274631e-20,1.0786879360860945e-22,-5.1083868017457924e-21,-9.069359719562038e-26,-1.4938027377240057e-25,-1.1641437978856755e-23,3.286242863200608e-25,-9.88792260394701e-22,60.0,5.482537684806885e-24,1.5091624838736763e-22,3.4067889828629894e-24,3.033113951789445e-26,-1.4355905466936377e-26,2.140844252183131e-26
500,0.0,0.0,1.147202834979996e-09,3.5024811453826906e-20,-6.255033443312064e-19,-2.2336980039592383e-24,-2.963691449485099e-23,3.2001587698991385e-20,0.0,7.524180470574771,0.47054009898835913,0.0,0.0,0.0,0.0,999.9999999963334,-2.59841699501526e-10,0.0,-5.454175971903239e-19,0.0,0.0,-1.3645410159756287e-13,1.3660058829906725e-32,49.9999999999614,-1.2879004768160724e-11,5.4880130394776815e-21,-1.8593497944115096e-30,79.46510470980846,0.0,0.0,28.15490658929761,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,5.518822119815101,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.39549441864931,0.0016613445191299408,-3.2774174250476957e-06,2.1250456693265633e-10,-1.517288711662144e-09,1000.0000000022598,2.8080986222427216e-10,-1.5660352276152754e-18,-1.0735391156264707e-17,-2.052002858633212e-10,-1.1570930920829903e-10,4.539420828227224e-13,-2.4916656589996983e-29,1.4443528351456723e-31,4.802748390313315e-41,1.1799135638918386e-19,5.502250863174485e-41,-1.010065774294814e-42,5.422847687827095e-47,7.527486808811094,100.00000000017587,0.0,0.0,11.5453260174373,-3.772850003040003e-09,-7.300399880449187e-21,8.577269478370118e-23,9.228591710099899e-22,-2.0273338876909134e-25,1.4969114143110673e-25,-2.547477577422419e-22,-5.025970650457812e-25,4.007923284160129e-22,60.0,2.037008439709117e-23,4.293858727125653e-23,1.3812157538713947e-24,5.0112983087191686e-26,1.5348338750124565e-26,-1.9367593405571242e-26
600,0.0,0.0,6.583793036227342e-10,7.974388917818153e-20,-2.7220169642653452e-18,1.6787911536444735e-21,2.807074298326184e-23,-2.5970056505872736e-20,0.0,7.127851729627797,0.5898307177385624,0.0,0.0,0.0,0.0,1000.0000000028206,3.7082763910974126e-11,0.0,2.280291088715468e-19,0.0,0.0,1.3099031997606356e-14,-5.3015413713473867e-33,49.999999999978165,-1.030276775868262e-11,6.846373168839825e-21,5.78697534232056e-30,78.6521721571026,0.0,0.0,27.386670904899834,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.048298630842803,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.996051833638291,0.00333968458046176,2.0733215273369984e-06,-2.3336210088650542e-09,6.223676499645151e-10,1000.0000000068816,-4.814358655581177e-09,-7.014512132076986e-19,8.488806707812803e-18,-8.288976206626096e-11,-5.7764870862002774e-11,9.260043891603517e-14,-3.3128495135626364e-29,-7.110242328185841e-32,-1.897752828783038e-41,5.046424466438262e-20,6.973306620516932e-41,5.575970484181706e-43,7.853346706053424e-47,7.041124554176277,99.99999999999329,0.0,0.0,11.416506917165306,4.964954683106304e-09,1.3109964309085575e-20,6.029069111396703e-24,1.9444393207512434e-21,1.9300745422479499e-25,-2.668195524071038e-26,5.872349909127084e-23,3.3721508904666644e-25,-4.215597633431955e-22,60.0,1.4637533618049973e-23,1.9650497650083912e-22,-7.365285809587396e-26,-7.089344068225263e-26,-9.510278866074274e-27,-2.0666227927764952e-26
700,0.0,0.0,6.623298871018613e-10,1.3781905998784613e-20,-8.392983911127543e-19,-3.3243776917009393e-21,-2.3106256521519662e-23,3.2832022244323514e-20,0.0,6.615236768900935,0.6415887782520269,0.0,0.0,0.0,0.0,999.9999999925597,-8.801585487091947e-10,0.0,-4.64836588884172e-19,0.0,0.0,4.74787887795787e-14,8.388596213338129e-34,50.00000000000057,1.7270709910391762e-11,5.338063474971107e-21,-2.353782907881659e-30,77.69891752055733,0.0,0.0,26.068380327394152,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.280336106732487,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.4776299697219235,0.003714006667987238,-7.618088808254771e-07,4.781080500801998e-10,8.905074734033726e-09,1000.0000000031293,-8.399347396127171e-10,1.2197787191249183e-18,6.2257566574367604e-18,1.599655282421474e-11,2.810684769191317e-11,-1.4259457841430828e-13,-4.641412641608784e-29,1.331912927842052e-31,-1.1400945141591786e-41,-1.0511938764854562e-19,6.602060927911436e-41,-1.211446696415405e-43,5.37091354477147e-47,6.6053600352405075,99.99999999999959,0.0,0.0,11.381646782411126,4.2177555332851845e-09,-1.2838338066212762e-20,8.84856071663869e-24,-4.116739475099422e-21,1.4775685895656772e-26,-1.1287677300176245e-25,-1.6244423681690627e-22,-2.0102946938870737e-26,-5.991527121202244e-23,60.0,1.0648681296667501e-23,1.2667044499815423e-22,4.281854870860555e-25,2.2579186621700068e-26,-2.4439896633513027e-26,1.9814140409234905e-26
800,0.0,0.0,7.512677075813194e-10,7.952659112230253e-20,2.64264228792195e-18,4.195041934718265e-21,-5.0303271777097207e-23,-3.1747086803833005e-20,0.0,6.210313802871551,0.7609022319720583,0.0,0.0,0.0,0.0,999.9999999939733,-8.857746652274466e-10,0.0,-2.0496184161502395e-19,0.0,0.0,1.220527355939372e-13,1.768711403226671e-32,49.99999999989412,-2.9610406248546978e-12,1.844778669386354e-21,6.62547669289113e-30,76.48836628828616,0.0,0.0,25.673154593163055,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.519486141569198,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.729271567800752,0.004608219078057697,-2.8316394590477136e-06,-4.609377080278543e-10,5.210279596419342e-09,1000.0000000098718,9.344661012226758e-11,-5.330048424981164e-19,-3.8024807266989965e-18,-1.524658658345e-10,2.296870780635202e-11,-8.345195930305246e-14,-2.1278700158717756e-29,1.1309934094985343e-31,-2.675533205747778e-41,-1.4773971605661772e-19,1.886930577208922e-41,3.314401067720331e-43,-9.3167368762217e-47,6.212314580463827,99.9999999998821,0.0,0.0,11.271647877721113,-3.941789354440575e-09,-1.156362814024839e-20,-3.5486467965983e-23,7.9720364161652735e-22,4.742149665843018e-26,-5.81669293763728e-26,-2.365914131455628e-22,1.826104488718462e-25,4.1464568297697775e-22,60.0,-2.3633319099285988e-24,-8.917821045873597e-23,3.7006323152918e-24,-4.970333783117481e-26,-2.3409693634270578e-26,2.0880999892089424e-26
900,0.0,0.0,-4.1638738029880174e-11,-4.5107233292238135e-20,1.8834183366728624e-18,-1.4488931270536717e-22,-3.350712441663318e-23,3.38209617113172e-20,0.0,5.916055879278962,0.7768116144240174,0.0,0.0,0.0,0.0,1000.0000000037224,-1.1445369148299648e-09,0.0,3.7611623863149504e-19,0.0,0.0,1.096723572962997e-13,-9.95178609431958e-33,50.00000000015753,5.321087699560345e-12,-9.940340617382887e-21,-3.855477594182774e-30,75.78649857816282,0.0,0.0,24.62623316417079,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,9.093903854842775,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,6.07475438227697,0.007746837771477852,-1.6479516107619419e-06,2.4600594083079424e-09,1.3821703240781834e-09,999.9999999964906,-1.5542406909272008e-09,6.221266078668243e-19,1.993530057805819e-18,7.655110633522155e-11,7.796006845247968e-11,4.62439794259039e-13,2.6150639136045433e-30,1.1273043252580374e-31,-2.707010672937612e-41,-1.3224306433764103e-19,-2.476547875403866e-41,-8.602462359309355e-43,-1.7947572634954624e-46,5.787597647285751,99.99999999993443,0.0,0.0,11.194534904409265,5.911213120872446e-09,9.862831862069371e-21,1.0827810222159342e-22,-5.251244569813842e-21,-6.941330709567617e-26,-1.0634566167600818e-25,1.3836464350783504e-23,5.0190675000186e-25,-3.510669472239174e-22,60.0,-1.0687373178065495e-23,-7.291350239483366e-23,9.449946498120952e-25,3.064034182150003e-26,2.664455605564813e-26,-1.5848367646487654e-26
