miliseconds,species_17,species_67,s118,s119,s120,s122,s126,s135,species_3,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_18,species_19,species_20,species_21,species_22,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66,species_74,species_75,species_76,species_78,species_80,species_81,species_82,species_83,species_84,species_85,species_86,species_87,species_88,species_90,species_91,species_98,species_99,species_100,species_101,species_104,species_105,species_106,species_107,species_108,s138,s139,s140,species_68,species_92,species_94,species_95,species_96,species_97,species_102,species_103,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30
0,0.0,0.0,2.508355551533811e-10,-2.2603847066740187e-19,1.3721401959489566e-18,1.0874000901880167e-21,8.471868191781305e-23,4.4814157757272375e-20,0.0,12.002179858171644,0.03853519443645246,0.0,0.0,0.0,0.0,999.9999999946565,4.252102643452788e-10,0.0,-4.97127899293599e-19,0.0,0.0,-1.2293420728126584e-13,1.380781569601802e-32,49.99999999995682,-1.0481129426208382e-11,-8.716343911012883e-21,3.1275233195834454e-31,84.99375360038435,0.0,0.0,33.790163830346664,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.27949308724651545,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,-0.005168177863467604,0.0006376651468592862,1.3452511746100543e-06,-1.112498272040844e-09,-2.381994415414239e-09,1000.0000000195128,-4.041382296845849e-09,5.418228206725982e-19,-2.028993334070786e-19,-9.157652825081399e-11,-3.00555672403531e-11,-2.1178750282387445e-13,-3.6213349980486843e-29,8.111901452846984e-33,4.006424456968808e-41,-1.2866772458589515e-21,5.559023614301894e-41,-1.3141126447397329e-42,1.2937236270393911e-46,11.950737424023279,99.99999999993133,0.0,0.0,12.007431749988788,-5.880883639738948e-10,3.2886133004275006e-21,-9.844375841245451e-23,6.018488959050158e-21,1.3292198234170804e-26,-1.1113861875171994e-26,-1.6901474311460686e-22,2.2940094568765926e-25,-4.126581227413764e-22,60.0,-1.3976689672103094e-23,1.8355866820148385e-22,-6.868145698492217e-27,-7.582649307530016e-26,2.8133711472453955e-26,-1.9677217216077778e-26
100,0.0,0.0,-1.2154064449429704e-10,2.8984656131288633e-19,-3.460462071066573e-19,7.14305520394906e-23,-6.605336241183754e-23,-8.838321979338704e-21,0.0,10.650246175581033,0.08062563945234451,0.0,0.0,0.0,0.0,999.9999999929108,9.27096490327976e-10,0.0,4.2454994942446884e-19,0.0,0.0,9.920683965022917e-14,4.745193009712525e-33,49.99999999994916,3.4173812820830405e-11,1.5225466762367452e-21,2.7303757771371823e-30,83.56349437968734,0.0,0.0,33.00349400951179,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.6430346800827316,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,1.3689994944656925,8.620209559954517e-05,1.499809247014717e-08,-2.3636321180307497e-09,-2.025286823046287e-09,999.9999999878872,3.978951869253133e-09,7.682740888333769e-20,-7.399388944602508e-18,-1.3888357552077957e-10,-1.0190080678335091e-10,3.4713846379522544e-13,-2.3225578867399174e-29,-1.3470821644268544e-31,3.550618272341045e-41,5.0199636024789e-21,4.0868041142385054e-41,7.050608603335244e-43,-5.036598525070663e-47,10.66567961061137,99.99999999983321,0.0,0.0,11.909320897877091,1.908613308755154e-09,-8.756997983812852e-21,-2.908769201767131e-23,1.0413370891469219e-21,-2.631952774369497e-25,-6.766538028570837e-26,3.3349996814559032e-22,-2.4840682826983533e-25,1.0889625738384332e-21,60.0,1.9791645305124452e-23,-4.91883539583362e-23,-1.6092445872459306e-24,7.180031665109634e-26,-1.5699566316467973e-26,6.213208774190938e-27
200,0.0,0.0,-6.569349464698427e-10,-2.1261483711277992e-19,2.353631373435203e-18,-3.3670940853530014e-21,-7.888281485924776e-23,1.6959693994085187e-20,0.0,9.649844206092563,0.16177953832685493,0.0,0.0,0.0,0.0,1000.0000000007765,3.2230023916756415e-10,0.0,-4.627895972221364e-19,0.0,0.0,-9.431451836221805e-14,-1.6213294307439702e-32,49.99999999982448,-1.4159141648294e-11,8.285515721302214e-21,1.9720940025425088e-30,82.54643672666231,0.0,0.0,31.47622647130817,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,2.840002744056706,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,2.3496686390229815,0.00014905344821057863,-2.9084373889995985e-06,-2.8532697651430643e-09,6.003763850373285e-09,1000.0000000192744,-1.0616904440360191e-09,4.653882908001762e-19,-9.18383003371141e-18,-4.374039067801484e-11,7.232595586671485e-11,1.84231323607625e-13,3.019821195037092e-29,1.3952390433786338e-32,3.2062464194587844e-41,-1.865679526504397e-19,-6.782353007749443e-41,-1.2033599677073652e-43,-1.6009764010621264e-46,9.60504672598478,100.00000000002487,0.0,0.0,11.841584534766712,-3.587731033610098e-09,-2.992256090021535e-21,1.4179083029776204e-23,-5.272915994692268e-22,-5.609254364783729e-26,-3.290488577378218e-26,-3.304217138084391e-22,3.374491119167217e-26,1.0122320156782874e-21,60.0,7.057111775893488e-24,-9.734067366757397e-23,-4.065130033223675e-24,-5.510280075664553e-27,1.1550927664296748e-27,6.975879450257049e-27
300,0.0,0.0,8.2459772325075e-10,1.0653473358335455e-19,1.385220124231584e-18,-2.815863899716131e-21,2.1933170707089334e-23,-3.78471321750594e-20,0.0,8.795126255508428,0.31131077279479413,0.0,0.0,0.0,0.0,1000.0000000078958,-1.1345131378501483e-09,0.0,-2.600537170232786e-20,0.0,0.0,-4.253731563953162e-14,9.303995908403018e-33,49.99999999988304,2.0280371147853475e-11,2.7115987451235125e-21,2.9424204320282717e-30,81.27431802411724,0.0,0.0,30.367176724465917,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.97950455719627,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.2532044249746077,0.0014115369253304678,2.937439928707379e-06,-1.727406774368375e-09,-3.763047525775386e-09,1000.0000000023266,4.37583481875485e-09,-6.880974220835345e-19,1.0901170550642767e-17,7.74429217188783e-11,1.1689601863293119e-11,2.568470432468853e-13,-3.203732861442761e-29,-1.2036433615038116e-31,4.90754072688842e-41,1.6425403836341622e-19,-4.1129175825015754e-41,1.422696547939018e-42,-1.6136400288952272e-46,8.815592696992148,99.99999999991024,0.0,0.0,11.706366884148451,-3.4241259124955034e-09,2.0585303100888855e-22,1.0123656616134676e-22,-1.3164019159024083e-21,-2.2589498072802766e-25,3.449146887599998e-26,-1.1625175456757208e-23,-3.0256765316414204e-25,-6.528651001931784e-22,60.0,-1.981812343942574e-23,2.9100114912830196e-23,-1.1368721441190493e-24,-3.6875239856127484e-26,-1.6225065231598134e-27,-9.615744459238246e-28
400,0.0,0.0,-1.1824225498702306e-09,2.8531640357502796e-19,-2.366674819890067e-18,-4.811144834257661e-22,-7.065192938471098e-23,3.1166370492493936e-20,0.0,8.107514522792169,0.3695852283256693,0.0,0.0,0.0,0.0,1000.0000000043061,2.4980626744127804e-10,0.0,-1.624033586154824e-19,0.0,0.0,-1.2013238908252796e-13,-2.211217299571483e-32,50.00000000015083,-4.4356567110314444e-12,-6.6496684460590666e-21,7.459509532353316e-30,80.01792491552183,0.0,0.0,29.02919620499443,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.498376431392824,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.961109918100855,0.0018046831527943463,-2.549939738897469e-06,-3.01771590199668e-10,2.729206858824241e-09,999.999999981944,-2.6631728378582885e-10,4.774325590713536e-19,4.311183288263726e-18,1.0552916027993369e-12,-8.970590642983639e-11,-3.141018702635349e-13,3.381036306636915e-29,9.306753060055656e-32,5.3993508958938163e-42,-7.397688635993685e-20,3.815805133148046e-41,3.2074061081829013e-43,1.2123019569963094e-46,8.075889627441617,100.00000000000084,0.0,0.0,11.632717029819467,6.129830128123784e-09,-3.235057121532134e-21,-7.523361320337586e-23,-2.617675456421897e-21,5.996761129944831e-26,-9.6295119585667e-26,-2.847395918678789e-22,-4.875169725023577e-25,-8.971006052431934e-22,60.0,-1.68735203279584e-24,1.6205215006164215e-22,3.206208617519729e-24,5.0817556329693925e-26,-2.992101917242206e-26,7.907961873317868e-27
500,0.0,0.0,-9.447893313948731e-10,-1.8415267458095253e-20,-1.5630088708706357e-18,-2.286578254524782e-21,5.2424683403397197e-23,4.137466535665077e-20,0.0,7.49848604181781,0.4314961231168203,0.0,0.0,0.0,0.0,1000.0000000027034,3.176981534178921e-10,0.0,-2.4044650611164797e-19,0.0,0.0,4.2046125992277706e-14,5.0988817736745704e-33,50.00000000004454,6.544988679832842e-12,-7.073528505436552e-21,4.888810574969763e-30,79.31147909652883,0.0,0.0,28.10900389321027,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,6.006296658963279,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.459069724715464,0.0018550187679840123,1.0774008197669474e-06,-2.7945277105501125e-09,7.239623297643657e-10,1000.0000000100976,1.1724279324818187e-09,-3.7496313690249576e-19,-4.921938990527029e-18,1.700502063448544e-10,2.0536350388507842e-11,-5.145794177619956e-13,3.5280218375275507e-29,1.838449310925388e-32,-4.926212417802981e-41,-8.541668743943832e-20,8.605607259226511e-42,-3.142810280143822e-43,-1.2388725032934466e-46,7.5847028392501405,100.00000000021357,0.0,0.0,11.575112607917942,3.7042561666169515e-09,-2.4667670578852952e-21,-2.0749985191471196e-23,2.2610208324961196e-21,1.7942823629642072e-25,-1.4940516792919724e-25,-5.439410002129352e-23,-2.50638874646988e-25,5.533841540972631e-22,60.0,-8.381358944841593e-24,6.974841624430054e-23,-3.946176083633723e-24,4.7966151069676387e-26,-1.3859017467572926e-26,1.5509687050237523e-26
600,0.0,0.0,-8.689767246663866e-10,-3.2216297786660253e-19,-7.818477774364397e-20,1.0326988450624336e-21,-6.540192167343039e-23,-2.4454908529862947e-20,0.0,7.114127782713041,0.545717903575899,0.0,0.0,0.0,0.0,999.9999999931213,-6.075881837128782e-10,0.0,6.109097976679033e-19,0.0,0.0,3.648503220582435e-14,5.3754938447109994e-33,50.000000000041105,-3.228579269786624e-14,-1.5711028284667372e-21,3.6852258197688264e-30,77.91318598658349,0.0,0.0,26.94224690186983,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,6.618373463750972,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.972753252424757,0.00409703639765025,5.932356245730098e-07,-6.436965526838939e-10,7.516381071520514e-09,999.9999999814363,4.602887849521909e-09,8.794126587097204e-19,-4.08197849029586e-18,-1.7865298273188038e-11,6.56520348695177e-12,1.7713180701869609e-13,-4.2915287296007166e-30,2.7491058722033905e-32,3.8410950302186373e-41,7.253340758820065e-20,-5.856830898292046e-41,8.071940777770808e-43,1.1567173015384935e-46,6.988624999563661,100.0000000001071,0.0,0.0,11.422641173008666,-2.1918468721187294e-10,-1.4602358577773554e-20,6.078509504801983e-23,-3.7374241950361965e-21,4.8737226464890737e-26,-5.701887794199845e-26,2.742013745477188e-22,4.725383537514476e-25,-1.0811175769273526e-21,60.0,-1.837022539437564e-23,-9.853585501742464e-23,-2.5070786916259787e-24,1.1984489794616768e-26,1.1366863371456155e-26,-1.63299319061896e-26
700,0.0,0.0,7.46216500366937e-10,-3.615260305798144e-19,-2.672919642062631e-18,3.563793187355679e-21,5.950563325184259e-23,4.622824214769609e-20,0.0,6.691139048318111,0.6882090860582543,0.0,0.0,0.0,0.0,1000.0000000046425,1.0382131947147705e-09,0.0,-4.111411226849531e-19,0.0,0.0,8.111213971466907e-14,2.2073425282146028e-32,49.99999999997237,-4.85911290601883e-13,-1.8429783983084206e-22,-2.0908552885689746e-30,77.12546137336433,0.0,0.0,26.614446743817506,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.67710328499526,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.2970436514653185,0.00453904521800953,1.0072086930324237e-06,2.5824613072906473e-09,-6.265716645980497e-09,1000.0000000145346,2.515974446963929e-09,8.963213433990506e-19,-3.737732990957317e-18,-1.299780727632548e-11,1.172335298744921e-10,-5.533702982851948e-13,-3.246122152507766e-29,-9.212640575585756e-32,-1.7242127192036074e-41,3.7681946172699156e-21,6.527960316621533e-41,1.6943224802100247e-43,1.740695421023168e-46,6.525365600849281,100.00000000005016,0.0,0.0,11.333412424764719,-5.190620073209824e-09,-5.7243266348172724e-21,7.947383554452586e-24,9.804790552344374e-22,-2.4506780534719953e-25,1.241431064751748e-25,-2.3175443641051227e-24,1.3601405188675319e-25,8.823749597059592e-22,60.0,1.7270696385028263e-23,-1.4717377729795432e-22,-3.8796639333752105e-24,-6.866001139788851e-27,-4.453088615694055e-27,-2.2104116083906355e-26
800,0.0,0.0,-8.940125354512075e-10,-1.5802772007433187e-19,8.768742397536417e-19,-4.651951356687798e-21,-3.9900402208292865e-23,4.977890005345603e-21,0.0,6.304026243659127,0.7719214675838647,0.0,0.0,0.0,0.0,999.9999999957449,-9.933084605468445e-10,0.0,1.144396919056528e-19,0.0,0.0,1.0664311671717448e-13,-1.671773465949086e-32,49.99999999985697,4.411891318364928e-12,2.2980691185065727e-21,3.0935496316700767e-30,76.5904957341414,0.0,0.0,25.787297989519068,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.906281204338711,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.740461690168192,0.00672891097677646,3.534598140992795e-06,-2.4668548390606227e-09,-3.8547583685563314e-10,1000.0000000187916,-3.757888950186303e-10,-4.265230070934211e-19,-3.2823202565800552e-18,-9.50769733863564e-11,1.2876529676777122e-10,-2.900606558288243e-14,2.5451716442089676e-29,-1.3099952645904274e-31,3.9518103593590747e-41,-1.9910804031919934e-20,-1.6371012992966705e-41,7.618248835937949e-43,1.6511114446082483e-46,6.111947545268946,100.00000000005366,0.0,0.0,11.248491831581752,3.0300996548549737e-09,9.639892916755535e-21,5.258198400613274e-23,5.990769152009427e-21,-1.0536903420869645e-25,-1.0030292403897084e-26,1.268082889956472e-22,3.638036116135642e-25,6.1830847267166015e-22,60.0,-1.9487242588224697e-23,-1.7704662029583974e-22,1.1889341482825657e-25,-3.687638000606745e-27,1.8304884962076346e-26,5.250379862461472e-28
900,0.0,0.0,2.0018407023507101e-10,-2.1547785968248413e-19,6.258350191647978e-19,4.039812209958413e-21,-6.043851935731926e-23,-2.0102989264446782e-20,0.0,5.865336797230401,0.8451993381580447,0.0,0.0,0.0,0.0,1000.0000000012502,-5.813740300949535e-10,0.0,-5.83138746979687e-19,0.0,0.0,-1.1113162811385026e-13,4.61799658262566e-34,49.999999999982336,1.4171109202478585e-11,-7.309648924039734e-21,7.485292804275207e-30,75.90645829070864,0.0,0.0,24.787617338918174,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,9.37755265250653,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,6.1341377771407055,0.007458814814707925,2.9471578220387446e-06,-1.8167215445826165e-09,-7.459833883745058e-09,999.9999999997098,2.6153666459251776e-09,4.3351377970061546e-20,-1.0366023249371467e-17,-1.19620979090755e-10,6.813138412817514e-11,-8.227126432828925e-14,3.1626387614605384e-29,-2.8565364280809835e-32,-6.716939569805033e-42,1.1690919870491173e-19,-9.6001630856701e-42,-3.0968224930845148e-43,1.2281084007480314e-46,5.9210859387646035,100.00000000013999,0.0,0.0,11.209128000424903,-4.639222975283359e-09,1.4955157412028873e-20,-1.9264451219590045e-23,4.073331594735201e-21,1.4759747750574227e-25,1.3709959262476063e-25,1.9928214330101817e-22,-7.649293608359029e-26,8.462012304072027e-22,60.0,-1.8905914492128673e-23,2.0374174371978786e-22,5.291876805294539e-25,3.4356982256735646e-26,-1.2731137457735275e-26,2.22568288428114e-26
