milliseconds,species_17,species_67,s118,s119,s120,s122,s126,s135,species_3,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_18,species_19,species_20,species_21,species_22,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50,species_51,species_52,species_53,species_54,species_55,species_56,species_57,species_58,species_59,species_60,species_61,species_62,species_63,species_64,species_65,species_66,species_74,species_75,species_76,species_78,species_80,species_81,species_82,species_83,species_84,species_85,species_86,species_87,species_88,species_90,species_91,species_98,species_99,species_100,species_101,species_104,species_105,species_106,species_107,species_108,s138,s139,s140,species_68,species_92,species_94,species_95,species_96,species_97,species_102,species_103,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30
0,0.0,0.0,-6.721297920873143e-10,-2.4102293294951212e-20,-2.5164934422904816e-18,7.368790585726173e-22,-5.84541665307692e-23,3.734000992541402e-20,0.0,11.954031095780682,-0.019032898027456415,0.0,0.0,0.0,0.0,999.9999999972651,-6.596332337135332e-10,0.0,5.682124521843867e-19,0.0,0.0,1.370976526707881e-13,1.7708859005907787e-32,49.99999999981922,-1.0255032973082972e-11,5.876605997775534e-21,4.3443336096678226e-30,84.96210151041038,0.0,0.0,33.9886089628436,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,-0.36087078902734554,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,0.05127119297679054,0.0005735185061424354,3.5080181071214106e-06,1.9661177141184067e-09,-8.166395368386878e-09,1000.0000000144659,-6.804405395419197e-10,-1.5922424286108007e-18,5.1122390683445136e-18,5.1276928794596876e-11,-5.426008171966968e-11,5.970686255235229e-13,-6.175295328109083e-30,-1.2677215754425709e-31,4.871316666477417e-41,1.794205817357395e-19,3.735575039435809e-41,-8.766961047649624e-43,-7.090047390150766e-48,12.019711042066808,99.9999999999212,0.0,0.0,12.006623409583886,-1.7860906506443046e-11,-1.5946204752764157e-20,-4.268095174955818e-23,3.5748551778196655e-21,-2.5535268510356044e-25,-1.496841885834794e-25,-8.191241859826815e-23,-5.084470721861964e-25,7.08689297276341e-22,60.0,4.285228403483045e-24,1.0692362658083107e-22,2.4332169335051036e-24,2.2964691661052548e-26,1.6123317232816972e-26,-1.3490847801593183e-26
100,0.0,0.0,4.177795555439901e-10,-1.132261311967594e-19,-1.4818772705528496e-18,-2.260534863068906e-21,8.10978051347522e-23,-5.519630203918058e-21,0.0,10.743772789670658,0.13495480996144782,0.0,0.0,0.0,0.0,999.9999999970541,-8.537677970344851e-10,0.0,2.3883116661549313e-20,0.0,0.0,2.496888041623473e-14,-1.2952748965623193e-32,50.0000000001574,2.0858387400984002e-11,2.110561957214613e-21,-6.0137992804296754e-30,83.39661442391503,0.0,0.0,32.48326677041503,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.9046754904249844,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,1.212023322539693,-0.0005851594672569118,-7.338063248897063e-08,-1.4969125989160244e-09,1.5611441643786247e-09,1000.0000000019384,1.6327875550552086e-09,6.806828778528061e-19,6.826595627796347e-18,1.6758867121162297e-10,9.643455500530863e-11,5.534635750889912e-13,-2.647513268180886e-29,-3.24366679968023e-32,-3.7859020395403274e-41,9.556270565045299e-20,-2.624339551704669e-41,-1.067146211330461e-42,3.0840169488406535e-47,10.791313627358523,99.99999999991935,0.0,0.0,11.952796336311742,1.1903152345276245e-09,8.237557360402684e-21,6.901186050570037e-23,8.89337227171666e-22,2.0574275942943129e-25,-1.8018125491294827e-26,5.513811718318948e-23,-7.169617697336102e-26,8.682708257203864e-22,60.0,1.3755414589809313e-23,9.879468733247285e-23,-3.9821805241199127e-25,7.196115412320786e-26,2.5859187803787184e-26,-7.236455903802642e-27
200,0.0,0.0,7.060710571271512e-10,1.8404345443496359e-19,-1.876094118559325e-18,-9.174168429520915e-22,2.421829709243595e-23,-1.5345574327407706e-20,0.0,9.584510983197552,0.15000705207733678,0.0,0.0,0.0,0.0,1000.0000000081743,1.1211876269463607e-09,0.0,2.91574421071311e-19,0.0,0.0,-3.0157546742762065e-14,-1.8096013560439517e-32,49.99999999996126,3.0731231016979317e-11,6.3637895245193746e-21,1.5344968953577721e-30,82.84232314039815,0.0,0.0,31.440109978878787,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,2.70157005909359,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,2.2226548052198445,0.001403961728145729,-1.97660318187757e-06,-2.3885233390682335e-09,3.081909644780343e-09,1000.0000000044761,4.4663721883464034e-10,6.813310457554249e-19,5.510228040249541e-18,2.34051823395974e-10,1.2920182359005195e-10,-1.061469449578764e-13,4.533029271132046e-29,5.360205745052668e-32,-1.7922830583543134e-41,6.122788944243962e-20,-3.689045627613484e-41,-6.5241277634094145e-43,-1.2893928634351326e-46,9.589623946896822,100.00000000011558,0.0,0.0,11.793982810460665,-2.8503754217880254e-09,-1.7536918156498636e-20,-3.6874243847412053e-23,2.6289954469931193e-21,-1.0874466019711416e-25,1.0977623717349436e-26,-1.8730288537609592e-22,4.0309934350636768e-25,8.553714334152986e-22,60.0,8.25545961445605e-24,1.2515403535032377e-22,1.7204893534026883e-24,-3.0296456705872984e-26,-1.6488367196310502e-26,1.8997503872768925e-26
300,0.0,0.0,2.4170427687916143e-10,2.6580830162674934e-19,-3.028297538663772e-19,-2.971335141276475e-21,4.0282893515472964e-23,3.423150190178515e-20,0.0,8.93124713698675,0.26281461647164583,0.0,0.0,0.0,0.0,999.9999999964556,-2.7087356054945803e-10,0.0,5.837123661621458e-19,0.0,0.0,3.5225045476996025e-14,1.6877073711399237e-32,49.99999999992893,9.303899457644364e-12,-3.910488881983497e-21,3.64159439245282e-30,81.21869442521236,0.0,0.0,30.281143584380537,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,3.8357562397712117,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.110583272130795,0.0004063891239521226,-2.1548267116211146e-06,-7.708906016937147e-10,-7.265137992339032e-09,999.9999999848575,-1.559745112668013e-09,-9.520131129958412e-19,7.15171808962447e-19,-2.2180214457761404e-10,-2.441254496974268e-13,3.389246315343269e-13,6.40030790126126e-30,-1.183962319402461e-31,1.9505504249085917e-41,4.750958040831388e-20,2.207645533526914e-42,9.992167950803066e-43,-1.1880627080824914e-47,8.840168036437595,99.99999999991964,0.0,0.0,11.681113028839544,4.9054437487129234e-09,2.336075738894127e-21,-7.176081497908089e-23,-1.935822410843949e-21,-1.6319224086230675e-25,-1.2409472584995902e-25,1.3141387408001756e-23,-1.5504885879748071e-25,-7.652500311153287e-22,60.0,-1.664254443878512e-23,-1.4539519769358162e-22,-7.344474432235642e-25,-7.452906317098919e-26,-2.026379064930224e-26,1.763607190264972e-26
400,0.0,0.0,-9.408819506693216e-10,-6.753326233896502e-21,1.5778263815881035e-19,4.210897975414705e-21,2.7879476618678376e-23,3.885769947015161e-20,0.0,8.19735461673147,0.41029989472763434,0.0,0.0,0.0,0.0,1000.0000000064024,1.1163107233569433e-09,0.0,5.006032949235559e-19,0.0,0.0,-7.774042902683823e-14,1.9764642363161865e-32,49.99999999990299,-1.25860856326744e-11,-5.7109277548386544e-21,7.54939580332407e-30,80.52844572009563,0.0,0.0,29.16558299787366,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.558812744975238,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,3.789714867486366,0.0013714816313151945,3.506710342294984e-06,-1.4493291978282006e-09,8.231471246751668e-09,1000.0000000067589,-2.7832099579484918e-09,1.168839571802858e-18,-7.649592690694535e-18,-5.4331087365251347e-11,9.604429334165677e-11,2.54113745138955e-13,3.085728128183705e-29,-1.327280552510788e-31,-4.617666040907394e-41,8.379738449795854e-20,-4.366748464286294e-41,1.2315290361470639e-42,6.201895234442203e-47,8.250127566739579,100.00000000017921,0.0,0.0,11.671922610008847,2.685448017700337e-09,3.124122090565322e-21,-6.938854165562073e-24,4.930416009275727e-21,-9.445385630297738e-26,-3.8270033414335574e-27,7.996377855334968e-23,-3.0082369298256215e-25,-2.9260548510011844e-22,60.0,1.8424173866969682e-23,-2.0776955317117033e-22,-3.7468283286323906e-24,-3.86102575809224e-26,-2.4722424922771915e-26,-1.6652683143048596e-26
500,0.0,0.0,-9.077313783443139e-10,1.595493394748606e-19,1.7329501275795072e-18,4.240330822375566e-21,4.503370606023071e-23,4.1362840002647445e-20,0.0,7.625273693960201,0.4593745237922104,0.0,0.0,0.0,0.0,1000.000000002637,9.064750519254221e-10,0.0,-2.504491083867857e-19,0.0,0.0,1.4422310337047492e-13,-1.455265971905726e-32,49.999999999843055,-1.581303702912477e-11,2.3934220238752996e-21,2.7717566843865185e-30,79.53616059214269,0.0,0.0,28.577192334656576,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,5.631497227520542,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,4.367863066117694,0.002042016963984334,-3.7012166408622667e-07,1.5390989898371375e-09,2.505768688764044e-09,1000.0000000141059,-3.891405893661513e-09,-1.4807022125141163e-18,6.6273158361755564e-18,-9.444553981726825e-11,2.1510325677975013e-11,3.12438200969431e-13,-9.911763077919809e-30,6.88706735548627e-32,4.4021101454920217e-41,-1.9171594752717794e-19,-2.4137298155902235e-41,-1.5597624874517427e-42,5.79631720035923e-47,7.486263805186721,100.00000000000779,0.0,0.0,11.58478916634159,-4.579447321290816e-09,-1.4314865364629034e-20,7.392616513083529e-23,-4.899924699521835e-21,-7.0799464750238e-26,1.1771116226803226e-25,-4.2114526551114167e-23,-3.91380947673359e-25,7.927697085112474e-22,60.0,-3.445740067534438e-24,1.2993326710937027e-22,-4.826962786406019e-26,-3.997386579456574e-27,2.8456955653797607e-26,-8.553020421361154e-27
600,0.0,0.0,9.172588961568331e-10,2.7120270906824677e-19,1.265492752010456e-19,-1.2391320773784728e-21,3.788640692170601e-23,-1.447487144926633e-20,0.0,6.997111042549345,0.5924847289478651,0.0,0.0,0.0,0.0,999.9999999984886,6.772215294206308e-10,0.0,2.967398126209861e-19,0.0,0.0,6.747472123440886e-14,1.464009262869743e-32,49.999999999851916,-8.4113733674713e-12,7.54189565856457e-21,1.3693904768201992e-30,77.98522450627695,0.0,0.0,27.142778281643096,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,6.8025122173174335,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.032432758775882,0.003105773808218172,3.5190292265022063e-06,1.4196605579848663e-09,2.473122186185239e-09,1000.0000000142697,-3.317713967250562e-09,-3.4211928373267856e-19,-2.4357625683279134e-18,-7.965714350289961e-11,-5.99020116566314e-11,-1.542793626149466e-13,-3.1560021714592684e-29,-4.578314453549612e-32,-1.570029476993192e-41,-1.111472178713305e-19,-3.6238490734487265e-41,-3.1022068991089255e-43,6.749453345989415e-47,7.020840279591413,99.99999999992644,0.0,0.0,11.419687691298076,1.5833894811435844e-09,-3.7358083316223315e-21,-7.07103293718367e-23,-1.399685411397817e-21,-1.3787887767173977e-25,4.4116849110224896e-27,-1.1472292676929549e-22,4.430833328105409e-25,-1.0921341017358076e-21,60.0,2.9489563398147193e-24,-1.6808589700178192e-22,-1.6916983115679706e-24,5.410148982773541e-27,4.7734203079364864e-27,-1.2425425046837902e-26
700,0.0,0.0,-1.6762857979947777e-10,1.3437788542276205e-19,-2.3691904821885905e-18,-2.401880766373991e-21,-2.2644318730353185e-23,4.3973523953721443e-20,0.0,6.553693174001243,0.6354025404089949,0.0,0.0,0.0,0.0,1000.0000000015785,5.743775220096546e-10,0.0,-4.940187569524644e-19,0.0,0.0,2.208349706792551e-14,2.3833160968452194e-33,50.00000000003637,3.370678641114919e-11,-4.8592123508045105e-21,2.4913053920779956e-30,77.39506417416091,0.0,0.0,26.205181886820085,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,7.726262312387002,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.437406805239307,0.0035095862553501515,-1.0404034533360442e-06,-9.156593715358288e-10,-3.796466702912527e-09,1000.0000000182263,3.294946606595016e-09,1.2238876803595013e-18,-6.14895941989948e-18,1.8801157832242807e-10,1.227411379045469e-10,-3.271672658114447e-13,-1.1674905623192608e-29,-1.4912747353429634e-32,-1.3105802402414827e-41,9.71736589445951e-20,1.4712809717529811e-41,-1.2863551159277244e-42,-2.792252567261159e-47,6.489102334868579,99.99999999978573,0.0,0.0,11.356812976740065,5.259620756114716e-09,-1.2935907936223026e-20,-4.462435270879304e-23,-3.948095337300829e-21,1.5430210510183319e-25,-1.1733759339379383e-25,-8.027961260858083e-23,-3.6534711637718685e-25,7.485026143118887e-24,60.0,1.0162003541397721e-23,6.194101607713445e-23,3.484024283955483e-24,1.0793145144648607e-27,1.9032664940582553e-26,1.230191132580964e-27
800,0.0,0.0,-9.799996232040153e-10,-3.5798484185416875e-19,-3.4453330919943764e-19,2.9547438974923204e-21,5.278920812272969e-23,-4.583309321175666e-20,0.0,6.264666988035411,0.686234693072447,0.0,0.0,0.0,0.0,999.9999999929297,8.579614265097712e-10,0.0,5.226080210525904e-19,0.0,0.0,-1.345359943490968e-13,2.1769023065296745e-32,49.99999999987558,-1.64424201558302e-11,-2.745386010472009e-21,-5.304679533425278e-30,76.27120320950371,0.0,0.0,25.359546683670825,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,8.77713475708229,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,5.857106179296772,0.0061481780112370285,-2.275058613830993e-06,4.0034367010052757e-10,3.7118089940406566e-09,999.9999999908819,2.1507415427198315e-11,-2.3488656048352204e-19,4.080268537482844e-18,-2.3579607398000286e-10,5.987945080084932e-11,-2.011774452806366e-13,4.6408942240871097e-29,4.693241255057986e-32,-1.5827385420344002e-41,-1.2022130834093774e-19,-4.689189436197231e-41,1.2437518310906003e-42,9.87083216082883e-47,6.284006428237533,100.00000000006474,0.0,0.0,11.307487238066198,-8.577426427630853e-10,-1.3794205858565918e-20,-1.2549561986141345e-23,5.972882265179664e-21,-1.3266051854326526e-25,-5.718057228224901e-26,-3.4812338267854e-23,1.1815514109987955e-25,-1.1506710936137594e-23,60.0,-1.5312205246864386e-23,-1.7829278848815192e-22,-2.0636192228918944e-24,5.1141961479320165e-26,-1.6565309606954088e-26,6.40050141929608e-27
900,0.0,0.0,1.3765015396383105e-10,-6.752000995205632e-20,-2.5301423520408682e-18,4.728886286664281e-22,-1.8687862924895636e-23,3.241213298412433e-20,0.0,5.918707959053994,0.788128036704494,0.0,0.0,0.0,0.0,1000.0000000064684,-6.918868236891317e-10,0.0,-8.043909957050972e-20,0.0,0.0,1.3698742653251618e-13,1.296552175224487e-32,49.9999999998341,-1.585559783791591e-11,7.50946943375423e-21,5.079771404495612e-30,75.55654781921493,0.0,0.0,24.550734817987014,0.0,0.0,19000.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,9.221304685711848,0.0,67.0,0.0,41667.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,35000.0,0.0,0.0,0.0,0.0,16667.0,0.0,0.0,40493.0,0.0,0.0,6.033439128579349,0.007169281549505782,-7.85691943910239e-07,2.611588459374582e-09,-3.4770990971970617e-10,999.9999999855013,2.9009077709243965e-09,-1.1130137222341544e-18,-5.1193038757531546e-18,-1.578813892323562e-10,1.8994422679774346e-11,-8.652637170069514e-14,-1.8161619507382895e-29,1.1535614519335997e-31,1.0060179222503905e-41,-5.216038214959404e-20,-8.683279850832688e-42,7.55117399306437e-43,-2.6595778060370226e-47,5.956801127872454,99.99999999980528,0.0,0.0,11.224029301006935,-2.0832934577678776e-10,-9.010887682326162e-21,8.281237888355457e-23,-4.1015916384063575e-21,-2.2610653659566645e-25,1.5109572687879823e-25,2.8692617536270755e-22,1.2994172987648672e-25,3.407878985703945e-22,60.0,-5.9309099032329145e-24,1.3332466244782663e-22,-2.4646558115908092e-24,3.917491821249464e-26,2.1252137854591876e-26,-6.496289837832396e-27
