miliseconds,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52
1000,99997527.6515734,0.6737445443651968,2479.9824503733757,37004.74529771743,67012.4852035269,49936901.393962994,0.00014382128070295212,-1.3415460814366401e-08,-6.673835541023263e-15,62554.18544703358,40873.981672241636,15921.74897612235,8101.39430912619,1.593467151663267e-16,4.907273426851489e-16,18750.000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15969.542225007815,56343.253124368675,0.0010054557141589472,0.0,0.0,0.0,0.0,0.0,0.0,3.285440042949283e-08,0.0,0.05560778109956139,88.82503219700617,0.0,274.99734313024635,23.922196215098797,0.0,0.0,0.0,18750000.000009086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,99997410.21651271,0.6957058143688296,2635.6286665101,34389.853919717236,69101.62376655577,49933895.68179482,0.00022303485221029918,1.8010574953111593e-08,-6.975387184032142e-15,66634.01579605056,37102.52140080971,17074.171737447614,9379.36726115064,-5.760936125165218e-16,-1.7798086808722333e-16,18750.000000009357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17030.917463399037,57874.050357686945,0.0008787806450819649,0.0,0.0,0.0,0.0,0.0,0.0,2.153419759290722e-08,0.0,0.059818973363849795,93.76125678512383,0.0,274.99700005816743,24.60391099636914,0.0,0.0,0.0,18750000.00000927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,99997308.63958016,0.7475474685172078,2712.848397529068,31212.42988137192,71548.3192836052,49930540.946597524,0.00020095586311871924,-2.021030721930592e-08,4.857029736260275e-15,69181.12496086514,34714.71382168172,17961.95205609925,10705.551942059132,-1.1559153167427717e-15,-5.787542618329048e-17,18750.000000009415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18099.20639873324,58395.37327067164,0.0015917967051913041,0.0,0.0,0.0,0.0,0.0,0.0,1.0801156570880622e-07,0.0,0.0626573712573983,111.96214541055541,0.0,274.9966385606097,25.161322977815164,0.0,0.0,0.0,18750000.000009414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,99997240.90923662,0.8238870838787862,2916.1841317743474,28321.824668914345,75925.47630189946,49928748.9142068,0.0002744626485365508,3.096961166099046e-08,-1.4129861005927014e-15,71358.55112188996,30111.57808126428,18671.337024706092,11684.792043749809,8.304732279391738e-16,5.148285515221773e-17,18750.000000009455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18576.33547057579,60051.18151978081,0.0017836351860388206,0.0,0.0,0.0,0.0,0.0,0.0,1.3238296853903948e-07,0.0,0.06602625098798222,117.4996699491131,0.0,274.9963594914846,25.49899436701609,0.0,0.0,0.0,18750000.00000946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,99997106.54131415,0.8759732903856517,2958.987975035616,26337.925574343513,80948.05012384315,49925161.65838002,0.00028261710442032485,-1.5804833265163202e-08,4.24918548407107e-15,73521.9489757062,28697.88072520655,19165.85446259008,13970.784784201776,-5.853894994346323e-16,-5.656217104097393e-16,18750.00000000959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19258.246709908253,61370.51342167035,0.00224415754685302,0.0,0.0,0.0,0.0,0.0,0.0,7.973049629127012e-08,0.0,0.07160855880399626,130.12143897719548,0.0,274.9958398948129,25.436210437504926,0.0,0.0,0.0,18750000.000009585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,99996978.94131507,0.9280551265394316,3058.1575938319047,24611.794885688774,80775.9564298997,49922195.0249468,0.00036606752051969633,3.281231321429863e-08,-8.823471718356396e-15,76701.25966126188,25939.690326137083,19435.875519164256,15124.639869702029,-3.127822217133129e-17,2.839313634904492e-16,18750.00000000975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19793.143041912885,63400.668011632064,0.001958849009251521,0.0,0.0,0.0,0.0,0.0,0.0,2.688897342479338e-07,0.0,0.07331927255070189,144.13242109719926,0.0,274.99552609587033,25.871598918636224,0.0,0.0,0.0,18750000.000009745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,99996955.06412448,0.9838994113415498,3179.5270774717433,20200.34488004394,84588.32183749488,49921982.43505797,0.0004602029535036495,1.1276990244846073e-08,-6.4906444224330364e-15,77962.94462757798,22306.448496806806,19583.955535791574,16262.207437012637,-1.0645343018108659e-15,6.643487349548512e-16,18750.000000009746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19796.20392356658,64777.95183849912,0.0024408276167739774,0.0,0.0,0.0,0.0,0.0,0.0,2.507677848217081e-07,0.0,0.07828553818078668,151.03596185268864,0.0,274.9953836332456,25.781889695797922,0.0,0.0,0.0,18750000.00000981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,99996871.33003557,1.012358024726064,3256.847890008878,19087.225564693385,89188.85898962113,49919275.56827479,0.0005918412665241177,1.526944188036455e-08,-8.380012811387689e-15,81304.70595167419,21212.943639816127,19953.699896843053,16995.64140310304,-1.0008151421757208e-15,2.0561683033267793e-16,18750.000000009724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19796.071025562705,66846.83567159052,0.0026826121972328846,0.0,0.0,0.0,0.0,0.0,0.0,2.8424714288710674e-07,0.0,0.08029731654146904,161.97116501187364,0.0,274.9951916208751,26.257140954200086,0.0,0.0,0.0,18750000.000009816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,99996831.27641003,1.0980499454288424,3269.9294412253707,17346.87523801388,88969.71627574244,49916025.260055974,0.0006821833001322032,2.865015730806042e-08,-6.780194490123341e-15,81766.32167411123,19146.75889067928,19818.715504588745,18691.510446790868,1.3336144225381173e-15,-1.0727116873062274e-16,18750.00000000994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19618.711761665618,69320.16666953746,0.003495493346892394,0.0,0.0,0.0,0.0,0.0,0.0,4.0444772763362364e-07,0.0,0.08165973758581838,164.43319612781914,0.0,274.9948761808831,26.625824293453945,0.0,0.0,0.0,18750000.000009775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,99996820.30044706,1.12103957229937,3304.0892804246314,16304.297903738532,91332.81666750906,49914616.00036349,0.000798794092523004,6.018312138869731e-08,-3.6733886043728845e-15,82800.78460364517,17495.345243028638,19714.67608069455,19295.421354354792,-3.228051692176248e-16,3.3124767352189277e-16,18750.00000000992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19703.523208372666,71043.06164344901,0.004135720204519528,0.0,0.0,0.0,0.0,0.0,0.0,5.076807255445366e-07,0.0,0.08405537194385199,176.1471651635188,0.0,274.99450192654456,26.743806073909184,0.0,0.0,0.0,18750000.000009973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,99996740.96786892,1.1437438820523365,3365.3719869012366,15174.310069554838,95735.19926422885,49915145.20887927,0.0007460498021868205,5.016449854084121e-08,-5.164166740754134e-15,84843.16016490689,16817.854516717434,19412.11954178987,20691.195846568964,-1.1644595083840844e-15,-6.4183527332916e-16,18750.000000010004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19408.67211589132,71242.36385736078,0.004391876058160842,0.0,0.0,0.0,0.0,0.0,0.0,5.864020745920787e-07,0.0,0.08597183329463853,185.22424550763665,0.0,274.9943045290798,26.77201971652527,0.0,0.0,0.0,18750000.000009917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,99996685.94065958,1.2256355663765606,3491.976819134948,13607.628098796702,96215.60323295496,49913903.41559002,0.0009969491303361425,7.151602279720256e-08,4.3887760722060805e-15,86709.56948504568,14109.879374597875,18973.734924311742,22025.71676423051,1.1889475651785653e-15,7.661174390445296e-16,18750.00000000991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19107.5774597393,73802.70828808648,0.004912197165366554,0.0,0.0,0.0,0.0,0.0,0.0,6.488683432571895e-07,0.0,0.0886192195476794,192.4661472269114,0.0,274.9941086414531,26.708671522417564,0.0,0.0,0.0,18750000.00001003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,99996652.93464117,1.2666983824645255,3533.3454427186584,13383.393053488564,96987.90721154017,49912270.035007,0.0011247611272528692,5.712680492006792e-08,1.2574445564982292e-14,88120.25154342222,14752.098540379022,18831.357177787544,22808.49613873825,1.4299540549771453e-15,-6.764811112784773e-16,18750.000000009873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18732.396814092517,75012.27761317007,0.005544964558418489,0.0,0.0,0.0,0.0,0.0,0.0,6.809233990170432e-07,0.0,0.09017634528223835,203.63577297620728,0.0,274.99393390686333,26.970107040082127,0.0,0.0,0.0,18750000.000010006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,99996596.981116,1.2735835786461511,3582.2951975263763,13009.495420197654,98002.77422459183,49910354.495899856,0.0011401951596680922,9.176286962124414e-08,7.024964806990791e-15,88049.15770733544,13258.35724038073,18439.008967345628,23029.809043082805,-6.088592059858831e-16,6.950315304934227e-16,18750.00000001003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18480.206402907115,75952.85197368202,0.0055802724433297425,0.0,0.0,0.0,0.0,0.0,0.0,9.097338039202596e-07,0.0,0.0910797259781393,207.92787849342463,0.0,274.9937783043862,27.22757192241831,0.0,0.0,0.0,18750000.00000996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,99996620.9619623,1.299908417401649,3518.7330904509545,11371.928579194375,99720.52330503578,49908821.45466848,0.0012600118709739578,1.1166810705277115e-07,1.2813600990600701e-14,90339.41075732258,12162.57083054,17804.731387162046,24635.794691462776,1.5715659482138583e-15,-4.574676553157658e-17,18750.000000009888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17723.576655402318,78459.81350328452,0.006422800218974281,0.0,0.0,0.0,0.0,0.0,0.0,9.961358111312982e-07,0.0,0.09462518160091975,208.5413953470514,0.0,274.9935325082338,27.679477043652042,0.0,0.0,0.0,18750000.000009865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,99996581.20512678,1.3502831361167662,3612.5750492626466,11026.551547570132,103443.46723563042,49909196.353882834,0.0015678669073175945,1.1995499564847426e-07,1.7951561222293848e-14,90517.69862198968,10954.844908613111,17439.96869326057,24625.274676694848,1.5040122853975434e-15,2.3937282644135184e-16,18750.000000010063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17251.241042481797,79684.58175244462,0.007231703686713097,0.0,0.0,0.0,0.0,0.0,0.0,1.0779330282511913e-06,0.0,0.0941646149857358,222.7783579075663,0.0,274.9932383099581,27.570622729148802,0.0,0.0,0.0,18750000.000009872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,99996532.30416898,1.3854126788262138,3631.891245315205,9495.698047768046,104276.60953630862,49907640.28299501,0.00155220513309431,1.7974396872029542e-07,9.167874099656968e-15,91323.28587298056,10349.379985858797,17048.365504795198,25860.469237280555,2.701749751013705e-15,4.3248928619198355e-16,18750.00000000988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17202.623485155113,80959.0831610259,0.008321726204861882,0.0,0.0,0.0,0.0,0.0,0.0,1.2104393662915118e-06,0.0,0.09532852561247221,225.33918785136748,0.0,274.99310090749134,27.49944392725453,0.0,0.0,0.0,18750000.00000993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,99996558.57324493,1.3940120848535986,3610.220682052893,7854.660175790267,104454.13782271369,49906134.29010914,0.001719512654226271,1.9384177350332081e-07,2.3519249716230116e-14,92596.83191228559,11530.118128272237,16723.300124640984,25972.11723749733,2.648189157655361e-15,4.841474717858464e-16,18750.000000010044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16850.100210493678,82147.40465260968,0.008891284835818043,0.0,0.0,0.0,0.0,0.0,0.0,1.4205797670335387e-06,0.0,0.09792481015760153,226.12219126361882,0.0,274.9930011491521,28.127835812998885,0.0,0.0,0.0,18750000.000009876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,99996516.96371605,1.4611218545864153,3698.909741651324,7115.006200602624,105658.40435399662,49905183.19630706,0.001959262028487502,2.2738768314150528e-07,1.886140851610344e-14,91957.05734723287,9742.755118681464,16416.510578905705,27185.743411126055,1.737849993952586e-15,1.2382855044325805e-15,18750.000000009954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16364.929197022482,83328.5190125055,0.00896168260904563,0.0,0.0,0.0,0.0,0.0,0.0,1.4484293223509567e-06,0.0,0.09794710494223946,231.45304510516578,0.0,274.99280856441493,28.421744377575386,0.0,0.0,0.0,18750000.00000989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,99996512.15649582,1.469599354651782,3752.721714539158,8364.712369588504,107168.60481010066,49904240.249756284,0.0021304506138125974,2.435911416233243e-07,4.044853687238967e-14,93696.79691870259,10637.585849404226,15879.84216852664,27285.530684695048,2.4480598349594717e-15,6.032352860586436e-16,18750.00000000999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15676.024197322708,84681.76653858251,0.010274007503004357,0.0,0.0,0.0,0.0,0.0,0.0,1.6067345524972824e-06,0.0,0.0966649108827235,241.56927113667322,0.0,274.99275632359706,28.374928753376214,0.0,0.0,0.0,18750000.00000996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,99996523.72233999,1.480104198256746,3685.5582855903913,6765.699218964762,110839.03721099708,49904121.40732079,0.00227565739365657,3.167800333120502e-07,4.596719692594947e-14,92869.34004371254,10461.685682937803,15437.659646955744,28130.019023897785,4.268416216607174e-15,6.458103689966894e-16,18750.000000009946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15371.653543604696,86493.12531760153,0.011119423339666938,0.0,0.0,0.0,0.0,0.0,0.0,1.799703526566478e-06,0.0,0.09818579071800437,245.55123401278047,0.0,274.99252014966345,28.283099468442398,0.0,0.0,0.0,18750000.00001006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,99996463.03518449,1.5063123412737784,3706.9718267839653,6613.445657027935,110836.6528816091,49904027.95903827,0.0024458497917163266,3.6382611877548725e-07,5.888794072889798e-14,94862.84231254109,10263.815671996103,15234.71372730336,28767.888061442918,5.76673818988683e-15,2.352583911854956e-15,18750.00000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15069.147039979494,87392.69664032286,0.011769761115556637,0.0,0.0,0.0,0.0,0.0,0.0,1.910491521649465e-06,0.0,0.10007403287803622,244.68348213730997,0.0,274.9924925345661,28.89518239842059,0.0,0.0,0.0,18750000.000009935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,99996512.6248538,1.5226036180886477,3758.6301171998944,6815.687987565758,111689.23290928449,49903552.69489466,0.0026146667708992115,3.6772203904334225e-07,5.713022095232721e-14,95716.61587004532,10287.393978488104,14658.683881727302,29052.782971735156,8.397652775095192e-15,1.8142453157385583e-15,18750.00000001007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14816.230378597988,88164.17161541183,0.012415705592738123,0.0,0.0,0.0,0.0,0.0,0.0,2.1910291361517448e-06,0.0,0.10113442041231646,252.70917460180127,0.0,274.9923169216569,28.628975387048445,0.0,0.0,0.0,18750000.00001009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,99996485.12685846,1.5653679063811397,3745.064557337141,5160.4750671479305,112250.16932346142,49903507.90836032,0.002779036788218422,4.672883427873678e-07,7.673132620961918e-14,93888.30374684902,8858.026401080988,14679.569263793233,29426.973306504533,7.626913063979986e-15,2.1136232724133977e-15,18750.000000010077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14458.56102209731,88837.13512084755,0.012939666376633878,0.0,0.0,0.0,0.0,0.0,0.0,2.315591060061987e-06,0.0,0.09953497083911718,252.2757972391287,0.0,274.99242620411616,28.921510281357452,0.0,0.0,0.0,18750000.000009928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,99996448.23399691,1.5725697881460379,3825.05892432775,7061.79409586801,114421.00959218427,49902612.88718185,0.002968475552981307,4.97318720018696e-07,9.154709047019323e-14,94611.40713427153,8953.437156831662,14262.921030649672,29375.091379390436,1.1032148203358625e-14,3.1514884446137376e-15,18750.000000009903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14252.964773767018,91017.66711388927,0.014260753886397103,0.0,0.0,0.0,0.0,0.0,0.0,2.548195937420516e-06,0.0,0.10165533518946523,252.16304642535476,0.0,274.99239593333573,29.563612696481666,0.0,0.0,0.0,18750000.000010073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,99996443.04617009,1.642620619895074,3813.992922057161,4730.65431610466,116614.6334744515,49902575.46732103,0.003261557207274773,5.326886669672812e-07,1.1643542691062552e-13,94984.49499633812,9131.877963494366,14027.471878031385,29374.034551494442,1.3085383975610466e-14,4.159612542308487e-15,18750.000000009917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14078.205665967525,92400.35219482094,0.014247140081396235,0.0,0.0,0.0,0.0,0.0,0.0,2.7452920251224975e-06,0.0,0.10065399669266874,257.39835022846955,0.0,274.9921381126649,29.17779672730674,0.0,0.0,0.0,18750000.00001003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,99996453.77164832,1.6859399772634756,3841.4701277911636,4800.1118510888,117278.27199690351,49900071.305402815,0.003322393112800749,5.989083783143808e-07,1.2761203889840975e-13,97041.23580815893,9049.617369728667,13398.195165051753,29536.770042557964,1.6670415185283984e-14,4.8387915053194275e-15,18750.00000001007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13494.757286838569,92034.89104391006,0.01530212463300888,0.0,0.0,0.0,0.0,0.0,0.0,2.9696019265868764e-06,0.0,0.10282068815379884,265.6645216390133,0.0,274.9920657869907,29.643272676968916,0.0,0.0,0.0,18750000.000010077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,99996495.28109522,1.669130055801302,3791.4284419673495,5274.154708167389,116878.28035097498,49900118.2023205,0.003518031090559009,6.855055057044536e-07,1.4885270460402727e-13,96719.79094763267,9521.350277488616,13470.62249121368,29859.578297123786,1.9087292664485175e-14,7.051202529271916e-15,18750.00000001001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13337.672800308994,93310.61756225802,0.01613407708442485,0.0,0.0,0.0,0.0,0.0,0.0,3.08659235816306e-06,0.0,0.10313597988811807,260.59509487789813,0.0,274.9920095326986,29.864633447775972,0.0,0.0,0.0,18750000.00000994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,99996493.08505397,1.714169396547234,3781.6128838039917,5757.837469341404,118660.49713320458,49899108.45811382,0.0038031682060848497,7.526542166130225e-07,1.6558783061820702e-13,95951.39114596856,8398.281240820063,13268.981546773646,30684.990320908695,2.205315140092067e-14,7.856466878090416e-15,18750.000000009928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12952.807315747878,95024.2485410512,0.017094118624320396,0.0,0.0,0.0,0.0,0.0,0.0,3.180523290673191e-06,0.0,0.10198146570995449,270.78843224154997,0.0,274.99201933922996,30.1348826351467,0.0,0.0,0.0,18750000.00001004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,99996495.21707341,1.7636980113244844,3825.4794804415437,4278.53347423676,120896.30151907119,49898760.343041435,0.0038987925775477127,7.899779605331486e-07,1.9562550710240808e-13,98217.32263689776,9769.739484240039,12927.13027424489,30740.974642614434,2.5156241934171875e-14,9.772065940962817e-15,18750.000000009924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13149.068747481535,95104.85661461655,0.018508692530271726,0.0,0.0,0.0,0.0,0.0,0.0,3.474371397139526e-06,0.0,0.10344902867120805,266.3862337091646,0.0,274.9919379082554,30.246529834106806,0.0,0.0,0.0,18750000.000009988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
