miliseconds,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52
0,100000036.48696578,-0.023738676908682938,-4.544894680563539,98783.72278900786,184.70491924300265,50001309.15037595,3.1474398367502984e-05,-2.1146183019898688e-08,1.6292547974052798e-15,388.72586378438774,79433.25290767904,902.9482568893102,3151.0127781877463,-6.991051328153592e-16,4.271209903934463e-16,18750.000000000095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.425356413139,50774.22273685684,-0.00046699070101261934,0.0,0.0,0.0,0.0,0.0,0.0,-8.649628553889824e-08,0.0,0.0011082800950388083,1.0543279149874183,0.0,275.00005029094746,0.19501871883220492,0.0,0.0,0.0,18750000.000000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,99999644.41384922,0.0008875017291259286,355.97631449445,89546.0689787305,10074.938847153411,49989903.6212653,-6.505939320093674e-05,-7.147190747200168e-09,-1.461256662643992e-15,8733.210945263314,78022.56339754611,1675.7751282991114,3205.519901445085,-6.081504861375513e-16,-2.0491041035236152e-16,18750.000000002034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1657.9750775236016,50240.68693586058,-6.089577510566191e-06,0.0,0.0,0.0,0.0,0.0,0.0,-6.373968057549735e-08,0.0,0.0010807468279266476,-1.1834321917811392,0.0,275.00008561943076,6.266837580843088,0.0,0.0,0.0,18750000.00000224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,99999259.32132176,0.050589604580666137,755.6647934961492,80908.88677254078,17884.546660514578,49983333.415135585,-4.780327097061876e-05,-9.99230836880211e-09,-3.4734905523471257e-15,18796.63329172755,76544.91455736484,2562.394791835681,3555.6618910602615,2.7711050937168115e-16,-3.853915147496678e-16,18750.000000003776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2282.911328245335,49490.804867474406,-4.9637692555515444e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.609438392814529e-08,0.0,0.005618119688454854,3.4247023836655823,0.0,274.99993654171305,11.40995905533287,0.0,0.0,0.0,18750000.0000037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,99998945.28907295,0.12040011444873781,1042.8142964667513,75261.65096942575,27333.872925712763,49973482.83692067,3.935181015878588e-05,2.3342104524356082e-08,-3.596405934406606e-15,26824.854471814808,73295.83621610231,4125.463195174372,3750.837863909809,1.0760778962167522e-15,7.223635071877486e-16,18750.000000004962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4088.5407226801017,50240.50414891465,0.00014292558168940966,0.0,0.0,0.0,0.0,0.0,0.0,-9.049411638084835e-08,0.0,0.010899576581886327,15.307767411109307,0.0,274.9996598384718,14.901142487380467,0.0,0.0,0.0,18750000.00000515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,99998716.45783745,0.2106513084852472,1355.4868509151331,67660.46087886803,34768.197302363325,49966931.640763104,-1.4166568380484229e-05,1.2245451143696929e-08,7.280359173042654e-15,33226.51490706033,68579.4315408002,5587.062800733803,3054.6586831096033,-1.3356648170036424e-15,-4.1530384622894906e-16,18750.00000000606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5754.897871468655,51194.492007779285,0.0003534031126475452,0.0,0.0,0.0,0.0,0.0,0.0,-5.3693071078891665e-08,0.0,0.018791224660099463,20.92451236979097,0.0,274.9994037837993,17.664877753889332,0.0,0.0,0.0,18750000.000006195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,99998477.89054129,0.25148134831221003,1560.78686793583,60322.611666315504,40106.61870094768,49961957.08960696,7.521028671128178e-05,2.563314092827907e-08,-4.451969169362622e-15,38913.10845613706,64539.08108792525,7535.633089976713,4108.440535463592,-6.8356808335516795e-16,1.7051124998055722e-16,18750.000000007032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7386.54001933852,51575.96427474816,-3.7454754252796583e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.689184808387055e-08,0.0,0.023922998983983666,30.6130624601625,0.0,274.9990961935784,19.80969002870849,0.0,0.0,0.0,18750000.000006907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,99998221.18311045,0.35197428734829544,1747.9742072519687,55809.00753668073,46183.747359782894,49955096.10574531,0.0001035867011731556,-1.4047788719103832e-08,-4.259259445986024e-15,45780.260796798,61014.577108369696,9439.866049198396,4652.714663359561,-8.746932039662034e-16,5.851665501809964e-16,18750.000000007516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9399.818389793363,51889.35120638165,0.000332734239992678,0.0,0.0,0.0,0.0,0.0,0.0,2.3672906774108628e-08,0.0,0.032340875123666984,40.897815680208744,0.0,274.9988442668195,20.773980522100988,0.0,0.0,0.0,18750000.00000754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,99998016.95615543,0.443276988970496,1979.679108618746,49548.75477685057,51715.368151188515,49950546.9004919,8.566698210882153e-05,5.46570443579537e-09,-2.6015352708864033e-15,48403.941581292536,54374.77801265689,11489.474440361131,4991.76117955509,3.472296454255174e-16,6.87892847847127e-16,18750.000000008113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11472.956648223892,51985.19795256086,0.0004049574303044391,0.0,0.0,0.0,0.0,0.0,0.0,1.1158971557102203e-08,0.0,0.03619329238042461,50.191717031590656,0.0,274.9983846564028,21.812472842371694,0.0,0.0,0.0,18750000.000008054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,99997852.0368844,0.5051236244305336,2160.0777895872566,46340.99412818649,55160.64891436975,49944880.41135889,8.293184734151768e-05,-1.4737066738413738e-08,-7.675194363341628e-15,53701.52620490784,50291.4662569004,12992.538762392047,6657.57615152437,5.654063657633402e-16,9.9063250248769e-17,18750.000000008593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12924.384247640952,53443.74518225316,0.0007695775200123559,0.0,0.0,0.0,0.0,0.0,0.0,-6.339951206258372e-08,0.0,0.04372934680179879,66.31405660517011,0.0,274.9980932798755,22.983473200147554,0.0,0.0,0.0,18750000.00000849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,99997664.80433884,0.5800115963050313,2370.2269948104927,40473.90334618311,61003.15446078369,49941484.19250585,-1.7548350108514488e-06,-1.3450029025744399e-08,6.1436460367278526e-15,57749.26518954442,45665.47564344668,14750.177716759878,6870.87198173421,-8.638012707093135e-16,-5.933477601712863e-16,18750.00000000873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14545.981844689803,54363.39497379119,0.0004642486709537659,0.0,0.0,0.0,0.0,0.0,0.0,5.975832792102771e-08,0.0,0.04852088542467271,71.50978669133804,0.0,274.9976734222401,23.67923871259523,0.0,0.0,0.0,18750000.000008784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
