miliseconds,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52
0,99999984.42718089,-0.015924737381109597,47.14338753399211,100863.09092050897,-1482.362475194288,50000766.23019145,-4.630952782313033e-06,2.344926120247633e-09,8.71428795535201e-15,950.5831655535571,78905.509891172,1309.469832674023,2912.540707496213,-9.330264087303396e-16,2.8713053397452316e-18,18750.000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.4016607193062,50210.383008126424,-0.00024800885383818237,0.0,0.0,0.0,0.0,0.0,0.0,7.768959486430429e-08,0.0,1.6386991238624695e-05,1.924460343488125,0.0,275.00005785039383,-0.11373935304113578,0.0,0.0,0.0,18750000.000000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,99999621.48836799,0.008331298024065053,357.7452434170311,90693.26757987864,11112.362981151877,49990211.86402792,8.697738412722644e-05,1.5770287929109477e-08,-1.5934664793038372e-15,9341.096230355532,77996.10998493324,1391.6501679605396,3277.5890473188842,1.0922665900461258e-15,2.8097920550257424e-16,18750.000000002143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.6619425536499,50029.52774315355,0.0004038970938241649,0.0,0.0,0.0,0.0,0.0,0.0,4.582259754317927e-09,0.0,0.0026489379369878958,-1.383375560269016,0.0,275.0000556344844,6.302929564669618,0.0,0.0,0.0,18750000.000002135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,99999264.27418654,0.08895649713385058,708.910970010596,80877.94350218472,16694.332207724903,49983147.80027659,-5.8542881833316603e-05,1.2192751629797205e-08,2.245803916448762e-15,17411.736908712344,76888.97261268155,2604.470095886071,3159.7809278204286,-2.5441993418961864e-16,1.6130038008874888e-16,18750.000000003776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2232.1685654001285,50448.608077998055,-0.0001698900581933209,0.0,0.0,0.0,0.0,0.0,0.0,8.71654090589079e-08,0.0,0.005382273901861014,1.6184684868294594,0.0,274.99980620974657,10.975819755421645,0.0,0.0,0.0,18750000.000003725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,99998940.65790303,0.12398352008757718,1062.4836103985172,75204.54508372549,26631.51469315125,49973433.36993274,-4.575683403135241e-06,1.9267769415302918e-08,-8.453746706812824e-15,26583.570721519347,71723.68589069111,4030.612814536099,3425.2925423210136,-1.4547258583019152e-15,6.646007470073711e-16,18750.000000005024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3730.35837199624,50121.518536997544,-0.0002983231265210866,0.0,0.0,0.0,0.0,0.0,0.0,-5.693596241710033e-08,0.0,0.011521364435554345,14.464749665471938,0.0,274.9997013622361,14.842510734045142,0.0,0.0,0.0,18750000.000005104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,99998702.42795987,0.21186089119307785,1348.3489398388967,66532.43178670449,33865.76361484963,49967509.00983548,5.4891595954554924e-05,-7.79008522192016e-09,7.84011558221372e-15,32501.281583711287,68535.84047822267,5700.208842997398,3130.3051100766024,1.4713230600138722e-15,-6.941835774801064e-16,18750.000000006163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5841.565751149412,50097.12867253929,0.0001437642485345497,0.0,0.0,0.0,0.0,0.0,0.0,9.023260179492564e-08,0.0,0.018111618805813183,21.225861977818536,0.0,274.9993139280212,17.785490309600352,0.0,0.0,0.0,18750000.00000617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,99998436.7608241,0.2487216415140923,1556.5431827584928,60113.52470342418,38532.82096910733,49960434.38098624,7.727020351864201e-05,-1.0941381563324588e-08,4.037933997162896e-15,38397.65724152025,64640.565628463344,7717.4160260161525,4129.90812351791,2.714073947774225e-16,-2.431977686714062e-16,18750.000000006974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7671.944935020349,50456.72092018261,2.6404102465450838e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.232916572304581e-08,0.0,0.025612955523322704,33.88081983154378,0.0,274.9989215971913,19.39721197072344,0.0,0.0,0.0,18750000.00000703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,99998187.9250402,0.3768866771585247,1747.0407125384852,55652.636498721404,45619.75233337843,49954622.166664906,8.356933589503845e-05,7.351086806264226e-09,3.7377457507595e-15,45324.11990162851,59451.28994184881,9468.30275366588,4619.998662535231,-7.24448953651464e-16,-6.789623536161375e-16,18750.000000007498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9447.533684303855,51876.09935043704,0.0003786126829532651,0.0,0.0,0.0,0.0,0.0,0.0,3.816621693352659e-08,0.0,0.0317140095874864,37.59383261704341,0.0,274.99878599594393,20.706773717033165,0.0,0.0,0.0,18750000.0000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,99998060.11108509,0.41186966785404666,1973.5630905192402,50043.58789023212,50450.27190852458,49949387.23323738,-1.791389580252244e-05,-2.443641392262407e-08,-7.86460452025743e-15,50230.55368227329,54241.08362158351,11394.056692821912,4964.3005288844115,5.22932855706923e-16,-6.66817188338692e-16,18750.000000008087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11307.65853450525,52512.06812349181,0.000552246255422528,0.0,0.0,0.0,0.0,0.0,0.0,-3.3880665626137005e-08,0.0,0.03803593332335891,51.913897044732764,0.0,274.99837648630665,21.90462558899954,0.0,0.0,0.0,18750000.000008047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,99997847.93592976,0.48591532344626803,2215.8117717344358,44333.52063604712,57466.94107230349,49945568.02630432,-2.963532733341143e-05,-2.932098329008362e-09,4.447309061068647e-15,53079.60657318378,51591.32199920926,12957.280336567832,5919.193181411294,8.339372278699694e-18,6.336256219225458e-16,18750.000000008422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13279.064691798263,53141.72941656168,0.000685928168373465,0.0,0.0,0.0,0.0,0.0,0.0,8.43989980006815e-08,0.0,0.042412599709819455,65.39887363334829,0.0,274.9980721938536,22.81115845415538,0.0,0.0,0.0,18750000.000008512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,99997686.48960102,0.5761378688160227,2316.14278955634,42043.825864066246,62390.485031235614,49941434.70284297,6.861190155457084e-05,-2.0506524831681568e-09,-1.0963254325684643e-15,57255.88934409803,47050.328265525044,14723.886756619666,6992.604605269586,-1.2285813492259954e-15,5.44421797697507e-16,18750.00000000886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14611.047489655935,55041.49355692802,0.0007929557849735235,0.0,0.0,0.0,0.0,0.0,0.0,2.1168459446625305e-08,0.0,0.049469797827628205,76.8210087834509,0.0,274.9975987174339,23.43289688828745,0.0,0.0,0.0,18750000.000008922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
