miliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Hospitalised,Recovered
0,11081026.682728527,142.36687725532852,28.546379728529743,53.32968541892391,1030.2596481507635,1.1719966327587257,0.6273485677893712,-0.8824604622938614
100,11080425.6312665,98.72954380967084,32.61701674889538,53.76236550722052,654.3655377556696,1.1479779839135764,2.35424073843191,1.9928499261766648
200,11080374.23715328,127.83926104956944,23.607816804519466,52.72680671689064,1211.434539762208,1.131929444510497,2.1111292717616426,6.528458176646632
300,11080297.876059018,207.69240650851577,25.66038419303902,51.5935263217689,1470.4912676565114,1.1171260948443018,2.2736498848608733,7.441767825963325
400,11079868.170268295,243.32823906167604,27.10324618527033,52.095832347019936,1746.687274815993,1.1127303746443082,2.6836129442956804,7.856794299638912
500,11079420.788504843,258.9049205911769,27.961485369820693,50.992031609482964,1684.4104276613145,1.0977285333096032,3.8916377042702353,13.732033331660823
600,11079700.267888363,287.76609202939073,29.994558135367875,51.690032431509195,1848.1038756280589,1.0777791467451385,4.172060658525009,14.478512684285509
700,11079087.275660008,312.5008123055465,39.35218407560231,51.13324864897515,2685.0672658766134,1.0642681658098132,3.6496104050193057,13.624356319323525
800,11079087.338985048,287.53285229255107,39.28509454017495,50.567697270076216,2544.1973218814464,1.0549521249681058,5.144171657777241,18.139243352837113
900,11078337.53261325,304.00030527370467,38.472299000476355,51.18129733746802,3050.749647105108,1.0434337679518206,5.658884292616122,21.058966342308334
1000,11078664.706458906,377.35883628438404,37.34154234359521,50.33850580421364,3277.254701487096,1.0207617782932286,5.525049866115018,21.517894580459135
1100,11077901.044829866,380.8556775394251,41.89198615953256,49.91707043889311,3112.9274021907795,1.018388986581627,6.453952705233975,20.5073692752616
1200,11077326.670935145,427.1066996739924,45.52196658544824,50.16548194010391,3425.5535368368423,1.0083626517284614,6.880889764102473,23.728238579036773
1300,11077454.539537996,429.61709680797986,47.01904901884602,51.17964134619258,4356.403949041466,0.9910199418018992,7.253187479250951,27.467284055371298
1400,11077251.670354893,448.0295471719168,49.237997794964315,50.97006957763205,4437.156705220234,0.9749426168452694,8.272187141379277,31.086667652052448
1500,11076844.954121822,486.616578957812,61.784362863303826,51.82179133419834,4852.123652707014,0.9668845537224166,7.947680094425461,35.19114049084631
1600,11076157.384994112,524.4467173316801,60.00268794764682,52.09631746991666,4936.403445440114,0.9542723462415945,9.679045502111276,36.19751251086777
1700,11076233.904999012,546.0782794708447,68.1925298240933,51.89288507372548,5051.439187510476,0.938015528875456,9.442036395396999,41.550488867996286
1800,11075820.31137211,628.6829736994368,67.50928336549539,51.53522438504248,5472.492745792939,0.9323772156327559,10.084288693383547,37.037358808869605
1900,11075213.413273912,647.1209431735934,73.99266133848106,51.898215696611196,6259.958691122569,0.9120186837136959,11.394197990662063,45.06515983779165
2000,11074944.21228145,668.0159910320822,78.56310864483824,53.48643617642265,6518.372568085241,0.9001098117447379,11.294683004774747,45.26380999978951
2100,11074220.814217435,714.5186030185188,80.98163120652796,54.05766055672025,6888.589635181638,0.887335092644608,12.61039769592009,47.99155604076675
2200,11074290.348859828,759.7623053004759,86.4099925717662,54.591624368729576,6999.273525603853,0.8769176642312423,14.718845502235707,51.17437216269135
2300,11073803.054093929,805.0726479293211,96.52756879336273,54.78635763395775,7580.836130176633,0.8755370116557079,14.749434050377088,59.09614026241842
2400,11073144.623569177,805.9150121515216,101.71416365527547,56.03098017583635,8149.770922312074,0.8650186856995572,16.38700936298411,62.909448344714015
2500,11072613.320685005,854.8138271842485,104.51319361013563,55.78876799464852,8035.460901789556,0.8572483378867084,16.32318778275081,64.78893831085855
2600,11072010.26671344,938.6746200572819,106.29920148471479,57.82207928386425,8450.409585315729,0.8424073375008939,18.581436626466612,74.3555652769665
2700,11071300.600597778,923.5833447953984,116.78936468628159,58.90596274488763,9487.252442007997,0.8225077859606009,19.40443379047413,72.87151599144411
2800,11070655.152498074,994.4433817813648,124.99714402205342,59.83754955712993,9602.472061571367,0.8140915186848078,20.486941349186445,79.71551969237741
2900,11070091.378573872,1081.8031682851815,132.71214263330165,60.39046361318115,9822.889494280742,0.801815358546815,21.591719513970904,86.5981218087836
3000,11069528.31577113,1075.951438752054,134.60138276802567,60.74088470646309,10697.821096895763,0.8034331272175905,23.273599124911104,93.41550705505242
3100,11069486.529485293,1160.7404792374018,147.65360838579565,62.581270955876526,11167.573143712943,0.7960316011566991,24.76396556162119,94.14826186804662
3200,11068924.126431048,1168.3383857113295,151.69263123758364,64.15151068990428,11896.087766327078,0.7714523564365128,28.051508468926507,103.92385758972566
3300,11068169.183162924,1284.3737264098263,160.9605478491891,65.89613905179955,12727.942303006905,0.7622710163456669,28.400506777640178,107.62568538867149
