milliseconds,alpha2_macroglobulin,alpha1_antitrypsin,alpha2_antiplasmin,heparin_cofactor2,ProteinC_Inhibitor,C1_inhibitor,ProteinS_inhibitor,Phospholipid,VIIa_TF,VII_TF,TF,VIIa,VII,IXa,IX,Xa,X,IIa,II,fibrin,fibrinogen,VIIIa,VIII,Va,V,XIa,XI,AT_III,TFPI,Xa_TFPI,APC,PC
0,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3226218902276265e-05,0.003808975389614139,9.89394865405801e-05,0.10026509197847527,9.99483363534153,0.0011631073920468015,89.99884147601661,0.001436874046269633,169.94445724360403,0.0072766505692851285,1399.8134878426556,475.1500764421082,7123.797809657849,0.002578254095723539,0.6766337570436266,0.0,0.0,2.3026312309262837e-07,29.99999377327778,3399.850391164815,2.4949097712743424,0.004001499555439956,4.551670459124942e-05,59.99988949614036
100,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.321272391852171e-05,0.0038008897237264707,9.896254402389052e-05,0.10026791073460269,9.99483176130402,0.0011590213345967237,89.9988384768898,0.001438120356093869,169.9438595202172,0.007274708182243516,1399.8138056749626,474.5574688417699,7121.0910307115055,0.002581949069980068,0.6766731452112653,0.0,0.0,2.2978381516856737e-07,29.99999378065,3399.849636536861,2.4948887581170838,0.004017099732604986,4.550942019074816e-05,59.99988912871359
200,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.32015658738942e-05,0.003801229171416232,9.878123990608586e-05,0.1002677642191691,9.994829167317597,0.0011646423159186912,89.99883805008918,0.001436158346475698,169.94366247215197,0.007273897827890183,1399.811889838804,481.44190958551434,7118.498048783525,0.0025789479632533333,0.6765212458074346,0.0,0.0,2.2983032410242812e-07,29.999993742107257,3399.8495743693743,2.494882657896087,0.004023924783462159,4.548712790617482e-05,59.99988884463062
300,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3152347922205261e-05,0.0037919035986137056,9.855868050396217e-05,0.10026994983464499,9.994826261990248,0.001176386611813486,89.99883205498668,0.0014356117402292772,169.94356174079596,0.007258278802762763,1399.8127502860318,478.7082289783189,7121.344585011347,0.0025710430712075146,0.6763790122897076,0.0,0.0,2.2961032871150553e-07,29.999993729095248,3399.848898967642,2.494861471935349,0.004040854023580818,4.549940084212766e-05,59.99988774257091
400,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3164928585767091e-05,0.0037934570901132624,9.864246642566111e-05,0.10027085501308787,9.994827101175646,0.0011778806103357577,89.99882603262678,0.0014350270482314505,169.94336234742815,0.007262578391573579,1399.8111741542011,484.9187743160548,7118.88272906104,0.0025714092717568685,0.6762489273373118,0.0,0.0,2.2933095953610165e-07,29.99999365135899,3399.848608608921,2.4948586288323575,0.004041056782937564,4.553782502414676e-05,59.99988818659643
500,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3159865825474658e-05,0.0037939844761620545,9.854303977890293e-05,0.10027541458555982,9.99482517392198,0.0011758688508602348,89.99881832511372,0.0014334274347585915,169.94302290153408,0.007248624593358083,1399.8105938485328,486.53490175249203,7113.788344423645,0.00256760763057589,0.6762645122760265,0.0,0.0,2.2902184097640288e-07,29.999993635739596,3399.8473032098796,2.494861981146988,0.004030630220432008,4.563051055523783e-05,59.999887440783255
600,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3142313578359909e-05,0.0037880689804168843,9.839288208031663e-05,0.10027520883822301,9.99482094596034,0.001183612861395922,89.9988191077286,0.0014319433197943826,169.94310578284242,0.007252013513542887,1399.8106652907777,486.03904833267745,7111.605524381134,0.002566062159572351,0.6760682465167304,0.0,0.0,2.292291826012058e-07,29.99999361109667,3399.847230671801,2.4948381202309733,0.0040607305025607806,4.556006539203546e-05,59.99988716614494
700,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3117978787409951e-05,0.0037805979742713785,9.825558702028563e-05,0.10027538140492075,9.99482294777879,0.0011886245703914991,89.99880839384159,0.0014288957205366105,169.94268750364614,0.007239515221248531,1399.808844390285,488.49463173574577,7112.256050327891,0.002567827365147356,0.6761162593866346,0.0,0.0,2.286839437655755e-07,29.99999356826086,3399.847673732872,2.4948059131266738,0.004071756941710913,4.5623830963780966e-05,59.99988678284009
800,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.309840059266277e-05,0.0037814053359916744,9.82670795929655e-05,0.10028008340651405,9.994820832184693,0.0011938827159836442,89.99881176817959,0.0014303066383658093,169.94258019907923,0.007227662630448005,1399.808312569158,490.1783925732637,7110.595947671999,0.0025592242664374265,0.6759253280406424,0.0,0.0,2.2842132312869486e-07,29.999993575413864,3399.84596781588,2.4948098333226607,0.0040866993898634385,4.565243302277937e-05,59.999885228227114
900,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3107972307177105e-05,0.0037806326910575145,9.823871501243315e-05,0.10027829216779076,9.994818192865248,0.0011974841745058455,89.99881085627261,0.0014288635152244875,169.94279107341626,0.00721855003513813,1399.8076922492023,493.55540933341774,7110.984267680151,0.0025578744212976377,0.6759927244061613,0.0,0.0,2.2876431937900223e-07,29.999993529287885,3399.8449775376953,2.4947833943795708,0.004097248983564303,4.572568226190732e-05,59.99988545564429
1000,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3083821472977396e-05,0.0037714043208173804,9.796161206094256e-05,0.10027968108437438,9.994816368293396,0.0011935793097915548,89.99880509532454,0.0014252002381902834,169.94249543583882,0.007212789232087331,1399.807729973264,493.07243735146346,7109.07069723505,0.0025587976314520645,0.6756888310047884,0.0,0.0,2.2811043183163193e-07,29.999993526526442,3399.8460394639987,2.4947826496828567,0.004108247443810758,4.571500694540415e-05,59.99988474876429
1100,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3055839176836957e-05,0.003769037062594427,9.801395928772357e-05,0.10028317563792422,9.994816149308617,0.0012032154123664727,89.99879761286735,0.0014257091749836977,169.94235072562128,0.007221658684270811,1399.8070861887406,492.10901879155125,7105.407700187705,0.002557051729238205,0.6756381456373298,0.0,0.0,2.284181004137346e-07,29.99999351353278,3399.8439862486393,2.4947467174727285,0.004103354109370192,4.5800401236416666e-05,59.99988517253115
1200,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3054765282869245e-05,0.0037700932949888853,9.782864364358647e-05,0.10028425613278515,9.994815139946434,0.0012085959263361044,89.99879092944784,0.0014226612494442395,169.942098868158,0.00721590396843648,1399.80665873909,495.2910733820038,7101.271925442895,0.00254988924909692,0.6757053656278905,0.0,0.0,2.278441011819169e-07,29.999993450664064,3399.843303978787,2.4947483474023113,0.004116630410055597,4.57510003549766e-05,59.99988381022051
1300,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3048688644302386e-05,0.003763772675207561,9.762125109688022e-05,0.10028386883509365,9.994813735945197,0.0012123945236615092,89.99879469382807,0.0014214951499570312,169.94150592364315,0.007205059085992796,1399.8048278705355,499.0938362261216,7099.468918919874,0.0025533625777085307,0.6753979952652915,0.0,0.0,2.2790858587661725e-07,29.999993463009893,3399.843941300562,2.4947458286575985,0.004114335321639935,4.574166780965056e-05,59.999883650144625
1400,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3031440700161879e-05,0.0037568590539360826,9.755526868263348e-05,0.10028533209168666,9.994809083025705,0.0012202697361386387,89.99879086606028,0.0014232545050508816,169.94160549022786,0.007204609131505221,1399.8048571617173,497.4824888133285,7099.386543084072,0.0025470314951546646,0.67535566749244,0.0,0.0,2.273431601352381e-07,29.999993464757424,3399.8425675134667,2.4947487722329633,0.00414767963604585,4.585750484110305e-05,59.99988303272165
1500,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.3033811759283841e-05,0.0037503627877575737,9.765604864398156e-05,0.10028789333624326,9.994810406592809,0.001218427325896821,89.99878725487933,0.0014217844883692074,169.94140172080083,0.007191421012857134,1399.803272125579,500.01062723204006,7097.951931252416,0.0025442220363730726,0.6754065916450108,0.0,0.0,2.2727606284323166e-07,29.999993434172698,3399.841528377981,2.494703890248578,0.0041607983999676105,4.578629675227933e-05,59.999883348060735
1600,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2992570683695301e-05,0.0037455176768244865,9.755639086117766e-05,0.10028990635326752,9.994807708933438,0.0012244502841172462,89.9987770439033,0.0014191669428183233,169.94127793237956,0.0071800958413801835,1399.8039989582137,505.7923541179734,7096.721784688209,0.0025423368208908107,0.6752203268672957,0.0,0.0,2.2742842175436792e-07,29.999993361927327,3399.8420843975346,2.4947042851130274,0.00416523566160379,4.583515894213514e-05,59.99988226688533
1700,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2980556733135016e-05,0.003742703876445539,9.730090869920183e-05,0.10029214304101765,9.994806830055913,0.001224261460543037,89.99877899359642,0.0014172433208543005,169.94119182048874,0.00718358538666839,1399.803165461298,502.85736390467014,7094.948002075829,0.0025430969936514965,0.6751174888501824,0.0,0.0,2.2691899033537747e-07,29.99999334669195,3399.84038195693,2.4946791353581887,0.004160260779214238,4.5930145029187826e-05,59.99988215270838
1800,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2971160626792047e-05,0.0037467678193100823,9.738290919828056e-05,0.10029351373351987,9.994804405739561,0.0012300867243565225,89.99877504866086,0.0014185616571656735,169.94056433497596,0.007176883495781025,1399.8025489887016,506.31367700549595,7095.168841888222,0.002537468755283578,0.675213345752875,0.0,0.0,2.2700474315969407e-07,29.999993329080993,3399.840603504101,2.494665647397495,0.004192456752361181,4.59214397450036e-05,59.99988103628952
1900,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2978550568534253e-05,0.0037436872008572296,9.730711917090903e-05,0.1002932696106964,9.994804364929541,0.001234753566637937,89.99876592037661,0.0014161542737875484,169.94055731682295,0.007165505298538901,1399.800804890325,506.22983074935735,7090.392459270426,0.002536801890961439,0.6750241077198494,0.0,0.0,2.2646006706281385e-07,29.999993284650042,3399.8394954487726,2.4946717851909077,0.004181663308970983,4.596619141044087e-05,59.999881019934925
2000,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.293757809122434e-05,0.0037404476815866192,9.700199106425802e-05,0.10029736054087982,9.994802961961387,0.0012397852416420401,89.99876590163869,0.0014160939326745483,169.94069421380425,0.007165358201424593,1399.8008622051968,509.66945157896055,7089.038773165938,0.0025366799346290265,0.675007173917976,0.0,0.0,2.2638597061462378e-07,29.99999332476997,3399.8399545030575,2.494667938507915,0.004199402794438254,4.588784543828238e-05,59.999880840974654
2100,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2937693069461934e-05,0.0037295484420604586,9.69044572241704e-05,0.1002993323062412,9.994801178751574,0.0012421870171989116,89.99875833977671,0.0014138945167461666,169.94001387586042,0.007158776864233286,1399.7995125916414,514.161560810292,7085.750537264529,0.002531160301637049,0.6747617506664694,0.0,0.0,2.2624422014634196e-07,29.999993239788925,3399.8391862402386,2.494619385637014,0.004222470039771088,4.595126624844882e-05,59.99988033387716
2200,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2944906821847056e-05,0.003729678750988872,9.68520334722583e-05,0.10030040936471435,9.99479671603304,0.0012461166043816437,89.99874855654373,0.001412624239337594,169.93997110768356,0.007146609987840499,1399.8002649650773,511.26731619201126,7086.131418207068,0.0025302900780478765,0.6748611735315191,0.0,0.0,2.260306399676021e-07,29.99999328165403,3399.8379085243973,2.4946134954171013,0.004214009293783576,4.5971915299651966e-05,59.999879559765674
2300,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2916316733927788e-05,0.003730488298547818,9.674553757116529e-05,0.10030017975073276,9.994795391760332,0.0012438757022565276,89.9987554835772,0.0014116942451676369,169.93953972281943,0.007153830557910854,1399.799575727586,517.6790870381382,7083.080230302397,0.0025282345429173303,0.6747701838368968,0.0,0.0,2.2619175726975888e-07,29.999993209720234,3399.8376115897963,2.494583183517616,0.004232104130519527,4.601151419845591e-05,59.99988019951465
2400,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2902916915229823e-05,0.003721261297870765,9.678977764340824e-05,0.10030073397230795,9.99479653705361,0.0012475854050401454,89.99874367983976,0.0014122138490512567,169.93963823643222,0.00714661557937151,1399.7982038621005,518.2565002608716,7081.304434601137,0.002522892078005892,0.6746797680658636,0.0,0.0,2.255589977331113e-07,29.999993180603862,3399.83731116911,2.4945789173034436,0.0042517113718208085,4.603770729520065e-05,59.99987905313175
2500,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2887546161448633e-05,0.003721008346144439,9.670737072606947e-05,0.10030458155376318,9.99479358250849,0.0012524720392423571,89.9987437676991,0.001411363921565385,169.93927977105605,0.0071315871761150505,1399.7982727386711,518.8713180381842,7081.557780503727,0.002522459059371118,0.6746120284161506,0.0,0.0,2.2560002159514963e-07,29.999993167375937,3399.8375781708305,2.494560204232561,0.004261074855867824,4.603232906512125e-05,59.99987902075141
2600,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2861187484435625e-05,0.0037149258668151097,9.642531277172222e-05,0.10030530904668301,9.99479193581643,0.0012624710432493072,89.99874002060848,0.001409889351832808,169.93911933099355,0.007129659088334843,1399.796506457109,522.0256308716383,7081.836033349025,0.002523560590118235,0.674529729804335,0.0,0.0,2.2562664939556604e-07,29.9999931870209,3399.835328230658,2.494583457093645,0.004255137146539387,4.601839378144322e-05,59.999877719367596
2700,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2873264580600656e-05,0.0037124366215052786,9.63912604465132e-05,0.10030478675352747,9.994788387309553,0.0012673596329641841,89.99873234304319,0.0014068647285532597,169.93923612629513,0.007127366559029675,1399.7959822961316,520.6723316385414,7079.419688637626,0.002518005144895267,0.6743140299688614,0.0,0.0,2.2504227656086253e-07,29.999993166008082,3399.835945985549,2.4945661766497493,0.004269073331320345,4.6097592940614816e-05,59.9998780956323
2800,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.2869050788669452e-05,0.003707673307592266,9.636874813116005e-05,0.10030894946315239,9.994790132379062,0.0012735893665102903,89.99873074846221,0.0014063382717725234,169.9388889109373,0.007121736065107736,1399.7956056083794,524.22349372852,7077.436327596037,0.002513821483821722,0.674224947548832,0.0,0.0,2.2487331871895084e-07,29.99999311784553,3399.8346412186484,2.49455240605358,0.004273094580855381,4.600325060134829e-05,59.99987743391857
