milliseconds,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active
0,7979.090136768691,122688.13279468055,2996.9007287743193,120018.41191046005,-589.449964130547,-158.97155346716298,596410.5623291704,1166.4814642062352,802.0239664583053,120524.45243246265,541.2750558234048,-192.55126533580116,599898.6467120564,120000.0,119855.44681512614,52.49302469341267,599441.4661740417,120000.0,120000.0,120017.19543196728,6.287423024843247
100,7966.109116627168,88912.89893657676,28088.122417200677,119842.30908417329,5709.938694058828,368.91137648786065,599702.6033087457,534.9599743880581,799.4777364390001,476.91522088883664,120713.84731749509,728.8329599934373,599693.2393513712,120000.0,114796.37306040009,70.6428437687363,599532.2969453079,120000.0,120000.0,120029.09346826325,23.848029660940504
200,7958.033372072567,64318.46876686592,53577.13255855189,119744.53566458245,9879.662291175266,757.1427586798264,601016.524564899,549.3826861151618,795.3526867635491,-34.00369174136594,119448.16560396028,265.0056356752975,599724.7674838121,120000.0,110221.44220933999,310.94051876316684,599232.6754517698,120000.0,120000.0,120003.0663849288,-30.753066888652693
300,7942.32520349169,47739.95323430346,75127.07525091243,119419.51623799496,14309.920169404926,1690.5161702655403,595742.4518980187,2414.0951591285566,794.1934402697121,588.2488703729855,121046.20024190246,1172.0686325707295,598910.350733995,120000.0,106215.04892338067,593.9232843337558,598333.0034715362,120000.0,120000.0,120027.78456677443,15.936891149735674
400,7953.354121606981,33025.152099858984,86596.81475731771,119120.7240788452,16811.145658454134,2381.815190803074,599405.7222238816,3049.2769847568766,793.234539286776,1564.9972280879308,119997.48534059635,1481.9366755041133,598488.9436504254,120000.0,103084.55290152121,853.8294543626251,597555.644733667,120000.0,120000.0,120032.21821290303,-32.76529716906256
500,7922.810134217141,24076.231849784075,97171.90795435199,118817.07863346666,19004.159028328144,4429.601517316074,595022.9765687101,-1509.165552231043,792.6101783331553,1132.8507063334268,119744.68628671176,1885.0809644438943,598199.2781283912,120000.0,101928.28833594236,1137.3128620983978,596067.8990569809,120000.0,120000.0,120001.31347810154,-16.06772353520745
600,7894.321551248512,18144.40254204635,105671.89570511016,118601.75070770938,19483.18325122212,6689.367973213324,592123.8704530047,747.9023267504722,792.2406990152595,-1021.665082975538,120057.28205836263,1765.552138610812,598145.7452031822,120000.0,100270.26903109706,1441.6863171289676,593852.8511579467,120000.0,120000.0,119976.4251753432,-31.251020092092233
700,7905.2047204286655,12807.695259671884,108791.77485608887,118434.78013024759,19627.22315117384,9305.994490790816,595111.1516428948,7118.194411612042,790.811553430751,127.21948030735263,119484.2541984476,2568.3443937184406,597637.8153309214,120000.0,100056.53038651297,1635.3199212727986,590080.0683526017,120000.0,120000.0,119982.85689660742,2.967037110510176
800,7877.195275925677,12234.51104026074,102108.40430505289,118143.4910809001,19717.380311042143,11949.699860594052,587027.6545682212,10441.362289550307,789.2254877682985,177.70649265237543,120742.86812283563,2962.6471337221055,597055.6614153425,120000.0,100417.92647871486,1754.457919548059,587836.6823094614,120000.0,120000.0,119993.1232671688,-14.758936106062846
900,7843.747435434881,21409.07096261562,99011.46998993211,118073.79430758569,19182.833675209426,14652.0889071677,587247.3123083208,18931.228736275818,784.9727381304119,450.6150967309454,118320.64876255483,3261.9033308570674,597232.6196648082,120000.0,100917.68876721626,1913.4719745348807,585453.9253897712,120000.0,120000.0,119965.08369310018,38.508224113204975
