milliseconds,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active
0,8015.33367237459,119643.60202372426,-2363.0629682061585,120030.96933524888,-307.660616316494,1.9866090697540153,599240.9761112145,2417.7052004020015,799.9207841374663,120260.02415731308,335.0433065439907,277.8144790263276,600116.6789894734,120000.0,119847.11767923403,42.066576619606984,600130.1801859111,120000.0,120000.0,119985.34890519842,-13.715526976388372
100,7968.265155939376,91427.84067998944,31772.45854075107,119926.94274103442,5831.453961912211,819.3630159459377,603355.4233467099,302.51692451411503,797.7052241549902,-117.1609696013348,118348.41105418578,-38.19582010123321,599943.9572975811,120000.0,114621.05241841287,91.18019894158334,600416.3612154725,120000.0,120000.0,119993.8695080788,-4.85373664134357
200,7989.371196624023,63061.68661952597,50676.63558534923,119622.8797416232,9630.985824692423,130.19767599878145,601033.7444411381,923.2222065119595,796.10467174646,-1341.001975049499,121392.90030861045,481.6060364038825,599578.6308941201,120000.0,110025.32389487233,368.57405794878264,599948.4596308329,120000.0,120000.0,119997.22731818235,22.12977849771929
300,7941.233198983036,47902.30225278297,76388.91108794471,119381.80282399335,14040.42245142706,1267.6214171671502,596433.1139441493,673.8724694473648,795.8754331226528,386.9559022364982,121490.49153735797,535.2977000830354,599334.0216607215,120000.0,105707.3796517758,612.920816924614,598746.8549046956,120000.0,120000.0,120013.23050032131,-7.602092013343123
400,7918.640901966343,30611.947365399137,90272.95628499737,119180.98017308094,16955.60745125746,2483.82322140943,597991.8393271702,2786.1045266490264,795.0307836064774,440.3285408412856,121028.26647918041,979.0421888292625,598603.6673889383,120000.0,103929.71964019252,858.1358443197988,597254.9115979235,120000.0,120000.0,119983.83097879721,3.254633102400106
500,7929.2827659211425,21780.943288782077,99810.33971889928,118911.59330276836,18201.032755085987,4156.370228633015,600030.4823178843,5047.098822001883,793.0873253249327,-1510.2506699375838,121193.53110655607,1374.8548340655243,598111.0404244765,120000.0,101230.78320426468,1151.7504988156606,596239.5427353156,120000.0,120000.0,120017.68260845404,-27.854162906527954
600,7926.806715052339,14982.748092032234,103743.52387077182,118605.5387727974,20171.434570291123,7162.244439763126,597091.3222451982,2748.2622859043386,791.3010778347661,-21.48797028601076,118319.96825708213,2044.8511382072966,598084.6493631505,120000.0,100459.66959140165,1403.7905155213803,592883.2171700292,120000.0,120000.0,119969.14083771118,21.83085875412043
700,7908.844311346803,13121.088143160407,107797.93237457308,118361.45333414944,19712.908669385208,8843.585072944712,593089.74972518,5536.969106997334,788.3540274785479,1227.3463188820672,121095.65127380709,2032.7217064726726,597816.4462081848,120000.0,99228.27538138142,1669.719610525442,590100.590225817,120000.0,120000.0,119975.41525484603,-13.185534135289661
800,7859.004058019444,14963.719158046164,103445.47096041062,118199.96926181736,19926.85120534984,11411.380538768539,588172.3510711365,8912.71131322726,788.9397478990928,-659.2218207293877,119472.71455168905,2199.0605736405096,597002.5766894247,120000.0,100411.35414804552,1802.9994504818292,587472.9454569805,120000.0,120000.0,120012.42676606552,7.329825770328186
900,7838.351913469032,21854.973088049537,100881.84570363055,118107.77690644814,19276.53648428135,14901.088590966641,582643.7287538687,18913.475754031642,785.1248979722343,1629.3834100375393,121062.1739635037,2919.848522780004,596794.7230346262,120000.0,101473.26740877469,1963.4884167372527,584934.2246925889,120000.0,120000.0,119970.52587369396,35.082388482729236
