milliseconds,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active
0,7983.348986985397,120790.43617045133,-2843.248738185354,119938.35192962659,447.8094882540449,683.3683807587125,597028.1245224386,-3561.719067400607,800.020421534908,119131.41095407016,-912.395589536102,107.39975149758106,600002.4466351483,120000.0,119514.92434419978,16.21009357059569,600434.7347362137,120000.0,120000.0,120031.62685883747,-27.140448305809652
100,7976.5988109011305,93199.41207332937,28429.004884561215,119844.14040688102,5374.006908032351,804.3645550003846,600292.820315054,-2912.828399200232,797.6557142257309,-773.1354767396617,121045.43932156386,676.8515347150467,599860.5103276316,120000.0,114965.79756031797,130.91080340969722,599514.7544084846,120000.0,120000.0,120025.52044814808,-27.783877474069772
200,7986.383276375168,66648.03390370829,54221.277449371264,119688.47996462072,10632.966839414628,159.3295229379134,597134.1357020118,-2924.7997038837866,798.1322208940809,-1329.2752898925994,118562.54057382919,483.40657495818766,599037.5806458609,120000.0,109982.68643637857,372.70395578919255,598794.8027987494,120000.0,120000.0,120017.92871226268,-18.925671404217276
300,7966.280607554525,45580.93244799527,70788.86221401503,119480.5104762843,14477.42736798693,1079.7069821057332,598155.8981000844,4190.138544928582,795.1124613020785,-1263.9701537239735,118337.01165754179,681.3368872948853,599282.0716007795,120000.0,105608.12822404153,629.3255834269921,599036.1853087457,120000.0,120000.0,120010.70047411985,-4.981734492911732
400,7918.7156689319045,29231.34757373394,87564.69996361397,119167.66020316971,16974.617380305335,2871.187205444705,599493.052221919,2449.880487469245,791.8004851963352,-1547.4406461746391,118400.29569181209,1544.1101099530717,598906.1043024673,120000.0,102728.60448661415,843.3541347566381,597749.8113702156,120000.0,120000.0,119973.84200822454,-25.61151513354702
500,7935.140211787384,19173.778094904163,98685.18809908559,118826.09844664331,18999.387717605674,4205.842804035603,597363.8825519356,5275.266538137983,790.5361844908409,61.44825125255518,120345.75799845456,2038.247423181288,598715.8885159183,120000.0,101303.96267784355,1186.8034311271094,596230.424865536,120000.0,120000.0,119980.70034327217,0.1282878431690947
600,7901.9543780819995,13957.679556591276,107140.75829498468,118668.20328537398,20287.506403130392,7230.219768786565,598180.6758392373,6896.270764959998,790.4801815309103,-1198.294872431645,118357.60942079402,2279.7467747237147,597805.5476181834,120000.0,99789.83953250572,1380.195403627675,593757.3809776327,120000.0,120000.0,119983.09595313453,-6.148484327813407
700,7898.940604927947,17038.131304986186,105482.51114711059,118333.7334415743,20569.388839532065,8828.028393766404,590222.8143674096,8836.92227826844,789.8580202876553,794.3963976082612,118892.30334544333,2277.0795645881058,597737.0595809525,120000.0,100048.13798919486,1672.4981948132238,591168.0788364764,120000.0,120000.0,119977.9509560871,-30.001172667699677
800,7865.062386242984,18311.780546599373,108013.15863851084,118215.15255828707,19950.815103533565,12367.403047108312,591465.3061359703,11337.991906632826,787.6576353183344,1436.6146605519864,120520.13098056034,2992.240263810167,597705.2120003351,120000.0,100448.93395173083,1772.6216664019726,587807.3923845371,120000.0,120000.0,119989.54015213178,-14.147548180041886
900,7866.388992385013,20220.292651704352,100687.33999659547,118034.79489823594,18752.512234039146,14877.897495482557,585964.6527384588,16233.35230996043,784.0022968581138,-1633.2224840926265,120925.34555966794,3290.1416834676147,596982.728002457,120000.0,101314.53999363979,1884.7748121276668,585652.1815805644,120000.0,120000.0,119984.49157926926,22.26868381724374
