miliseconds,MDM2cyt,MDM2nuc,p53_inact,p53_act
0,0.20981537652893395,0.549929734538049,0.1898787029764549,0.01001873982310425
100,0.2081425586080821,0.5500893179086406,0.19106108065199354,0.010738894566198646
200,0.2059199592088433,0.5502551670428346,0.19162320571418434,0.01124854107848666
300,0.20463334238246353,0.5503594083677232,0.19231295529650444,0.011664084725476701
400,0.20288411018259253,0.5502791728665838,0.1926817411305157,0.01197489968971159
500,0.2015141062622724,0.55009498766485,0.193140780495911,0.012276296261105218
600,0.20072959012934258,0.5496236357539339,0.1935266458599464,0.012458313703772839
700,0.19972321693159897,0.5495041666297705,0.1938810954799906,0.012558279450805435
800,0.19834035409593156,0.5492679413190004,0.19401340354906105,0.012717296481015036
900,0.19779871061096416,0.5487419495649128,0.19438624278637134,0.01279016668215423
1000,0.19693047509927658,0.5483718985421434,0.19441766468489716,0.01291918393012983
1100,0.19636995040063104,0.5483086347699093,0.1947514209130584,0.012954523623887805
1200,0.19591232648659682,0.5480459441786606,0.19501875881690978,0.013013868264285229
1300,0.19523574357583826,0.547122978012974,0.19534842841007624,0.013047266564995956
1400,0.19477740654872852,0.5471946404405812,0.19542595313274208,0.013154031845701556
1500,0.19431621373788527,0.5464774786999229,0.19574278948378848,0.013125292566350142
1600,0.1937883999979375,0.5461939588224144,0.1958621413001126,0.01323081306874207
1700,0.1933674450892974,0.5455535661187126,0.19597203830998572,0.013231862910050811
1800,0.1929550698651326,0.5451103204506436,0.19612452158602123,0.013304844655499653
1900,0.19271792679609803,0.5446812425944261,0.19645787935809186,0.013330318544361074
2000,0.19273322637349113,0.5439727640638033,0.19674521091180694,0.013350606836847634
2100,0.19240851627862945,0.5435676000624411,0.19674381932111998,0.013374628844333764
2200,0.19214590028678535,0.5430884751524312,0.1972357641931711,0.01343020209963434
2300,0.19190486285425706,0.5426476058068808,0.1972875018929604,0.013408114444428807
2400,0.19172016396132122,0.5425535246706874,0.19748179254652326,0.013486921691783348
2500,0.19160996097752028,0.5417828241389246,0.19762480391277149,0.01349951648679603
2600,0.191277698804394,0.5416604712319872,0.19792996325260792,0.013559181091626647
2700,0.19118365006925347,0.5409082284805034,0.19808971491948124,0.013534319688699952
2800,0.1913271356807606,0.5403210432504942,0.19845975634142027,0.013557987994624572
2900,0.19086350539689784,0.5400111628594382,0.19856777351974178,0.013602171241108185
3000,0.19110811448598755,0.5395349543645299,0.19891290973994194,0.013684910122711592
3100,0.19058379184052185,0.5390997719170502,0.19927839332548572,0.013710673140075449
3200,0.1908900275243103,0.5385024916653526,0.19921569675463544,0.013753644556866918
3300,0.1904749124046637,0.5384682184455977,0.19949533710011907,0.013793907612384361
3400,0.19062767359918786,0.5375392842886221,0.19994950457808244,0.013805984761705683
3500,0.19031428289244354,0.5372660309726736,0.2001235240610948,0.013794961532108218
3600,0.1904177389959838,0.5370522506730705,0.20021044871260618,0.013898572543324331
3700,0.19024749773005628,0.5364828192651638,0.20061717250692565,0.013853491169730538
3800,0.19035748113611498,0.5362041273541501,0.20085699491065184,0.01393067316075643
3900,0.1900173300287453,0.5358206761733193,0.2010514792685209,0.013961051694132864
4000,0.18998282925095866,0.5350826331817791,0.20123537430064506,0.014004406616720338
4100,0.18996688462284647,0.5347394566620077,0.20140847307758383,0.014045271144857327
4200,0.1902293512902188,0.5341426512203281,0.20174166480856562,0.014062944853121656
4300,0.1901888913558778,0.5337134614546736,0.2019026188967636,0.014119569028485154
4400,0.19015967229133052,0.5332540206399183,0.20212392461336814,0.014088442335684806
4500,0.19017775323591224,0.5330809873549507,0.2023277637058293,0.014172880044437588
4600,0.19015879014431433,0.5324670845661071,0.2023601568399178,0.014165691523066327
4700,0.18970757770018454,0.5323282312389204,0.2026395084854782,0.014217674736222364
4800,0.19013502395556336,0.5319982992455695,0.20273225261966435,0.014252506205126846
4900,0.18989547883164437,0.5316239835580718,0.20322117917358692,0.014263903406137826
5000,0.1900562878445227,0.5310099149909676,0.2032868838926016,0.014312791585639556
