miliseconds,MDM2cyt,MDM2nuc,p53_inact,p53_act
0,0.20988842461204243,0.5500672608011926,0.19015660455763153,0.009965039192608074
100,0.20777329707389325,0.5500963270454384,0.19076396471015808,0.010720212989427113
200,0.2062099542456987,0.5504270427297658,0.19168667957364133,0.011222586315839141
300,0.20463600625709646,0.5498664845550577,0.19211852046358513,0.011679339465978116
400,0.20279616906713327,0.5497279550198261,0.1929057708048975,0.011979718101196744
500,0.2016269819751778,0.5495423258744853,0.19334598012690274,0.01226518316044981
600,0.20047517142305976,0.549525082817693,0.19339614030702604,0.012413050798113544
700,0.19929637579265316,0.5493760245222112,0.19371730135840765,0.012554189116809888
800,0.1986844067106054,0.5491436727534231,0.19396391452394424,0.012714173349985682
900,0.1979348801024854,0.5489178038099592,0.1942051295935034,0.012789087254546715
1000,0.19671701372470565,0.5485193510500522,0.19462115841506308,0.012874912479611254
1100,0.1962026157530437,0.5480162331109277,0.19479306571705768,0.012942236833509597
1200,0.19587892447939637,0.5478645774625035,0.19483188539318652,0.0129987469842552
1300,0.19515093812607923,0.5475470947532003,0.19509216218736739,0.013118077780570676
1400,0.19463906619780771,0.5469693928085148,0.1953428287763896,0.013163095737322831
1500,0.19414224365874624,0.5462006335740394,0.19561789145705655,0.013207356767345019
1600,0.19379954445184733,0.5463233930199419,0.1957677220256495,0.013168918779813764
1700,0.19346218061815132,0.545319553272023,0.19614836170503308,0.013226836633308358
1800,0.19297751189271192,0.5453045771166553,0.19613078589330016,0.013288210158972658
1900,0.19274407634387897,0.5444026475433129,0.19631577129071232,0.013295271306803655
2000,0.1924996587806815,0.5440698317572138,0.19668697535458726,0.013331227252899753
2100,0.19238893157085438,0.5438230828393305,0.19674040490768188,0.013401401376580023
2200,0.19208486065891434,0.5434270895285863,0.19722122957329824,0.013380060594956963
2300,0.1918609813897479,0.5427891578762962,0.19727296226577906,0.013429069702477956
2400,0.19174260789634429,0.5425236880671342,0.19735658782713827,0.01348922823845153
2500,0.1915566372514844,0.541945682244364,0.19776813844831626,0.013498735931498721
2600,0.19112001042300725,0.5411711463668837,0.19787295531752147,0.013538476418455951
2700,0.19124741876170095,0.5409663368142305,0.1981987824759102,0.013591223821249363
2800,0.19120040290270404,0.5407628742714639,0.19827051947051255,0.013586914972171151
2900,0.1909593351798255,0.5399613396241133,0.19875434679105572,0.013669091994686399
3000,0.19104923869044743,0.5396374034267334,0.1989508312545123,0.013634523681871727
3100,0.19104868732777208,0.5393049651128868,0.19916346455184278,0.013733000732696312
3200,0.19066274484852408,0.5386222514346131,0.19944439340333062,0.013745156350760658
3300,0.19039794324063858,0.5381870356992433,0.19948940859287975,0.013731367920651286
3400,0.1904937481269663,0.5379077676069726,0.19985683849505476,0.01380777353677716
3500,0.19074565821404005,0.5374320305483377,0.2000388505368761,0.013802577530569083
3600,0.1902410564028277,0.537108602525824,0.20039656244263723,0.013858799434717314
3700,0.19048894965752164,0.536622959835568,0.20038537834886405,0.013896605176569331
3800,0.19036119344038055,0.5359526277109454,0.2008533423732255,0.013899210330798084
3900,0.19035146800412306,0.5355592237500272,0.2009397651373177,0.013980382083411774
4000,0.19030623317801984,0.5350901079903279,0.20097837143501687,0.014004391935885343
4100,0.19017051599473,0.5345375439889358,0.20136677677664275,0.013987271461178032
4200,0.19020935781551312,0.5340549991147454,0.20153134661775587,0.01406834478333274
4300,0.1902591523541039,0.5339234658867184,0.20198496292852683,0.014057807010447483
4400,0.18983193280653046,0.5332765593701133,0.20217390501341834,0.014144552723932328
4500,0.19023454733344092,0.5332214270269744,0.20234571447225716,0.014124342238375227
4600,0.18987626961913914,0.5326845869406714,0.20257755881357217,0.014218040603011683
4700,0.19006838854181377,0.532564114665294,0.20269379601213194,0.01424395459994293
4800,0.18983082290306436,0.5319689092514828,0.20294699116020842,0.014227160748075514
4900,0.19010252171822986,0.5317527909490097,0.20309290928670656,0.014232738799904105
5000,0.1899324362738699,0.5313873177563119,0.20336297127042158,0.01428972620885817
