milliseconds,P,Nstar,D,C_A
0,0.9905164962013425,0.001053207762952121,0.010226149304843234,0.12752978331949255
100,0.9971654195163409,0.0020849017755607117,0.0005361891373154953,0.124856186641681
200,1.0041923215106845,0.005319517787243315,0.02174887222190009,0.12168445120603255
300,1.0079259513971355,0.011963852592063026,0.021595898647514846,0.12516703441193244
400,1.003939614528567,0.015246983174566457,0.020818631797086287,0.12703249295912697
500,1.0053045828245315,0.0174016393939794,-0.01616142891802162,0.12545089794062939
600,1.0202968314013774,0.01807711400540465,0.012448687391851945,0.12596637714620984
700,1.0060777395165799,0.02503519574694979,-0.02344475844257668,0.12228671624992982
800,1.01039414535979,0.028778402901555897,-0.011503870582060541,0.12275397627368306
900,1.017859583951061,0.02599316597618501,0.013922797497429572,0.1276373529690077
1000,1.017447790957197,0.029451497544025984,-0.00396344329875626,0.123187743031558
1100,1.0002310016786677,0.03864256633965095,-0.02078628098067229,0.12747273255544034
1200,1.0147152144625884,0.03836817471518959,0.012497379092057375,0.12731274882976415
1300,1.016263281851416,0.042985912713718794,-0.01646507772795283,0.12335861740535599
1400,1.0104536381393041,0.041169996726426135,0.011506958677797843,0.12781824927849805
1500,1.0085589077918728,0.046017711877681514,-0.01582877129001055,0.12645230418173894
1600,1.002714441149138,0.05361912296648576,0.020537061528975553,0.12940609530942904
1700,0.9979760809973003,0.05191434580082044,0.029296539082947513,0.1293367047283956
1800,0.9988494818402703,0.058561134583955655,-0.0015594993932418373,0.1319908236104777
1900,0.9881868774095097,0.058639167689994526,0.011429795435390529,0.13245441462041313
2000,0.9853127895853421,0.060484905050297424,0.013582835728231383,0.1366393806597621
2100,0.9706785638592839,0.06362720022359222,0.05532005427581731,0.1352483544228073
2200,0.9541450046984198,0.0672824999015128,0.055877866023522314,0.13838244813684716
2300,0.9575987639668108,0.06900246796409595,0.04800082842029192,0.14138068277637098
2400,0.9478008306320848,0.0712901168982202,0.08208013601666062,0.14669755701150117
2500,0.9312806852515152,0.07493233781618619,0.09539330226203158,0.15008193456242241
2600,0.9412168861452179,0.08012922209184169,0.12238854483976223,0.1482555200262344
2700,0.9286955948033644,0.08076658106229931,0.1529964858461894,0.15470324547497522
2800,0.9262115038743648,0.08239773327201981,0.14864971261529222,0.15594851721483077
2900,0.9020567786685337,0.0887767295591605,0.19648786274963573,0.16101443998070247
3000,0.8891119288400846,0.0887807612077504,0.19164355604882394,0.1617212227790952
3100,0.8833854241852541,0.08912373113106839,0.2449572264061071,0.16871667854803313
3200,0.8704247973387599,0.09184412548108581,0.2627358471939184,0.17260758707804527
3300,0.876676377502747,0.09536430649621336,0.27073163218001006,0.17134405381122958
3400,0.8528807209063718,0.09546095045839813,0.3010584172706283,0.1759080892530845
3500,0.842904912114818,0.10424330186452319,0.34023034478191577,0.18161073494398414
3600,0.826348055284107,0.10101418010558944,0.32522455264338834,0.18357646755243937
3700,0.8146300868281832,0.10955397442384782,0.3541745599533848,0.18898939610324497
3800,0.8174930033035955,0.10879201133770128,0.38678273704208394,0.18654153785655359
3900,0.8114201272833187,0.10714085924665553,0.424795016231085,0.19388690492453747
4000,0.7820974720892031,0.11610993418372435,0.45929910215095665,0.19201150791409816
4100,0.7869247707021936,0.11251245449660924,0.4873043262326087,0.19586628763781244
4200,0.7569830802620215,0.1167537501044492,0.5277086896544089,0.20323038093781157
4300,0.7600827602170289,0.11951485332821497,0.5404039646703842,0.20354783420881006
4400,0.7308686135469775,0.11981314836251264,0.568543461748311,0.20893585477776938
4500,0.7341694728802097,0.12442753676534646,0.5706408599550762,0.21176751300286126
4600,0.7072175122521169,0.12472547622516575,0.6443017250882375,0.2115943762061662
4700,0.6974804534955191,0.12252763402102536,0.6575168270321841,0.2176704901068681
4800,0.692682241232997,0.13220687326097727,0.6695179326802163,0.2163683196118516
4900,0.6804045668532236,0.1292627517429538,0.6844306966665569,0.2241555282081
5000,0.6704224311520852,0.12949016380013517,0.7369537015665106,0.22763768995475422
