milliseconds,P,Nstar,D,C_A
0,1.0065088250521181,-0.003919428127324468,0.005292096266363887,0.12430777865799274
100,1.0116118149721036,0.006678749726149701,0.011649190896697737,0.12689049419252219
200,1.0054695564207525,0.009307700773866449,-0.007090791764835207,0.12218675524901332
300,1.0078346946169985,0.006571522948723298,0.023114290035178803,0.12670267863215043
400,0.9995675501341872,0.0127578069711251,0.006790351192608555,0.1238183181288084
500,1.0051965621245467,0.017268689533990016,0.018468614540609978,0.1274716500052967
600,1.0088530831534939,0.018078913585411235,-0.008709228967820084,0.12816224421390265
700,1.0037937962779433,0.02027543750831744,-0.013129308672626745,0.1259332065521555
800,1.008864445893106,0.0229342401608916,-0.005302512122210105,0.12259007182969546
900,1.006205560903187,0.027473192634720783,0.015337508957670571,0.12833190060793873
1000,1.0144841407400205,0.028447468472229585,-0.014468140390029829,0.12487747998939623
1100,1.0119889429467,0.03815028976760815,0.015173745502104773,0.12508541848442864
1200,0.9984150675796222,0.04208788727106318,-0.010899335815684223,0.12541360899110604
1300,1.0109130050951474,0.038106944890016974,0.021894843862526374,0.12771981939106195
1400,1.0034256773145191,0.048429571761056854,0.012596340132150585,0.12461608001640771
1500,1.0115288544452112,0.04519836151869261,0.011125893691600898,0.12769060952964337
1600,0.9991363684530311,0.04899496020250381,0.013152869869889382,0.13092499274179728
1700,0.9871981453979689,0.05514134268687001,0.01071903601328144,0.1299929581129728
1800,0.9776586232679711,0.05700038691367919,0.0298111120407116,0.1330025244473225
1900,0.9843016125146992,0.05877681189915778,0.038139576801983675,0.13192884455351256
2000,0.983460393883243,0.06389711827975236,0.03782795143391654,0.13661086391057925
2100,0.9789035911112896,0.06555466673881298,0.022849363356654696,0.13953080843393573
2200,0.9575327841180422,0.06762336956042854,0.03281631397407462,0.1424803818051672
2300,0.959079192465385,0.06780726809044002,0.08331244032887163,0.1448964567849153
2400,0.9541213413387031,0.0747224516441237,0.10443238462663121,0.14531094094170346
2500,0.9435551222625644,0.07518952104510092,0.1114239505251499,0.14854272442657254
2600,0.9441860092219981,0.07983289095949286,0.09623524060947615,0.15046451200299132
2700,0.9345487909518576,0.08482530339080062,0.11933200369843437,0.1571601826046165
2800,0.9123481948253823,0.08083797312343229,0.16485131301589556,0.1574841884862993
2900,0.8966111740948558,0.09077741221818011,0.17689406878303662,0.16271713763098958
3000,0.893094889613358,0.08746156899355051,0.1878813469751529,0.1621792348216353
3100,0.8985950799397853,0.08865311775587759,0.22333116562650676,0.16888428346676426
3200,0.8684587876307458,0.09783416205640262,0.242856391634076,0.16936946825613455
3300,0.8636457699939529,0.09425567193789817,0.2948167044163074,0.1723177510298498
3400,0.8611626881909504,0.0973713510286614,0.27435939441203355,0.17898466343801112
3500,0.8543336253897826,0.09901386259797113,0.3442787873350219,0.17975710937365733
3600,0.8270928695831404,0.10305270504658962,0.36730015851585446,0.18032926985742212
3700,0.8256696485794891,0.10650252123848129,0.361734767988766,0.18341400065960387
3800,0.8157313870609102,0.11224649896331254,0.39693348319602617,0.19075138164359484
3900,0.7951006042137162,0.10712222586442048,0.4435303827938968,0.19083793933595697
4000,0.7969614122686465,0.11371127645887355,0.4382980079635491,0.19396081524134257
4100,0.7842220674627787,0.11128943387225755,0.4586242964139141,0.19742904884383894
4200,0.756269879408269,0.11808837962665603,0.5001602534480522,0.200422037446194
4300,0.7617351695608101,0.12098929180312532,0.5349045952369704,0.20451052864408248
4400,0.7307692402835032,0.11792953500195912,0.5462638140472384,0.20441505875398033
4500,0.7226476818703028,0.12370245595532621,0.5717835806029518,0.21138214281242368
4600,0.7198992220072292,0.12154419885782805,0.6081970400456307,0.21325474645394246
4700,0.6943618498708478,0.13020948471329064,0.6718839455323272,0.2191732447791195
4800,0.6941642248059013,0.13209038409418633,0.6630507376619489,0.22197553874815854
4900,0.6717667743430588,0.12740806782827432,0.7027090855664151,0.21877866773208124
5000,0.6700923765940084,0.12985214472265502,0.7254530302680862,0.2238656991008744
