milliseconds,P,Nstar,D,C_A
0,0.9969844972605291,0.002666233592987053,-0.0054482416992372535,0.12270377629250191
100,0.9942568932254938,0.005009968308347901,0.009505962747188856,0.12324612021960175
200,1.0097641788921294,0.005009139022040464,0.02362385471618104,0.12314496728352198
300,1.0009461731096876,0.005926778295785066,-0.01781807351983049,0.12319865189230819
400,1.0215768276411543,0.013441246683171176,-0.023289295989837106,0.12626153852866626
500,1.0049619056530354,0.012864180202634133,0.020455055180468844,0.12234014187129175
600,1.0148068925024285,0.015528753343449098,-0.011040832248269261,0.12207336483522045
700,1.023558206341256,0.02030416714820767,-0.022295276935413274,0.12662414563710025
800,1.007493082852759,0.029254278973186366,-0.018759352674708893,0.127910667676422
900,1.016540047424023,0.030181385811492267,0.0013549641344769328,0.12323648143892219
1000,1.016989541053922,0.035037387986287936,0.018473967303307328,0.12671747270343997
1100,1.0001970475649882,0.03363185704227168,-0.01613861473498149,0.1280079936445356
1200,1.010525335013994,0.03711791346555247,0.023015028201466642,0.12678740044046893
1300,1.0003650658718497,0.04275701745707585,-0.01947078698584872,0.12866424061177617
1400,0.9936559617149752,0.044212216991505585,0.002741409871578459,0.12992776948263252
1500,1.0090944997071567,0.046402995718425315,-0.006535077824735144,0.12960072505700565
1600,0.9896029495231943,0.048057143406653006,0.011195786010523928,0.12829880358163623
1700,0.9870558446917881,0.057374229689027674,-0.0016528941482929996,0.12970382288019838
1800,0.9877696072725386,0.05316609357170878,0.019926667675436206,0.13217566581462167
1900,0.9865673877825015,0.06053055263902647,0.04593261829449001,0.1306165310227265
2000,0.9830964152118997,0.06236245427078673,0.05145328715318423,0.13766727087672023
2100,0.9795070083505308,0.06704488126791291,0.02849724603879988,0.13761387870104533
2200,0.9662345286944073,0.06994817597644205,0.06740367893013037,0.13986495388925843
2300,0.9527667927413082,0.07239791657507946,0.08158435732758477,0.14336840611734572
2400,0.940519255450039,0.07165000370871061,0.10405931312533587,0.14301134445344343
2500,0.9358317619270581,0.0745299424880884,0.11694160190021473,0.14882811531447557
2600,0.9373696034612392,0.07803693232595832,0.12002737247949019,0.15308236412072335
2700,0.9205007241868429,0.07938104950062456,0.15737983261749902,0.15549719130673634
2800,0.911609953672763,0.08712686784745867,0.13804695011380153,0.15815596317786024
2900,0.9015744353733697,0.08443159553579531,0.18249179998214654,0.1608443582705762
3000,0.9007883148436275,0.08650421426601217,0.2020271799087755,0.1628832254371054
3100,0.890884116779428,0.09128769182645705,0.24387531169056642,0.16771298539865281
3200,0.8773135708197917,0.09696079073490854,0.2657937708870503,0.1708057745632561
3300,0.8634629488924029,0.09876463177575857,0.28370447498693796,0.17316680899708936
3400,0.8486180659886784,0.09603923257391818,0.27526312756288335,0.17451310277721796
3500,0.8509547816325315,0.10152670328242357,0.3013693552795885,0.1807860551056609
3600,0.8335179220404906,0.10460761903414145,0.32936518998413744,0.18213431058075044
3700,0.8200181363655612,0.10659411551406572,0.383612419503578,0.188542135478085
3800,0.8228628737580148,0.1104585800142774,0.3878100770294218,0.1900184882588971
3900,0.792483776433012,0.11159958260307389,0.4482723503666234,0.1899473948807795
4000,0.7872057805658794,0.11632565126395991,0.44201223259917655,0.19209741764111488
4100,0.7782162264824728,0.11856391263599804,0.48429431899122005,0.19707483837112363
4200,0.760848701402229,0.1144273213501922,0.5063174469515065,0.20228039343262733
4300,0.7511505812943093,0.11580816708205119,0.5416744322219345,0.20731247843255973
4400,0.7333697926720805,0.12328047552201243,0.5759764356706875,0.2051881687047657
4500,0.7254361621794876,0.11994575940864102,0.5796809500314489,0.20972091609644106
4600,0.7169844664025664,0.12198505431349731,0.619555234942359,0.21007785941691698
4700,0.6978437867319656,0.12540231705633303,0.6413771868515226,0.21439370670218422
4800,0.6776105238113647,0.1321670569403809,0.6928143006525143,0.2174356712331507
4900,0.6752743589145163,0.1330017050070828,0.7234017443471213,0.21967828701636855
5000,0.6548141007238705,0.12896326866422175,0.7331633598556644,0.22738769579342585
