milliseconds,H,HR,R,HRRH,E,GQ,IP3,CHO
0,1.0,0.0,0.01,0.0,0.0,0.1,0.0,0.0
100,0.9981864546028636,0.0013812688657953722,0.008186454602863671,7.693614543589963e-05,0.00013920212023444705,0.09986079787976553,68.04031488207987,0.06212481398205877
200,0.9970455067216146,0.0015510696676126648,0.007045506721614817,0.000239987644588581,0.0004617241607975419,0.0995382758392024,436.1105380594383,0.2763275684575728
300,0.9961766433547437,0.0015379740295484723,0.006176643354743843,0.00038725999823073005,0.0007554313096229767,0.09924456869037694,966.1783725414975,0.3919222267120618
400,0.9954899971850836,0.0015114999525392499,0.00548999718508386,0.0005066244701868029,0.0009926269610015064,0.09900737303899841,1490.533707919349,0.4219023197773238
500,0.9949443835468003,0.001488667566032176,0.004944383546800549,0.0006020328628756221,0.0011814415807078792,0.09881855841929203,1946.6480359417856,0.4143111190752835
600,0.9945103905521125,0.0014702624711881716,0.004510390552112909,0.0006781365509998457,0.0013315369373494781,0.09866846306265041,2323.747879132641,0.3929902438357041
700,0.994165054640057,0.0014555595020256517,0.004165054640057303,0.0007388137876163425,0.0014508791413420444,0.09854912085865786,2628.8715383040644,0.36872177816099666
800,0.9938902000529151,0.001443831411586113,0.0038902000529152936,0.0007871816412894267,0.0015458026264597341,0.09845419737354015,2873.450154090008,0.34614025738082943
900,0.9936714030227359,0.0014344798733327716,0.003671403022736231,0.0008257318270413403,0.0016213267249240227,0.09837867327507585,3068.6998698953466,0.32694459856329894
1000,0.9934972057744149,0.0014270245946082047,0.0034972057744152058,0.000856453833556939,0.0016814309819312202,0.09831856901806865,3224.2990808596537,0.3114475442511453
1100,0.993358500713389,0.001421082030342214,0.003358500713389268,0.0008809353004643938,0.0017292733276697294,0.09827072667233015,3348.21360607915,0.29934980331233024
1200,0.9932480485262742,0.0014163459150006062,0.003248048526274451,0.0009004421818029823,0.0017673605975593535,0.09823263940244052,3446.877323167776,0.29012824674714505
1300,0.9931600879936755,0.0014125715859606871,0.0031600879936757105,0.0009159844823150698,0.0017976857278665958,0.09820231427213329,3525.4306524825656,0.283224341791598
1400,0.993090032703698,0.0014095638977796167,0.0030900327036981466,0.0009283678485220015,0.0018218338507389811,0.09817816614926089,3587.975032442225,0.2781286423364235
1500,0.9930342350325069,0.0014071673113160348,0.0030342350325070263,0.0009382340328891646,0.0018410647951991694,0.0981589352048007,3637.779501846236,0.27441141991913337
1600,0.9929897925272934,0.0014052577651133284,0.0029897925272934062,0.0009460943484981895,0.0018563805052983075,0.09814361949470159,3677.442107681897,0.2717267590385364
1700,0.9929543935384418,0.0014037363548348321,0.0029543935384418614,0.0009523564280990104,0.0018685786252625074,0.09813142137473739,3709.0284924249854,0.26980484804741545
1800,0.9929261965676535,0.001402524218056161,0.0029261965676533976,0.0009573452556795422,0.001878294351465543,0.09812170564853434,3734.185089208712,0.26843998672664704
1900,0.9929037361125819,0.0014015585067691247,0.002903736112581887,0.0009613196351703625,0.001886033055153996,0.09811396694484589,3754.2220539877285,0.26747801214056566
2000,0.9928858450463686,0.0014007891481383067,0.0028858450463685762,0.0009644857795949722,0.001892197123151451,0.09810780287684842,3770.1813164662763,0.2668049469902024
2100,0.9928715933988811,0.0014001762273578927,0.002871593398881179,0.0009670080640638945,0.0018971071228164346,0.09810289287718343,3782.893115155066,0.2663374755353182
2200,0.9928602407944048,0.0013996879402150538,0.0028602407944049186,0.0009690173981854195,0.0019010182345044588,0.0980989817654954,3793.0186458259655,0.26601526747014165
2300,0.9928511974560766,0.0013992989473809692,0.002851197456076736,0.0009706180893326051,0.0019041337089384064,0.09809586629106147,3801.0842167552323,0.2657949939921724
2400,0.9928439940807242,0.0013989890822179002,0.0028439940807242067,0.0009718931555196863,0.0019066152630091244,0.09809338473699074,3807.5084756488995,0.2656457634728929
2500,0.9928382567843816,0.001398742271339516,0.0028382567843817674,0.0009729087443840561,0.0019085917277551665,0.0980914082722447,3812.6250647147854,0.26554570549643886
2600,0.9928336868118184,0.0013985456697098208,0.0028336868118184204,0.0009737177180063831,0.0019101660412293607,0.0980898339587705,3816.7005714348566,0.26547944185365857
2700,0.9928300459370019,0.0013983890322001413,0.0028300459370018275,0.0009743622511907305,0.0019114202642081498,0.09808857973579171,3819.947474623962,0.26543622417677165
2800,0.9928271449379685,0.001398264224335056,0.002827144937968589,0.0009748757927122694,0.0019124196261357728,0.09808758037386409,3822.5345217997065,0.26540858280498164
2900,0.992824833618551,0.0013981647852983746,0.0028248336185509883,0.0009752849600499426,0.0019132158380252406,0.09808678416197462,3824.595670930749,0.26539135922949736
3000,0.9928229924032418,0.001398085569928917,0.002822992403241738,0.0009756109102926144,0.0019138501031219226,0.09808614989687796,3826.23758195626,0.2653810174934059
3100,0.9928215257771266,0.0013980224688845422,0.002821525777126529,0.0009758705495087269,0.001914355327485602,0.09808564467251428,3827.545448675359,0.26537515429647973
3200,0.9928203574302211,0.0013979722004688702,0.0028203574302211945,0.0009760773856702441,0.001914757798984588,0.09808524220101529,3828.5873223775843,0.2653721506550683
3300,0.9928194265795042,0.0013979321506800305,0.0028194265795042257,0.0009762421771150775,0.0019150784577926592,0.09808492154220722,3829.417402603004,0.2653709259815303
3400,0.9928186849472777,0.0013979002422443284,0.0028186849472777585,0.0009763734706386939,0.0019153339346001273,0.09808466606539976,3830.078742188721,0.2653707668184273
3500,0.9928180941329872,0.0013978748222434406,0.0028180941329873084,0.0009764780650453864,0.001915537457339104,0.09808446254266076,3830.605590989753,0.2653712093052145
3600,0.9928176238242051,0.0013978545863301524,0.0028176238242052045,0.0009765613271494853,0.001915699467582701,0.09808430053241717,3831.024981431039,0.26537195583824885
3700,0.9928172493219137,0.0013978384725704647,0.0028172493219137946,0.00097662762927331,0.0019158284734844253,0.09808417152651544,3831.358936156396,0.2653728252341953
3800,0.9928169519683621,0.0013978256782224737,0.0028169519683621485,0.0009766802719437583,0.0019159309047637953,0.09808406909523606,3831.6240945003424,0.26537370240753994
3900,0.9928167147900614,0.0013978154740036776,0.002816714790061597,0.0009767222577908188,0.001916012610176409,0.09808398738982346,3831.8355938823825,0.2653745362718084
4000,0.9928165262577031,0.0013978073615904985,0.0028165262577033315,0.000976755640522375,0.001916077549830575,0.09808392245016931,3832.0037072558525,0.2653752897075313
4100,0.992816375360718,0.0013978008672099814,0.0028163753607182546,0.0009767823681958946,0.0019161295178398527,0.09808387048216004,3832.13825449899,0.26537595868263386
4200,0.9928162548758085,0.0013977956826378198,0.0028162548758087686,0.0009768036944014125,0.0019161710263751585,0.09808382897362472,3832.2456878793228,0.26537653771017694
4300,0.9928161584574724,0.0013977915346591776,0.002816158457472592,0.0009768207523148896,0.0019162042516190911,0.09808379574838079,3832.3316674579287,0.2653770326144067
4400,0.9928160814682703,0.0013977882236377423,0.002816081468270505,0.0009768343818416416,0.0019162307722041,0.09808376922779578,3832.400330006847,0.2653774492558961
4500,0.9928160201258751,0.0013977855859995105,0.002816020125875349,0.0009768452402042639,0.0019162519038581716,0.09808374809614172,3832.455042982425,0.26537779578989423
4600,0.9928159714365687,0.0013977834919962717,0.0028159714365689407,0.0009768538605947291,0.0019162686751225298,0.09808373132487735,3832.4984705546985,0.2653780805833569
4700,0.9928159334375388,0.0013977818590107782,0.002815933437539087,0.0009768605942818518,0.0019162817574430806,0.09808371824255681,3832.5323730470927,0.26537830880543195
4800,0.9928159035015154,0.0013977805718891135,0.0028159035015155923,0.0009768658959176466,0.0019162920673798656,0.09808370793262002,3832.5590787040405,0.2653784929392409
4900,0.9928158796952968,0.0013977795466608466,0.0028158796952969726,0.0009768701025610442,0.001916300276459911,0.09808369972353997,3832.5803052363713,0.26537864250141974
5000,0.9928158625201049,0.00139777880937091,0.002815862520105106,0.0009768731497514836,0.0019163061855103731,0.09808369381448952,3832.5956349258918,0.2653787512614141
