milliseconds,A,AgB,gB,rB,B,AB
0,30.15316698339955,0.004634366385326783,1.0138296454066125,0.25219618215256934,5.9205783977957077e-05,0.3673757360367355
100,55.19921136927316,0.022588216895904227,1.0050089234716164,-0.028403890508116363,-0.0009943226187630865,0.7083546424629772
200,51.28772290024209,0.023940578604468268,0.9769679240655179,0.06456666628514134,0.001988756603934917,-0.9247333675168885
300,76.9652503303421,0.03031709529876294,1.0019077128980463,0.20886417477045618,0.0026941107587547296,0.13172161242066166
400,67.53462642049719,0.02381637806170637,0.9579303714925816,0.20543523907956576,0.0008131202701852406,0.9577408625993318
500,82.36541903879967,0.022591542584248246,0.9894356416312609,-0.05482995771602252,0.0033208590214681352,0.6229455803421607
600,94.50700737572798,0.06350646784217683,0.948607557692765,-0.07903241196366516,0.0029629312374835825,0.45083544555675187
700,110.38111540912885,0.045198461779370334,0.9581448953851622,-0.011073809398722156,0.004219735475662484,0.4306946649929158
800,128.38342248867986,0.04375523702344325,0.95199368886261,0.11854047026341763,0.005813200956281161,0.7513228930568574
900,128.76651188591865,0.05314447107498689,0.9465058923312777,0.42373501811507075,0.005006376680147519,0.4041673207521524
1000,134.50123270114258,0.09804748731212959,0.9248090744282857,0.1817523650000321,0.006159616721291689,-0.8113834304650491
1100,135.23984888041005,0.1082101468797135,0.9164213279509739,0.44878483108703204,0.00734173809541144,-0.1743524494914364
1200,162.19704370199676,0.10066378648339759,0.9104879088877474,0.18556881456646873,0.0075185057724174295,0.10506704330692307
1300,174.06961154576234,0.1400965468560003,0.8873611042618967,0.451443411653451,0.007995287631440922,1.566335297427762
1400,167.9101400249162,0.11893266119352904,0.8551026433510203,0.7180929481256063,0.008075037749890638,-0.0398517696120827
1500,186.319385656859,0.13799359437176842,0.8503454486724209,0.5337816743127795,0.009680761612609562,-0.1420470138099259
1600,198.233361543204,0.18034384831483968,0.8329891493402111,0.48044148294800393,0.010840244005242415,0.8708870433695426
1700,204.9114924403892,0.19050396008663886,0.8315336022976539,0.5921479011465061,0.011310252785207161,1.111897647349062
1800,225.99178458586348,0.21326909195565974,0.8137627806788609,1.0944527950816363,0.012016631179935263,1.7287444110525179
1900,228.16516879052062,0.22738592547372763,0.7875381718857093,1.106436730428853,0.014409769472128858,1.8568803421609743
2000,242.67025962748855,0.2372632019464387,0.7666078384908427,1.3029872451318083,0.014632784376039232,2.294867073297479
2100,244.03901267564302,0.26320655742736504,0.7701774675890131,1.2353546077073834,0.014095945576439874,1.6954284941529494
2200,255.39898491543852,0.2568417869033632,0.7199925861908355,1.1864483207721102,0.017313376076057426,1.8710408128440703
2300,257.4939019133154,0.28544053624341,0.6938383357592988,1.5094529809089041,0.018759841763943127,2.554238419820914
2400,262.502403796952,0.3025986537691629,0.6767547839136844,1.4603883254581684,0.01974555778537081,2.95226753151438
2500,287.8991962625934,0.33507977781966486,0.6760353977942781,1.695897175863852,0.019951449667403337,3.5812680030390043
2600,279.56526346769004,0.34736483349684805,0.6751582994047318,1.7515119306799363,0.02093456863166148,5.273361022044409
2700,307.24250860314737,0.3481628779700306,0.6509565588418388,1.922574669392479,0.020698359263414404,5.43283019844756
2800,295.867893821119,0.35866722687964353,0.6185510013485782,2.46476929996584,0.02382259946040944,6.918381108898818
2900,316.9070004552238,0.41361016603468487,0.6054988425393403,2.4419846294139846,0.025447122124153152,6.3056052646969505
3000,333.2717127604959,0.39455418660533215,0.5756831178728387,2.590076620603875,0.02589869067603743,8.001864048337595
3100,338.32314236738017,0.41311078830435227,0.5576745231950058,2.985618467990298,0.024908955729444918,8.30117710827572
3200,351.65568838662153,0.4518743896963378,0.5565849821913064,3.2480177147307434,0.027897448282468925,9.280683176614925
3300,360.92709347409055,0.4717527157940367,0.5472219720645194,3.3317256547569762,0.0298249056615654,11.211174068766072
3400,351.2536818615695,0.4768647529483256,0.5409284066245806,3.5678470357484686,0.03090953246229224,11.437768578324047
3500,371.8994151891789,0.502599765521697,0.5259753747202669,4.000507942715781,0.02972450067882372,11.604660993062236
3600,375.4062186862445,0.5281227833400994,0.46574624306761264,3.9026885550092136,0.03379375165025539,12.8114976707808
3700,398.9868248413316,0.5507930674573392,0.4898799645800727,4.239409384995204,0.03519203654801609,14.29343401111711
3800,381.97828833766636,0.5594000883460821,0.4601393018994872,4.478753983736291,0.03627127027506725,16.97875910501477
3900,407.67807885931336,0.5476981171819255,0.44172373786062324,4.870127316521654,0.035384324764942965,17.199532079376475
4000,410.5262948084527,0.5568054235590156,0.42373557291053726,4.92613197920124,0.0365516335852524,18.29925928217103
4100,430.1343770201924,0.5998512857607194,0.4238619614466554,5.465673310906881,0.037322811736243806,21.246917628443207
4200,426.9371365953202,0.6095887118965583,0.38494523126283253,5.918577981596461,0.041065453308133895,22.112677762253885
4300,447.85994305290916,0.6280702036810383,0.3839610045824175,6.000085385828797,0.041535486609619296,24.484889464734064
4400,431.5111820846087,0.626571264191109,0.37367928775040415,6.4513401764127805,0.0424062694755359,25.540155379276307
4500,437.4368167416942,0.661611943175693,0.33895550760548937,6.773318543477537,0.04273437349784975,28.95286834686634
4600,453.464411776509,0.6693952620203286,0.3490945205445226,6.671702219767996,0.04624509466755902,29.50360392748191
4700,475.04385416966585,0.6610268643707645,0.3496995592895807,7.255484318302298,0.04561771976452235,32.479011590054945
4800,467.315652894234,0.6673156021765801,0.310479852670287,7.397728475733742,0.04659053033798939,33.87078371946467
4900,480.9346488697317,0.6805994317854039,0.3192953847100153,7.959191240863434,0.04918291524343443,37.199871306965804
5000,485.82623897004135,0.6934095604337642,0.29615837142700296,8.061651102002479,0.052079261229976165,39.29118524577473
