miliseconds,cLc,cLm,cLn,cP7c,cP7m,cP7n,cP9c,cP9m,cP9n,cPn,cTc,cTm,cTn,cXc,cXm,cXn,cYc,cYm,cYn
0,6.784497569563023,0.8477789816616631,6.799991425704255,19.908995906681053,4.27131778987166,2.1005394985073544,6.013288273360874,1.105148518106385,3.7685830467494092,0.006926446478188462,0.17111745953961402,0.3687788908737341,7.977520147184701,13.051244210207734,8.465006501037683,31.851704180238944,7.065402054569786,0.1934878194607373,1.0638233703079758
100,6.845973029863316,0.8466578376066441,6.880852169314059,20.244317190519048,4.33567752210229,2.1049500030336654,6.018460099022243,1.119465590762398,3.771682274015138,0.04393502035420716,0.16552771057524474,0.36406541617060784,7.860293199026496,13.133886009285277,8.460376174806603,32.20201919460197,6.96268031936082,0.19066899456965972,1.0556764401477436
200,6.884969845572193,0.8523376770729968,6.914296654006004,20.816055446203922,4.3508773613309355,2.133374098018965,6.06734309018097,1.1373180912134042,3.7882555964026268,0.09376246581154349,0.16260422176700462,0.353561100220652,7.852542710631408,13.232041455728744,8.515254571371496,32.4212919123513,6.9062278346467005,0.1871227513768145,1.0450481298955523
300,6.934328999779754,0.8415286359863743,6.97496232160258,21.207209019716856,4.410687408245835,2.1730946369601187,6.155966062925738,1.1607306855113175,3.8229568318352634,0.13640713914905422,0.15751753334417345,0.3449479758656622,7.726277765360176,13.319487506261687,8.531523639240039,32.605745984813346,6.7704467473626115,0.18290259384604363,1.014861667701321
400,6.943927211806236,0.842422681911638,7.006062835287272,21.223320865672658,4.4514341110532385,2.2131348640310877,6.150543657697831,1.1771415234481497,3.873240058018991,0.17284794687897972,0.15647535022685605,0.3294195547976091,7.552400028173769,13.39788863391273,8.54490546198596,32.81959606318729,6.640095948457228,0.17878639508618704,1.0121410099899593
500,6.98675793699501,0.844511654645905,7.050186132288821,21.661062776636022,4.479465378827627,2.257327409717462,6.21952504857527,1.189086911286826,3.8937470410309927,0.19670189065075627,0.1533725994756501,0.3259317069831944,7.452996033473913,13.490460289455044,8.505582453131971,33.11185760447295,6.5261961051964175,0.17592903850768082,0.9902376297674141
600,7.0331878192484405,0.8414168251585065,7.077644641076231,21.93743462175569,4.529730593617798,2.307138194775966,6.250545309266263,1.2074485635171102,3.8856715358131373,0.23155917710667784,0.15012964874199075,0.3146155124453765,7.28622917463035,13.58639514626746,8.47366188050969,33.25381682751225,6.415303901455287,0.17310604839433877,0.9779217911467655
700,7.072641093277141,0.8352598745318902,7.1097925462131695,22.235208181615885,4.556800567096166,2.3220770704976608,6.271767419173844,1.2265547509129557,3.9168922991832833,0.2529816321276848,0.1459528676087252,0.30186366566627204,7.208286009281913,13.709359100693652,8.476198874687292,33.513671943797064,6.369276984845925,0.16920376508302748,0.9585187440128616
800,7.094158441859267,0.8194971753999157,7.159063269921047,22.928711342111605,4.611967299303801,2.3841025727384113,6.375886439624147,1.2370899922128964,3.97767158388841,0.2885690408544739,0.14478095892435958,0.2945071503187826,7.14844198531432,13.755907349980447,8.48258678869097,33.74554224384667,6.253992650406465,0.16724564280334425,0.9457415552442887
900,7.124377941351914,0.8272572168908214,7.1734788535658,22.846982811274604,4.622769219225635,2.3954188735883313,6.397822942615765,1.2601415070336064,3.9657506092542483,0.31112941783448417,0.14145790392388705,0.28913457708763035,6.925294333340279,13.84698556662345,8.482954092851362,33.92144882056647,6.116068429009783,0.16481132492657735,0.9274836571088706
1000,7.140352975720777,0.8105681951987278,7.203984071628236,23.549318214158607,4.660360551121167,2.4486497833013807,6.4548461377246324,1.2766708464551637,3.9968991624042904,0.3458827543354236,0.1407543130343767,0.2806231149286826,6.891155911748917,13.912827451410822,8.471774395637343,34.19465870727332,5.984169106965715,0.16061816657331285,0.9126558752387548
1100,7.155282547969784,0.8074727974806334,7.244935670971385,23.677135481321795,4.701709268727386,2.4708945097520902,6.463502695048909,1.285565907998332,4.067857131765601,0.3618679477892405,0.13587229584156665,0.2720051550877607,6.79153153824832,14.015711437530394,8.431492201178521,34.302183233679024,5.956650857867337,0.15794968843964324,0.8913357120847654
1200,7.185253896898912,0.8049873178732878,7.24671564802427,24.05453351539235,4.73135775622218,2.5101906508047724,6.50910203927666,1.3031326890699104,4.091162786966729,0.37871898981074475,0.13540408903019918,0.26529089790798793,6.691665509378583,14.074320987143846,8.44498690117609,34.5682140050879,5.816687371708357,0.15675000346615603,0.8893085114845792
1300,7.218347421991754,0.80084291651179,7.28747718568384,24.633610982099064,4.781004452574793,2.535931145275983,6.546580019957685,1.318992161167241,4.087074108525279,0.3944776004462822,0.13237211416099828,0.2609231967944495,6.5548519006344055,14.150544837403762,8.456317682289207,34.694500952927875,5.696184825371245,0.15414987478423708,0.8611173150034342
