milliseconds,Bone,HSC,Ob_m,Ob_p,Ob_p_Tgfb_A,Ob_pro,Ocl_m,Ocl_p,Ocl_p_RANKL,Ocy_A,Ocy_I,Ocy_I_PTH,MSC,LOAD,MCSF,Ob_m_PTH,Ob_p_PTH,OPG,OPG_RANKL,PTH,RANKL,Sost,Tgfb_A,Tgfb_I,Wnt_A,Wnt_I,X,newbone,Bax,Bax_Bcl2,Bcl2,CREB,CREB_P,CREB_Runx2,Runx2
1000,2000.0,100.0,7.56020477180252e-13,3.769449099598406e-08,7.565731576797653e-12,0.0003024557526267081,1.0153667424198e-16,5.446055979886023e-05,5.075757128495163e-12,0.4105910119108155,1789.536365297487,10.053025743444211,100.0,0.0,5.0004999757625885,1.828491583158813e-15,1.6408039013294277e-12,1.5159000422730313e-14,6.100116123448833e-22,159.63755197676858,0.00027960754928433814,1.3433558412768727,4.999750006242329,500.0,5.910041332265555,194.08995866773424,0.011570000000000014,3.9002194330422873e-19,100.0,4.4904343669688195e-42,6.519170339984442e-41,100.0,2.4364703996491904e-35,1.884617044152024e-37,10.003999800006664
1100,2000.0,100.0,1.2143327444838771e-12,5.502239491971694e-08,1.2152996208894433e-11,0.0004009568763619128,1.486465821590668e-16,5.9907177731580945e-05,6.755165253531603e-12,0.49476906502749596,1788.515509950131,10.989701248681719,100.0,0.0,5.000549970863084,3.2217876844180714e-15,2.62838338105089e-12,2.4354661473540465e-14,1.1867566503278929e-21,158.67104581620285,0.0003075423731605343,1.4769686887137314,4.999725007550207,500.0,6.49104410443652,193.50895589556328,0.012727000000000016,6.894437725009562e-19,100.0,2.2160967787120976e-41,2.873100172906848e-40,100.0,8.621944202341083e-35,7.46550795303357e-37,10.00439975800887
1200,2000.0,100.0,1.8711540822010363e-12,7.768504301840107e-08,1.8727634956577433e-11,0.0005183844349319354,2.1050976026711376e-16,6.5353897715927e-05,8.769227536017963e-12,0.5863921986428338,1787.4992273745331,11.914358902685589,100.0,0.0,5.00059996557148,5.4017221987450676e-15,4.0391021520444416e-12,3.753711944355163e-14,2.1783676807788668e-21,157.71674958516002,0.00033547579358619845,1.6104517244185566,4.999700008981092,500.0,7.070184252848522,192.92981574715125,0.013884000000000018,1.1596870363586048e-18,100.0,8.670426887328445e-41,1.0396558823698022e-39,100.0,2.629361678052521e-34,2.4944895095827093e-36,10.004799712011515
1300,2000.0,100.0,2.7846572474829936e-12,1.06654588076554e-07,2.78722749737811e-11,0.0006562329645415004,2.8992488973790485e-16,7.080071972161642e-05,1.11483332466369e-11,0.6853647085977512,1786.4874996260883,12.827112354233327,100.0,0.0,5.000649959907443,8.69063043331727e-15,5.99462071509712e-12,5.58766429797312e-14,3.813711865855865e-21,156.77454720445402,0.0003634086096891094,1.7438053425076459,4.999675010534399,500.0,7.647444701736983,192.35255529826279,0.015041000000000021,1.8719107505616168e-18,100.0,3.212938821312569e-40,3.53723206336509e-39,100.0,7.518057402388072e-34,7.808543866656132e-36,10.005199662014642
1400,2000.0,100.0,4.022056000480333e-12,1.4297863925226636e-07,4.026014198961284e-11,0.0008159529056205713,3.8993375560120314e-16,7.624764371840718e-05,1.3922871371256721e-11,0.7915918021018443,1785.4803082514654,13.728074849390774,100.0,0.0,5.000699953892172,1.3481866544388108e-14,8.634961396573354e-12,8.072582333460928e-14,6.38790527830547e-21,155.84432302087933,0.0003913416118523583,1.8770299356251325,4.999650012209454,500.0,8.222806561536963,191.7771934384628,0.01619800000000002,2.9132623429076714e-18,100.0,9.859713081694485e-40,1.0199302494640355e-38,100.0,1.906915638561246e-33,2.1179838141551472e-35,10.005599608018288
1500,2000.0,100.0,5.661975059849026e-12,1.8777326975114386e-07,5.6678849920237197e-11,0.0009989447556480872,5.138212477128794e-16,8.169466967610235e-05,1.7123235742605952e-11,0.9049795885333225,1784.477634306765,14.617359222602854,100.0,0.0,5.000749947548256,2.0277755651777242e-14,1.2122805462429458e-11,1.1366777792646136e-13,1.0315346184457264e-20,154.92596181587595,0.00041927558188455545,2.0101258948196454,4.999625014005469,500.0,8.796249222394021,191.20375077760576,0.017355000000000023,4.395765831754414e-18,100.0,2.7359241909494303e-39,2.685255094648381e-38,100.0,4.504416691764925e-33,5.295650758693617e-35,10.005999550022494
1600,2000.0,100.0,7.794190293246179e-12,2.422231067952012e-07,7.802779527128523e-11,0.0012065601923151382,6.651154088742455e-16,8.714179756454934e-05,2.0779824787611407e-11,1.0254350792756937,1783.4794583580021,15.495077896498968,100.0,0.0,5.000799940899662,2.9690165909665145e-14,1.6642899752997504e-11,1.5651096759715752e-13,1.614585837750175e-20,154.01934880572074,0.0004472112929946917,2.143093609556824,4.999600015921543,500.0,9.367750349660593,190.6322496503392,0.01851200000000002,6.4567412510615294e-18,100.0,7.273976142478635e-39,6.766322834601961e-38,100.0,1.0219769383917225e-32,1.26848981375359e-34,10.0063994880273
1700,2000.0,100.0,1.0520649010144295e-11,3.0757814519256675e-07,1.0532840226914103e-10,0.0014400996752495531,8.475874480671315e-16,9.258902735364207e-05,2.492304381468916e-11,1.1528661834536744,1782.4857604895992,16.3613428775838,100.0,0.0,5.0008499339716845,4.245838346828169e-14,2.240386245815574e-11,2.1130998135717762e-13,2.458999586923454e-20,153.12436964572362,0.00047514950987279087,2.2759334676657876,4.999575017956657,500.0,9.937285925744485,190.0627140742553,0.019669000000000023,9.262998493598826e-18,100.0,1.7863705006594554e-38,1.5889494033665485e-37,100.0,2.1941433932123397e-32,2.8541013718258665e-34,10.006799422032746
1800,2000.0,100.0,1.3956157189237756e-11,3.851504466517559e-07,1.397310343301855e-10,0.001700811579098742,1.0652518454892284e-15,9.803635901332227e-05,2.958330692528623e-11,1.2871817036537265,1781.4965203143233,17.21626575054122,100.0,0.0,5.000899926790875,5.947007365707405e-14,2.9639173556657334e-11,2.803797267272835e-13,3.656673312307154e-20,152.24091043581114,0.0005030909887510535,2.4086458552986834,4.999550020109658,500.0,10.504830288489655,189.49516971151013,0.020826000000000025,1.3016092561419309e-17,100.0,4.201088393165787e-38,3.5814680621888803e-37,100.0,4.531059896236852e-32,6.175035110752539e-34,10.007199352038871
1900,2000.0,100.0,1.8228782555102882e-11,4.763125217345586e-07,1.8251904214868854e-10,0.0019898915338032804,1.3223663910049466e-15,0.00010348379251358019,3.479103803279369e-11,1.4282913337881649,1780.5117169781608,18.059957675506418,100.0,0.0,5.0009499193850155,8.177100286673778e-14,3.860781465239102e-11,3.663036981612334e-13,5.322714077179616e-20,151.3688577231981,0.0005310364774337051,2.54123115690778,4.999525022379263,500.0,11.070356151577196,188.9296438484226,0.021983000000000023,1.7954786230983243e-17,100.0,9.51450222590238e-38,7.778748723688025e-37,100.0,9.016091708142106e-32,1.2878217733671054e-33,10.007599278045717
2000,2000.0,100.0,2.3480392017948255e-11,5.824945735594805e-07,2.351141697890006e-10,0.0023084818895488936,1.6234322847285889e-15,0.00010893132782445557,4.0576672396843293e-11,1.576105655585177,1779.5313291688806,18.89252938295569,100.0,0.0,5.000999911783064,1.105828597237822e-13,4.9595002669686043e-11,4.719451050760516e-13,7.59978656622603e-20,150.50809850740552,0.0005589867153472633,2.673689755212582,4.999500024764051,500.0,11.633834636640117,188.36616536335967,0.02314000000000002,2.435957077321539e-17,100.0,2.057487673281975e-37,1.618910750044343e-36,100.0,1.7273764966579117e-31,2.5805042526931974e-33,10.007999200053323
2100,2000.0,100.0,2.986712057946897e-11,7.051820057071473e-07,2.99081264232587e-10,0.002657671459419419,1.973194243549392e-15,0.00011437896491603844,4.697065798147754e-11,1.7305361354058277,1778.5553351244175,19.714091168567865,100.0,0.0,5.0010499040151,1.473191795870214e-13,6.291280663212376e-11,6.004565899936678e-13,1.0663402493178677e-19,149.65852024531557,0.0005869424335762731,2.8060220311695216,4.999475027262454,500.0,12.195235304159024,187.80476469584076,0.024297000000000023,3.2556954684878775e-17,100.0,4.323108590182746e-37,3.272395189531904e-36,100.0,3.212644448069073e-31,5.020328240511594e-33,10.008399118061728
2200,2000.0,100.0,3.7559997519558956e-11,8.459126749067808e-07,3.7613456778100003e-10,0.0030384946179918145,2.376640579799166e-15,0.00011982670375847015,5.400345713060038e-11,1.8914951205782704,1777.5837126412298,20.52475288850712,100.0,0.0,5.001099896112271,1.9360241949134413e-13,7.890109742205937e-11,7.552931156197417e-13,1.4726081980024982e-19,148.82001085579222,0.0006149043549172665,2.938228363935707,4.999450029872758,500.0,12.75452618716189,187.2454738128379,0.025454000000000025,4.292378816384906e-17,100.0,8.782353655850182e-37,6.402947403133657e-36,100.0,5.799466187585651e-31,9.465812092663068e-33,10.008799032070975
2300,2000.0,100.0,4.6745421427376997e-11,1.0062740538469133e-06,4.681424890671205e-10,0.0034519313092288726,2.839003343149561e-15,0.00012527454432194408,6.17055480559615e-11,2.0588958357230145,1776.616439084279,21.324623953182503,100.0,0.0,5.001149888106724,2.5128260062321153e-13,9.792810542750247e-11,9.402218639902209e-13,2.0044168875112742e-19,147.99245872582537,0.0006428731939191683,3.0703091308362516,4.999425032593094,500.0,13.311673826757074,186.68832617324273,0.02661100000000002,5.589239122176967e-17,100.0,1.733344526803564e-36,1.217838932593265e-35,100.0,1.0196213377719004e-30,1.7362841746011998e-32,10.009198942081099
2400,2000.0,100.0,5.762562376552722e-11,1.1879002088794332e-06,5.771322616979139e-10,0.003898907204420179,3.3657584919850572e-15,0.0001307224865767063,7.010742645521828e-11,2.232652378533928,1775.6534913980213,22.113813320431706,100.0,0.0,5.001199880031563,3.224582237501218e-13,1.203909098885917e-10,1.159331954856778e-12,2.6925676569860657e-19,147.17575271723652,0.0006708496569403442,3.202264707330836,4.999400035421433,500.0,13.86664331134715,186.13335668865264,0.027768000000000022,7.195632269645831e-17,100.0,3.426109426473003e-36,2.3021407070074406e-35,100.0,1.7636196312587183e-30,3.148153972866986e-32,10.009598848092145
2500,2000.0,100.0,7.041927056341163e-11,1.3924698318948837e-06,7.052959911458469e-10,0.004380292267874748,3.962625883942806e-15,0.00013617053049305676,7.923960678309375e-11,2.4126797175962844,1774.6948461108946,22.892429493266597,100.0,0.0,5.001249871920787,4.0948657382397823e-13,1.4671649848229538e-10,1.4170466972181805e-12,3.5730491810784564e-19,146.3697821688754,0.0006988344421773776,3.3340954669835834,4.999375038355585,500.0,14.419398297476135,185.58060170252367,0.028925000000000024,9.167260829263693e-17,100.0,6.463936523728907e-36,4.184663568934336e-35,100.0,2.9645539798284612e-30,5.51994162993857e-32,10.009998750104149
2600,2000.0,100.0,8.536154785844773e-11,1.6217027313875234e-06,8.549915118362126e-10,0.004896903245094457,4.635569651165161e-15,0.00014161867604134846,8.913262370706631e-11,2.598893686982106,1773.740479351858,23.66058050863876,100.0,0.0,5.001299863809243,5.150122964275785e-13,1.7736122410582484e-10,1.7181259130900925e-12,4.688666056767959e-19,145.57443690771393,0.0007268282397263094,3.4658017814369804,4.99935004139319,500.0,14.969901060757897,185.0300989392419,0.03008200000000002,1.156705643912401e-16,100.0,1.2037876736898258e-35,7.490130683644314e-35,100.0,4.896305541339407e-30,9.517371975459852e-32,10.010398648117153
2700,2000.0,100.0,1.0270489962876818e-10,1.877357612643014e-06,1.0287498027114643e-09,0.0054495017740958844,5.390798168862801e-15,0.00014706692319198928,9.981703361779637e-11,2.7912109837715358,1772.7903668550914,24.418373935286137,100.0,0.0,5.001349855732566,6.419785662976232e-13,2.12812142506375e-10,2.067680931535439e-12,6.088987035555727e-19,144.78960725093373,0.0007548317316189191,3.5973840203760874,4.999325044531716,500.0,15.518112519271059,184.48188748072874,0.03123900000000002,1.4465408946550638e-16,100.0,2.1758034276138946e-35,1.3055126238879943e-34,100.0,7.917532904964839e-30,1.6023166279836402e-31,10.010798542131198
2800,2000.0,100.0,1.2271939131979964e-10,2.1612295020076955e-06,1.2292786369790438e-09,0.006038794689047152,6.234764218211109e-15,0.0001525152719154422,1.11323415970265e-10,2.9895491644284187,1771.8444839697581,25.16591686761344,100.0,0.0,5.001399847727128,7.936449803108367e-13,2.535873589896979e-10,2.4711822424556827e-12,7.831119939830139e-19,144.01518401195082,0.0007828455918646212,3.728842551500655,4.999300047768457,500.0,16.063992267938744,183.93600773206103,0.032396000000000015,1.7940676739834147e-16,100.0,3.8039813235062553e-35,2.209385903872566e-34,100.0,1.2519480461637217e-29,2.6282773590945324e-31,10.01119843214632
2900,2000.0,100.0,1.4569230417836232e-10,2.475146442943255e-06,1.459458497293147e-09,0.0066654388083444,7.174165543978504e-15,0.00015796372218222272,1.236823742625059e-10,3.1938266388918954,1770.90280568001,25.903315911493596,100.0,0.0,5.001449839829985,9.736192529900217e-13,3.0023433784981426e-10,2.9344520697782288e-12,9.982141926286892e-19,143.25105851446185,0.0008108704865044119,3.860177740513745,4.999275051100529,500.0,16.60749863469944,183.39250136530035,0.03355300000000001,2.2080267699809575e-16,100.0,6.571329442668655e-35,3.6908262412336956e-34,100.0,1.9535654278698677e-29,4.253993573891336e-31,10.011598318162562
3000,2000.0,100.0,1.7192986593684149e-10,2.8209676045109934e-06,1.7223599801756067e-09,0.0073300337492767705,8.215944370732014e-15,0.00016341227396290435,1.369245382151337e-10,3.4039626702818992,1769.965306599047,26.630677190622208,100.0,0.0,5.001499832078822,1.185855765901804e-12,3.5333372599703906e-10,3.4636989400585452e-12,1.261708129378101e-18,142.4971225860781,0.0008389070736456502,3.991389951061174,4.999250054524863,500.0,17.148588682551583,182.8514113174482,0.03471000000000002,2.698027328774417e-16,100.0,1.0979613615652311e-34,5.992048300052989e-34,100.0,2.9865564359673047e-29,6.7183584015042655e-31,10.011998200179965
3100,2000.0,100.0,2.0175565671929606e-10,3.200580380228849e-06,2.021227735675958e-09,0.008033132469759301,9.367288468657557e-15,0.0001688609272281117,1.5108056385383307e-10,3.6198773665972936,1769.0319609998583,27.348106323999495,100.0,0.0,5.001549824511905,1.4346965789585924e-12,4.1349486204224046e-10,4.065486700727947e-12,1.5823770794243288e-18,141.753268580632,0.0008669560035126292,4.122479544752655,4.999225058038214,500.0,17.68721828930514,182.31278171069462,0.03586700000000001,3.274714005425597e-16,100.0,1.8212768942358047e-34,9.640143020406452e-34,100.0,4.51720573608629e-29,1.0504156302192482e-30,10.012398078198565
3200,2000.0,100.0,2.355126695377497e-10,3.6158975340620237e-06,2.3595012121572703e-09,0.008775233128029867,1.0635630571130443e-14,0.00017430968194852696,1.661811360652602e-10,3.841491680728083,1768.10274280867,28.055708432497784,100.0,0.0,5.00159981716802,1.724873690048859e-12,4.813601891048302e-10,4.746775758770859e-12,1.970013707946984e-18,141.0193893716051,0.0008950179184890536,4.253446881088843,4.999200061637142,500.0,18.22334214634421,181.77665785365556,0.03702400000000001,3.9497280279256664e-16,100.0,2.9519432922263797e-34,1.5198496209125114e-33,100.0,6.72793021178456e-29,1.6133517157317228e-30,10.012797952218406
3300,2000.0,100.0,2.7356236697489637e-10,4.068855244758461e-06,2.740805131019724e-09,0.009556785561322055,1.2028649108847457e-14,0.00017975853809488546,1.8225696901081073e-10,4.068727403869065,1767.1776256266205,28.753588123774385,100.0,0.0,5.001649810086436,2.0615365225913596e-12,5.576025545520382e-10,5.5149048194327455e-12,2.4357772166770837e-18,140.29537836704674,0.0009230934531649829,4.384292317469385,4.9991750653180205,500.0,18.756913821486094,181.2430861785137,0.03818100000000001,4.735823259205149e-16,100.0,4.710559422327947e-34,2.3612071015682257e-33,100.0,9.893776761176173e-29,2.4441327415203102e-30,10.013197822239524
3400,2000.0,100.0,3.162850712890552e-10,4.5614105403367665e-06,3.168953402870499e-09,0.010378191443858277,1.3554268367270375e-14,0.00018520749563797614,1.993388075127418e-10,4.301507161825636,1766.2565827394353,29.441849486295673,100.0,0.0,5.0016998033068445,2.450269674632264e-12,6.429256212788898e-10,6.377599068382507e-12,2.9922697292014188e-18,139.58112951545345,0.000951183234381757,4.515016209164191,4.999150069077036,500.0,19.287885793831606,180.71211420616817,0.03933800000000001,5.64691658729214e-16,100.0,7.423610982768834e-34,3.624581448701151e-33,100.0,1.4390603082836017e-28,3.660504851016627e-30,10.01359768826196
3500,2000.0,100.0,3.6408071911400245e-10,5.095538186693693e-06,3.6479567267635475e-09,0.01123980301139334,1.522065849977673e-14,0.00019065655454864324,2.1745742873937343e-10,4.539754412062226,1765.3395871247171,30.120596084982633,100.0,0.0,5.001749796869311,2.8971105917572594e-12,7.380650495743399e-10,7.342985638834414e-12,3.653532257972909e-18,138.87653731004488,0.0009792878812757378,4.645618909273242,4.999125072910179,500.0,19.816209481609764,180.18379051839003,0.040495,6.698125830920248e-16,100.0,1.1496341606654127e-33,5.4779405182370504e-33,100.0,2.06729191679782e-28,5.4062146090093515e-30,10.013997550285758
3600,2000.0,100.0,4.173680642824679e-10,5.673230058920019e-06,4.182014510253367e-09,0.012141927599783818,1.7036236165668595e-14,0.00019610571479778254,2.366436426285032e-10,4.783393437395322,1764.4266114689842,30.789930950498974,100.0,0.0,5.001799790814249,3.4085668930214327e-12,8.437864535062637e-10,8.419578056564575e-12,4.4353929383320065e-18,138.18149679931466,0.0010074080053349742,4.776100768736383,4.999100076813247,500.0,20.34183530092032,179.65816469907946,0.041652,7.905859615593026e-16,100.0,1.7658803022582746e-33,8.207805899958142e-33,100.0,2.9429975048022733e-28,7.914002976246018e-30,10.014397408310952
3700,2000.0,100.0,4.7658590249486e-10,6.29649049154129e-06,4.775527232188045e-09,0.013084825393051244,1.9009664364655557e-14,0.00020155497635634462,2.569282939970487e-10,5.032349344184727,1763.5176281738907,31.449956574828597,100.0,0.0,5.001849785182332,3.991639076851873e-12,9.608873712693323e-10,9.616301205669117e-12,5.355339834991144e-18,137.49590359140257,0.0010355442104296743,4.906462136274439,4.999075080781839,500.0,20.864712684147253,179.13528731585254,0.042809,9.287849700884956e-16,100.0,2.6709607601742503e-33,1.2130936801129731e-32,100.0,4.1438763640084985e-28,1.1443587128497709e-29,10.014797262337584
3800,2000.0,100.0,5.421921804929171e-10,6.967336401871832e-06,5.433087405591921e-09,0.014068713572848147,2.1149853115527346e-14,0.00020700433919533078,2.7834226285775643e-10,5.286548055622485,1762.6126093722808,32.10077490193036,100.0,0.0,5.001899780014497,4.653834205354771e-12,1.0901951952201922e-09,1.0942473825130225e-11,6.432909407503903e-18,136.81965386326883,0.001063697092879422,5.0367033584053456,4.9990500848113655,500.0,21.384790141284107,178.61520985871567,0.043966,1.0863236553526252e-15,100.0,4.003471360587923e-33,1.7767003159535315e-32,100.0,5.783497191160948e-28,1.6399353733537207e-29,10.015197112365694
3900,2000.0,100.0,6.146647660718436e-10,7.687793497860229e-06,6.159487343798832e-09,0.015093765750895848,2.3465959463193768e-14,0.00021245380328579488,3.0091646615084476e-10,5.54591630900273,1761.7115269370588,32.742487321604465,100.0,0.0,5.001949775351865,5.403187572720719e-12,1.2325682092257965e-09,1.2407824366244074e-11,7.689660204152757e-18,136.15264436675463,0.0010918672414869394,5.16682477940002,4.999025088897032,500.0,21.902015286889686,178.0979847131101,0.045123,1.265261495197082e-15,100.0,5.934045979857174e-33,2.575274657298375e-32,100.0,7.999021673629731e-28,2.3274012865897988e-29,10.015596958395323
4000,2000.0,100.0,6.945013191152922e-10,8.459894642737515e-06,6.9597178311804575e-09,0.01616011380857705,2.5967387857476742e-14,0.00021790336859884167,3.246818587052253e-10,5.810381650758414,1760.8143524937336,33.37519466190865,100.0,0.0,5.0019997712357105,6.248279890055807e-12,1.3888949724939696e-09,1.4022488789054529e-11,9.149377076521299e-18,135.49477243603798,0.0011200552375915725,5.2968267412715315,4.999000093033846,500.0,22.416334886097523,177.58366511390227,0.046279999999999995,1.4678100860995187e-15,100.0,8.698822800717256e-33,3.694661081328945e-32,100.0,1.0965736735807094e-27,3.271602691348438e-29,10.015996800426507
4100,2000.0,100.0,7.822189611685526e-10,9.285678707878171e-06,7.838964755596005e-09,0.01726785025112019,2.866379061676037e-14,0.00022335303510562487,3.4966943402599463e-10,6.079872430984328,1759.9210574337478,33.998997181298996,100.0,0.0,5.002049767707436,7.198253444135338e-12,1.5600933376461162e-09,1.5797004310838792e-11,1.0838328143166353e-17,134.84593599535236,0.0011482616551273907,5.426709583771855,4.998975097216623,500.0,22.927694904971997,177.0723050950278,0.04743699999999999,1.6963403018986815e-15,100.0,1.26501145499729e-32,5.258657880436419e-32,100.0,1.4918702937632054e-27,4.563085465847937e-29,10.01639663845929
4200,2000.0,100.0,8.783551371879112e-10,1.0167186541204148e-05,8.802617802200655e-09,0.01841702757359353,3.1565067884492e-14,0.00022880280277734924,3.759102261135842e-10,6.354317801034046,1759.0316129232287,34.613994562292206,100.0,0.0,5.002099764808493,8.262834286241067e-12,1.7471116228760511e-09,1.7742327108001803e-11,1.2785206614975435e-17,134.20603356525936,0.0011764870606539083,5.556473644343458,4.998950101439974,500.0,23.43604053493401,176.56395946506575,0.048594,1.9533866597446017e-15,100.0,1.8192963803725737e-32,7.409867130338711e-32,100.0,2.012875594464687e-27,6.306237113807288e-29,10.016796472493708
