milliseconds,E3,PI3K_LY,E3H,E2,E23H,E23HP,Shc,E23HP_Shc,E23HP_ShcP,GS,E23HP_ShGS,E2_Per,PTEN_bpV,RasGDP,PI3Ka_PIP3,Raf,E23H_C,MEK,MEKP,PP2A,MEKP_PP2A,MEK_PP2A,Akt_PIP3_PP2A,MEKPP_PP2A,ERK,ERKP,E3H_C,PI3K,E23HP_PI3K,Akt_PIP3,PI3Ka,PI2,Akt_PI_P_PP2A,PTEN,PIP3,PTEN_PIP3,PTEN_PI,PTENP,PTENP_PTEN,Akt_PI_P,Akt,E23HP_PI3Ka,PTEN_PTEN,PI3Ka_PI,MEKPP,Akt_PI_PP,Akt_PI_PP_PP2A,Per,ShGS,E2Per,ERKPP,Rafa,RasGTP,ShcP,HRG
0,80.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,120.0,0.0,100.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,200.0,0.0,0.0,0.0,300.0,0.0,42.7798,8.05772e-12,3.14554e-08,5.02914e-08,3.39885,0.955337,0.0,100.0,0.0,0.955337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0
100,19.11056631363802,0.0,8.112411362558223,54.857578628931634,42.35363710992744,0.8810127322627067,99.79224884970377,0.15345228859691912,0.004018548612169736,99.95424209229306,0.039362132171759476,0.0,0.0,119.99949143165811,0.047265845711946294,99.99999206313223,0.030069903929638958,9.999999779206952,2.191435298074174e-07,9.990075642225284,1.6386692963574135e-09,1.0814074655129996e-11,0.0013565095635691936,1.0686986925866423e-16,10.0,1.0727218128891498e-16,7.634600952276904,197.64651758042731,1.6443857120747767,7.758761486455342e-06,0.5351734173148771,299.8271373721525,0.0027251411188433704,42.77171286771886,2.3012194857647225e-06,0.006159576000897596,0.0019009214971994063,3.399159018029536,0.955258902853638,7.76113385766386e-06,99.97267514255715,0.03644823674111902,0.9552739464421983,0.09020920772980898,2.652911771411462e-14,0.01738498142229036,0.0058427054428318755,0.0,0.006395775535205027,0.0,1.163733484280156e-33,7.93686773346368e-06,0.000508568341850616,0.004522405380245204,2939.1105663136395
200,5.935375911549242,8.024878177914014e-26,10.178870309776862,46.16777510076779,46.497449173809954,2.157416624543081,98.88792921325273,0.6185006592826132,0.028036167982664204,99.64473051558059,0.2888449963375658,0.0,0.0,119.9913006117321,0.22969471182704632,99.99968232978543,0.0850669544958453,9.999980081300343,1.9598040870186993e-05,9.81349983077165,3.1594696463757437e-07,4.496837873654949e-09,0.04965824400105223,1.87255896949774e-12,9.999999999998085,1.912961123358613e-12,10.053528878982846,193.97230319922645,4.066528119371818,4.815538554368617e-05,1.3415832393703342,299.04409164906934,0.056811352545519986,42.70388099638233,1.3499140207821389e-05,0.04314605601857281,0.03052571156704963,3.403008027635454,0.9548420107758591,4.8255842859103676e-05,99.6471668738222,0.0901954022497769,0.954876634335003,0.2996953279544117,2.1310809265630677e-10,0.1662368661667021,0.08003025223612184,0.0,0.06642448808188167,0.0,3.6736617468911604e-25,0.0003176702144884519,0.008699388267860262,0.11026447506259661,2925.9353759115506
300,3.0007399095617817,-1.145510824819663e-23,10.28009599802617,43.53053247151654,44.59689586166309,3.3461522399648103,97.26827006086103,1.176670884582126,0.07143845744257919,99.06352643187996,0.7449472258696657,0.0,0.0,119.96531471365172,0.43672626923620983,99.9979107656076,0.1468381775323186,9.99978691053263,0.00020780798671981562,9.30573775880864,5.140258778246055e-06,1.1681679907726278e-07,0.23003031363626705,3.260769793616237e-10,9.999999999650841,3.4915728723829176e-10,10.249696563469765,190.60440018170326,6.247467948728344,0.00011834200993170945,2.0701100306159743,297.655359684147,0.2094308475127028,42.550435968460064,3.12592435552344e-05,0.10461751466428885,0.11471598336230773,3.41314027654909,0.954250962539125,0.00011873419431110699,98.81415242100753,0.13859377760717084,0.954293206855635,0.5027017921088415,2.407899495574788e-08,0.4913535189985005,0.2547958226407468,0.0,0.1915263422504561,0.0,1.2290217861603445e-20,0.002089234392314801,0.03468528634823829,0.5471470289941983,2923.000739909563
400,2.2847243022181885,1.1196701127087015e-24,9.927005671838401,42.1304296800419,41.74608632603634,4.428143476074052,95.03007756779971,1.7079967547100707,0.12472630174953342,98.3496307269146,1.30258529879951,0.0,0.0,119.91309823036829,0.6217760753984761,99.992742062459,0.2110929968445331,9.99896800607359,0.0009984767766360102,8.511298188138646,3.193280892662509e-05,1.0166328289873592e-06,0.54237980690752,9.731031212475627e-09,9.999999988736883,1.1263114286832432e-08,9.918699705526489,187.63951310453342,8.16689828899992,0.00020963708259086515,2.7113884312425345,295.7654868516373,0.44256884765018856,42.31254923536428,5.332838005486878e-05,0.1813500795905124,0.26177713839345457,3.4299058672944605,0.9535808697274579,0.00021048330652177955,97.5096790654595,0.18118842601125848,0.9536270108638745,0.6792356738141863,5.579769901963382e-07,1.0012319614623104,0.5037201981313774,0.0,0.3477839742859456,0.0,1.2748402815584599e-17,0.007257937540930626,0.08690176963164974,1.4868301026552548,2922.284724302219
500,2.053524002806873,2.936101019799758e-25,9.494257701186127,41.03874456943689,38.90531998588861,5.429265889450342,92.26930546912001,2.176866016412207,0.1806607077953803,97.61106282058462,1.8821545409010518,0.0,0.0,119.82354787164387,0.7829168691654236,99.98140055959963,0.2763821281433541,9.996625302297838,0.0032433391958670826,7.540768357791119,0.0001203539840062489,4.98271603105651e-06,0.9424547914727981,1.1837315212771256e-07,9.999999847750368,1.5224962144474477e-07,9.490962864985084,184.98782720529093,9.889838148406401,0.00031332367480254306,3.2868357507998445,293.4676630454639,0.7233407320891819,42.000000795572014,7.832535222690566e-05,0.2676156768513336,0.4679317394724179,3.452861275052822,0.9528733399153945,0.00031472446846282854,95.81936548571952,0.21942211516851065,0.9529209575229945,0.8331599111687052,5.903433107756311e-06,1.7209002789982542,0.7933106635769417,0.0,0.5067826385144206,0.0,2.3285828101048467e-15,0.0185994404003068,0.17645212835608637,2.984230627256957,2922.053524002809
600,1.9315769439381358,-3.461026468867963e-26,9.064098965924723,40.05764916040936,36.25714134224985,6.369497119587375,89.07212288130572,2.577234089568758,0.23520026684408463,96.90499265978842,2.4408150045304957,0.0,0.0,119.68580949515727,0.9246871626835056,99.96014202782911,0.3420631250278418,9.991237956517626,0.008369682415849029,6.503645192886276,0.0003349306170842025,1.7208361780166157e-05,1.3824466783936766,8.415186104868535e-07,9.999998768118324,1.2318815150407077e-06,9.061973250087679,182.57520638980802,11.464107333648064,0.00042121436638281465,3.8124835001372714,290.83739205444766,1.0205665104739443,41.6275041028104,0.00010503708440256618,0.3585490393750044,0.7240359703751227,3.481164006205904,0.9521628106958945,0.0004232099940330041,93.81392852002415,0.25435627591016247,0.9522096708335772,0.9691593378127868,3.9380569050096844e-05,2.689225228995956,1.0929886377518492,0.0,0.6541923356811933,0.0,1.5252824567627906e-13,0.039857972170866576,0.31419050484267835,5.020435422069779,2921.9315769439413
700,1.8373189643594494,-3.769070354954821e-26,8.653387314746222,39.14227913477078,33.823409428250706,7.261681171154023,85.5174678278205,2.910866156513191,0.28624603439384766,96.2578241179856,2.957840146871202,0.0,0.0,119.4939101545595,1.0507497623795021,99.92453624181006,0.40778454214851695,9.980498110994253,0.018498675800263813,5.494126792974221,0.00075950111092618,4.6957389633509984e-05,1.8200626216894802,4.170013124224336e-06,9.99999291594134,7.084053608172325e-06,8.6515728552063,180.3528085981261,12.920598577142862,0.0005259461178898299,4.29870915786622,287.93591356810697,1.3076978401503203,41.21280285417015,0.00013229386094035987,0.4496709557958544,1.0178262798276068,3.5136856056708936,0.9514810382842024,0.0005285236314625375,91.54475007445838,0.2866766082433813,0.9515251548962416,1.0904572962417762,0.00019258469179772104,3.94913287727703,1.3773021166754567,0.0,0.7843357351433355,0.0,5.046204357607937e-12,0.07546375818993392,0.5060898454404684,7.543244099257965,2921.837318964363
800,1.75287060236396,1.7857582150284255e-26,8.264798682300622,38.28077397183646,31.593230851353226,8.11461833542153,81.678716061665,3.181226338443378,0.3326710239734867,95.68115907595673,3.4233166555919188,0.0,0.0,119.24795643741133,1.1636374832178111,99.87004027441839,0.4733299149796878,9.961234205886404,0.03641042700842761,4.582414360203153,0.001484518502667149,0.00010810311952141397,2.2222923013013887,1.587734298138253e-05,9.999968270323983,3.172957467957866e-05,8.26310468671307,178.28697573124262,14.280590215567992,0.0006216269961820897,4.752651648189838,284.8126729984694,1.5652231860873909,40.774536149617404,0.00015908033255869556,0.5372835113116771,1.3355632002029696,3.5491233706863703,0.9508529490001956,0.0006247325195493005,89.04860573329837,0.3168553802632056,0.9508929760032907,1.199289541518387,0.0007468681399998912,5.534170766351107,1.6284616534459924,0.0,0.8955242684515403,0.0,1.0133331062032818e-10,0.12995972558158284,0.7520435625886063,10.488545651874704,2921.7528706023686
900,1.6741620604705696,6.316679509721222e-26,7.89799700808569,37.46853993990389,29.550182874533306,8.934885769345192,77.62415750228433,3.3921700690116277,0.37383069525126117,95.179804333657,3.8324693612935428,0.0,0.0,118.9525517357185,1.2651955677009328,99.79254759066099,0.5385615276571,9.929446896553824,0.06528723229979602,3.8071148547691993,0.002592691382722063,0.00021881356909611734,2.5689854531092817,4.934504064261716e-05,9.999883210761086,0.00011678786489241895,7.896380870888826,176.35275379056665,15.559876597701534,0.0007046147725709725,5.1796034330320815,281.50695389841536,1.7828267225070316,40.32964240541685,0.00018472193251712962,0.6190804895220732,1.6638742084597544,3.5861683950865264,0.9502903377014007,0.0007081711215012722,86.35261628668394,0.34524312859093836,0.9503259539686953,1.2973274824076915,0.002405021153921368,7.455946632180672,1.8382121196249628,0.0,0.9877263050496178,0.0,1.374015048620205e-09,0.20745240933896583,1.0474482642814233,13.789646067109668,2921.674162060475
