miliseconds,P,I,M,T,U
0,1.0136299854996749,1.002667661562335,0.8442067301733625,0.9806333593135984,0.661686495212492
100,1.0143221806658056,0.9324237094524769,1.0222970130226583,1.4710057660140383,0.4432899213946736
200,1.0445452728634124,0.846267423370534,1.513432532193786,1.9050176453117103,1.5516556982822831
300,1.0901389550890295,0.7981207872268656,1.8886527697513587,2.3780409313710384,2.004398666346417
400,1.117166929174381,0.7119083430396618,1.7664960846449886,2.7865742834112903,1.8077665228396802
500,1.1430572860420154,0.6693766005211707,2.004769734259556,3.0828065440475103,1.7696176499015128
600,1.146808238412891,0.595173857193092,2.345133360102797,3.5657149220643967,2.0329100052874756
700,1.193365277061626,0.5247056531082419,2.674594192059254,3.7500755617458523,3.171356716229631
800,1.199547433942191,0.47996378957633506,2.958321105979465,4.151388978406838,3.076446883751839
900,1.2585971904916808,0.4158812590171835,3.1575780016436217,4.482868063264489,3.943288394426256
1000,1.282595868418206,0.3537038107639886,3.613673631652251,4.902077619477258,4.479768227588159
1100,1.2820480863515888,0.3190064167968797,3.5649068298314983,5.08786636821783,3.968682362782632
1200,1.3152015019160297,0.26405331583557173,3.8369988903720524,5.4286522788023435,5.365082493721774
1300,1.3514884266907148,0.20961139708776125,4.0910244369185635,5.785794580628765,5.195840192240402
1400,1.3847726380469891,0.18508006851480918,4.5609592034216035,5.9079074371147575,5.9988579015768435
1500,1.4262933650492233,0.13718596872346475,4.797311152438263,6.203654281943958,6.193431061544123
1600,1.4552012649874202,0.13163238840745986,5.36212892501242,6.45350503790682,7.128838624530379
1700,1.4902954740384333,0.08232219877462756,5.372356676436282,6.564884799538647,8.70347421199834
1800,1.5203214740450446,0.07115163864168662,5.6117776112856665,6.8482182596098715,8.555978101127945
1900,1.548679049905094,0.04413989142270551,6.066458432984377,7.218036173382984,10.288735354778238
2000,1.5604918126319118,0.05296163674587942,6.370975905587485,7.245483227500729,10.47332256503498
2100,1.5838999370115456,0.04211898739203179,6.948464145421739,7.673029548180574,11.320252985278092
2200,1.6274253507876626,0.034918150761318205,7.142274961906159,7.6707456008654225,12.290213103433084
2300,1.6583689342339083,0.03431949251057498,7.498296988683211,7.9798172324870436,13.432109145472287
2400,1.6921861852477775,0.006046863317225013,7.626277839647321,7.965067040773678,14.515423386820238
2500,1.6916530071298663,0.004719641332176477,8.24418421120768,8.239091499818338,14.89299095003272
2600,1.7499299312702659,0.00838817460996761,8.335445454483088,8.363820045069422,16.070492037308544
2700,1.767803438057849,0.020933577779144022,8.673277622002548,8.54788663124903,16.981371181633648
2800,1.767034825732417,0.012391171869086025,9.138213585446469,8.63799780147557,18.288792641360676
2900,1.8150038950420968,-0.003074226583041805,9.246383002770655,8.766874166374446,19.266077072615627
3000,1.8338560707274503,0.015664507790485383,9.813580450236326,8.917905808509921,19.677884146752724
3100,1.844904655266646,0.007144086986889545,10.269357372425684,9.26096832538924,20.89055405337425
3200,1.881249740685853,0.012441211542787222,10.171631659448606,9.259908434366903,22.26584584635802
3300,1.8990639849224527,0.005061052866496052,10.563806492326833,9.450526320916094,23.033749637607485
3400,1.9097450282456836,0.019279291340379607,11.056062135330585,9.454152379529438,23.806008100581366
3500,1.9579375285849911,0.00682849772435605,11.311950536218825,9.602583947810187,25.434257056863828
3600,1.9873996478869465,0.018077929266424195,11.818577334204365,9.848568257400304,26.63858976225322
3700,2.0043322628607463,0.017183110490275114,12.33009016654334,9.91936711583883,27.89095914719191
3800,2.020464198378422,0.018338730773472388,12.372101246698989,9.88747661935004,28.7862668089892
3900,2.0143617563533294,0.005398200671664641,12.66026345658776,10.085989811451787,29.685481606646995
4000,2.059968447863217,-0.009340931082599356,13.397496601536435,10.066179497595277,30.63508597611864
4100,2.0485304426872766,-0.0012454228678983933,13.52501680140578,10.215357695965462,32.5354901463729
4200,2.079577894649196,0.014391613495702716,14.070676964726855,10.293122507185698,33.71502814838635
4300,2.0949547669224238,0.011450448767249051,14.53800119954042,10.47174760608072,34.00960837705859
4400,2.1040658939868173,-0.006396061643775196,14.773551973408123,10.533006283834041,35.71044596422268
4500,2.1214434824911237,0.01666947046541227,15.19442550822927,10.631784446076033,36.792278597746765
4600,2.1343711172704856,0.017293377927550646,15.527373855227747,10.717248767197045,37.753227217055496
4700,2.162013657098896,-0.010425909843387957,15.929813247588985,10.630196314970103,39.333834366145595
4800,2.1816733803304724,0.012841069003263754,16.039410306913652,10.92741160404813,40.50482893930601
4900,2.201612660260624,0.0060256247027239045,16.489359275508065,10.957919680637243,41.089644732770935
5000,2.2208900972703693,0.010826258608676064,17.033968660179344,10.97668506083542,43.3139401531203
