miliseconds,P,I,M,T,U
0,1.0011701967933668,0.997158901839401,0.8880125460483048,0.9768501689285506,0.6672980095769867
100,1.0238052120979335,0.9203652272169205,1.112040502954192,1.4763062034107888,1.564337557305083
200,1.035720041702407,0.8570026521740008,1.2522671632407203,1.7605406017655891,0.6254553478239544
300,1.0828292409136107,0.7979623021204456,1.9045753321149854,2.3097687741858426,1.8897479237144357
400,1.1177302622991545,0.7205063944133704,1.8594179015437846,2.81505895019939,2.1894224730039413
500,1.1308396885194254,0.6624938410693035,2.376868247004479,2.9705737072014453,2.3400173200444523
600,1.1683705924882037,0.592271862669959,2.48326779355937,3.5326054601186345,2.316041245397943
700,1.1736104857275165,0.5359362995350785,2.758032736371804,3.695600452912453,2.7794265373739155
800,1.222697421538679,0.4742902796888863,2.858291049679619,4.180412288605959,2.703624884406253
900,1.2505925196499597,0.40353408100455873,3.4514840655511145,4.604164669775547,3.628591787407179
1000,1.278073776285204,0.35198695249384243,3.360424296951776,4.828323695562793,4.312627489265092
1100,1.307066524892849,0.30739005125766017,3.9207442882872807,4.97082705116605,3.9789436731736196
1200,1.3163829206605038,0.25991588277412536,3.8834948225032986,5.471670472521916,4.6576633292154614
1300,1.3451095526563963,0.22292601277352309,4.402188101469683,5.777865351703139,6.026186238069963
1400,1.3719656905605129,0.17837055378272323,4.643638871221834,5.8504219271467335,5.459573128293011
1500,1.4095902738474895,0.15823703603690106,4.994981067387568,6.188788498312706,7.36385715707598
1600,1.4455128304081115,0.11625248356080538,5.278881559351394,6.513772348335288,7.092860393295234
1700,1.4634024908667722,0.08473586491360058,5.378950602095109,6.663080009010791,7.66312909091534
1800,1.4922137695911286,0.08187320785785933,5.713179943293135,7.039393027299924,8.437909310503208
1900,1.52022766112972,0.06840105453134747,6.320727937066454,7.183956195847398,9.874168254985937
2000,1.5650760403411206,0.03704233385515248,6.438355324574166,7.447202169712498,10.951070287665473
2100,1.5867107587842968,0.02366600538184755,6.940745882216572,7.5249464153495795,11.795271553611734
2200,1.607179862715382,0.02889081023651822,6.863562906225863,7.589372481880328,12.251169528908601
2300,1.6356086808054415,0.032160679163416736,7.53498315009601,8.043643365771848,12.893425714710018
2400,1.6699102257202902,0.011597645766212743,7.781144045119379,8.203327909006234,14.584324991571357
2500,1.7090369086456862,0.013806616071561395,7.774345943227385,8.302225403175898,14.752308750395938
2600,1.7493215555030617,0.0005286818668630063,8.339098125080799,8.346679441696063,15.762966384954744
2700,1.7701078198379638,0.0015321300301276604,8.519513263890826,8.659053776413996,17.11688649220591
2800,1.7982318462319395,0.015899406810336,9.176814059615731,8.864012359483132,18.125831689614397
2900,1.8220048393165904,0.012129815697955708,9.387778994429071,9.014749899586683,18.759849703133117
3000,1.8370523456798986,0.0006176338392097358,9.581364878036705,8.936646563292681,20.210787670307273
3100,1.8696151514067407,-0.0013169931729381879,10.194549325386493,9.304633591129194,21.084944168651877
3200,1.9006452742353406,0.005387396492348428,10.151573599956912,9.195164380265856,22.421917348120342
3300,1.9145340753984639,0.003973054837693411,10.88583692905709,9.51807805620054,23.631959982897538
3400,1.910844685167649,0.002953524388278876,10.897852942484237,9.519842817646776,24.355735378569094
3500,1.9610818181132696,0.0022449764143577127,11.581880081895674,9.590044550546066,25.879700771955676
3600,1.9806327996301947,-0.004491170886863133,11.746701807744106,9.67779413532163,25.834933520764842
3700,1.9816091443668076,0.01577664708565,12.02236199114377,9.757682668702316,27.409061932407592
3800,2.0273886475078013,0.0038564079842250297,12.433472749769447,10.050601865823493,28.379821883305866
3900,2.0212803736794798,0.00706699546986396,12.821031203430847,10.03320329108944,29.815103237769716
4000,2.0602448352055354,0.010068158242286723,13.134830758075207,10.063563447469235,30.81690088190039
4100,2.058906729567096,0.003450335642330843,13.361192432103968,10.23961172525097,31.742874180928364
4200,2.0774704074724935,0.01280478389049481,14.050810256676002,10.332534742696998,33.37830071294509
4300,2.1036553468911525,0.004967725795272124,14.366991811432426,10.40071579881405,34.145791738822204
4400,2.1244956149620178,-0.006077081780133295,14.823893394427069,10.42966837258375,36.084223612133435
4500,2.118588590627423,-0.0026537829178397134,15.079857563836942,10.685579336613795,36.9600072227917
4600,2.1412313631185733,0.0003251244991747909,15.50053391755423,10.543156023433314,37.95363198863182
4700,2.1496499209657878,-0.0005281655509760284,15.694516392205472,10.663587647111722,38.754773034696214
4800,2.189919540382096,-0.005791668713736654,16.219728850686046,10.948350987298875,40.62403265909715
4900,2.1745267535039567,-0.0023258000732313895,16.52978912225176,10.7429415084996,41.62113353835839
5000,2.192726078608161,0.010464823202880965,17.00206100480243,10.903402298681767,42.37231812717588
