milliseconds,P,I,M,T,U
0,1.0164021012470217,1.0134882989823824,0.8807607844025666,0.9703137977981192,0.6126972401839121
100,1.011058721938799,0.9382817936371245,1.1521989434802606,1.3226588378603978,1.7252795821503226
200,1.0343465044502844,0.8420344405112327,1.3088129900222367,1.895641114019461,0.6130767020000205
300,1.0906160939425293,0.7772429145691159,1.5793145074978738,2.2485585283296086,1.1490165931438174
400,1.0995609787314333,0.7170892764323454,2.1551024370909335,2.6810409379308107,1.508042648200289
500,1.1340567967969952,0.6558688414495936,2.2911798827226995,3.1423276056245295,1.5676347114274556
600,1.159232914078843,0.5889050780662104,2.234175246370331,3.451460610666671,2.150528826360437
700,1.1772401235067416,0.5293448130792832,2.8658924813308446,3.7696866243675844,2.918523979696855
800,1.2037799839381411,0.4602607821366133,2.7725192130628873,4.134197188516691,2.913699731942923
900,1.2560084336916242,0.4172696786780623,3.1259102286384572,4.6010799648640575,3.0169824769187183
1000,1.2708429919633715,0.3593252794723288,3.4415522402478227,4.89519354033698,3.476705105920099
1100,1.309748645831742,0.3146510174845139,3.7359697672141534,5.133260627743268,4.693775638268921
1200,1.3436856482311095,0.26471136011636903,4.045187112586267,5.340735735544309,5.254574941607628
1300,1.34448451177739,0.212517399423107,4.294873045168024,5.589395734741983,5.370708358660326
1400,1.3945512242776743,0.1824670906256695,4.66519126529796,5.8303179364682585,6.027601581398673
1500,1.417229857206158,0.1478480985379674,4.829544129820132,6.1214873455213255,7.063957435169539
1600,1.4472327706017103,0.1107307840704129,5.187909512267718,6.428248132099537,7.0697617010160005
1700,1.4724178229740381,0.10432375495406426,5.3444252270499595,6.76929624878077,8.699214212345339
1800,1.5080280492337406,0.0592966343779471,5.643561478509481,6.930620526624,9.355173611351805
1900,1.551636371533117,0.0539329017347422,6.179501311914884,6.995885368010228,9.918223691180895
2000,1.5486168541209,0.04774721026715049,6.345720979972782,7.4218939752715345,9.94327228633114
2100,1.586023269021848,0.026805555620791396,6.76506356967249,7.511501497272668,11.146849387867507
2200,1.616599880737802,0.03068026608787654,7.105118208468905,7.7328204203311115,12.58362423089051
2300,1.6502264785694232,0.020400965174140195,7.488497415919349,8.059775193474586,13.139396142836809
2400,1.683142170006939,0.024421137831093533,7.454058691974521,8.181199422425967,14.181366837168571
2500,1.72215957116861,0.0058560953521737255,7.953193895813686,8.308762624051548,14.915320491934452
2600,1.7352861154191515,0.022251208120338838,8.472687188388047,8.365939161258396,16.48625707906405
2700,1.7617773470621745,0.02051167731067135,8.505154935777876,8.4591670751347,17.043829131114506
2800,1.7675399669072258,-0.0032669843890843365,9.129502046271446,8.868077895551034,18.07006057461348
2900,1.8208565820745108,0.01399194860279617,9.360270078847078,9.006212276771919,18.982130516257936
3000,1.8186342445730133,-0.006635560722739429,9.517271177071821,9.177212186809749,19.815542395665222
3100,1.8534988538988681,0.009340847827381555,10.107519509995289,9.050271090626705,20.597042798782933
3200,1.8689543776709783,0.003709573107260125,10.407298372917356,9.210309389911242,22.36533749746106
3300,1.9061309239184328,0.00258062512588,10.556778078210757,9.309209274095469,22.890961695744863
3400,1.9244737332939947,0.008950114707996996,11.208239730707907,9.418881549245217,24.824288845213545
3500,1.9384220400462728,0.011882691757419343,11.366195588236096,9.531900773970719,25.171681005134236
3600,1.9648831422913924,0.012738295471674342,11.736133616289672,9.726695365710782,25.782102028235332
3700,2.003520227034968,0.016544814571228486,12.306736158372402,9.775498707011275,27.109883986826567
3800,2.0052284076432145,0.0017858663438508641,12.527964115101362,9.970687074757011,28.81764199246868
3900,2.038656999957647,-0.008483610404844539,12.856787893456367,10.154869494083044,29.874279088846293
4000,2.0480455788254184,0.009723238221333436,13.036281432643914,10.260888721380395,31.134866206349514
4100,2.051349032291754,-0.00907581482063715,13.578790642989796,10.22490702327694,32.21404755871687
4200,2.0908343106456715,0.0017798211192343225,14.15424232513388,10.439263384094108,32.9517954383984
4300,2.102749347403761,0.008174604091824876,14.384207313540061,10.342935509149337,33.84091557455841
4400,2.1203414409007233,0.0021507431818998113,14.44585480203665,10.386193097087498,35.73452623648139
4500,2.136402403386734,-0.005587907983264485,14.88291672630275,10.533562220819903,36.237702691128085
4600,2.146041915420668,0.0077455697664964105,15.158839389214013,10.610893935621302,38.27841129856802
4700,2.1492761854350557,-0.00929356230753535,15.81989000197153,10.807416505722374,38.98780834817736
4800,2.177899995744239,0.005552100701363094,16.17891669723566,10.814700223309497,40.91391906668896
4900,2.192246457829747,-0.003798607440202399,16.530405218657886,10.856293324462134,41.78125027776041
5000,2.2194417133992768,-0.00710200919297399,17.0420342644865,10.988877339474728,43.30073024163615
