milliseconds,MC,EF,CD,CE,RB,RE,RP
0,0.0,0.0,0.0,0.0,0.0,0.55,0.0
100,0.09422464124600291,0.012912713885653524,0.04141158030649136,0.0009701593064032418,0.029627125618418317,0.5357685425285622,0.0008895234455844045
200,0.18207911442668828,0.03417522430248163,0.07774412110745917,0.005332415221399176,0.06518207472282869,0.5151421663299464,0.002089023920001099
300,0.263994082271327,0.04621222727877769,0.10934901839733285,0.011567629731338567,0.08896922338927502,0.5058573890291791,0.0035730432263050903
400,0.340371092047425,0.0525632849920844,0.1367483402112803,0.01804696687340418,0.10534110720360908,0.5035983265997112,0.005335270764359827
500,0.4115845439457186,0.056799647229007655,0.16046090710570804,0.024234465739476393,0.11829299959257801,0.5043442356291392,0.007415828151706167
600,0.47798352638985614,0.06000697274381664,0.18096235991553627,0.029978322261705347,0.1290962147926726,0.506772037960162,0.009873721339105072
700,0.5398935272687281,0.06259379350824866,0.19867644392514666,0.035239259938467014,0.13823825830625405,0.5103248351937149,0.012782986428049928
800,0.5976180294785651,0.064789419272581,0.2139757925109205,0.040023321531070785,0.14596273931153553,0.5146730792490729,0.016232906747164544
900,0.6514399985961702,0.0667530415612202,0.22718585598191995,0.044359319116254854,0.15239587167909815,0.5195884696740616,0.020328075550751595
1000,0.7016232699891205,0.06860922328883295,0.2385897452993053,0.048288428593705295,0.15759563489302014,0.5248994030116169,0.02518401771488088
1100,0.7484138426347344,0.07046335648983615,0.24843312804625647,0.051858623219925994,0.1615778719429115,0.5304701021725625,0.030922100772684785
1200,0.7920410847535703,0.07240871750816956,0.25692882777274006,0.055121373948395426,0.16434015823464815,0.5361900244114848,0.03765635048044183
1300,0.8327188578832718,0.07452905826675993,0.2642610033861656,0.05812944845787829,0.1658811127121406,0.5419686938618244,0.045479376130864516
1400,0.8706465695357382,0.07689855191406882,0.2705888930619297,0.06093518693033836,0.16621894640058182,0.5477335979075134,0.054445983947385965
1500,0.9060101507346976,0.07958128651199223,0.2760501059775208,0.0635889865278517,0.1654022511693663,0.553428691377104,0.06456393726761336
1600,0.9389829310155356,0.08263042312323043,0.2807633954166525,0.06613801115487795,0.16351637200177804,0.5590134019853953,0.07578862560695702
1700,0.9697265418938941,0.08608832769473414,0.28483136012636484,0.06862493850265532,0.16067867911305492,0.5644605518480197,0.08802991835854321
1800,0.9983916961968423,0.08998857748621437,0.2883425841346832,0.07108714321310751,0.15702836272300266,0.569752744326631,0.10116601799885577
1900,1.0251189065596324,0.09435753551145606,0.29137348318486117,0.07355626468638711,0.1527153571820712,0.5748794886386469,0.11505743568680159
2000,1.0500391901621633,0.09921690921380567,0.2939900026174822,0.07605807468066646,0.14788754407559848,0.5798335602930763,0.12956344389944943
2100,1.0732747096343798,0.10458599344440812,0.2962490419282984,0.07861269489662216,0.14268262195428277,0.584608028929057,0.14455318387956215
2200,1.094939361782401,0.110483121098141,0.2981996713546475,0.08123500643511047,0.13722268209805857,0.5891943228776666,0.15991302332757107
2300,1.115139348124199,0.11692765880041464,0.2998842276141296,0.08393520105886905,0.1316109403288026,0.5935799220756979,0.17555212329811998
2400,1.1339736915627512,0.12393896795919597,0.30133922891732573,0.0867193635678945,0.12593479596328097,0.597749231134142,0.1913984950078271
2500,1.151534714576875,0.13153484960256914,0.30259616289142016,0.0895899333591996,0.12026741528468496,0.6016849770908956,0.207396012018485
2600,1.1679085031832939,0.13973446931556416,0.30368219486765824,0.09254613346058888,0.114665363499822,0.6053651579304817,0.22350982154674714
2700,1.1831753228163715,0.14855708387488428,0.3046207525949279,0.09558450599931492,0.10917384315833627,0.6087643576681798,0.2397197774368678
2800,1.1974100092462254,0.15801554909580812,0.3054320377895277,0.0986992934495603,0.10383202660714458,0.6118602712657686,0.25600858197976945
2900,1.2106823426982887,0.16811930199058975,0.30613347849096934,0.10188257025326884,0.09866919475256818,0.6146306308387062,0.2723687288629627
3000,1.2230573841284849,0.17887498057378132,0.30674010411413744,0.10512458890043092,0.09370695846577386,0.6170526916329541,0.2888007939626888
3100,1.2345957949564188,0.19027902109134068,0.30726487694009597,0.10841419527172698,0.08896399575021437,0.619110912095152,0.30530102707767615
3200,1.2453541379900512,0.20232065430112953,0.30771897985760427,0.11173898420661742,0.08445276823850814,0.6207941248001998,0.3218674850992873
3300,1.255385149983336,0.21498384217806868,0.30811205724744234,0.11508559833054924,0.0801800118726676,0.6220938777714002,0.3385012097239359
3400,1.2647380026289567,0.22824111976338393,0.3084524291086562,0.11844021163553306,0.07615041562881404,0.6230111252878404,0.3551958745310453
3500,1.2734585448636104,0.24205542226262203,0.30874727416245495,0.1217887629870586,0.07236498647599256,0.6235548353876912,0.37194084111488834
3600,1.2815895238540722,0.2563873218679336,0.3090027844765328,0.12511716267382988,0.06881971421212274,0.6237351055931892,0.38872939293324843
3700,1.2891707977428655,0.2711887331875545,0.3092243034987532,0.1284118327367807,0.06550898265367157,0.6235701196734925,0.4055483767104041
3800,1.2962395309468107,0.28640131539213104,0.30941644267905205,0.13166001152675375,0.06242645096899587,0.6230883742402932,0.42237512506771724
3900,1.3028303733809992,0.30197017221801004,0.30958318067682755,0.1348496875246444,0.05956168516978342,0.6223151545627744,0.43919436072073526
4000,1.3089756336585259,0.3178343712240168,0.30972795221408367,0.13797012508993833,0.05690415763686642,0.6212826865343946,0.4559840468746218
