milliseconds,PIP2_PHGFP_PM,PH_GFP_Cyt,PI_PM,IP3_PHGFP_Cyt,PIP2_PM,PIP_PM,DAG_PM,PLC_PM,PLC_act_PM,IP3_Cyt
0,0.0,0.0,142857.0,0.0,4000.0,2857.0,2000.0,100.0,0.0,96.32
100,0.0,0.0,142724.68420792505,0.0,4127.680446350072,2861.0336414372723,2000.6017039093408,99.99756763837499,0.002432361625025433,96.65383477671023
200,0.0,0.0,142479.42322624472,0.0,4361.407700126395,2867.7430333690863,2005.426056064939,99.99308893307135,0.006911066928661965,99.32246113487541
300,0.0,0.0,142257.86385614405,0.0,4568.09527988719,2873.00189927775,2015.0389863152948,99.9890834493468,0.010916550653199217,104.61949627147528
400,0.0,0.0,142057.6856272043,0.0,4749.867680454815,2877.143957239366,2029.3027434351106,99.98550567836173,0.014494321638275697,112.44774534991758
500,0.0,0.0,141876.79941463974,0.0,4908.775054526082,2880.4210086589064,2048.004514879276,99.98231442242628,0.017685577573726314,122.66925646323257
600,0.0,0.0,141713.3248275162,0.0,5046.77125804315,2883.024302937461,2070.879582319739,99.97947241542583,0.02052758457418791,135.11846735764428
700,0.0,0.0,141565.56922654627,0.0,5165.7018219908205,2885.0995887426975,2097.629209520782,99.97694596061325,0.02305403938676292,149.61231218965878
800,0.0,0.0,141432.0077278695,0.0,5267.297122807409,2886.759089944819,2127.935783010652,99.97470457387062,0.02529542612938437,165.95874227455022
900,0.0,0.0,141311.2651230094,0.0,5353.169357601519,2888.0903245417526,2161.47492922597,99.97272066429106,0.02727933570893509,183.96351046448476
1000,0.0,0.0,141202.1013944394,0.0,5424.813709985963,2889.1613461190573,2197.9233317953913,99.97096927555233,0.029030724447663938,203.43450459580518
1100,0.0,0.0,141103.3986482445,0.0,5483.611566874818,2890.0250346651897,2236.9645142243667,99.96942784169126,0.03057215830874452,224.18492390958028
1200,0.0,0.0,141014.148528296,0.0,5530.834587154125,2890.722848416327,2278.293670559708,99.9680759527383,0.031924047261702115,246.03591235826843
1300,0.0,0.0,140933.4411781254,0.0,5567.649799640562,2891.2874633975543,2321.620944316627,99.96689514825722,0.03310485174278027,268.8183110755851
1400,0.0,0.0,140860.45433161026,0.0,5595.124567683327,2891.7455872583764,2366.6747181112537,99.96586871039845,0.03413128960154653,292.3744184246564
1500,0.0,0.0,140794.4459366011,0.0,5614.233907023157,2892.118410749598,2413.2011412275483,99.9649815210603,0.03501847893970264,316.55761431128195
1600,0.0,0.0,140734.74598414547,0.0,5625.866296875604,2892.422532413198,2460.9651117264157,99.96421991299609,0.035780087003904865,341.23282180275197
1700,0.0,0.0,140680.74837969392,0.0,5630.8297915082585,2892.6714691004267,2509.7510154275637,99.96357150988791,0.0364284901120752,366.2768277121093
1800,0.0,0.0,140631.9069317397,0.0,5629.859097260758,2892.875049567207,2559.360146265502,99.96302514466396,0.036974855336040294,391.5767404099019
1900,0.0,0.0,140587.72797029268,0.0,5623.620075540296,2893.0416052678584,2609.6119039399423,99.96257071036581,0.03742928963417771,417.0305916372762
2000,0.0,0.0,140547.76521712262,0.0,5612.715898589281,2893.177914236327,2660.342607035144,99.96219906158314,0.03780093841686046,442.5465837908892
2100,0.0,0.0,140511.61524590699,0.0,5597.6917638643645,2893.2899050530627,2711.404796890306,99.96190192174024,0.038098078259745496,468.0426334423758
2200,0.0,0.0,140478.91349124387,0.0,5579.040160076972,2893.3821856165614,2762.6660212797588,99.96167180985856,0.03832819014142253,493.44561551008303
2300,0.0,0.0,140449.33035839617,0.0,5557.20545651512,2893.4584659966704,2814.0078424289936,99.96150196058701,0.038498039412975804,518.6907428558957
2400,0.0,0.0,140422.5676500073,0.0,5532.588463730092,2893.5215544557163,2865.324731955111,99.961386254399,0.03861374560099757,543.7208833781957
2500,0.0,0.0,140398.35609992058,0.0,5505.549930312534,2893.5736820198895,2916.5228989205802,99.96131916389426,0.03868083610573827,568.4858556704921
2600,0.0,0.0,140376.45222747093,0.0,5476.41423269281,2893.616773411257,2967.519502915868,99.96129569046502,0.038704309534975785,592.9419383306158
2700,0.0,0.0,140356.6357178846,0.0,5445.473011418904,2893.6524708900383,3018.241597594178,99.96131131127085,0.03868868872914843,617.0512291525889
2800,0.0,0.0,140338.70740274497,0.0,5412.987887255023,2893.6822129935376,3068.6253658203154,99.96136193805843,0.0386380619415714,640.781182646498
2900,0.0,0.0,140322.4871992353,0.0,5379.19347923421,2893.7070624831285,3118.6152213640926,99.96144387694342,0.03855612305658169,664.1040673605694
3000,0.0,0.0,140307.8121865256,0.0,5344.29999863623,2893.7278846032655,3168.163017249102,99.96155378821301,0.03844621178698611,686.9964884143
3100,0.0,0.0,140294.53496279352,0.0,5308.4956593238685,2893.7452912324575,3217.2272860965645,99.96168865341329,0.03831134658670164,709.4389314907303
3200,0.0,0.0,140282.52230742006,0.0,5271.94852503362,2893.7598474808956,3265.772606910141,99.96184574640375,0.038154253596254295,731.4153847419154
3300,0.0,0.0,140271.65372559658,0.0,5234.808591357913,2893.7720367493675,3313.7689912755873,99.9620226039801,0.037977396019902555,752.9129700779603
3400,0.0,0.0,140261.82013344145,0.0,5197.209685693398,2893.782305991072,3361.1912641715453,99.96221699862572,0.037783001374295605,773.9215729892974
3500,0.0,0.0,140252.9229192434,0.0,5159.270872720197,2893.7910079802487,3408.018636667784,99.96242691949367,0.03757308050633039,794.4335883488608
3600,0.0,0.0,140244.87289077585,0.0,5121.09799811718,2893.7983982072515,3454.234201739655,99.96265055096514,0.03734944903485869,814.4436196643652
3700,0.0,0.0,140237.5893239787,0.0,5082.785051844707,2893.804679125093,3499.824490219194,99.96288625283236,0.037113747167645074,833.9482148351698
3800,0.0,0.0,140230.99925762002,0.0,5044.415207391925,2893.810008382227,3544.779122834599,99.96313254576872,0.03686745423129883,852.9456601944548
