miliseconds,Cyclin_D,Cdk4,Cyclin_D_Cdk4,Cyclin_E,E2F,Cdk2,Cyclin_E_Cdk2_inactive_phosphorylated,Cyclin_A,B_Myb_active,Cyclin_A_Cdk2_inactive,Cyclin_A_Cdk2_active,APC_Ccdc20_active,APC_Ccdh1_active,Cyclin_E_Cdk2_active_unphosphorylated,p21,p21_CyclinD_Cdk4,p27,p27_CyclinD_Cdk4,Cdc25A_active,p27_CyclinE_Cdk2,p21_CyclinE_Cdk2,p27_CyclinA_Cdk2,p21_CyclinA_Cdk2,p53,p16,Rb,Rb_E2F,Rb_PP_E2F,Rb_PPP,ATM_ATR,Mdm2,Intermediate,NF_Y,Cdc25A_inactive,Chk1_active,Chk1_inactive,Cyclin_B,Cdk1,Cyclin_B_Cdk1_inactive_unphosphorylated_cytoplasm,Cyclin_B_Cdk1_active_phosphorylated_cytoplasm,Cdc25C_active,_14_3_3_sigma,Cdc25C_Ps216_phosphorylated_active,Wee1,Wee1_phosphorylated,Cyclin_B_Cdk1_nuclear,p21_CyclinB_Cdk1,B_Myb_inactive,Cdc25C_inactive,Cdc25C_Ps216_phosphorylated_inactive,_14_3_3_sigma_iCdc25C_PS216_phosphorylated,APC_Ccdc20_inactive,APC_Ccdh1_inactive,Cyclin_B_Cdk1_nuclear_inactive
0,0.031146645079533703,5.000946218846081,7.50252947830214,0.0009991226758100699,-1.0633382693780201e-07,14.999998173912722,0.0010000209904152443,4.0008746998199524e-05,4.96890985463541e-14,0.00039993104925012505,9.996014741050973e-05,0.0999721674727822,0.8999868848402537,0.0009959349498062876,2.8844248534522556e-06,-1.1184596357882547e-08,14.000405220198562,-0.002742892923612237,9.998509041491019e-05,1.000003422139195,-1.7402798165142824e-10,9.99170261566408e-05,-5.286355438453616e-13,0.02650417572533255,0.0008655496840936396,0.05000087362190657,1.9475778479643562,0.001097323028493104,0.009999991863395811,0.0,0.0001712231232660274,0.0,-2.273973830534507e-09,0.0010000219423916931,0.010011427502287003,0.9900396250037573,1.1041799220804108e-09,9.999999963162153,9.998556131838889e-05,9.99785753061504e-05,1.0002059158691879e-06,2.002776255931152,-9.621645994085801e-11,0.000992568900830893,-1.1530187513486549e-16,2.2302491799288147e-12,-9.971751924013246e-19,1.1185027016591178e-08,8.071365311437625e-07,0.02983038928552955,0.03041690655697394,0.9000152108487552,0.09997370341386974,-4.998248354798668e-18
100,0.03247216968789529,5.002149112950713,7.493905879086076,0.0009986270320244365,-3.3716445158761564e-08,14.999996958848099,0.0010015684958877482,3.998265339792157e-05,1.0381238001268153e-13,0.0003997752912531121,9.97369156954039e-05,0.09997696400701496,0.9000757806454951,0.0009817452490469233,8.401431892448474e-06,1.1239303770905447e-08,13.991140602152786,0.006424756121947284,9.99375946209393e-05,1.0000089237495344,-2.8261644033631807e-11,0.00010057094390173292,2.982931336973325e-12,0.026507816723765776,0.0011877027603436935,0.04998223370946034,1.9456978648055039,0.004423953588559734,0.010000095407819532,0.0,0.000306502451434068,0.0,6.613870904456068e-09,0.0009994222130445519,0.009094464145730898,0.9910188805348837,1.3920059878181343e-09,10.000000117244381,9.993035317519773e-05,9.992635204356867e-05,9.994264558753044e-07,1.8887944576947917,1.5043591952635633e-08,0.0010258999084181443,-9.371263784051737e-17,1.615100154750745e-11,-4.1107960914299565e-17,1.9362292337864497e-08,2.6384598262966885e-06,-1.821080260094149e-05,0.05437652269509821,0.9000732087894898,0.09997706285412399,-1.1465351069382267e-18
200,0.03417643149926215,5.002933851794638,7.484586634040577,0.0009916932926054532,-9.228127467876725e-08,14.999993622139982,0.0010055091258286948,3.9908811053611836e-05,2.2780210733744524e-14,0.0003996386431986108,9.892250428457509e-05,0.09992518182507018,0.9001327871409985,0.0009710778731922039,1.744628840132732e-05,1.0856850607517266e-08,13.98590080954001,0.013468284102843994,9.989269767196657e-05,1.000031623164727,2.4621882876603426e-10,0.00010069505564215623,9.7366240947617e-13,0.026511987505284145,0.0014104474675199982,0.04997348405219731,1.9421927865118223,0.008749318983094027,0.009999950864296041,0.0,0.00040314193669089844,0.0,1.9843789568548358e-08,0.0009990680090696295,0.00815615506138542,0.9918247300137649,3.965365441726078e-09,10.000000257527853,9.989928246703823e-05,9.992201736441153e-05,9.975844461387289e-07,1.7870584469452573,1.5138812684751924e-08,0.0010285367658110468,6.886434501589933e-16,1.5865239162793863e-11,3.2291442775399066e-17,-2.118286851179598e-08,2.4588907311018454e-06,0.00020169847249600342,0.04879421562743604,0.9000694003186289,0.09990993900114752,1.2858357823015688e-18
300,0.03502795840580754,5.005935871354904,7.4766584102199065,0.0009890706163792362,1.7870407668720622e-07,14.999992718190489,0.0010111263598759732,3.984495013747723e-05,-2.881940930824941e-15,0.0003993955634132199,9.855919837104727e-05,0.09985299503016196,0.900181508053382,0.0009555530907525395,2.6815240574312722e-05,1.6802197405001647e-08,13.98188508711015,0.013781516628755772,9.988011734408866e-05,1.0000352873046983,3.127550832424171e-10,0.00010082824321420688,7.127246621905504e-13,0.026524014395730357,0.0017154175976787287,0.04994707077746546,1.9389668425455655,0.012865865507346752,0.010000081001650223,0.0,0.00046535484823373137,0.0,2.3680875578608678e-08,0.000998442109235252,0.007447016528818452,0.9926154077887026,6.749418980396979e-09,10.000000265928216,9.983490024482798e-05,9.98560720300372e-05,9.974704863111189e-07,1.7220464992858155,1.498263025814553e-08,0.001056020402517937,2.7095508390365863e-17,2.5667055885384333e-11,5.050933623643246e-17,4.630371354442903e-09,4.717543437904229e-06,5.466778682339402e-05,0.045130704711955336,0.900139990569133,0.09988569469283658,1.2584897599599378e-17
400,0.03787998714824273,5.00773755033329,7.471568444835091,0.000986421786907831,2.0221577830377037e-07,14.999986785132716,0.0010120220979406274,3.981944461300406e-05,2.3058533173914693e-14,0.0003991941846913794,9.836430069354216e-05,0.09980463242093761,0.900205358738666,0.0009515313716991091,3.0212169524943787e-05,2.1305116432185596e-08,13.978873526594809,0.022859696862635365,9.979091232408376e-05,1.0000556171088835,-5.757843025732132e-12,0.00010156615968102408,-1.0898777619707853e-12,0.02652947786643834,0.0016995366700946523,0.04994864310530095,1.9343748344377565,0.015621848421888003,0.00999996235141023,0.0,0.0005977743080469237,0.0,3.7280856771267076e-08,0.0009982454950819867,0.006604004473202802,0.9932266015769319,1.0247422915228718e-08,10.000000360868233,9.982479823725537e-05,9.977988758252593e-05,9.966288202326722e-07,1.6511528510945395,1.5019387072404566e-08,0.0010909803016555066,2.287240518737975e-16,3.902427676527223e-11,-6.180022079108153e-17,-1.892477419166569e-08,4.810484719271168e-06,-4.7080119533498595e-05,0.03961962869808434,0.9001749541637489,0.09982091037793918,5.711406332409703e-18
500,0.039523860602601796,5.0095612878671245,7.464484608780603,0.0009789716323389754,4.1491130306698163e-07,14.999983710479695,0.0010185285515152906,3.978593416751551e-05,-2.6389729338627757e-14,0.0003991343953160066,9.775532550884785e-05,0.09974617767948048,0.900255639378881,0.0009323191562840906,4.1416667297639974e-05,3.6789026239819453e-08,13.974828923066234,0.02934408720028253,9.977535319253468e-05,1.0000655190526322,2.7622161276415594e-10,0.00010155758707725063,5.027350754206026e-12,0.026532094408771047,0.002153041917576177,0.04993349160004558,1.9336676468012632,0.020930770053627527,0.010000191557647762,0.0,0.0007173391032576447,0.0,5.595825633824313e-08,0.0009979080237083541,0.005964943414934807,0.9940240548936194,1.2853407950161492e-08,10.00000057246251,9.971722698085648e-05,9.972119794369173e-05,9.955968425646324e-07,1.589854730873133,1.496860266675482e-08,0.001090554000059563,1.3495150915109063e-15,5.590877253452797e-11,6.154807665100828e-17,4.9276862466078295e-09,6.499893141217934e-06,-2.242837546927876e-05,0.037050448978551954,0.9002281061147459,0.09972541986648124,-2.989463120732854e-18
600,0.04036267268878391,5.0119077506201535,7.457030079531064,0.0009776993443981095,5.119831465720761e-07,14.99998310587913,0.0010216958477723807,3.973483674657917e-05,-4.9578963489780896e-14,0.0003989259934914623,9.757266367254485e-05,0.09974031357072022,0.9003100651499778,0.0009209915306810447,4.3483783744623986e-05,7.368481213387507e-08,13.964354849776422,0.028947200954541362,9.967535886026697e-05,1.0000790348062412,3.5960669728926016e-10,0.00010187817841252094,3.2937143219331315e-12,0.026541603112112722,0.0023696969790642144,0.049902210132597595,1.9285647904415488,0.02437022222211611,0.010000210777393048,0.0,0.0007762605641799624,0.0,5.985046136459251e-08,0.000997368694445621,0.005396028793217498,0.9946137287146268,1.4089500831772277e-08,10.000000655534397,9.970067061578675e-05,9.969977008832611e-05,9.937943697695715e-07,1.538946790032888,1.487747919470174e-08,0.0011150675533661287,1.88622790884857e-15,6.046295815210614e-11,2.2345217767579247e-17,-1.0192052584372616e-08,6.515629608259141e-06,-3.1511722567279376e-05,0.03367924387420331,0.9002482411269367,0.09971727703299561,1.5800791593256372e-17
700,0.04274142070600372,5.01501175430516,7.446688718265545,0.0009703574885847794,8.896090772221673e-07,14.999979563167086,0.0010215334903601549,3.968143318147067e-05,-1.1307497502226417e-13,0.00039877362888720327,9.719653843676865e-05,0.09968814443637075,0.9003782505357972,0.0009074446513990892,5.3584623327759655e-05,3.409860590614943e-08,13.96244258243267,0.039879035355741985,9.966839858913881e-05,1.000089742143973,3.1277838892058704e-10,0.0001025677513512251,2.6669687754875216e-12,0.026549117013348247,0.0024389214579264634,0.049900732991337016,1.922248178613669,0.02486753952364973,0.010000551631253256,0.0,0.0009157635471620693,0.0,6.62416707792799e-08,0.0009966653802962661,0.0049702694730835335,0.9949667464829018,1.6012524182494707e-08,10.000000770807473,9.964877906577617e-05,9.966880449145783e-05,9.934904247244676e-07,1.4743702346642393,1.5040272467477555e-08,0.0011297647275271753,1.5589873642326484e-15,6.326864148125465e-11,3.711820952176262e-17,1.5417885161398686e-08,8.645027091066389e-06,-0.00013874192149626518,0.030043742710916546,0.900286509331961,0.09967722122241006,2.1575510863586108e-17
800,0.04451342419634266,5.016724005793228,7.444893036985406,0.0009683679676401858,8.022570815394062e-07,14.9999768637912,0.001028697445077101,3.9621088865269214e-05,-1.0116254162857059e-13,0.0003984852082052546,9.669808137165098e-05,0.09961564920175559,0.900372077113389,0.000902161517278218,6.486120490489594e-05,7.319544352865947e-08,13.956753273692078,0.04386423441374614,9.957475840407876e-05,1.0001028642823564,5.120881625831563e-10,0.00010269968685218331,8.158022539170262e-12,0.026556447193491383,0.002680698706520248,0.049872603717181156,1.9221074727326377,0.027502768152267404,0.010000451102372078,0.0,0.0010169028180990307,0.0,7.553748007155339e-08,0.0009964969103779542,0.004588061475428294,0.9954035548605353,1.8533530593358992e-08,10.000000868622369,9.960137175755883e-05,9.959647386121211e-05,9.920830054800092e-07,1.4460911347633219,1.499605296560334e-08,0.0011637020584411113,2.5113076004139435e-15,8.543061386931584e-11,-6.654668271372653e-17,5.119761812149423e-10,8.42628110794689e-06,3.5783317553998646e-05,0.02678894659137602,0.9003395502927808,0.0995802556257131,1.4637867699953835e-17
900,0.04692158474323958,5.018876307255225,7.429508842077695,0.0009669311425868756,1.1161150507509398e-06,14.999974104911786,0.0010278524509437117,3.957878029874012e-05,1.305252233487793e-13,0.00039838506067463645,9.63002837095261e-05,0.09958559085482237,0.900426159776298,0.000886520442427128,7.036681077493154e-05,9.320651524835802e-08,13.952026262635162,0.04488810360970208,9.951950363517995e-05,1.0001096009845092,8.607297548464346e-10,0.00010298185613009807,1.0471528878277894e-11,0.026566738015745796,0.0029350224171297984,0.04987120602955242,1.9188302783774756,0.03290782193678297,0.010000406124691144,0.0,0.0010150940159350682,0.0,8.305937039521257e-08,0.0009960257047646277,0.003995405879006895,0.9960072896954495,2.0322587916928826e-08,10.000000919835035,9.954133001391827e-05,9.952238894932671e-05,9.914798240736322e-07,1.3991420246219972,1.4987303017071192e-08,0.001189985396116956,2.6551515459525317e-15,8.788616570201093e-11,-8.719345085490105e-19,2.119388383904801e-08,9.65900029494217e-06,2.3462288677184428e-05,0.024893255491043917,0.9003743458228372,0.09953738231193615,2.3045601763406756e-17
