miliseconds,Cyclin_D,Cdk4,Cyclin_D_Cdk4,Cyclin_E,E2F,Cdk2,Cyclin_E_Cdk2_inactive_phosphorylated,Cyclin_A,B_Myb_active,Cyclin_A_Cdk2_inactive,Cyclin_A_Cdk2_active,APC_Ccdc20_active,APC_Ccdh1_active,Cyclin_E_Cdk2_active_unphosphorylated,p21,p21_CyclinD_Cdk4,p27,p27_CyclinD_Cdk4,Cdc25A_active,p27_CyclinE_Cdk2,p21_CyclinE_Cdk2,p27_CyclinA_Cdk2,p21_CyclinA_Cdk2,p53,p16,Rb,Rb_E2F,Rb_PP_E2F,Rb_PPP,ATM_ATR,Mdm2,Intermediate,NF_Y,Cdc25A_inactive,Chk1_active,Chk1_inactive,Cyclin_B,Cdk1,Cyclin_B_Cdk1_inactive_unphosphorylated_cytoplasm,Cyclin_B_Cdk1_active_phosphorylated_cytoplasm,Cdc25C_active,_14_3_3_sigma,Cdc25C_Ps216_phosphorylated_active,Wee1,Wee1_phosphorylated,Cyclin_B_Cdk1_nuclear,p21_CyclinB_Cdk1,B_Myb_inactive,Cdc25C_inactive,Cdc25C_Ps216_phosphorylated_inactive,_14_3_3_sigma_iCdc25C_PS216_phosphorylated,APC_Ccdc20_inactive,APC_Ccdh1_inactive,Cyclin_B_Cdk1_nuclear_inactive
1000,0.04853206517982671,5.0203133398975055,7.4283347877365244,0.0009615962701351676,1.1677314961380685e-06,14.999972516240804,0.0010322156662045598,3.959361252009651e-05,-6.595035665569278e-14,0.00039815966591175763,9.603748394763877e-05,0.09958229235252333,0.9005331148075136,0.0008811101755071838,7.652865595264154e-05,1.0845909380441078e-07,13.945000322574929,0.053555856411794944,9.950193003174807e-05,1.0001145036907126,9.286834690179491e-10,0.0001033052457370302,6.13856001198364e-12,0.026572478274874946,0.0031536807349437997,0.04986050947661823,1.915095261051376,0.03915092384563727,0.010000898128964122,0.0,0.0011091499284941156,0.0,9.732407769885267e-08,0.0009955643306309872,0.0036273728794283225,0.9963092433609924,2.3238536544464634e-08,10.000001035727564,9.946758611319535e-05,9.950852808336337e-05,9.902630204065641e-07,1.3687202116941974,1.4859841460997234e-08,0.0011999772713708128,2.9702632583137874e-15,9.927648165093091e-11,1.371837032350755e-16,4.2818379172211425e-08,1.0313463119519177e-05,-8.353541056710992e-05,0.02279543335324998,0.9004306557797626,0.09946931997638815,1.4833910014088625e-17
1100,0.0493649098078673,5.023584786898864,7.415863644825581,0.0009589342455418429,1.5955146736325786e-06,14.99996678803237,0.0010360603614701469,3.955003382872486e-05,7.369701676704847e-15,0.0003981051562798466,9.544848505644495e-05,0.09950990915709729,0.9005464386907369,0.0008691419168120744,8.610380372562991e-05,1.7477871478269571e-07,13.94056789570626,0.06120408120700614,9.948143094818774e-05,1.0001318967235142,9.956157165842345e-10,0.00010374649863373472,1.224404990609436e-11,0.02658046592887386,0.0033031360118425503,0.049844428113904105,1.910692935826644,0.03936424108195811,0.010000982139174676,0.0,0.001279275516732001,0.0,1.0292708841920995e-07,0.0009948944081781784,0.0033026942242454496,0.9967739816203536,2.3568938281627762e-08,10.000001184367202,9.943689367794727e-05,9.943372936944495e-05,9.898966637795895e-07,1.3203328071193274,1.4780858125765342e-08,0.0012201566767481027,3.876249786781881e-15,1.074571802622421e-10,1.0214137235525786e-16,3.524263953518694e-08,1.1704990945766841e-05,-6.914297691248049e-06,0.019554402669458175,0.9004651152344787,0.09947752739596918,1.9815116466996633e-17
1200,0.05073353528224582,5.026150556718735,7.413403687185626,0.0009549228071703166,1.4201294797945725e-06,14.99996405750665,0.0010379215265251026,3.950148168680764e-05,1.8128093193894251e-13,0.0003978843994088544,9.518016657477235e-05,0.09948018423654974,0.9005906050361048,0.0008578235228672833,8.742064351192539e-05,2.2829809996475807e-07,13.939860004862792,0.06430599058844794,9.94005903471893e-05,1.000141474058665,9.572033353265823e-10,0.00010429525570433297,1.6414096995744183e-11,0.026586086639014465,0.0035661964412715937,0.0498248078991066,1.9092308191497793,0.04219318332584648,0.01000110876026615,0.0,0.0013299679817366905,0.0,1.1979237825944557e-07,0.000994733210158682,0.0030330080473238014,0.9969476715157565,2.768220944203618e-08,10.00000125280845,9.941853425742646e-05,9.941282263999527e-05,9.890721377767034e-07,1.3047844653053509,1.4811167883863584e-08,0.0012345597537892399,4.778211980639872e-15,1.1622889114266687e-10,8.494550130701735e-17,3.194562318386578e-08,1.3518803279781259e-05,-4.319050026352209e-05,0.018613747551445334,0.9005534207406546,0.09937751999254686,3.805473112855242e-17
1300,0.05392058338571402,5.02809379106083,7.403664016647451,0.0009505571756534923,1.854305734670568e-06,14.999960649446685,0.0010409077536422237,3.942141149513415e-05,1.0556991581946204e-13,0.0003976337118298927,9.473179224833457e-05,0.09941436478952333,0.9006558327049484,0.0008449526121818521,9.446205801267617e-05,2.1879605758852523e-07,13.93464503778965,0.06576345287272312,9.93381523617458e-05,1.000146191397105,1.203235107888344e-09,0.00010429681423484599,1.4175529398407794e-11,0.026597570265984322,0.0037386989467579177,0.049810716028714876,1.90383244486291,0.04747750529474164,0.0100009667293083,0.0,0.0014283038189348742,0.0,1.3090746158522536e-07,0.0009941135242517278,0.0027431575214874443,0.9973265937354248,2.940285753721775e-08,10.000001266877781,9.933882895488614e-05,9.93082539886351e-05,9.879031722204104e-07,1.260551809106876,1.4693224747026886e-08,0.0012462600503607218,4.548918630149184e-15,1.282782607052202e-10,2.0090979494410823e-16,2.74950503104889e-08,1.3689083352786882e-05,-3.5046786604096816e-05,0.016669816035887783,0.9005829681204436,0.09936624569618961,4.51872961735353e-17
1400,0.055842965597249286,5.029861858746914,7.400014119204632,0.0009438569203045899,1.8841034231726733e-06,14.999959384840002,0.0010468078959541586,3.939438964080133e-05,4.171573536594268e-14,0.00039746022688102133,9.400115697658269e-05,0.09936498478685979,0.9007021485231339,0.0008447248614051718,0.00011188101452594271,2.678230628022746e-07,13.928861262687862,0.07125818758839104,9.933218293526884e-05,1.0001616938776479,1.4848999795972993e-09,0.00010492289387307255,1.941681071065455e-11,0.026598627811881194,0.003936845191231271,0.04979837205044222,1.9015145749628894,0.04933965615375103,0.010001443894065085,0.0,0.0014901200352914307,0.0,1.374964457324957e-07,0.000993655483533643,0.0024163865887077297,0.9974167065220162,3.026556385931293e-08,10.000001364717724,9.931068144720866e-05,9.929443536089981e-05,9.869306545115053e-07,1.2293231430249456,1.4797843761217168e-08,0.0012815235809291979,6.05674443506156e-15,1.3021433193611969e-10,1.472801892683111e-16,5.3368954279823037e-08,1.565700985945716e-05,5.690083030113493e-05,0.014695674781280609,0.9006312599671046,0.09932290060340251,6.578302739825433e-17
1500,0.05769879702860829,5.031950800797269,7.386983356894324,0.0009405040542524589,2.0649360854740994e-06,14.999958039669304,0.001047872123559646,3.936531183326561e-05,2.2832816257890633e-13,0.00039725953028303006,9.375392390961965e-05,0.09933641418952797,0.9007166055084078,0.0008294387214706987,0.0001095944507506486,3.209800665232711e-07,13.92435634803209,0.07828704664779072,9.92248481594434e-05,1.0001661847085985,1.5384089760295356e-09,0.00010495811044333115,1.7899913563428125e-11,0.026611168513265632,0.004136531532708213,0.04978596630165569,1.895707996833728,0.056180459346866045,0.01000151559221859,0.0,0.001648894277243464,0.0,1.4069295827064644e-07,0.0009929332755974714,0.002190481701738764,0.9977432406238886,3.189929540389154e-08,10.000001483634787,9.921743819478698e-05,9.923278203232703e-05,9.861207932111263e-07,1.228748492528712,1.4754271748395982e-08,0.0012871247408796096,5.926905353862376e-15,1.4189168732228757e-10,1.3061954480129506e-16,7.182946412486588e-08,1.6596896163556634e-05,-7.86050053135053e-05,0.013265333966143975,0.900688922097507,0.09922322869707977,7.262282702434052e-17
1600,0.05889795330526206,5.0346549203939155,7.379039767063972,0.0009385389546017186,2.378824464848431e-06,14.999955111133021,0.001053449714968827,3.931974065469789e-05,8.908091574229995e-14,0.00039723998736888974,9.345898430185537e-05,0.09927888101368663,0.9007671694243848,0.0008253495002457701,0.0001256087482889848,3.9967911606273815e-07,13.912513752031456,0.08767393171034556,9.921099414171474e-05,1.0001701387101256,1.9828808113136312e-09,0.00010540589441413523,2.2069277667763913e-11,0.026613178244797264,0.004270127739307632,0.04977020323533808,1.8940652898954342,0.0580182204127399,0.01000167966432386,0.0,0.0017024807775031722,0.0,1.4901134051022088e-07,0.0009929632918415352,0.0019017181073645423,0.9978798273757576,3.447432518754803e-08,10.00000160638325,9.916667786538887e-05,9.919720103673212e-05,9.853686823783444e-07,1.1953012524498903,1.4725569043643262e-08,0.0013328504364924765,6.99429714516903e-15,1.5268456578725842e-10,1.828383762395415e-16,9.729712472436378e-08,1.7298375536287606e-05,-4.6406588756045526e-05,0.012497465425356081,0.9007073337557755,0.09917222460193481,6.220266644803467e-17
1700,0.06101999647690164,5.034965967848945,7.378526877680212,0.0009355253572175342,2.787670574953414e-06,14.99995200595296,0.0010538120888845095,3.925871452442318e-05,2.7082219313159107e-13,0.00039686732692441985,9.322918121066278e-05,0.09925171663118854,0.900831072730792,0.0008134936925032345,0.00013403783003953015,3.9414283644484876e-07,13.910143448420817,0.08573683367590194,9.915623223216771e-05,1.0001863162973754,2.0758277843638276e-09,0.00010589038176139194,2.804328988193047e-11,0.02662539209440331,0.004429198134515051,0.04975017732677544,1.8865247831014773,0.06276969693362869,0.010001809922386522,0.0,0.0017863807839032107,0.0,1.598230703796412e-07,0.0009922963525355588,0.0019219894409874883,0.9981210107478864,3.665889509111408e-08,10.000001731064351,9.916253857402744e-05,9.91671102438182e-05,9.844563415597513e-07,1.181766078681016,1.4644890670003941e-08,0.0013400755138232503,6.948458757534555e-15,1.6722160776483417e-10,2.278295489885753e-16,9.842505932247285e-08,1.8706620908918505e-05,-0.00013582523622065757,0.011265401977431318,0.9007758217921301,0.09918380141119712,8.89819389780882e-17
1800,0.061938467924092654,5.038901494409067,7.366153251499253,0.0009294969271815366,2.8849091021659387e-06,14.999950320305084,0.0010589832322708964,3.922574092521955e-05,2.8294768840340376e-13,0.0003966937661915843,9.288678742157375e-05,0.09919733784527882,0.9008894388193277,0.0008023216527270146,0.00013913877561887,4.963516323529135e-07,13.90697434913719,0.09059028170120216,9.910967842696825e-05,1.0001881576327045,2.189689648308247e-09,0.0001058529439531779,3.23888673892873e-11,0.026626648124067637,0.004571525231744641,0.049729441484637246,1.8842190519348445,0.06620117632170594,0.01000192460139215,0.0,0.0019370282927717762,0.0,1.797094054479184e-07,0.0009920112940868858,0.001678894528633056,0.9983634893948498,3.7599383001804416e-08,10.000001896624703,9.911350605473368e-05,9.907884054209745e-05,9.836345385359056e-07,1.1543538729298164,1.4644153060406958e-08,0.0013587846441204328,8.600877023102744e-15,1.6784830910453083e-10,3.118112331009775e-16,1.0795452009201913e-07,1.859070611921933e-05,-6.414008616886521e-05,0.009350761521536239,0.9007952831962162,0.09911288241518197,1.026530711994077e-16
1900,0.06451611611864846,5.039063320238795,7.366605273528794,0.0009265326283109271,3.4293097840585667e-06,14.999947080644132,0.0010601237793954978,3.919628386731379e-05,3.444997939681491e-13,0.000396696947662314,9.215603929366925e-05,0.09912932241694741,0.9009072258992313,0.0007958697186087891,0.00014078713946846623,5.369163948179922e-07,13.899846376087018,0.09692450739494636,9.90808878762582e-05,1.0002026638268773,2.8268774862090398e-09,0.00010629540144982024,3.12172861112453e-11,0.02663188427648201,0.004862620969512412,0.04972725983717029,1.884108370353871,0.06720219839751904,0.010002176283565577,0.0,0.001994110607976562,0.0,1.8423430898223395e-07,0.000991517599434155,0.0015205714412395302,0.9984616102572108,3.903216693261069e-08,10.000001988035972,9.904901140666441e-05,9.905973181722695e-05,9.837609911030789e-07,1.1408934791971248,1.4549525995094686e-08,0.0013828362977766665,9.009347183728666e-15,1.7795531018921756e-10,3.032195790494147e-16,1.292590819509728e-07,1.9665000768662825e-05,0.0001802921196053513,0.00866639186015711,0.9008374522232016,0.0990797194712805,1.1288273179745635e-16
2000,0.06621419243280038,5.0421977239923885,7.352697843607963,0.0009214557750798428,3.5001075864719747e-06,14.999944885687652,0.001063033236150031,3.9129158092234986e-05,4.082983448140988e-13,0.00039641086404298135,9.198592984350918e-05,0.09908165063950873,0.9010127387493415,0.0007896337260324509,0.0001552633293323319,5.487711996964576e-07,13.893681858201024,0.10681247040856223,9.898230812536517e-05,1.0002070715805573,2.6827097499066833e-09,0.00010668927912879073,3.3553645561907855e-11,0.0266437230775244,0.004925374271959069,0.04969909742913037,1.8791063345505141,0.07022414813669776,0.010002579099348588,0.0,0.002115858483439805,0.0,1.9430330509756606e-07,0.0009911641793722184,0.0013414111358449514,0.9985352465971458,4.221390628244437e-08,10.0000020000973,9.901304597170364e-05,9.895595982019654e-05,9.829306872542924e-07,1.1434660892018071,1.4513841399533916e-08,0.0014097635979722657,9.872614289983899e-15,1.9176758044013557e-10,3.5212536805702525e-16,1.255825532867909e-07,2.1111685129874415e-05,0.0002082518428466584,0.008378528176503183,0.9009091336514158,0.09900721624167055,1.2175095098464505e-16
2100,0.06765076372667153,5.045023675429637,7.349878894798193,0.0009197299266069077,4.048527333438047e-06,14.99994210364034,0.0010699656335986154,3.911199912681149e-05,4.597231381227765e-13,0.00039633283721107683,9.12779903976416e-05,0.09904188166547032,0.9010350356310843,0.0007888286987280243,0.00016294995744421296,5.878678275754587e-07,13.887994796056743,0.10653843782470368,9.898059589479858e-05,1.0002143808502406,3.1507024229984647e-09,0.00010703524510091223,3.782144743137438e-11,0.026655184781010765,0.005399960137992513,0.04969318601433328,1.876309063272384,0.07723096386599038,0.010002864039303795,0.0,0.0021045342007065372,0.0,2.0252972003192596e-07,0.0009906700167220906,0.00129404615730874,0.9988078811777973,4.2506870389843476e-08,10.000002196291975,9.892060617469436e-05,9.889921099271111e-05,9.819816638590385e-07,1.1064581239051567,1.4438626229501899e-08,0.0014136761934180632,1.0740207033849353e-14,2.0287609945738454e-10,5.429142511839546e-16,1.3773557214017772e-07,2.226574121747091e-05,0.00012260179234673032,0.006713968858283759,0.9009113348428022,0.09895526016486848,1.4286835616126806e-16
2200,0.0682267601894945,5.0472374523657075,7.343613050567908,0.0009157185985981165,4.0540683481516035e-06,14.999936230276374,0.0010705694263840298,3.902887790137524e-05,6.097201720773971e-13,0.00039623245648534914,9.130764382568294e-05,0.09904399088370179,0.901096724336863,0.000779650615169104,0.00016822759399830366,6.973833108356359e-07,13.881592663206835,0.11773557150778005,9.891844643854862e-05,1.000217908288508,3.440355443474514e-09,0.00010726246100185624,4.0351806209689475e-11,0.026655973807365407,0.005542971365383077,0.04966170028132635,1.8706686960672902,0.07724057595505317,0.010002829849024982,0.0,0.0021869917888817105,0.0,2.115581141203232e-07,0.000990323174596685,0.0011457347688097006,0.9988396427777846,4.3636915776784996e-08,10.000002258101038,9.887886552057392e-05,9.890885703863988e-05,9.811870996684012e-07,1.118357228417654,1.4436243218948154e-08,0.0014461515204395702,1.0691751915517252e-14,2.13435750587372e-10,5.239686006492326e-16,1.946641687884855e-07,2.2627872254125426e-05,6.136894690532428e-05,0.006607097990555397,0.900995970638364,0.09887531893877179,1.4445154060408442e-16
