miliseconds,Cyclin_D,Cdk4,Cyclin_D_Cdk4,Cyclin_E,E2F,Cdk2,Cyclin_E_Cdk2_inactive_phosphorylated,Cyclin_A,B_Myb_active,Cyclin_A_Cdk2_inactive,Cyclin_A_Cdk2_active,APC_Ccdc20_active,APC_Ccdh1_active,Cyclin_E_Cdk2_active_unphosphorylated,p21,p21_CyclinD_Cdk4,p27,p27_CyclinD_Cdk4,Cdc25A_active,p27_CyclinE_Cdk2,p21_CyclinE_Cdk2,p27_CyclinA_Cdk2,p21_CyclinA_Cdk2,p53,p16,Rb,Rb_E2F,Rb_PP_E2F,Rb_PPP,ATM_ATR,Mdm2,Intermediate,NF_Y,Cdc25A_inactive,Chk1_active,Chk1_inactive,Cyclin_B,Cdk1,Cyclin_B_Cdk1_inactive_unphosphorylated_cytoplasm,Cyclin_B_Cdk1_active_phosphorylated_cytoplasm,Cdc25C_active,_14_3_3_sigma,Cdc25C_Ps216_phosphorylated_active,Wee1,Wee1_phosphorylated,Cyclin_B_Cdk1_nuclear,p21_CyclinB_Cdk1,B_Myb_inactive,Cdc25C_inactive,Cdc25C_Ps216_phosphorylated_inactive,_14_3_3_sigma_iCdc25C_PS216_phosphorylated,APC_Ccdc20_inactive,APC_Ccdh1_inactive,Cyclin_B_Cdk1_nuclear_inactive
0,0.029039829395451758,4.998656798431453,7.497439343285227,0.0009975886610374936,-9.448007262535273e-08,15.00000173146325,0.0009988590874279992,4.0006063553562806e-05,1.0606404196099371e-13,0.00039990606825670156,0.00010012889905106472,0.10002997535162475,0.90003071387666,0.000997714511560825,-2.1124929711707213e-06,4.2799505409019376e-08,13.99713626601225,0.0011887134900113693,0.00010000140414113848,1.0000003412994956,-1.4633499373101025e-10,9.996761326258359e-05,-1.4244174200624123e-12,0.0265033342778355,0.0010533053906331567,0.0500064088417287,1.9518129380140932,0.0003489286783132197,0.010000077504617427,0.0,0.00019465072361683726,0.0,-3.393044375079243e-09,0.0009997253666011456,0.010029174065392894,0.9900823501875096,2.7024238959831017e-10,10.000000012927764,0.00010000361934338879,0.00010000190105252997,1.0000037870667653e-06,1.987768614576885,9.932925487596792e-11,0.0009921068604703772,3.6309397813274824e-17,4.7619508831351566e-12,-5.792617093085705e-17,1.3844903998218819e-08,1.5899485922145726e-06,0.02995804540637109,0.0293688283196377,0.9000033107601038,0.09997995171623457,1.0947695516500536e-17
100,0.030911164847408357,5.001753600536255,7.490128397603368,0.0009970241820561406,-1.407077307697529e-07,14.9999983377901,0.0010013419113372654,3.9963153631535624e-05,8.219036606396561e-14,0.00039979002788609574,9.969443780499783e-05,0.09995242598800631,0.9000587625007076,0.000987778079668745,7.020162827100307e-06,-2.159348683101978e-08,13.992738977852246,0.00766947846760276,9.995419394706678e-05,1.000011611191004,-1.2095855905492125e-11,0.0001002578780411942,2.1459818822659638e-12,0.02650382854014273,0.001233189084415577,0.049991781733696845,1.9463076428536117,0.0039839859235542875,0.010000058156260198,0.0,0.0003812351292351689,0.0,1.5935542056533637e-08,0.0009996548982102106,0.00895410428227373,0.9909018269820259,3.168196281389959e-09,10.000000157121686,9.996791199028956e-05,9.995544160492045e-05,9.987504270676876e-07,1.8810641851691916,1.5079588331197345e-08,0.0010062873686898807,6.55056890279935e-16,8.406467555807182e-12,2.5642886162362268e-17,-2.8646438962697936e-09,1.4863828619521991e-06,3.666371293934589e-05,0.05500821703111567,0.9000499533488782,0.09993014780945648,1.1586232433942517e-18
200,0.034490013240678206,5.004079065148598,7.488060760422332,0.0009901734606361065,-8.75635249806859e-09,14.999995262960704,0.0010082908858475073,3.990848129700608e-05,7.784278476119906e-15,0.0003997380840682359,9.936363464863702e-05,0.09988506639043335,0.9000663311883262,0.0009693901775199108,1.9688867494432657e-05,2.02415788809146e-08,13.99118422215362,0.015201352523183337,9.986403252404858e-05,1.000023199972327,-1.8177787094509362e-10,0.00010079198293937234,8.71884205341321e-13,0.02651588342474836,0.001513918452071426,0.04996230664601479,1.9407345852932436,0.00859795924062347,0.010000038342711494,0.0,0.0004115772967999412,0.0,2.2855659435769573e-08,0.000999026500468851,0.008315175970601241,0.9917976100316412,3.885102541575098e-09,10.000000172004945,9.989561164825378e-05,9.99070718810723e-05,9.98168123521594e-07,1.8025989482625189,1.502502418911493e-08,0.001052786565031796,1.0981204044272322e-17,1.7586424964092524e-11,1.348873130346756e-17,1.9208899675137333e-08,3.385406484749366e-06,8.187023749026874e-05,0.04967493983458324,0.9000804264821761,0.09991186786133362,2.7670491940889612e-18
300,0.034482366297108547,5.006782267184693,7.478995729285356,0.0009862951097924053,2.764139504582778e-07,14.999990592383204,0.0010096807892567533,3.986820358956461e-05,4.37894434565684e-14,0.00039941377781030384,9.900595552932158e-05,0.09985855955113966,0.9001768008947123,0.0009641637840520847,2.16280757993814e-05,-3.9253264605745804e-08,13.98774708163647,0.017733265665066812,9.985750764866023e-05,1.0000383225838405,9.815620743836908e-12,0.00010086696364225827,3.639241489994907e-12,0.02651921291154534,0.0015987499353052456,0.04996112881449035,1.939315910469851,0.01158939003074848,0.010000094046449621,0.0,0.0005132921176604783,0.0,2.5959539152233742e-08,0.00099854896039083,0.007377627981773728,0.9924973745449603,8.056110777039772e-09,10.000000262305404,9.98105267062315e-05,9.986874998824722e-05,9.968252046711638e-07,1.7262206001696805,1.496550402320162e-08,0.0010497831465500068,1.3257665412983755e-16,2.593142478691238e-11,-5.765787592175695e-17,-1.4630091545674518e-08,3.375941399263202e-06,-2.5161588615329934e-05,0.04525513912181933,0.9001122939588159,0.09982323935454314,-7.590862950882668e-18
400,0.036197423455232296,5.007391622399133,7.475616067884622,0.000986068668845457,2.995713916737811e-07,14.999989110335438,0.0010152360177240246,3.9817666082706544e-05,2.2831234186357563e-14,0.00039922421312216407,9.834930905207542e-05,0.09979484439456075,0.9001921169646606,0.0009476462498198612,2.5149309440355066e-05,-1.3239253546144654e-08,13.980739931811618,0.02276340942850046,9.977187749847558e-05,1.0000569176467642,2.2360212284875644e-10,0.00010159016340186198,1.728381099466356e-12,0.026524183435171336,0.0017769753345946502,0.049940820865269776,1.9347382191514169,0.01460791353759282,0.01000017599149012,0.0,0.0006200039292346213,0.0,3.467169620493883e-08,0.0009981209750178066,0.006739000547955064,0.9933845040130386,8.467542819950754e-09,10.000000447454282,9.976210374509925e-05,9.983190448487275e-05,9.957241077790536e-07,1.656157578950208,1.512096997010784e-08,0.001068318919844518,1.1793668110717656e-15,4.074930172542429e-11,1.214127622063468e-17,1.4294266132560912e-08,5.611102022315353e-06,-9.638589080203101e-05,0.04032085067149617,0.9001775813539146,0.0997924859753887,9.636262379324036e-18
500,0.03988018237224247,5.010414512801783,7.46515094726058,0.0009810639546782255,3.4322201012817785e-07,14.999985937381231,0.0010185664085579206,3.97773182171766e-05,2.1190839650750845e-14,0.00039915311273469757,9.769397042741161e-05,0.09980061956562938,0.9002714385112682,0.0009389547228589803,4.0103785726079156e-05,7.384154727774147e-08,13.971714898697755,0.02867380896786108,9.975997124938328e-05,1.0000657110461326,2.822797760660235e-10,0.00010178736284262175,3.0851843184854e-12,0.0265334350346434,0.0021254402036527025,0.049933024723905,1.9311990108386448,0.016649367566549115,0.010000091194415429,0.0,0.0006853280782379304,0.0,5.049840379080559e-08,0.0009976332854432684,0.006184336915839219,0.9938643730983472,1.2483184794836202e-08,10.000000525001704,9.972340075521298e-05,9.977445094976056e-05,9.953300434180612e-07,1.5803918933729373,1.4963267390516065e-08,0.0010947159772527772,1.061018007385698e-15,5.450263800523776e-11,3.486586843169015e-18,-1.1153779833904765e-09,5.730018851100534e-06,0.00013535894818994114,0.03642212160092184,0.900238673786522,0.09973492336643508,1.262679636373257e-17
600,0.04038667948635491,5.014223278041969,7.454507616708789,0.0009754579149234441,3.638055531316857e-07,14.999981513439199,0.0010188349430706979,3.972395410898778e-05,1.1582447030584942e-13,0.00039894262822494033,9.77221072307416e-05,0.09976095199116376,0.9003044118734214,0.0009185441603073516,4.645361080334808e-05,5.4537334768335475e-08,13.96651825347482,0.030527763282219053,9.969742449838529e-05,1.0000793429484636,3.233912689948678e-10,0.00010217258140468245,4.259334639404851e-12,0.02653893337226258,0.0022449937188175604,0.04990123569109345,1.9275328122259634,0.023318941714775873,0.010000336636234189,0.0,0.0007296097369746209,0.0,5.5148730895135835e-08,0.0009970564383330772,0.00547882549326247,0.9945877871412044,1.3008301624312838e-08,10.00000054790174,9.970690524069348e-05,9.97118420372621e-05,9.944181901556907e-07,1.5255006129032893,1.501698491526505e-08,0.0011093794531713559,1.2709461751297652e-15,5.375208851944741e-11,7.624683007892267e-17,4.419963728562473e-10,7.2976076346158215e-06,-9.832361278172986e-05,0.033478807158850085,0.9002701460357622,0.09973387894503875,6.435855814529501e-18
700,0.04271826719278348,5.014363001292397,7.450721015681459,0.0009718517943712761,8.838989207944985e-07,14.999978735215155,0.0010226246813229824,3.970154359395327e-05,1.0665525328037547e-13,0.00039863895852534643,9.691491131723057e-05,0.09965549732227148,0.9003619779807552,0.0009131313436503602,5.2528056780884156e-05,9.759906875675994e-08,13.964659895190824,0.03743552838139724,9.964260806987277e-05,1.0000876231216445,3.391671241020973e-10,0.00010251396776561131,7.064653177297358e-12,0.026549577748727318,0.002442279889703465,0.04988563081284238,1.923148303800193,0.028296634212996625,0.010000531665911527,0.0,0.0009205893434935115,0.0,6.505004439410497e-08,0.0009967828090420908,0.0050558936532766816,0.995053361863894,1.6198569534546892e-08,10.000000658632874,9.96584853325e-05,9.965696739352059e-05,9.928777359582952e-07,1.4852068250578199,1.4928528845584788e-08,0.0011428403241166708,2.1350837424467066e-15,6.865302848305863e-11,5.353491398616927e-17,2.197092863192027e-08,8.554479532131334e-06,0.00014052779006721975,0.03038611525179204,0.9003338707064247,0.09968258054546007,9.803917301166784e-18
800,0.04471385392721159,5.015808962020008,7.441870988275901,0.0009662854171227688,8.706775130495074e-07,14.999978129083399,0.0010254447653649532,3.965197188485665e-05,3.3027751140151256e-14,0.00039847060920103754,9.664315941466005e-05,0.09964750102413589,0.900425803106011,0.0009033927558101811,6.461535773757823e-05,1.290328488727833e-07,13.954626323197957,0.040523718425749825,9.961735161332386e-05,1.0000996792146029,7.206998884631274e-10,0.00010294736109325504,2.899466784291541e-12,0.026553795800034426,0.0025271455682363457,0.0498800629086208,1.9211690355060085,0.030099127252406894,0.010000566088013032,0.0,0.0009924238860297893,0.0,7.791081939895795e-08,0.0009960563589167058,0.0044276977045109465,0.9956151016097808,1.8010665639003396e-08,10.000000793334198,9.955621544696816e-05,9.958221378441015e-05,9.924750986705072e-07,1.4399109060562505,1.4919791625366953e-08,0.0011481856858935279,2.005993111302473e-15,7.452760908737755e-11,2.757272320464198e-17,2.3125016810499988e-08,9.5868070180568e-06,0.00020294669967819927,0.027167054122029126,0.9003543707578159,0.09957404345526287,1.9969863276645688e-17
900,0.045764113536627085,5.018598112176938,7.434551307892172,0.0009625897805397086,8.280687678384197e-07,14.999972055030558,0.001029401180602037,3.9619543383793854e-05,1.4475678565294547e-13,0.00039832479980733395,9.646970822065705e-05,0.09958558453528288,0.9004597898074385,0.0008933473942667993,6.83551930775984e-05,1.4705500309357456e-07,13.948639085065835,0.05133330879627228,9.951905009603497e-05,1.0001047779319212,5.639940951416086e-10,0.00010286563351397445,6.146509739262941e-12,0.026570404068219592,0.0029093213800231695,0.04986797765542539,1.91917889999402,0.03164899957121045,0.010000619488182738,0.0,0.001021358591573581,0.0,8.49301130655587e-08,0.0009961758028543832,0.004128095315029471,0.9959396377938803,1.994703258552995e-08,10.000000948370616,9.953002823247685e-05,9.957530905713474e-05,9.92067194171345e-07,1.3884274861392378,1.4966145852900457e-08,0.001176543329605125,3.084444108231233e-15,8.33477333435647e-11,6.249676152544525e-17,1.7140791112478197e-08,9.785756213807813e-06,6.902003778115546e-05,0.02388734125277282,0.900383403779973,0.09955760926537303,7.847989882701673e-18
