miliseconds,Cyclin_D,Cdk4,Cyclin_D_Cdk4,Cyclin_E,E2F,Cdk2,Cyclin_E_Cdk2_inactive_phosphorylated,Cyclin_A,B_Myb_active,Cyclin_A_Cdk2_inactive,Cyclin_A_Cdk2_active,APC_Ccdc20_active,APC_Ccdh1_active,Cyclin_E_Cdk2_active_unphosphorylated,p21,p21_CyclinD_Cdk4,p27,p27_CyclinD_Cdk4,Cdc25A_active,p27_CyclinE_Cdk2,p21_CyclinE_Cdk2,p27_CyclinA_Cdk2,p21_CyclinA_Cdk2,p53,p16,Rb,Rb_E2F,Rb_PP_E2F,Rb_PPP,ATM_ATR,Mdm2,Intermediate,NF_Y,Cdc25A_inactive,Chk1_active,Chk1_inactive,Cyclin_B,Cdk1,Cyclin_B_Cdk1_inactive_unphosphorylated_cytoplasm,Cyclin_B_Cdk1_active_phosphorylated_cytoplasm,Cdc25C_active,_14_3_3_sigma,Cdc25C_Ps216_phosphorylated_active,Wee1,Wee1_phosphorylated,Cyclin_B_Cdk1_nuclear,p21_CyclinB_Cdk1,B_Myb_inactive,Cdc25C_inactive,Cdc25C_Ps216_phosphorylated_inactive,_14_3_3_sigma_iCdc25C_PS216_phosphorylated,APC_Ccdc20_inactive,APC_Ccdh1_inactive,Cyclin_B_Cdk1_nuclear_inactive
0,0.031220190778118814,4.999534675518296,7.496993492286435,0.0010000218936832633,-1.874000125713872e-07,15.000000398151808,0.000998758523217477,4.000439158173563e-05,-7.472063322635223e-15,0.0003999963256711099,0.00010001350491493611,0.10002745635368188,0.8999729936668164,0.0010047700084219904,-1.6496285143821437e-06,-1.5217870976522315e-09,14.000145965869937,-0.002310741619982786,9.997838061755487e-05,1.0000035379507581,2.0634755976367916e-10,0.00010010238237429335,-6.643428435293158e-13,0.02649710411020553,0.0010573768913907566,0.04999673557733639,1.9476754265227152,-0.0015040288168981005,0.009999826801785072,0.0,0.0002965741624246936,0.0,-5.962507131332209e-10,0.0010001292341489025,0.01009383809030294,0.9899610648130241,-3.291626197827235e-10,10.000000008116839,0.0001000115118987218,0.00010000733966127294,9.999953086041336e-07,1.99634502653631,-4.5065073402054916e-11,0.0009924552735201557,4.1040758639420647e-16,-8.358401904514256e-13,6.674168489467808e-17,1.5951763940503916e-08,1.0422785743870368e-06,0.0298031914682573,0.029554871091661574,0.8999712025470101,0.09999990994362498,4.3611992864954306e-18
100,0.03129336024370879,5.002493758369842,7.488904020147634,0.0009975540292638996,2.0735705281871216e-07,14.999998761138334,0.0010051715406165342,3.994209772898963e-05,8.56659522845103e-14,0.00039978329634651787,9.963147227946655e-05,0.0999641388697373,0.9000852358620519,0.0009905362370152986,1.3064523544233142e-05,2.972346488939467e-08,13.996272575786406,0.00860754245390406,9.998009435530824e-05,1.0000182653045815,-1.611703387504719e-10,0.0001002693435885301,1.0214334118474689e-13,0.026508247473142142,0.0012966564442249058,0.049978486353036075,1.9483051848113517,0.005868277223113531,0.010000125896639673,0.0,0.000341319115584544,0.0,6.301691633901271e-09,0.0009995668742282466,0.009083815952544717,0.9908952654934533,1.3981294909274651e-09,10.000000085600515,9.996237859029968e-05,9.9973629404175e-05,9.991153938097545e-07,1.8705290672703834,1.5054116801734923e-08,0.001017219250713669,1.1176405125965521e-16,3.800797644970271e-12,-5.244189042193457e-17,-2.1368175534969214e-08,2.6767721238178185e-06,7.912317390403837e-05,0.05506167137800287,0.9000142855616482,0.09998450424002654,-8.509894791725233e-19
200,0.03459809682648004,5.0057997139616734,7.481135354404889,0.0009923146909386522,7.668965366250177e-08,14.999994015759462,0.001007183318642679,3.992612953124717e-05,-4.1778705634636275e-14,0.0003996030725575257,9.898182866464235e-05,0.0999062786560265,0.9000853315863128,0.0009688975406136425,1.9883509025223874e-05,2.7866617788332596e-08,13.990254428169981,0.009570156504548647,9.989056105967442e-05,1.0000267072859963,1.2030097852975577e-10,0.00010056385819682742,3.067753554826403e-14,0.02651955603127964,0.0013508741779629158,0.04996695607455382,1.9421078799701463,0.0070792482048459004,0.010000147927449469,0.0,0.00044397300022747625,0.0,1.610402216748983e-08,0.0009989986389154616,0.008208469571098722,0.9916980157066465,4.067442769311341e-09,10.000000198648324,9.988232567668097e-05,9.987328597846394e-05,9.983106893962106e-07,1.7941379644984583,1.5194764727344e-08,0.0010411928331810613,5.426368100468022e-16,1.5048754340577908e-11,-2.098998144711657e-17,-1.4920220066183655e-08,3.5197760487253436e-06,-0.0002074572086161213,0.04931124968958268,0.9000959865689558,0.09989726926127726,2.66564423863472e-18
300,0.034447362802006096,5.00726137238909,7.476555221515197,0.0009865728007028742,2.415452003376631e-07,14.999990657495804,0.001010239158264085,3.989573132189097e-05,-7.70899189576625e-14,0.0003994504514038586,9.892477778690345e-05,0.09989398921968935,0.9001276932005317,0.0009618859642803884,1.9929626343505797e-05,2.9439548274526666e-08,13.983818325998456,0.015559320687388205,9.984918884982507e-05,1.0000376205314276,2.5613902173862275e-11,0.00010083211511030334,3.683436433535552e-12,0.02652245777359212,0.00149622370279433,0.04994553546618664,1.9394193138366804,0.012759581327360795,0.010000182230740876,0.0,0.0005716058412284925,0.0,3.445729848708457e-08,0.0009986182209866892,0.007383219161364931,0.9927115525479702,6.109740666168509e-09,10.000000266848199,9.986716576452656e-05,9.981925335569499e-05,9.97073163217867e-07,1.724221358258456,1.5076826315293417e-08,0.001049568763233225,7.005414509492814e-16,3.19417197967105e-11,-1.9408446850337333e-17,-1.4881964732756568e-08,3.6836505777010186e-06,0.00020926577068018976,0.04496201575483075,0.9001486554729039,0.09985901102548297,-1.1550487143556295e-17
400,0.03822005190225498,5.008837543606975,7.468791932254428,0.0009849851788075838,4.2194057212499055e-07,14.999987162707082,0.0010129896461251514,3.982906630110726e-05,3.855717920684649e-14,0.0003993011478628925,9.852907465333736e-05,0.09982109748552208,0.9001824375335427,0.0009516011283783371,2.778952084451414e-05,3.475777985867391e-08,13.977944848981283,0.022211386732880874,9.983557540049562e-05,1.0000560339268654,3.328789602180884e-10,0.00010121282118797605,2.4302733695787982e-12,0.026528384710754922,0.001889069275180304,0.049948957240288944,1.9374923802015847,0.01720316930236219,0.010000250874054267,0.0,0.0005771063428120123,0.0,4.132028479729131e-08,0.0009980551807054323,0.006705102167824663,0.9933382579845139,9.186166740534491e-09,10.000000386077193,9.98039471053652e-05,9.978228230028497e-05,9.96084584269854e-07,1.6508701159861405,1.504845920842463e-08,0.0010858044287889866,5.58001816505047e-16,3.5583245302150254e-11,5.101185576129725e-17,-8.170567237349569e-09,5.45244365049613e-06,-5.534430606663555e-05,0.04090738670376362,0.9001741768587644,0.09983588789511934,1.6667503539022323e-17
500,0.040218971189557494,5.0113674353838435,7.46436281502724,0.0009792073609103584,6.03647378804648e-07,14.99998418106673,0.0010167358486042994,3.976879816759098e-05,-3.9833226654472586e-14,0.00039913298208858907,9.791194756312747e-05,0.09976076720859386,0.9002796667326871,0.0009297791204618717,3.959847336840162e-05,-1.1928965763447557e-08,13.970465860414897,0.025765072840160094,9.973559695585482e-05,1.0000621841167818,2.043562460328203e-10,0.00010191201598754258,2.7281255125116155e-12,0.026541478184565193,0.0020549828328219615,0.04993422322753358,1.9322171839644173,0.016615318241800646,0.010000179510177232,0.0,0.0007647707017025009,0.0,4.373246302795501e-08,0.0009978017190528249,0.006178933393572801,0.9939364885528427,1.2815744133219391e-08,10.000000448814644,9.971108961655985e-05,9.978040878433574e-05,9.954814277258949e-07,1.5939035078862493,1.5006644570641195e-08,0.0011054136126899194,1.0712795109602538e-15,4.460753428902422e-11,2.896747666737565e-17,2.6315033259842046e-08,6.631977108115284e-06,-7.152236777560824e-05,0.036506096974415876,0.9002061103473562,0.09972246086461568,1.6495954513568451e-18
600,0.040178726905219765,5.013849926191535,7.452162833108547,0.0009788081984696165,4.846158531518769e-07,14.99998293471637,0.0010223263448991425,3.975910293587587e-05,1.1272343886191748e-13,0.00039902199203403315,9.761250893190648e-05,0.09972417071890992,0.9002872656201931,0.000920696263247621,4.38113971675398e-05,4.709770422607267e-08,13.970547502184512,0.028774883718730156,9.972681838933617e-05,1.000072448180808,1.3812676043704657e-10,0.00010224558572635185,4.525562393624826e-12,0.026539990909092107,0.0022550362647039265,0.04990897382306339,1.9290310500689738,0.02523886692232353,0.010000418910928854,0.0,0.0007636432169202133,0.0,5.58745163206629e-08,0.000997579933016538,0.005551656161286809,0.9945339566297136,1.4389165092545804e-08,10.000000622502448,9.969360539092151e-05,9.970617494595326e-05,9.947502626552105e-07,1.520772317646796,1.505918562221717e-08,0.0011325841886048946,1.3141891437804083e-15,5.3291785683735565e-11,-8.351907646127774e-18,1.2669283925094031e-08,6.9778880101432266e-06,0.00018792164193236544,0.032803342787269936,0.9002481733431948,0.09967129223927097,8.127518921782653e-18
700,0.04178644478651885,5.0136979973477995,7.450848256391734,0.0009712142461957394,6.057657837857493e-07,14.999977605614822,0.0010222577276377098,3.972402328905535e-05,5.519974228014035e-14,0.0003986292279965837,9.689557335405468e-05,0.09968994452579515,0.9003320418390647,0.0009149886661026435,5.409780788360524e-05,1.0989991499500785e-07,13.9610746017416,0.04049171041428816,9.965725261629493e-05,1.0000875944842667,5.681390657556832e-10,0.00010239389032272434,1.7111627070901274e-12,0.02655135234647608,0.0025150057374568884,0.049893293691326016,1.9238238135903427,0.02789735216237491,0.010000285314905011,0.0,0.0009214581112617198,0.0,6.433256282465373e-08,0.000996796742112423,0.004992245515447788,0.9949896979913845,1.538332646953198e-08,10.000000670724853,9.96270804478169e-05,9.967692467499265e-05,9.936084993170283e-07,1.4694158446411678,1.4852818030106425e-08,0.001133723787989511,1.771939069693243e-15,7.159890145970017e-11,-3.09309206189397e-17,2.0384321182798914e-08,8.399709443851387e-06,4.0914422557818687e-05,0.02930442003956315,0.9003395276108392,0.09963998122284226,3.3245293759145737e-18
800,0.04399457822037981,5.018068773549952,7.43910523688017,0.0009687325657930848,1.04250591275261e-06,14.9999774828226,0.0010276688419417453,3.967474898715904e-05,-2.916331582152668e-14,0.0003986792979681162,9.65259754257895e-05,0.09965592063330365,0.9003935848110697,0.000898522781555218,5.742103733344706e-05,1.023814989055671e-07,13.958454660118713,0.04284516457211489,9.963229642368479e-05,1.00009801878144,4.3037680987765065e-10,0.00010254627248551807,8.454838451413242e-12,0.026554944571242845,0.002684491026186044,0.0498861808972411,1.9187428957419432,0.03254594527825884,0.01000036108201854,0.0,0.0009669374999533506,0.0,8.370695278512066e-08,0.0009961276860409951,0.004453111673798958,0.9956246238873014,1.862896240328948e-08,10.000000825020715,9.959510955712383e-05,9.957802468417232e-05,9.924130633674665e-07,1.4331504023376085,1.4880909316109887e-08,0.0011685687014621208,1.7771224539803175e-15,8.414321286814824e-11,-2.147412207912524e-17,7.077407231837922e-09,8.391022002197642e-06,0.0001152486619884131,0.027719452535226015,0.9003670024313305,0.09957021451470215,2.1941976327314548e-17
900,0.04548555553889538,5.020269902208136,7.430665515512584,0.0009653764873888607,1.247739711565319e-06,14.999973325530341,0.0010319585132303806,3.9617234822435196e-05,6.897184101530327e-15,0.0003983949237575462,9.637009286580095e-05,0.09956911793635652,0.9004277449727641,0.0008866642362340344,7.196830061332109e-05,1.3168913197608343e-07,13.953499654919092,0.044948648549904366,9.958544403534688e-05,1.0001082271573418,6.176527096851586e-10,0.00010301178382144869,5.098107645962808e-12,0.026560670456441723,0.002692282044721347,0.049862367891270486,1.916148616812463,0.03367279587706994,0.010000521608530717,0.0,0.0011103835594603218,0.0,9.158860928517793e-08,0.0009960787799974933,0.004081928283743632,0.9959388943769617,2.0918510239523262e-08,10.00000098620098,9.952469413579855e-05,9.952016083006717e-05,9.910445561760752e-07,1.3890899578886233,1.487127247161833e-08,0.0011934622561800055,3.098112428079448e-15,9.106872754845574e-11,1.11648924107605e-16,2.6766577003005165e-08,9.380889957508488e-06,-0.0001290189282259779,0.02435739097512977,0.900428553691925,0.09952181516669162,2.563830096613512e-17
