milliseconds,Cyclin_D,Cdk4,Cyclin_D_Cdk4,Cyclin_E,E2F,Cdk2,Cyclin_E_Cdk2_inactive_phosphorylated,Cyclin_A,B_Myb_active,Cyclin_A_Cdk2_inactive,Cyclin_A_Cdk2_active,APC_Ccdc20_active,APC_Ccdh1_active,Cyclin_E_Cdk2_active_unphosphorylated,p21,p21_CyclinD_Cdk4,p27,p27_CyclinD_Cdk4,Cdc25A_active,p27_CyclinE_Cdk2,p21_CyclinE_Cdk2,p27_CyclinA_Cdk2,p21_CyclinA_Cdk2,p53,p16,Rb,Rb_E2F,Rb_PP_E2F,Rb_PPP,ATM_ATR,Mdm2,Intermediate,NF_Y,Cdc25A_inactive,Chk1_active,Chk1_inactive,Cyclin_B,Cdk1,Cyclin_B_Cdk1_inactive_unphosphorylated_cytoplasm,Cyclin_B_Cdk1_active_phosphorylated_cytoplasm,Cdc25C_active,_14_3_3_sigma,Cdc25C_Ps216_phosphorylated_active,Wee1,Wee1_phosphorylated,Cyclin_B_Cdk1_nuclear,p21_CyclinB_Cdk1,B_Myb_inactive,Cdc25C_inactive,Cdc25C_Ps216_phosphorylated_inactive,_14_3_3_sigma_iCdc25C_PS216_phosphorylated,APC_Ccdc20_inactive,APC_Ccdh1_inactive,Cyclin_B_Cdk1_nuclear_inactive
0,0.02970284614882211,5.000858980190673,7.504922818530228,0.0009983440479231814,-1.2578005809577182e-07,15.000001239904991,0.0009984125281289617,3.997649540279022e-05,1.2302314231925412e-13,0.00040001361621906396,0.00010000196588329096,0.09999418635625908,0.9000182680069357,0.0010016378370257932,-1.021197703488842e-06,1.3532377056851862e-08,14.001575957221384,0.0003124575956903352,9.99703548844335e-05,0.9999998222477943,2.0684699261082885e-10,0.00010016376643947558,1.9283655939211136e-12,0.026500932163296416,0.0009400792686524485,0.05001027088360336,1.9502620877855006,0.0003255783834906869,0.010000086574286271,0.0,0.00021093120276803959,0.0,6.486465257168083e-09,0.0010002510888090016,0.010046710247736358,0.9898904905821256,1.3337063025057435e-11,10.000000051271732,0.00010001435356256189,0.00010003699464718614,1.0000559447959063e-06,1.9952066880094839,-4.737229627669912e-11,0.001008412067020907,1.3745179886982979e-16,6.403441657831988e-12,7.46469476483124e-17,1.0794025770207734e-08,7.675853359824623e-07,0.029856776167169845,0.02971506272682454,0.8999763816792719,0.09996998249991744,6.709484621357965e-18
100,0.03071687676506773,5.002917113051787,7.488023220096104,0.0009939056247584962,2.452925376250986e-07,14.999997601260878,0.0010056248953270394,3.9962974259910466e-05,2.1956487649281283e-14,0.00039988234608556283,9.95395385567371e-05,0.09993928908527029,0.9000612700670312,0.0009887772283175662,3.196179662943605e-06,2.930793915484361e-08,13.994371218934536,0.009284103908560151,9.998516396886355e-05,1.0000127557862066,-1.53481955530917e-10,0.00010052623811310071,3.0659313703554572e-12,0.026505747108313184,0.001135927361620692,0.04998339725838043,1.9473729153229347,0.002462946910843595,0.010000159369030575,0.0,0.0003732660078687131,0.0,1.5590211059645486e-08,0.0009996830971507782,0.009055696789632582,0.9908600367932371,2.6754600199985192e-09,10.00000015825294,9.991727548572672e-05,9.993550679169467e-05,9.990224375540233e-07,1.8781924212841343,1.5190225226556694e-08,0.0010261163678900685,1.8129421877264961e-16,1.420530448103061e-11,-3.484330796526493e-17,-2.025529741150766e-08,1.626496451954206e-06,4.645315438029719e-05,0.054834324279274205,0.9000679215782572,0.09994194519595767,-7.504257277500008e-18
200,0.03387728758756142,5.003432524031993,7.489594636731958,0.0009911026701601945,2.1624022315810277e-07,14.999993833056173,0.001008382781161365,3.9882826766206714e-05,-1.210390420317502e-13,0.0003996217514563825,9.940100087628779e-05,0.09993008467705007,0.9001138418392555,0.0009762971484408065,1.7889088231273474e-05,2.21965084797618e-08,13.990081198855815,0.008725688263406637,9.992385136832691e-05,1.0000281468667682,4.3729840500365034e-11,0.00010056468792180572,2.0206633340514977e-12,0.02651729578509676,0.0012956422377286086,0.04997774483610622,1.9406323891604,0.010198039977003205,0.009999878619797896,0.0,0.00041757794443008484,0.0,2.1039658281397953e-08,0.0009993244417325106,0.00821153742171302,0.9918158712675279,4.668534550693354e-09,10.000000194760654,9.989039056366304e-05,9.990980421082891e-05,9.979148573445883e-07,1.7949258228647855,1.5067836356267114e-08,0.0010525530414218535,6.852835474257749e-16,2.22936061129345e-11,-4.062450447594625e-17,-1.607431011315779e-08,3.2159348864738863e-06,-1.6532866513496386e-05,0.049540630685414325,0.9000783775503486,0.09987767708014503,-1.1293262440592528e-17
300,0.03662165213176347,5.005598157791721,7.476644355923498,0.0009892349018230222,3.516104305549281e-07,14.999991895330721,0.0010111110768641538,3.987751792657842e-05,1.1010009533788405e-13,0.0003994912515850557,9.871163890099425e-05,0.0998491135863032,0.9001148355156509,0.0009556256140842962,1.858821576007399e-05,3.381494758573015e-08,13.983012989467463,0.014893316909302644,9.983275962576629e-05,1.0000391335771632,2.0564507525841866e-10,0.00010119143075197263,2.4447710741711954e-12,0.026517247942383984,0.0016516772441513563,0.04995288952346694,1.9375807983926114,0.010766293183360538,0.010000204464053301,0.0,0.0005642429124432756,0.0,3.471662145781333e-08,0.0009983466729104218,0.007325587991730322,0.992698337303027,7.65011521847707e-09,10.000000243344095,9.982348695470544e-05,9.981012257859439e-05,9.966820299787475e-07,1.714720982281479,1.498853854456869e-08,0.0010677088823913031,8.556369362338834e-16,2.4811001937386518e-11,-8.792260364326006e-17,2.3015142661568162e-08,3.7012471624732564e-06,-0.00016216866003883378,0.04414530297065811,0.9001136543301534,0.09983839995301945,2.310446516126979e-18
400,0.037299423718779055,5.007461628831861,7.46546181656714,0.0009844589506366648,3.7964420886223385e-07,14.99998939610665,0.0010125734805107723,3.981343153015549e-05,2.239758494082211e-14,0.0003993129635761499,9.837755914597831e-05,0.09980624038391872,0.9002020264404836,0.0009479292655428436,3.095845625011164e-05,-1.3901824457392214e-08,13.977248291976577,0.022320925342822165,9.977610603209558e-05,1.000047771921562,1.4055283151537344e-10,0.00010143447021351414,-1.5088040643742745e-12,0.026531047296749235,0.0018722876991758405,0.049931618614815064,1.9338978072942035,0.013863641132252417,0.010000235606544467,0.0,0.0006186728394592678,0.0,3.963219553473985e-08,0.0009984671722509237,0.006653155012238853,0.9933664956270968,8.502417919146872e-09,10.000000342979078,9.978099094295109e-05,9.978027901254707e-05,9.9657854232698e-07,1.6402222181288044,1.4992892034470855e-08,0.0010916870491541717,4.73858865578836e-16,3.9922669126968313e-11,1.928802349873284e-17,2.2685022028312653e-08,4.627241777814739e-06,2.437078853429245e-05,0.04013862680851698,0.9001520935414387,0.09976817896357135,-1.1287247398559982e-18
500,0.039059894235402244,5.009995409008321,7.4655622764621805,0.0009801886082977916,3.501770160599936e-07,14.999985010554234,0.0010183344111993925,3.977472573789665e-05,4.5690934231237896e-14,0.00039920785895842555,9.782894757417249e-05,0.09974526206125098,0.9002218699749909,0.000938553086233368,3.709829530786282e-05,2.4397563966164208e-08,13.971507993934107,0.030794977867388246,9.972672927108651e-05,1.0000619387298524,1.928504867471918e-10,0.00010171627319306837,2.5928318419418252e-12,0.026537353517681207,0.0020535667396180328,0.04993133382541572,1.9337796278346906,0.01883781206792284,0.010000144316159977,0.0,0.0006595066655797199,0.0,5.2568841556614696e-08,0.0009974988929330783,0.006120598459006573,0.9938800335872335,1.2167327016296592e-08,10.000000457828197,9.971817172647708e-05,9.975047791459773e-05,9.947555590274841e-07,1.5809960537437977,1.495104814725446e-08,0.0010955866447697011,1.2476918441647813e-15,5.391670829925754e-11,-8.94134918810151e-18,-8.462309735386688e-09,6.484459029767079e-06,8.25874297699713e-05,0.036470286815807586,0.9002077848625576,0.09974903355783013,-7.32486228428486e-18
600,0.04170391253530218,5.013118555922191,7.453509843506706,0.0009739859619749209,6.759508379235242e-07,14.99998342739656,0.0010210070516235596,3.9757362405578006e-05,-1.104580657594562e-13,0.00039904452654514536,9.772490629886364e-05,0.09972863159112794,0.9003146172682457,0.0009197622002817638,4.568113870654446e-05,7.129578410922274e-08,13.966543773303538,0.02897623029230669,9.969517888410782e-05,1.0000725179043042,2.558708883413723e-10,0.00010197013477789035,2.7219682184523446e-12,0.02654580772979527,0.0022312127286409343,0.04990678711099796,1.9298659990245266,0.020437413460192542,0.010000473646172998,0.0,0.000736062710921482,0.0,5.630207937185781e-08,0.0009972118105571399,0.005442602241925851,0.9945785133737948,1.4552943609054375e-08,10.00000054685046,9.969780732320275e-05,9.966201289879559e-05,9.944982538697024e-07,1.5348214818130417,1.4918832589461308e-08,0.001134344953649243,1.490190017890439e-15,5.292291863299772e-11,3.8461616533239564e-17,2.6593981066183724e-08,7.128718479615306e-06,-8.19356585868644e-05,0.033069837207085416,0.9002928408394626,0.09967754935158941,4.142967456742016e-18
700,0.04228439564238969,5.016156942754354,7.447445188839999,0.0009715410299763654,6.545224292602246e-07,14.999981167792365,0.0010215581503149546,3.96860268885004e-05,-8.059717793660721e-14,0.0003988112064493082,9.71330877349021e-05,0.09971369542047472,0.9003278400801722,0.0009077855236509848,5.8445964674061085e-05,1.0756832083926964e-07,13.959578283575274,0.03713391851583057,9.967307640124397e-05,1.0000892065729825,5.889181642957408e-10,0.00010230099749811508,5.983013196445299e-12,0.02655147614340694,0.00249879458791994,0.04990003217534023,1.9263027712825653,0.02803507126522998,0.010000209326482453,0.0,0.000838843055402164,0.0,6.439393247799133e-08,0.000996810269511838,0.005037714065797191,0.9950075587559176,1.5615420713974827e-08,10.000000651566923,9.963484501259713e-05,9.965099680347059e-05,9.938050912416882e-07,1.4906106141921183,1.493316144169921e-08,0.0011401974287686405,1.6326779574446732e-15,7.309733422746831e-11,1.0106133895186985e-16,2.224835498162821e-09,8.296575410222406e-06,-0.00011111950551387535,0.030300882992504195,0.9003445551677806,0.09962992361406112,2.332410591160562e-17
800,0.044032053826024826,5.0156887832694155,7.446249162992845,0.0009674354884738976,8.482312961332903e-07,14.999975355930289,0.0010253050557058972,3.964531833572895e-05,1.994988326828206e-14,0.0003986162684823317,9.668744545349281e-05,0.09965846293704327,0.9003883309910647,0.0008993742026617578,5.637824800939729e-05,5.011974819364908e-08,13.957521887712575,0.04163644879265544,9.956746792063252e-05,1.0001029287444554,3.523751120286303e-10,0.0001027865031858116,4.601299976024262e-12,0.026559760266133534,0.0027459973644737945,0.04988797559844736,1.9195240388114574,0.028129038564202045,0.010000393240885929,0.0,0.0009454993134847921,0.0,7.779156573833438e-08,0.0009960994862055629,0.00443431816230003,0.9954511650227041,1.9359439808310216e-08,10.000000809018577,9.961402385170128e-05,9.959160374270626e-05,9.923443173700877e-07,1.4352354196446009,1.4893506646355785e-08,0.0011653276224951245,2.049693940331088e-15,8.0702220742709e-11,8.543490615176329e-17,1.8573454479161532e-09,8.90639799810999e-06,0.0001769761212048177,0.027047174652264687,0.9003390488534062,0.0995961199179401,2.950285921386312e-17
900,0.047065755681522374,5.018688221442514,7.428956775333912,0.0009648343625124451,9.793392964192198e-07,14.99997497474363,0.001031603183935964,3.963669723316133e-05,2.4384989205003916e-14,0.00039848252757888024,9.648580204170799e-05,0.09958804649184715,0.9004277612258105,0.0008908537425384736,6.745575865746774e-05,7.630084972192184e-08,13.949107405499435,0.050223391937761916,9.957560100494505e-05,1.0001099604728376,4.520352686198975e-10,0.00010324715036638324,4.550355860182951e-12,0.026561530210954476,0.0029539458012226953,0.049871923452142,1.9190948099862182,0.03205839312960081,0.010000768530383427,0.0,0.0011205105097013366,0.0,8.542865997260071e-08,0.000995692964751492,0.003969695667949474,0.9960075880317264,2.1235698057756052e-08,10.000000993724951,9.95154476201071e-05,9.954889356082001e-05,9.92010495338771e-07,1.38526518772478,1.4894566536879564e-08,0.0011924843074800227,2.532532572199478e-15,8.21548756084177e-11,1.1098584799780905e-16,1.4191866024796123e-08,9.511061637223948e-06,3.8581036315385956e-05,0.024567125359784874,0.9003940414771183,0.09954153117263075,1.7755116881297593e-17
