milliseconds,R1,P1,P1_prime,R2,P2,P2_prime,P3_prime
0,0.009934794258656196,0.10046417307059886,0.09843062427726942,0.10100235715275488,0.997999603053566,0.9985138066768419,0.11129223174248723
100,0.009672553273198835,0.09736080838934229,0.13722691467532805,0.09592905696523009,0.9837655341466748,1.0274719102119458,0.10550029602237493
200,0.009650532517603321,0.09569975145681546,0.16503304814433017,0.0962489779128531,0.9590852927870701,1.043070925718196,0.14660384775874544
300,0.009366199592622628,0.09518089775230669,0.19502399948390595,0.09516048264009346,0.9614412739750922,1.053833458045634,0.15989500228861786
400,0.009207728119999228,0.0914919944649645,0.22291005339221195,0.08985015660950632,0.9188642650991942,1.0740421886129048,0.1944221061400924
500,0.009065339298998758,0.09171817513135014,0.2482880971702557,0.08920599322076657,0.9119623812136899,1.0972605088726148,0.24408274294610263
600,0.008578629598784733,0.0896914360528168,0.29434165111752153,0.08761778549997856,0.8978195657128295,1.107165341859114,0.23856462802653478
700,0.008342931363835822,0.08981606569075788,0.31555810967622827,0.08626026600494983,0.8974342476873749,1.1172875329717988,0.3002353915909061
800,0.00808756047993837,0.0884767404599805,0.3160725648906898,0.08237419512170939,0.8695104813043574,1.1316832660717238,0.31666019799505735
900,0.008047802461938319,0.08598945199364187,0.33468830887937495,0.08266453851126745,0.8695818613334245,1.1424642417166897,0.3351396911028965
1000,0.007914266040656398,0.0853327258837988,0.37537046484485,0.0793527556320334,0.8266298650588108,1.1658454908247875,0.3749690056327619
1100,0.007566229147703508,0.08088898516526344,0.3811237226105923,0.07889321146965046,0.8330293475403554,1.1760300910145822,0.40294238815574823
1200,0.007501540351582439,0.0822474944782439,0.38644216437711004,0.07646452884930817,0.7959500951897502,1.1753315715771493,0.4009922896971304
1300,0.00739798415711325,0.08004895116446305,0.41402090111622214,0.07444880442010178,0.7959330269052349,1.1928351395049979,0.40636341513925733
1400,0.007170912185695598,0.07748665590655086,0.43535414451248444,0.07197986825580809,0.7895021487085527,1.190885783764762,0.4646611195479953
1500,0.006909844442125314,0.07649694532713029,0.43917848134110926,0.07066400475057237,0.7691074494904608,1.2026303249453891,0.4690737195328334
1600,0.006763015019642637,0.07670737308776265,0.4583983924725213,0.06922432906919604,0.7418776626160597,1.2131400106841765,0.5104959431194095
1700,0.006667724200728539,0.07372494491001408,0.46418798188657184,0.0661665929444745,0.7413485685857687,1.2118192633745792,0.5542712230213352
1800,0.00672096875317986,0.07398293025377113,0.46317567394525844,0.06623221065839606,0.7415624617445205,1.2303740297056402,0.578907477563194
1900,0.006282319673362151,0.07214492356395097,0.4732441351744664,0.06394550166145273,0.6959305139098101,1.2340822544587091,0.5914024780388579
2000,0.006201952851899397,0.06915994669399664,0.48302138689347274,0.06164057724066327,0.7096825473691104,1.235677793351422,0.6136046678189556
2100,0.0059757347754049355,0.06714003513866612,0.4908908809648599,0.059936806690947204,0.6767353057028749,1.236614849176928,0.5942330355828414
2200,0.005781029244367249,0.06917825805676416,0.5132558116694295,0.05828188844951028,0.671205432020379,1.2442367630541042,0.6295643608740461
2300,0.0058772340675235304,0.06455888543007215,0.5079048905145296,0.05890108497506954,0.6614628746643813,1.2425315244948947,0.6424239714526423
2400,0.00572394357125608,0.06547018884401899,0.5166276323278796,0.0582610887056047,0.6518754575537999,1.2437714261570088,0.6758321100496097
2500,0.005623435265650817,0.065188689847351,0.5333476910117255,0.0556195544875066,0.631949528359515,1.2550594330612252,0.7078543547384735
2600,0.005627173661058324,0.06223787967369296,0.5412719807542239,0.052602574260540054,0.636671932236225,1.2546610710682167,0.6985765494451892
2700,0.005493021551918727,0.05992617469797032,0.5462167268309016,0.051467907260682184,0.6164963752903031,1.2467462479366884,0.7461333382656906
2800,0.005372582360180953,0.05949365182405252,0.5562982308042925,0.04988835699909207,0.6055254513751743,1.249975977618649,0.772822216364643
2900,0.005194699469263948,0.059418514570485255,0.5578697908432327,0.05122868420104779,0.5986219358383934,1.2496465577484532,0.7452726544974468
3000,0.004811053961121089,0.05748030148946276,0.5438115607616149,0.049870170881461805,0.5652359544787864,1.2474736316082842,0.7698487549007095
3100,0.004737181242841309,0.05858093287231952,0.5625319676759908,0.04888260996237238,0.5811434640026604,1.251960984515837,0.7716716364681836
3200,0.004719743118512838,0.055291081148860874,0.5583015927611719,0.04765655914575868,0.5672770106742685,1.254437879280396,0.8092407261575514
3300,0.004478266396850068,0.054016128348719515,0.5595048515564133,0.044287598030844394,0.5403505639166776,1.2595415738447837,0.7983018147722395
3400,0.004479966266799584,0.05386673591313882,0.5716617286358505,0.0462304486506553,0.5291969438394252,1.2544667913584662,0.8150030011110686
3500,0.004397616265539678,0.05388541482559483,0.5700930452129985,0.04426522387347685,0.5284394072882534,1.2558842681353164,0.8539222201265005
3600,0.004371804251470988,0.05164337366749674,0.567121621580428,0.04343250790660925,0.521081015054747,1.2491819145991863,0.8621227098160722
3700,0.004185536505575641,0.049991869796541584,0.577536463676013,0.04171247729473954,0.5150110755929217,1.2492331784826383,0.8595927731557957
3800,0.004176359272083827,0.05169756270385148,0.5581347224315673,0.0416342141658813,0.49136304501374906,1.240318742797299,0.9056409666177443
3900,0.004134218037053321,0.0476625108124497,0.5684847578422947,0.03885542903460456,0.4769114928845585,1.249117869250505,0.9135116467344561
4000,0.003845463588823781,0.04694595320394327,0.5729245083285577,0.04080372696586848,0.5003943429361739,1.2449336467952983,0.891319693422714
4100,0.0038721910694300573,0.04796892799631877,0.5751857438333006,0.03728425217609267,0.479344647396403,1.2444879134836893,0.9007550645283121
4200,0.0038142750313908103,0.046134107264849865,0.571309604768183,0.036462088395275025,0.48287924628548,1.2349576333373693,0.940094169589421
4300,0.003612547188265869,0.046991241704907184,0.5585812223945774,0.03581981735273777,0.4465689732123737,1.231794896208762,0.9595700070633554
4400,0.0034484314278256725,0.04505159827407513,0.5646577469543248,0.03488211212251668,0.4626958029994807,1.2375590938674381,0.9407851067244902
4500,0.0035433634905879456,0.04531261057821896,0.5688614922344988,0.033014712499542846,0.4310743998038243,1.2218594719451543,0.959232609090781
4600,0.003213928769718775,0.04347982648712215,0.5593496289018208,0.035763597711849386,0.4318238986746921,1.2221161443152126,0.9808787804350929
4700,0.0032736584123759763,0.043145503171163536,0.5548254868225339,0.032031272000474134,0.4115376332243727,1.226569583887946,0.980155126674099
4800,0.003386513540806143,0.043237502954767346,0.5476751348150083,0.031552668101813945,0.4169175082835434,1.2175163499378447,0.9879144440196947
4900,0.0032941275226267236,0.040395490098725194,0.5399327919501534,0.03017025235346274,0.4225902572746736,1.2108358536349269,0.9548932352055095
