milliseconds,R1,P1,P1_prime,R2,P2,P2_prime,P3_prime
0,0.009970305822676268,0.10056419802598207,0.09139895645257062,0.09944499400215664,1.016061813453557,1.0042020572830868,0.11855703724080568
100,0.009731936093044048,0.09858101626667291,0.13430912839753176,0.09698923581732767,0.9885910124684143,1.0244414749064517,0.11750988403076407
200,0.009540403299236166,0.09680962780473944,0.1841377722704338,0.0936705325011863,0.9546680533304224,1.0434387183342602,0.12319113405673784
300,0.00952122288001269,0.09523107372235973,0.2085004596490748,0.0922477599337954,0.9371567842056214,1.0656193785205197,0.1861996266403352
400,0.008968898745112273,0.09466642783137755,0.22457250472738866,0.09137451126847704,0.9204715330427008,1.0798128735522505,0.17852633704504828
500,0.009014004682067063,0.09258950914027213,0.2559118208147908,0.08763718872417021,0.8988834732693248,1.0899856577405425,0.20382218873926344
600,0.00862530079856516,0.08878153671314834,0.27615768725468276,0.0874186633430237,0.914303475994472,1.1094614569926833,0.24798642700062304
700,0.008446926921114423,0.08743962464413761,0.3082907968911155,0.08566573386552119,0.8975968521509583,1.1196759422865745,0.27348885233200526
800,0.008476412887108497,0.0878125645586413,0.3329437204159977,0.08265398842352506,0.8669507897515208,1.141487664086627,0.31581391177751583
900,0.008101334590411223,0.08375988290848524,0.3524963586657059,0.07926472468641002,0.8586737472843945,1.1540564226920105,0.33115968059011475
1000,0.007910132521891513,0.08216172097165271,0.36896105286265585,0.08028474586567894,0.8221935008163785,1.15473972293321,0.3701936254385123
1100,0.007767152401954284,0.08140341463982086,0.38219518094171323,0.07872999005076,0.8268210249388135,1.1761756600937476,0.37588861318171096
1200,0.0077330258182808555,0.08158380610373993,0.4024509430829315,0.07422292431954434,0.8104553885037824,1.1849221413972906,0.41252307218924467
1300,0.007506947153402742,0.07918392873174068,0.4054649973670932,0.07434285325692751,0.8083048108055438,1.185123690417772,0.4293832967874385
1400,0.0070760052015378565,0.0787016786987472,0.4317968985041405,0.07054323885104874,0.7875994630401078,1.1974847092087075,0.4705487509826408
1500,0.007210795022481331,0.07739287482392394,0.4316653907057449,0.06905680773715882,0.7475835750793134,1.204841858576175,0.46740305880928584
1600,0.0069792796566263355,0.07667728561667185,0.45344004737847776,0.06669988712200887,0.7678882479173825,1.2085721658110158,0.5051002407900457
1700,0.00658296135724289,0.07433680398581767,0.4582173676513252,0.06745984479408151,0.754233583219259,1.2171156431475372,0.5150232498498367
1800,0.006738824998782752,0.07107176077050141,0.46348524970706023,0.0659645225111985,0.7073990915133561,1.223350771768309,0.5557339026983875
1900,0.006427492332284042,0.07124036213075449,0.4700664058133521,0.06583304460224136,0.7290388827361528,1.2323273839028481,0.552196771020622
2000,0.006433555622509965,0.07072148259402034,0.4780977115363996,0.06111484634817155,0.6889418641635054,1.235678772528266,0.5940584190772313
2100,0.006122905693363273,0.06777711759053305,0.5036688549264206,0.06131873312107474,0.6928897068351919,1.239291599618044,0.6305336467930829
2200,0.005810624357402362,0.06631554713308574,0.49314368076925036,0.060428278427383186,0.6716867655056485,1.2427804427391698,0.6642001336092836
2300,0.005847445383495114,0.0665849197118065,0.5051648736463186,0.05784324161033815,0.6674884364345112,1.2390468578497489,0.6341781919637998
2400,0.0055162741628840785,0.06533349498652691,0.5205385441864455,0.056582371318044056,0.6583971084928947,1.2427296436086301,0.6944427822932835
2500,0.005625395450390771,0.0625536136645144,0.5235375924992415,0.05606504601142471,0.648275640240924,1.2507887908208097,0.6784620459266912
2600,0.005493254423362798,0.0631358631183993,0.5430614373968402,0.0559788859189624,0.6253127982939654,1.2465411472923238,0.7240716245707968
2700,0.0051123892183975355,0.062068309972266145,0.5328152207839518,0.0547661734330614,0.6270026301389233,1.2554299029653362,0.7557600537853476
2800,0.005174915944815092,0.05905745459195088,0.5334391195579041,0.05226529751857011,0.5874295385018229,1.2575887486782684,0.7709156227305539
2900,0.00500884862340253,0.05797348614001068,0.5489151689573739,0.049490225079499586,0.5806861737496295,1.257066632896355,0.788668351840633
3000,0.004886072052668358,0.05788153284783665,0.5403065694149699,0.047418927580355236,0.5941281002156017,1.2607126718343018,0.7787396693400347
3100,0.0046854707868267745,0.05616170957130415,0.5473227007389994,0.047143915848663925,0.5622507117895262,1.2475595576105942,0.8208094108605711
