miliseconds,Myc,AKT,AKTp,PI3K,GSK3B,GSK3Bp,ERK,Myc_ser62,Myc_thr58,GF
0,-0.005982311090147507,0.5957013717813997,-0.006191898888396515,1.0141155825882278,0.6105182576413934,0.0011399794000002037,1.0104565914292698,-0.0018318232424995187,0.001013254720983446,1.0
100,0.0030998268400347345,-0.0018539276343248414,0.6051053435397336,0.9928971964390326,0.006029279631993174,0.5816407398056037,0.983095400441963,0.09108379391390141,0.0012741972974017887,1.0
200,0.014709759492990172,0.006068874128082963,0.5860957271250894,0.9927086972855189,-0.004102091922907946,0.6069728951458546,1.000892100644583,0.18438568998784624,0.0024851671143823247,1.0
300,0.010512457930346848,-0.011262366693119804,0.6001443583011954,1.0064797877269498,-0.0063008323669712235,0.5885988453737234,1.0066149642144042,0.2767407699376778,0.00016968295504174238,1.0
400,0.0014622104298880837,0.008708393161621353,0.5836268079839327,1.0158001719706224,0.010601323000159764,0.5853042487831916,1.0042227928004241,0.36045213945483606,0.0007144782498109377,1.0
500,0.013152436757663317,0.006265272132063157,0.58999619042342,1.0204195718267592,-0.004229292221819913,0.5836250252587587,0.9932407777369908,0.4460689056160779,0.0019753947090575467,1.0
600,0.014197597035344397,-0.0057368123432935065,0.6040115939072767,0.9866912784832862,0.009325884615877526,0.5988049147964318,1.0077907058915885,0.5308822277782616,0.000848944999510084,1.0
700,0.010597372363608037,-0.002171785967297722,0.5946148275340154,0.9788993601434002,-0.005678278254408007,0.5981784935448852,0.9878763402745221,0.6025042168161598,0.0021007778313914915,1.0
800,0.009032329070333796,-0.003554543252976863,0.6040702076255098,1.0019930778940107,0.01907483350060425,0.5898997544121908,0.9876342171324725,0.6832037154515057,0.0007319470708173092,1.0
900,0.01224245238059006,-0.002213936312675637,0.5969192292111529,0.9789070195315525,0.014828781142192209,0.5863832037347111,0.989073138598104,0.7529101828393738,0.0020915451791438796,1.0
1000,0.004982143462545969,-0.0013118326636561775,0.6098855313878202,0.08673172646136362,-0.000957132072837253,0.5915239207413205,0.0846555880849881,0.8268845175346444,-0.0002713127862627472,1.0
1100,0.0785330441245616,0.5919417360650981,0.00941776121226752,0.09727623299110819,0.6049423604295698,0.004981181018287244,0.11273037305202509,0.7880790554484319,0.017632065089355206,1.0
1200,0.14119197384670448,0.6017928299868562,0.018275668977852044,0.11515092131409374,0.6025837826830244,-0.006080152030800618,0.11139863526432796,0.7630962990224006,0.03663536762048517,1.0
1300,0.17642145974289325,0.5860979369169679,0.022465172926929077,0.11511460215701745,0.590650182667091,-0.00802953803564741,0.11675325449246221,0.7363248531409681,0.05149765033560819,1.0
