miliseconds,Myc,AKT,AKTp,PI3K,GSK3B,GSK3Bp,ERK,Myc_ser62,Myc_thr58,GF
0,0.007049717889841302,0.5951416020560767,-0.008995772287806262,0.9939495964408288,0.6015072644956804,0.010652948053056924,1.0054771582176323,0.0013528101451487896,0.0017186633671339186,1.0
100,0.0078057455535840495,0.009975857919015788,0.589759697901648,0.9857426351189621,0.01176653467754424,0.5839562148190562,1.007047139563706,0.09554861070172758,0.001672569861602873,1.0
200,0.0019212311231920692,0.015717341808947138,0.5858042000946997,1.011140599599552,-0.009670447906614577,0.6082396208427814,0.9855205972457642,0.1827318866603191,-0.00095309484868301,1.0
300,0.011869466655343063,0.010131614148855833,0.5846972036443284,1.0047044546179364,-0.008869100546653812,0.5879550573663919,1.014683851394915,0.27224854184567354,0.0020687651941209977,1.0
400,0.002948160270317836,0.0008741786440191485,0.6039236149951784,0.997119946636955,0.012850575867696553,0.58540291940211,0.9925912444012552,0.3654145330257315,0.0018558015510798899,1.0
500,0.014506313362034923,0.010221382760701692,0.590503302815347,1.0057112530017254,-0.004629489790121272,0.5938402868356407,0.9928833401624871,0.4358252566495272,-0.001496431291208171,1.0
600,0.003942531010766984,0.009569109168136676,0.5958165616644722,1.0027717774886986,0.001575467435461763,0.5864609151010018,0.986988167316521,0.5269765545631577,0.001284923596810815,1.0
700,0.009136827572771108,-0.006604098819903894,0.6060363753946588,1.0135852015890496,0.015605104507722246,0.599989208456794,1.0109024292769722,0.6043393805110614,-0.0013098572074677181,1.0
800,0.013228820255441323,0.006073438165460892,0.5901449853591136,0.9844511778901679,0.010005372220584282,0.5966624080423906,1.0017454557825307,0.6870587250516582,-0.001263512732918086,1.0
900,0.007667686774439351,0.0010110116331515989,0.6006860076837535,0.9963864338124913,0.00495933119803889,0.5935694194567666,1.0124575212598104,0.7455948975851001,-0.0008059398945964306,1.0
1000,0.014179763965425796,0.01097287378413397,0.5935483243213988,0.11299131194766884,0.017100403434887786,0.5933477186899591,0.11690362906382899,0.8299285093746536,0.002880853853399326,1.0
1100,0.07608778184416938,0.5811150182646704,0.008571143241857562,0.1147281510687851,0.5962089309987556,0.01214046974843096,0.09220109993877187,0.7995835080911606,0.01682038272482661,1.0
1200,0.12941971366137983,0.5832697891407401,0.02282605681355466,0.11614426128863217,0.5947510414541247,-0.006496642793595161,0.08717065596850804,0.7728984527936826,0.03864286488913444,1.0
1300,0.18116161878620354,0.5989303113812002,0.022982696487095326,0.10693671061861351,0.5907525749772964,-0.002118896775127945,0.09616686561170666,0.7408961915413225,0.050953067691080954,1.0
1400,0.22110377415116284,0.6026448155128095,0.002662114042384532,0.08794897069523323,0.5870608293919771,-0.005385108703525136,0.09324521261637046,0.7141205571629387,0.06475656053126165,1.0
1500,0.25103755723609406,0.5918459621305562,0.012136429384739397,0.10601105873960774,0.5940783022727981,-0.0030857908206532,0.09605747970639576,0.6762448771998348,0.0737387105755281,1.0
1600,0.2762434012193437,0.604577407736391,0.009739218007447403,0.09369607800699124,0.6070670686683596,-0.0033282830884134333,0.10454217460550723,0.6561015909601904,0.08219774892442885,1.0
1700,0.2926086992825395,0.5853073261558798,0.006217839853469147,0.11686091478737229,0.6087693322657939,-0.00873927801466989,0.11707431748672384,0.6333380147207435,0.0885376650777583,1.0
1800,0.3043075900405759,0.5886393991176715,-0.003176709737770851,0.09669895107320423,0.5877012214404975,-0.014049573651566841,0.09273731970618197,0.6044250125894844,0.09080175851530775,1.0
