milliseconds,S4,S10,S12,S19,S20,S23,S18,S3,S13,S24,S26,S5,S17,S22,S25,S27,S16,S2,S14,S11,S21,S15,S1,S28
0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,6.2223,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0601,0.0,0.0,0.0,0.0,25.5914,0.0
100,0.42260128864320945,861.4251964452035,6.228576305760527e-05,0.0005313959896647679,0.001379881076245207,0.9628997374817787,0.05462936101427353,4.92078312226432,0.13166717600574057,1.6544398360065932e-06,8.50414240245139e-05,0.9999980783283494,7.537208915654373e-07,5.624619021426865e-07,3.372919684419732e-07,1.656976952769049e-07,1.4747025686044346e-08,0.023329856364658633,0.03728850250928603,0.31852039694244366,3.985067094247279e-09,0.00019046977761188224,31.288846079458555,6.828376228136161e-08
200,0.42984639625176546,1635.8307854120899,8.011580657305982e-05,0.0013036474968700922,0.0024377641004906347,1.5306248479074163,0.0491448285725107,4.247470933144147,0.09443666999231926,5.0203445601780615e-06,0.00039892807981838747,0.9999962822211111,7.384318982222737e-07,7.411675340781316e-07,6.818508025751736e-07,5.62813776424621e-07,7.646262024786017e-08,0.025715708455666363,0.03535320750999737,0.4049424366815985,1.115707833009622e-06,0.001041511763364753,36.375866378004936,4.1341672676629667e-07
300,0.4367462684001206,2332.007407728808,9.460821191549925e-05,0.0021980770464562196,0.00327453521363932,1.8518430649869158,0.04281750064086677,3.8129034086599494,0.07106724112445637,1.0638880660480018e-05,0.0009797707562478233,0.999994772962724,6.282645320768497e-07,6.713067670704066e-07,6.983103748603332e-07,6.941044739916934e-07,2.103672960694375e-07,0.02763105704145325,0.03383389303348547,0.4997553006708965,3.360396729001296e-05,0.002993998564712163,40.839862330511245,6.483891002968964e-07
400,0.4433163781951102,2957.8576280873967,0.00010689412070022833,0.003152582444904592,0.0039715221954933645,2.0368519642079885,0.03720458271863964,3.5107655884067572,0.05580388585105203,1.9193605337744686e-05,0.001830991147281732,0.9999935124415021,5.26387849273736e-07,5.680476845792598e-07,6.097254391416668e-07,6.452944261129057e-07,4.294930607389405e-07,0.029154742076143086,0.03266331113545093,0.5986911834523252,0.00037543254679088225,0.006331539306288265,44.63598374517686,6.657094266516767e-07
500,0.4495881145044263,3520.485697288579,0.000117706978918144,0.004133824320097302,0.004578440249383354,2.1426733964589126,0.0325493008573703,3.2866760633380125,0.045377192361708146,3.1326592486141594e-05,0.0029391724206838956,0.9999924477459711,4.453107808051775e-07,4.788560681680579e-07,5.155669192238626e-07,5.540626881055037e-07,6.944293455466541e-07,0.03035020834171596,0.031787801350829675,0.6988987300062005,0.0021117984550833285,0.010518899168302934,47.745906157721635,5.912106226201138e-07
600,0.4555982747333597,4026.278188253085,0.0001275361281126344,0.005124127446785155,0.005126967965736868,2.2001798447676815,0.028744694495210527,3.111343982112832,0.037943527456691335,4.756552359383747e-05,0.00428349910370403,0.9999915338355184,3.8268083853046233e-07,4.0869052943732576e-07,4.3777357805298905e-07,4.699163446928861e-07,9.306885491001913e-07,0.03126924901908441,0.03116388923665577,0.7986412811475309,0.006840370098373326,0.014379642826259248,50.17652225757347,5.045432904839324e-07
700,0.4613840619100085,4480.976534980474,0.00013671397440157164,0.0061145312620015995,0.005638093014849398,2.2269456189976826,0.02562573263939943,2.968109729638352,0.03244050289664158,6.830665636852513e-05,0.005840746115437137,0.999990736264015,3.3428715014150966e-07,3.544170702292412e-07,3.769740427548303e-07,4.022094867464228e-07,1.1256443774011838e-06,0.03195446103207142,0.030756010045801016,0.8968906703328138,0.015213202184420245,0.01762232318513807,51.956120724105915,4.30254037688205e-07
800,0.4669807949618558,4889.7421333617895,0.00014547281285381025,0.007100993261320309,0.006126228757472099,2.233464395253581,0.023045088307061156,2.8470030549571343,0.028233999578717178,9.382303501156942e-05,0.007587889995344431,0.9999900293866066,2.9652614952049505e-07,3.1224843433207963e-07,3.29797489189026e-07,3.494176273915096e-07,1.30477074518983e-06,0.032441223144295754,0.03053476985337458,0.9930413674018429,0.027184627510056812,0.02057452172881724,53.129862221648764,3.713514082569215e-07
900,0.4724209267970957,5257.215850707088,0.00015398338256380093,0.008082242236430325,0.006601617961045797,2.2262804062897974,0.020886161817629055,2.7417764660482953,0.024930389761126708,0.00012428203711294678,0.009503415052823374,0.9999893941210201,2.6668679568052176e-07,2.7911983381710823e-07,2.9291847474763943e-07,3.08272737154361e-07,1.4813899915125239e-06,0.03275932009386444,0.03047554089038549,1.0867387043322783,0.042680409895421684,0.023404908749588484,53.75523904037009,3.253937102081437e-07
1000,0.4777337088585817,5587.571960805941,0.00016236519048397168,0.009058562990242793,0.0070717661712839455,2.209631209663863,0.019059917689814285,2.648356045066804,0.02227609557885467,0.0001597648780342459,0.011567892525368521,0.9999888161429502,2.427967628127004e-07,2.527569388594334e-07,2.6374445555937073e-07,2.7589945795390396e-07,1.6593093316313345e-06,0.03293419200479083,0.030557340477575395,1.1777801716851106,0.061561332170041436,0.02614567168350358,53.89770163828591,2.893822354736025e-07
1100,0.4829450461148476,5884.550961033677,0.0001707093307530307,0.010031049089322605,0.007542314844669117,2.186343397969696,0.017498758121703123,2.5640001184556658,0.02010197137582745,0.0002002859648248537,0.013764237461558153,0.9999882846176441,2.2342435691621738e-07,2.3150686041811392e-07,2.403702871696379e-07,2.5011675363513595e-07,1.8398689137798395e-06,0.0329878010423464,0.030762043169378438,1.2660573390185736,0.0835465503651055,0.028797770706786286,53.62639215349512,2.608640400505299e-07
1200,0.4880778070920722,6151.529785727584,0.0001790832458805083,0.01100120232631859,0.008017621559668796,2.1583702737562955,0.016151303946526186,2.4867912891615265,0.018291620018702538,0.00024580770305541164,0.016077550721714354,0.999987791185871,2.0752184864130924e-07,2.1416072705287261e-07,2.2140019085541975e-07,2.2931516755772682e-07,2.0237253754288782e-06,0.032939522689179684,0.031073593241255693,1.3515231450047944,0.10821875919380894,0.031357870865215194,53.01123675741934,2.3799178103235666e-07
1300,0.4931518176724653,6391.538923317768,0.00018753767251774268,0.011970648085533706,0.008501102553293814,2.12708432450445,0.014978042953017875,2.415363357480263,0.01676274028613219,0.0002962550980237182,0.018495070221333836,0.9999873293728627,1.9431435785230583e-07,1.9983147957415694e-07,2.0581548961318125e-07,2.1232195807147787e-07,2.2112029676760623e-06,0.03280656625597852,0.03147762187981164,1.4341704614289734,0.13505991066052636,0.033823034013410525,52.11980504143789,2.1941445363479459e-07
1400,0.4981840809990648,6607.302788091722,0.00019611063647493576,0.012940977354265382,0.008995480182084582,2.0934728205539477,0.013948225213329226,2.3487167577870816,0.015455623782854621,0.0003515263438251296,0.021005936225398668,0.9999868941032352,1.832200193197017e-07,1.8785725511044048e-07,1.928608923185412e-07,1.9827266668268494e-07,2.402389330281898e-06,0.03260439670208883,0.03196107925517476,1.5140192614956278,0.16349118899532392,0.03619156314454681,51.01530968249978,2.041400778126734e-07
1500,0.5031889603307798,6801.270580157401,0.0002048302416890716,0.013913651056327902,0.00950294280406231,2.0582583886560313,0.013037817573053924,2.2861044934914276,0.014326193575664592,0.000411501291554263,0.023600962196522864,0.9999864813646493,1.7379671355419565e-07,1.7773800623865013e-07,1.8196917963456095e-07,1.865220318569745e-07,2.5971897168219407e-06,0.032346999841621184,0.03251200819874259,1.5911086808570487,0.19291174734298297,0.03846315318843039,49.75513740950776,1.9143251228481006e-07
1600,0.5081783644711466,6975.644085372519,0.00021371683856689295,0.014889945119501402,0.010025254898796007,2.021978169092902,0.012227654196323327,2.2269578471128,0.013341091046280257,0.0004760480456028939,0.026272403438768945,0.9999860879620022,1.6570446005233484e-07,1.690912684243608e-07,1.7270907294282609e-07,1.7658237392752084e-07,2.7953572447563075e-06,0.03204705241816969,0.033119407490794,1.6654909454286222,0.22273266023639748,0.04063866881231687,48.389954766262186,1.8073870453846107e-07
1700,0.5131619317611522,7132.402220067688,0.00022278449620969124,0.015870922419514193,0.01056383423911471,1.9850363601156673,0.01150240090176102,2.170836352911342,0.012474755943913968,0.0005450276961244867,0.029013738088340797,0.9999857113365663,1.586789496160493e-07,1.6162131278373185e-07,1.6474888829577618e-07,1.6808072883157076e-07,2.9965229112765764e-06,0.03171601637853081,0.033773167037423814,1.7372278223364381,0.25240430364192673,0.04271990958459181,46.96328999079288,1.7163815375263607e-07
1800,0.5181472364416144,7273.32468151592,0.0002320421896696108,0.01685742550984625,0.01111981015563293,1.9477409171595659,0.010849617236326048,2.117393039179888,0.01170724681484452,0.0006182977048911444,0.03181945681759094,0.9999853494249079,1.5251310778824704e-07,1.5509717442115023e-07,1.5783059385688615e-07,1.607282941534961e-07,3.2002236713049372e-06,0.03136420430435182,0.03446403274252022,1.8063877367065624,0.2814353779025048,0.044709376176349784,45.511573883979274,1.6380691913456077e-07
1900,0.5231399807180362,7400.011416357061,0.0002414947383002118,0.017850081137372863,0.011694064205680851,1.9103283255228865,0.010259139413670616,2.0663508223175415,0.011022816709117322,0.0006957142827739109,0.034684884004669785,0.9999850005556831,1.470437582623306e-07,1.4933743461281129e-07,1.5175218668862337e-07,1.5429978929843954e-07,3.4059304391695182e-06,0.0310007942511736,0.03518361844320708,1.8730438024937985,0.30940547004884744,0.04661004914931051,44.06441576431489,1.5699332903714497e-07
