milliseconds,STAT5A,STAT5B,pApB,pApA,pBpB,nucpApA,nucpApB,nucpBpB
0,146.47449979372,64.62647525819978,-0.35824445436640684,7.579347502257662e-06,1.1611810075543922e-06,1.7604345729000095,0.005023781222516785,0.09377579347582574
100,138.0313330825221,61.00703079578733,1.7543733365979133,0.0003865430280749956,7.713472353382604e-05,10.828150924086778,0.00393923584854977,2.0347708095608423
200,130.41660154088072,59.86260753034919,2.2220391234768293,0.00033941497627602553,7.08784479882853e-05,14.65736948334505,-0.04632528920546217,2.479343487482303
300,123.48566450666384,56.83445422235448,2.8871356601380573,0.000316314161671453,6.603660906245936e-05,25.95712775740627,-0.0017957636209830832,4.578353421800354
400,119.00814828874914,54.75227579517818,4.066043257267957,0.00029952229242165057,6.291994742694397e-05,31.441893649422752,0.052660547312638084,5.392403666938851
500,117.80528381270237,54.58923063208666,4.925023309256899,0.00026679781895922925,5.938776953347646e-05,34.91644561152159,0.012394853726446005,6.6526301564224095
600,112.06782257720151,52.70046036179929,6.016805938183232,0.0002519556410485641,5.487083094583424e-05,39.009333998502306,0.11703950993455073,9.322693798462316
700,108.31175735291315,50.717370244384504,7.260420799555272,0.0002289530961405867,5.233515027273101e-05,47.8055304075861,0.14874946391680735,10.24995423669611
800,104.05217531419734,49.75506394058697,7.188289791948306,0.00021229530903333366,4.940447434190189e-05,49.306002564850345,0.13507285259273955,10.925087369430317
900,98.722970091835,48.38383179364225,8.151299968561386,0.00020148036814598942,4.528042372775702e-05,58.47386688837072,0.20301281756186534,11.32836477249763
1000,98.66838097105324,45.781834578345745,9.071374049286797,0.0001930832123747158,4.48440342736485e-05,56.410216890797166,0.1627817912577371,11.925134326534872
1100,94.7778655161316,44.75391519518085,9.820492114096442,0.0001656347516826967,4.10984999037571e-05,63.79893042229187,0.2552838031107615,14.199491509755923
1200,89.88729157403165,43.30627721114219,10.119005819613006,0.00016046777891405423,3.918756547853497e-05,66.9297143488451,0.23850485159662027,14.599208500889711
1300,89.1447205829264,44.40224439196899,10.236779883139791,0.00016004088636840515,3.667071856342999e-05,73.17888565580535,0.33842393742327803,15.536135280243423
1400,83.86006201123837,43.324857224182395,11.33144306160643,0.0001405197809466525,3.675175920224388e-05,76.02922639617753,0.2794798862364795,15.961116048053336
1500,84.06841385078151,42.327968649361374,11.589883924914245,0.00012783782713532074,3.2035603232260165e-05,77.7472351280729,0.3565877202669519,16.845627998619825
1600,80.5271096606218,40.906861005951406,11.525022347462237,0.00012640124813361606,3.229068224779747e-05,78.84440081391928,0.48544209464218746,16.76571622140986
1700,79.69546981816515,39.6881585507355,12.78060151053747,0.0001300568844581922,3.0921278773833456e-05,84.71803198635834,0.4622721538853157,18.186251885384337
1800,75.52040879089925,39.16265288965245,12.431238194644719,0.00011323414099188378,3.0754168833820294e-05,85.12083831388608,0.5756633964060315,18.406801861779556
1900,75.16644266317799,37.76999057787525,13.149584401741768,0.00010471696996780832,2.6692063026196107e-05,85.42712134107512,0.6192634413962333,19.377147273845143
2000,74.2706507709235,36.82779303596888,13.764615630800607,0.0001082529683095974,2.7265572117411864e-05,90.61404794704181,0.658624574109942,19.01777870176644
2100,71.08516304604508,37.45378663523545,13.560249281789776,9.502612066303717e-05,2.5134586772758824e-05,90.95085997102166,0.6715058970111923,20.74328396657885
2200,71.98632596710029,36.89310829262456,13.909564946101893,9.355756842803431e-05,2.4683096471214088e-05,91.83015730351838,0.6565767134524813,21.130641141190804
2300,66.27828624875485,36.12598809741744,14.82893995994868,8.498677016977485e-05,2.3974206256644957e-05,93.30884082057133,0.7924453145614279,21.285716697265574
2400,68.82162845354394,34.83832015503484,15.230932333953122,8.449948584524601e-05,2.4353340441505924e-05,97.50241247643422,0.773608462928577,21.444489261601504
2500,67.16016767131975,34.86261172759695,15.43909381235787,7.850882770134315e-05,2.2193129614484197e-05,100.51262679185717,0.8040740797641533,21.71571561027085
2600,65.81554140704887,34.5210263092397,14.877084718579614,8.774833979384587e-05,2.176992112230652e-05,99.00748261023377,0.9735530401726493,23.484008293167655
2700,62.39210197771712,32.71541122487792,15.569587830203018,7.117083481285822e-05,1.9306633983233927e-05,102.13393108219898,0.9896459671867103,22.336580382302184
2800,60.889817398024775,31.813228645473455,16.043706957065947,6.59502025461152e-05,1.8862668081051902e-05,104.91617589105168,0.9515891509779832,23.338988424270116
2900,63.40068879037544,32.416699764749154,15.801684634114325,6.494121512949958e-05,1.9327060457274285e-05,104.98348172459274,1.0266841572753629,23.183376127406465
3000,59.91281904581189,32.20286040094257,16.44031573693276,6.203860865972057e-05,2.0137774227531757e-05,103.92490179071191,1.093484906014017,24.193009825046584
