milliseconds,S,A,D,L,T
0,0.09848900159643816,0.00358885817633275,-0.0014914999018227303,0.10027134670069056,9.329253896468065e-05
100,0.10230952112246933,-0.0006820693354128238,-0.0022178375986482203,0.10020337146957473,0.0006838079322671551
200,0.10159581445902746,0.001982561032911866,0.0004081043818124023,0.1013589352667453,0.0013166888224587685
300,0.11005200440159131,0.006382096989130543,0.0001616782632353098,0.10189399369555853,0.0018716529267727641
400,0.11002027740651166,0.006691635051302193,0.0011097661355766618,0.10232420025913681,0.0016889541538962207
500,0.12208843121580495,0.010303638616586897,-0.0001404635328914359,0.10196956306419587,0.0023491609709220744
600,0.12553899544270342,0.009466316880500118,0.002169275483387115,0.10415659034065448,0.0029638237660923844
700,0.12788476769467544,0.007886640584698908,-0.00032619383347322274,0.1042723625303232,0.002922834307887985
800,0.13265758542752062,0.008903874025306492,0.001156085729166493,0.1053208895864176,0.003676783415313284
900,0.13846736882928923,0.014878086845824945,0.0009874150229339808,0.10541354273043907,0.00417725880853321
1000,0.1288140469671659,0.018657049110830614,0.0023454658626065423,0.10566060412704475,0.0047001402029556
1100,0.14658804029480585,0.016626475053966517,0.0014452096375631345,0.10687978619463233,0.004557879614996783
1200,0.14370257208478654,0.018273807797714686,0.003823760126939977,0.1065901375291264,0.00492596260761539
1300,0.14101410882598167,0.023115071135333586,0.003144518373239052,0.10852304059083209,0.005219563601847135
1400,0.1534922541273818,0.02181011666390568,0.007229185199720854,0.10887032399949467,0.005654426857617377
1500,0.1581809264243289,0.025521419732562497,0.005027495789708378,0.10905535572971728,0.006712810958106913
1600,0.1544384513827644,0.029919989353930643,0.008970028099977548,0.11003240446939722,0.0064047598051580135
1700,0.16338070769228244,0.032283399367788054,0.00753513340711664,0.11104976366447356,0.007224686624789557
1800,0.16474318985405234,0.030739994984969907,0.008591495331405737,0.11038934369697072,0.007565237435144025
1900,0.17085320724368047,0.030543120800366468,0.012040728443774384,0.11081222737449153,0.008081237611340277
2000,0.18683072814095425,0.03506396475771907,0.011447441644227545,0.11273084969069318,0.008465209895667115
2100,0.18564139506601768,0.04111994726124476,0.01232070202400425,0.11314871568244617,0.008253222122740654
2200,0.1935105940707561,0.03941358613575625,0.01309463796746088,0.11378023745941364,0.008567369558558078
2300,0.20058727995488193,0.04300276449088228,0.014864953000185331,0.11357008191198903,0.009072671583035178
2400,0.20403283476050754,0.04262778604546814,0.017479134446789658,0.11567457663697245,0.008822596107569254
2500,0.20735539123685542,0.047436838698379676,0.020912773884014774,0.1158245968309424,0.009550596022012385
2600,0.21090980175826604,0.052093092947529084,0.022346670869004583,0.1157528461566151,0.009910517648541428
2700,0.20772796625881967,0.05484849774124056,0.024135579070214117,0.11738361313317958,0.010063150693534088
2800,0.21351772490381846,0.056561046026861905,0.02238528674137354,0.11797422838781539,0.010595675466777076
2900,0.22546939680915098,0.05745094171101852,0.02583804985961131,0.11763574137482591,0.010759940262238312
3000,0.22619969644243298,0.06323555692109752,0.029297347952829393,0.11863118662743077,0.011127175065343851
3100,0.23766611765446582,0.06668495350699778,0.03162929636030667,0.11877019251734028,0.011283768809284913
3200,0.25015701026758275,0.06482594165221642,0.030021397425341222,0.12083683196487849,0.0118477057055709
3300,0.24803538145989498,0.06926852267890918,0.03340236288044833,0.12025517602221933,0.011443972399791627
3400,0.26192087759949445,0.07556312670296493,0.036166083354392566,0.12204871297475993,0.012277128245966058
3500,0.2586329158864992,0.07683952800877653,0.036111952999544374,0.12217724065463172,0.012394353901026906
3600,0.26133751279339557,0.07942728823735631,0.042782419458017806,0.12172150339284715,0.012173391121656376
3700,0.26665445628119294,0.07873984205553818,0.04423641674603587,0.12287043745605383,0.012954717610201442
3800,0.2812071224822796,0.08209251041854045,0.04438535234415068,0.12444902125642088,0.012910217793693064
3900,0.28554177821016385,0.0855972154622079,0.047120763675369166,0.12479458124926818,0.012781390565334644
4000,0.28935853132780004,0.08941229195018621,0.05055726978927788,0.12557279623066697,0.013573330925179556
4100,0.29373367822824914,0.09036834370614966,0.05237486205765079,0.1256024801579361,0.01340356393598031
4200,0.29794383754812503,0.09649168035993484,0.05578761923691026,0.12631104893505354,0.013796240365519734
4300,0.3092567217609544,0.09725069298512243,0.05950575067660885,0.12766167221024408,0.014035707121272264
4400,0.31054027508063237,0.10173035660963765,0.06222943007660767,0.12730287726438425,0.014198505153399996
4500,0.32742051123703175,0.10988946019786773,0.06588135442219756,0.12827916316014498,0.014180668852043306
4600,0.33455566351761257,0.11164125578273772,0.06526359384954415,0.1296048501041528,0.015066565668610626
4700,0.33395327566235605,0.11355695779627732,0.0719222775488223,0.12925542637177775,0.014525598017277047
4800,0.3432452062467455,0.11691661667572045,0.07528763977105714,0.12962189337675892,0.015395754209409626
4900,0.3471514760232552,0.12086649600217303,0.07815361762410246,0.1307069706406389,0.014809900367915978
5000,0.3612552194614411,0.12383918845777017,0.07791912772164059,0.13101448004351426,0.015247549664362503
