milliseconds,S,A,D,L,T
0,0.09851869528171109,0.0034303880695439985,-0.0007721698784107111,0.10046948563540467,-0.00040688588391226923
100,0.10403604211632662,0.0025516160850956662,0.0011251732607036819,0.0998819319095162,0.0009371036115926202
200,0.11072006920431926,0.0016579965804764101,-0.00019989528834394763,0.10175817441593657,0.0005969029260002609
300,0.10386411676567428,0.006179491851932303,0.001004036181672737,0.10249107406195554,0.001801432517867428
400,0.11164150819683183,0.009547504528046945,0.0027998495362679386,0.10253703618416042,0.0014911480844376273
500,0.12329075805336855,0.0052628722593713335,-0.0004129389241960517,0.10346201933668729,0.002469027939163849
600,0.11277444167256145,0.006724117026762134,0.0034915965335793825,0.10408419740331759,0.002848715900891567
700,0.12765393939456873,0.010738720954171476,0.0031499695015904006,0.10378599620695202,0.002930822721385544
800,0.12077648733412602,0.015058825004242576,0.0035290628121122094,0.10558844020928639,0.0040883588319555395
900,0.13224792868241905,0.010955828700148062,0.0008800161443202328,0.10504706607781825,0.003981917232330031
1000,0.13460098206143944,0.016331310195937414,0.001053032760628762,0.10627333982605028,0.004160149906666091
1100,0.13947688389203086,0.016565947392430825,0.0038265482694941635,0.10602028309290078,0.004392954791509424
1200,0.14947380635085572,0.020112285331396897,0.0048975558238608646,0.10624744237701915,0.005522132826014121
1300,0.1549880738147274,0.020893264830255127,0.007620932810701665,0.1086449258291119,0.005316092683355536
1400,0.15032473041779923,0.024678325348922777,0.005398372594663742,0.10888840180338924,0.006034797653576446
1500,0.15877845568152177,0.026049497450195722,0.006095824878811711,0.10828302527403356,0.00633545043393878
1600,0.15488634920849403,0.03098774404277788,0.007620016017274518,0.11002996543277742,0.006480250248945749
1700,0.16361311729893188,0.033173841159902275,0.008618628871152771,0.10991175388320121,0.007268693014130451
1800,0.16753164613042348,0.029967659922536194,0.012346792081371977,0.11101575870467428,0.007047060634680527
1900,0.16897081477932263,0.034366656058013575,0.0119278794040573,0.11195833186220906,0.007806673861530215
2000,0.17345082782700327,0.03318817115074503,0.013880615755840547,0.11251136142687981,0.007943661773786678
2100,0.17796182698800528,0.03651895465648227,0.015878248725956605,0.11263498578036385,0.00804289823750501
2200,0.19579982363160167,0.04431594475853904,0.01606772059626322,0.11281063447635915,0.008679491728560728
2300,0.19832585093608007,0.04563677020818519,0.01431879288869272,0.11371009800732196,0.008771753553913212
2400,0.20622488684531584,0.044294232131648965,0.01817536903305013,0.11479947465292352,0.009424067926606014
2500,0.20371086775685587,0.044726365005425865,0.017724583877505744,0.11600071621058605,0.009697599902655665
2600,0.20957685467300963,0.05219156951210759,0.022173722425855604,0.11579321442773033,0.009678967417018002
2700,0.21575079322940005,0.05021283196859107,0.024644236821770818,0.11755845686156807,0.009839056484866176
2800,0.21790769069811342,0.05883813890283932,0.024110309933250414,0.11726952879170595,0.010108321302750602
2900,0.2311793601621944,0.05458285976617956,0.02811964460862011,0.11706974694308471,0.0102929299195149
3000,0.23866004993923462,0.059576943023454065,0.02745291858883487,0.11853148910500441,0.011068910404901863
3100,0.2450271674859265,0.06304131039375714,0.03236231096486263,0.11983593698823787,0.011243993396927363
3200,0.2359120669792211,0.0671642896823612,0.033313443851463356,0.12065708876241625,0.01120717728366117
3300,0.246251924251994,0.07087401037610624,0.03535145246837762,0.1205111618591676,0.012059240977241857
3400,0.2595488887486734,0.06925932859873102,0.03539390006421715,0.12157594083387638,0.012238212322989663
3500,0.2676769233908639,0.07449323786397499,0.03736970550931235,0.12165424660180285,0.011812237987370609
3600,0.2657585376321773,0.07479998062385546,0.0408148909174215,0.12270872097257589,0.01230258939622824
3700,0.27620055636436847,0.07866064110115455,0.04116175028443477,0.12336743991366225,0.012808517968185223
3800,0.2854964874383498,0.08132055294760665,0.04447196905829492,0.12348320693307253,0.01283748901453984
3900,0.28390498916418494,0.0879679499121877,0.0496658729423796,0.1248261423960751,0.012738256506114518
4000,0.28905954521277566,0.09335610860178209,0.05003319194564866,0.125767131735121,0.013411252676104544
4100,0.3018715151306617,0.09393228703025548,0.05296919011977494,0.12658837774737677,0.013971760231201162
4200,0.3015498440816732,0.09978246103013508,0.05491740883386144,0.1262251437501213,0.013455989322841103
4300,0.3082473246828279,0.10175385944641165,0.060783014045557915,0.12650754287245128,0.013857937515674698
4400,0.3215238987998469,0.10189142404920078,0.06047358361213595,0.12788567530997766,0.014340257109533855
4500,0.33096246738935303,0.10358083799485952,0.06550237330306391,0.12746862150404967,0.014850955771260612
4600,0.3360475545672361,0.11211921836683517,0.0650033913999088,0.12896212847314045,0.014761118548631018
4700,0.3337825469097834,0.11031753988910122,0.06932323753226922,0.128789373507147,0.014825709788287742
4800,0.3481383882419523,0.11905391719501864,0.07509506844894298,0.130216301567342,0.015257995907929686
4900,0.3453203775790128,0.12033248608767956,0.07803496530609849,0.1313811929795686,0.014996096674240409
5000,0.35530259963871824,0.12143765557180618,0.07752019515737142,0.13152863528050057,0.015672436954453976
