milliseconds,Susceptible,Exposed,Infectious,Asymptomatic,Hospitalized,Recovered,Deceased,Cumulative_Cases
0,9899889.893789364,36737.198382301445,750.8902906943861,2385.8914094113015,34.41420355828657,-334.98834835406296,-0.9428436180685962,-82.47743241946944
100,9898395.729010621,35166.60570594849,743.0250312233812,3472.849076676945,-18.07337527840503,373.7997255125611,1.7871122635881587,167.16395499196037
200,9900963.866126312,34490.037958750516,796.0153885885373,4219.401778441349,76.66967908943765,1510.1346277142925,-0.1135254427963438,275.17097425657437
300,9895978.084131004,34628.188053005186,799.9703272225719,4652.0214476735755,86.86260191079401,134.6297360766673,0.28212666546437326,243.3229427806487
400,9894247.752478324,33623.63814717329,824.2330742688256,5475.7474253359105,212.21238199065886,1223.3826111865974,2.047137403243684,441.7844133537945
500,9892689.585354978,34016.48187813161,841.9673769547808,5833.98630398576,236.22417455469954,3759.0684208995303,1.0699493989033018,396.212099031741
600,9891102.756346645,34958.96467441388,849.9030355805317,6153.645886167417,209.35186662248324,3224.395830255956,1.2332854968313849,521.4794056786818
700,9890905.541221881,34502.401447613156,847.0608844345901,6959.5599720217515,252.24979497772688,3386.012605139931,1.3173187980569596,509.01594372963825
800,9893314.010946736,33919.82274429889,877.9641110478514,7052.214634171729,299.82307408454733,6638.131396951254,4.139632250739263,613.1660507607198
900,9888603.877828931,34071.7183324834,895.2723255873129,7541.905033107406,311.5944765026376,6276.443884844459,2.5415554214714806,841.6306450420184
1000,9885982.899314916,34675.34835793816,890.0875497365428,7358.843930464802,344.9232405460441,8815.211753657746,5.519908252382381,782.137764867628
1100,9882738.508984234,35812.95445070015,911.9597652943755,7959.988658728553,424.599231046791,9289.510951370892,3.694693810647537,769.4714393106875
1200,9884190.864053994,35717.72695950213,927.1204264659885,7834.350557270873,501.5403079879299,12390.425878860106,5.057317233050147,895.7863004134203
1300,9879057.766625255,35438.22586330084,918.8849271801827,8378.406207324033,545.8282583167231,15268.792005461783,6.171864451490512,1174.1099402928844
1400,9877231.322460672,36277.98524489714,940.3237185528144,8463.259923938807,598.9951338976996,15088.359687220249,7.591607798385656,1287.5432665358344
1500,9875980.69006018,36296.5231902827,958.154316943038,8195.758545799914,616.2589750148602,15118.573721612347,6.93153716377952,1273.0364840104874
1600,9873106.113555817,38091.782629921625,962.3224669790641,8488.400448829647,653.1433028916778,19843.925139236548,7.658861101981322,1170.6599637036404
1700,9875719.701106874,37644.98132235068,1000.9477311124874,8863.132396031262,623.5954005101424,20281.962705930528,7.61019015742429,1543.4547931852621
1800,9866763.488908518,38252.456121044095,1008.4487458380919,8788.236350935145,738.8488906244118,22246.978683093137,9.000884530174575,1403.8213843914405
1900,9867653.172388397,39274.187438962195,1032.3323805165478,9258.646293113945,686.35912750519,20099.932557742013,12.292526941133445,1470.6747611241294
2000,9864184.881535344,40052.60794557162,1026.9776795200771,9265.287456815162,734.4144989095114,25399.459609021036,12.782646174319728,1760.1188556323496
2100,9865426.525380176,39483.50118302459,1024.7906159282575,9294.217551560167,806.2488194303994,27215.25717722763,13.743643314281785,1838.6491060129429
2200,9864239.857032973,40318.06664506835,1037.3594229008079,9455.993350979117,835.8857764289169,26009.67881566239,14.17405135154152,1849.214411793903
2300,9856555.370941736,40430.48915848867,1047.9887349485,9811.006585749701,855.8703840786479,28389.549487569922,15.955009276936543,2028.5218218786763
2400,9858294.457055716,41039.084346909105,1098.913020677709,9889.286056012315,894.8362361835044,27810.162395125837,15.45147596534023,2044.695127533297
2500,9851219.896082932,42657.01052456813,1107.3433194805375,9623.866065172148,928.4113414802823,30436.422442480954,17.500312211408314,2132.3410211356518
2600,9849814.545647128,42645.83744324136,1093.0014025642522,10044.503458567933,983.5450479152834,34938.65367275173,18.086567826655198,2272.850051259419
