milliseconds,Susceptible,Exposed,Infectious,Asymptomatic,Hospitalized,Recovered,Deceased,Cumulative_Cases
0,9897208.142507238,36911.16452572066,720.915354511964,2327.27182867913,-32.38193585828444,2211.644001614423,1.6868841137534596,64.94600030121862
100,9896370.868267938,34966.57153942541,765.4978672688854,3270.8528360924633,51.10296418721792,1782.8515460735816,0.15420105441816093,-13.895797747520604
200,9895381.33043554,34609.40688106612,797.6182378507708,4334.796648963176,34.636129497225284,-1061.9306382662562,1.5572640162290634,264.31424099997827
300,9898817.94503306,34691.28602751614,815.6234621598778,4852.974061212194,54.16460591991092,1798.422150882444,-0.7208834252980152,200.25608075450853
400,9892822.651042026,35030.719616221504,838.8664293483475,5402.651309408002,169.2046973646138,4172.791536268533,-0.5323829418228156,283.6208221614072
500,9895553.949418502,34740.22630496979,847.488606681767,6123.200681396658,177.38694279794012,2835.316058154052,0.7286095660374842,424.3335419070552
600,9891976.88069784,34507.210037796736,851.489123312799,6547.301301011148,272.0826515117508,5342.205430548971,2.617847221129259,477.11706899552
700,9890567.467925617,34288.39782039181,852.4098305609918,6701.124957815008,227.51380154015914,5188.150813646985,2.8310711950184766,603.8690719230466
800,9890746.768508887,34607.583304691776,893.119038552939,6761.784058110903,317.98535878862936,7152.59150533817,2.683557599235385,698.4383608458552
900,9887222.14166902,34824.10857262173,871.36068201608,7297.947502919665,379.41551499780275,8520.76413948911,3.4613487530407485,682.0005751470951
1000,9889340.530494332,34787.262750892594,915.0426219162375,7358.918138914,359.7106435858974,9977.654674865376,4.876390986898005,724.0874470443703
1100,9882606.221479073,35843.86963161004,913.8844511512787,7606.430928946715,438.4278613637257,9471.908550727754,4.364233121916596,1008.2096200358228
1200,9883752.904744092,35581.510096880076,924.0172449904297,8065.01678301317,466.6333333676184,12481.484611906235,6.238881808465064,1083.5644352136233
1300,9881780.70739045,35906.51530714659,943.776205017093,7938.7946489228525,504.63287873078065,11979.850991624478,6.180375257248876,1005.7304663878122
1400,9878077.046697875,35850.019268127566,973.0960839177422,8143.050760067015,488.3724390215258,16947.257644692094,5.734934225394447,1188.5990389095587
1500,9873508.052402815,37317.897520507024,960.078604368401,8171.929827182953,607.9640763629196,14216.429319047136,8.406934034519047,1282.0565232547208
1600,9871721.882783517,37524.08290805347,971.2366961413611,8732.241960124144,639.9110787416474,18156.180916953926,7.926744836850261,1464.0134759954535
1700,9874775.916935736,38453.32023030141,969.0704830432712,8670.088467796737,668.9412307786265,20674.036813661736,7.6150047442078534,1378.5748916827883
1800,9866570.484981194,37793.18606078875,1021.2187369308355,8690.246194004709,748.2226743601055,21852.561502773908,11.363193083423617,1589.9489632791633
1900,9867555.191812506,39518.09600928679,1002.135910302929,8764.767910866787,732.327800974505,20788.730277938404,12.293801349476508,1440.7028738946076
2000,9867855.58419968,40052.57619704045,1021.9018746402165,8956.022887519815,736.2864261207552,23936.33528209744,12.94315081107796,1532.6898275382448
2100,9863494.371013489,40270.40604027986,1029.0575011064077,9338.105255219123,840.1665285136137,24410.068542342156,13.95534829401368,1800.420287068805
2200,9864390.298363537,39668.5395485579,1052.1432842358813,9478.028535565329,805.8666399315334,27927.71847842088,14.51869452423478,1993.7998668106795
2300,9859570.106451,41020.05665347802,1047.5840183888456,9379.418497897204,924.3153123459579,30252.22205850924,15.698088662130253,2092.794340971337
