milliseconds,Susceptible,Exposed,Infectious,Asymptomatic,Hospitalized,Recovered,Deceased,Cumulative_Cases
1300,9882817.228618994,36045.14582040206,952.6152105815431,8165.025180111836,450.90600285098805,15742.278111901229,7.3471941698506384,1026.6390266661765
1400,9877227.222579567,36163.72023374192,941.4007962631888,8391.461570778027,527.7518544227537,14422.585462217874,6.662689724767728,1184.3927690198784
1500,9873321.012483006,36281.91831154282,961.6199474643428,8522.574981457085,527.2404794436686,16578.479764409425,6.4219602249009125,1265.1232186137263
1600,9873732.715226013,38089.69089639044,970.3671978917796,8791.477541378063,654.1064091026935,19088.781018535108,6.647728701032426,1249.433967448799
1700,9872777.170372725,37384.71983039194,977.5262374037864,8535.199069117893,719.5032731362879,17364.28446096432,8.572905658946503,1319.4169261745405
1800,9873438.640338976,38185.57456193294,991.3347242843723,8617.85631458071,693.9858285380346,20513.74726571906,9.624461932378543,1442.1561320842652
1900,9869248.146639638,39068.4317006057,1000.4313132414293,9207.030103319034,716.2312806921298,20294.876473437904,9.260964395977934,1692.1178074400755
2000,9866567.716623891,39929.31058848903,1008.8111134639522,9167.77874038445,784.4163303796732,24449.518457191523,11.913699457671004,1653.363337229791
2100,9866967.29179913,39712.533052121755,1048.5366655286089,9058.347537351554,852.9907744895228,26000.59530044419,11.904031969827932,1848.9109975824697
2200,9860299.030768313,40286.776639423755,1044.9588705446863,9512.384303029667,824.9340695087556,25178.782718328515,14.109796261786459,1806.2349056409257
2300,9858388.732533043,41310.7466009979,1058.9832007677792,9707.301081577567,925.1406239238473,27995.852557944447,15.396282098136217,1820.0775869186202
2400,9853623.588869836,42056.619440329654,1097.2031152841244,9907.086882244805,919.5647144542655,32280.2779863217,16.205406187746604,2108.614903893883
2500,9857637.859993966,42070.15814301117,1099.9827397491006,9647.991068671283,1036.0136329132351,32927.11492653041,15.367604917863826,2247.0848478664066
2600,9848790.130621437,41925.32697157165,1085.233642199759,10152.496796009116,1055.5375968737826,31133.975166566583,19.472294319528377,2353.193355160215
2700,9849855.05487778,42567.949053566386,1138.570409042495,10122.916062088476,1059.9205168746532,35910.24024525245,19.731628510970676,2215.795269543331
2800,9843910.532061076,43112.377884581976,1127.513666397302,10271.158653996647,1108.5529623957796,34291.07589272145,19.63873153651552,2427.6816891345366
2900,9842097.945435379,44047.101745793785,1145.3072542559316,10305.776207953542,1177.4289411847974,38826.78685183004,22.745217291202227,2587.427045918974
3000,9840316.369465927,44767.29831304789,1165.1678165172973,10498.74631874175,1131.3842126812597,39925.85632634257,23.527672299319605,2509.978796078265
3100,9837601.121763377,45419.30930377717,1197.21936409477,10647.830984915143,1183.4410350577627,43714.30485980996,22.741143484233774,2786.095703407167
3200,9835669.402280653,45694.61564167071,1208.8445659577642,10935.048841619147,1305.063270392096,43736.09408106673,24.189432785584952,2789.590325112814
3300,9831483.78197651,47159.558244727166,1218.7654649455665,11105.829763339836,1339.6244523244993,47411.5884963243,27.56903623304035,3064.5891910454516
3400,9832981.417204157,47040.41946930966,1223.0317531374556,10884.756175178089,1360.8934497216692,45026.45469312243,27.42424374238826,3070.175629417742
3500,9827828.971559558,47264.128514014476,1262.6304620128847,11049.145086196571,1437.9415924975497,47741.95840614195,30.322289710766633,3340.1781147225906
3600,9824479.274020962,48975.968110701964,1252.7392238994964,11576.052995004491,1484.8160587673815,48768.911488852114,32.6962762074711,3238.141279102645
3700,9820209.92149342,48713.506899489876,1285.0339003749507,11544.923715426568,1471.1175722067908,52553.057635353594,32.46466729194133,3472.0294758526197
3800,9819399.843679124,50209.584238292635,1313.3295293155318,11844.87360058644,1507.2670672214417,55525.221246132416,33.152210652335825,3538.1351933492497
3900,9814183.09026875,50208.729093644375,1297.4379969900654,11972.130794990044,1536.4403077020736,59261.79174021381,34.691080934444344,3718.538582425131
4000,9812923.551513819,51851.463205078864,1343.6662366076887,12215.856257969415,1635.7585480193216,58758.122151921154,36.32114376939828,3898.2297362072636
4100,9811325.201090235,52673.18034256123,1344.537858318135,11972.124943042172,1643.2826411536491,60668.6491523251,38.4030833883259,3801.056677282887
4200,9810000.819491295,52837.48412028968,1361.3910208834818,12181.419435007741,1680.1813247169616,65168.59592613562,39.57071672563304,4119.823632329589
4300,9804769.316163449,52708.2052014464,1369.4380643705272,12675.672303855023,1750.7618017248667,66506.02535490261,42.633170050679354,4044.138927740187
4400,9805471.658422057,54580.61256903896,1392.3790713685894,12613.522857757529,1823.9665421953753,69683.65067648103,43.141364991536825,4177.035026954717
4500,9802124.189658917,55144.57422776736,1435.7549597161342,12972.703257625635,1811.2058873823867,68734.26642865762,47.05695153994646,4307.68228145896
4600,9797954.900060268,55433.52143434959,1417.3887833168794,13018.948721376699,1927.7626502410744,70343.68143181625,47.45724032896422,4522.605018578397
4700,9792961.59517858,55781.1718245316,1469.918669382443,13299.58180621391,1920.8285077611588,73758.63142870992,49.237836382158804,4799.735261507388
4800,9785855.573942881,57679.09070075189,1490.969497752089,13377.988970926655,1963.9521465346202,77773.74223184957,51.90558721922491,4712.882959862654
4900,9785158.522551479,58298.57825190654,1474.5109545217063,13320.990748452574,1967.5252892094895,77758.42044523208,54.12980334354123,4850.306371536785
5000,9779530.358791066,58233.066667837025,1494.9004191604004,13923.7965520263,2013.9341530475613,79390.47489671146,57.37281921089858,5003.186302212349
