miliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
0,1.0074494665581453,4.9042553141900524e-05,-0.0003711994649936085,-0.0021701367843084966,5.447963031320111e-05,-0.00013219735787131778,0.0008253584368517835,-0.0027974953471052995,0.9917990792170301
100,0.7676293552877061,0.016277349901311734,0.07687129069064531,0.12018759599090156,0.002267357232356918,0.00590250385100014,0.0045409961645760544,-0.007192004791816875,0.9006628058223011
200,0.6064179477065532,0.012746131597674168,0.06677565678136807,0.26597899272273706,0.005225703872820191,0.020167317750167387,0.026370783082547523,-0.004867571459978348,0.8559828891781645
300,0.4799242400158113,0.010065081253788357,0.05313444777027418,0.3354623028435212,0.006857782491604144,0.03035958119489236,0.06230818491760644,0.009975905824643494,0.8200069811603651
400,0.4045561944240453,0.008407485749737088,0.04446838967524026,0.3754440802992475,0.00770929327639404,0.0358576088853786,0.09009447251326322,0.03006837267498521,0.7711772520023135
500,0.355041994160994,0.0075717217957834825,0.03819418130492763,0.3781812472656954,0.007860968614662124,0.03784104668008797,0.1083692754655464,0.06017826773880583,0.7344103081588959
600,0.3344162127694085,0.0069023599263764645,0.034613250309901485,0.37274070001086923,0.007764773574869748,0.03787646543093449,0.11892935669325166,0.0940721350932726,0.6981694887524033
700,0.3084838128981512,0.006483781682680215,0.03147338964968593,0.3645159131312819,0.007532324546116692,0.03681581946931461,0.12316355713210077,0.12351397565866683,0.6665841715429277
800,0.29991292287662213,0.0062397653248117075,0.030211581691950026,0.3537304092327725,0.007280824205664276,0.035701433926268476,0.12394261021591053,0.1575178410830847,0.6538330340387186
900,0.29130361681910083,0.0059852208357302344,0.028419429293042503,0.3390835256284407,0.006963920273552524,0.03435287147278107,0.12189836921281828,0.16858496348014274,0.6172813185005903
1000,0.2698708369679815,0.005776450705619484,0.027401931741782813,0.32887174767339655,0.006807163456649177,0.03314877703233387,0.11743509170896416,0.1989780226057762,0.5949167395867426
1100,0.2724956006990665,0.005441879604178653,0.026848885432770166,0.31703412879237486,0.0064921542715069315,0.03227293695259853,0.11611027841247659,0.2255185178718342,0.5833612035768884
1200,0.2548150162786217,0.0052436402825306065,0.026008609606392317,0.3044148798338122,0.006219068739276002,0.030811859491740163,0.11068826899780836,0.24948992037538412,0.559578643609785
1300,0.25369736799114045,0.00509440083372963,0.02528920369143748,0.2915636170237455,0.006077056702608026,0.02958821596170129,0.10671665130323174,0.28953692380612983,0.550450930177281
1400,0.24346511893224543,0.0051320143868422395,0.025276716057423945,0.2823377338401736,0.005799830179309743,0.028776878007168986,0.10226188352550711,0.2971957854794261,0.5240785376355438
1500,0.2414561451608429,0.004856411457187082,0.0243721506053994,0.27151767915905756,0.005704443191740045,0.027724281881364096,0.09957410952300196,0.3174134450004514,0.5102060484341167
1600,0.23841663289173134,0.004918089018369908,0.022959518387336664,0.2685519679961305,0.005550052158830228,0.027356444525844164,0.09614644079567901,0.3442831410741445,0.499169999573524
1700,0.2251272807971768,0.004800094819178522,0.022856605992702443,0.26110655090857204,0.005312621262562655,0.02661825341037584,0.09267651653209844,0.3620086664990985,0.4827689082726872
1800,0.22068291332353454,0.004465834878293078,0.022972768366099218,0.2521423539710525,0.005252947438678299,0.025369352847702285,0.09089800189815023,0.3707345973892817,0.4762414737586902
1900,0.2173436723240168,0.004523503673770568,0.02237466794619834,0.24258803652063046,0.005117509623558493,0.024830909555136192,0.08721805989894812,0.38965575357949944,0.45907448303130344
2000,0.21217423155938211,0.00438446614779066,0.020780738287807837,0.23492083832809268,0.004939747710625351,0.024042982960738445,0.08579685204441831,0.4034113237323696,0.4432613877066362
2100,0.21302126415335768,0.004185389991428997,0.021079207277940097,0.23441454861643354,0.004863857334231154,0.023613792666032404,0.08342479257495188,0.43363079318489006,0.4439377376887439
